date,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyCashDividendsPaid,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyDilutedEPS,quarterlyChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyBasicEPS,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherNonCurrentAssets,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyCommonStockIssuance,quarterlyTaxProvision,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyDilutedAverageShares,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable
2011-10-31,2100000.0,247600000,,380100000.0,-13000000.0,781100000,246300000,1667400000.0,157600000.0,501900000.0,752700000.0,,-197700000.0,-46000000.0,35700000.0,1945600000.0,0.290667,-100400000.0,,2100000.0,19500000.0,2893200000.0,641900000.0,279200000.0,,2006200000.0,-200000.0,621800000.0,504200000.0,,157600000.0,253500000.0,157600000,914700000.0,77000000.0,0.293333,-2600000.0,229100000.0,253500000.0,-19800000.0,7800000.0,537033750.0,,200000.0,-243500000.0,162300000.0,51100000.0,-800000.0,694500000.0,255600000.0,239200000.0,,91500000.0,-172400000.0,,81600000.0,45900000.0,383000000.0,1728000000.0,,540690000.0,3673600000.0,71700000.0,672100000.0,12800000.0,,552500000.0,23400000.0,380100000.0,380100000.0,-158400000.0,453300000.0,,,,,
2012-01-31,2200000.0,207000000,,494900000.0,-14200000.0,701600000,206200000,1641700000.0,133100000.0,450900000.0,725600000.0,,-3000000.0,-49600000.0,20300000.0,1953100000.0,0.248,19700000.0,,2200000.0,19300000.0,2927000000.0,568700000.0,250700000.0,,2034700000.0,-1900000.0,616600000.0,503500000.0,,133100000.0,246800000.0,133100000,916100000.0,65700000.0,0.250667,-600000.0,205300000.0,253000000.0,-12300000.0,7300000.0,532230000.0,,-2000000.0,-52800000.0,173400000.0,53700000.0,2900000.0,684200000.0,244700000.0,198900000.0,,186200000.0,114800000.0,,65800000.0,32100000.0,385300000.0,1723300000.0,,536250000.0,3676400000.0,173900000.0,667700000.0,11900000.0,,380100000.0,23400000.0,494900000.0,494900000.0,-160900000.0,390800000.0,,,,,
2012-04-30,2500000.0,161900000,,338000000.0,-27100000.0,602400000,148400000,1408000000.0,104300000.0,421800000.0,404000000.0,875000000.0,-900000.0,-50000000.0,10000000.0,1749000000.0,,38200000.0,,2500000.0,17000000.0,3031000000.0,475000000.0,180600000.0,173000000.0,2069000000.0,-3000000.0,617000000.0,503000000.0,,104300000.0,274800000.0,104300000,1004000000.0,65000000.0,,-245900000.0,188000000.0,7000000.0,-27100000.0,7400000.0,,-476000000.0,100000.0,-304600000.0,158000000.0,38000000.0,0.0,712000000.0,273400000.0,143200000.0,,174300000.0,-156800000.0,,38900000.0,10000000.0,399000000.0,1728000000.0,,,3477000000.0,147200000.0,668000000.0,11300000.0,,494900000.0,24000000.0,338000000.0,338000000.0,-230000000.0,120000000.0,,,,,
2012-07-31,2400000.0,221700000,,361500000.0,-17500000.0,665800000,221700000,1461000000.0,147500000.0,464100000.0,476300000.0,,0.0,-49800000.0,35500000.0,1849500000.0,0.276,-102200000.0,,147500000.0,28400000.0,3057000000.0,524900000.0,201700000.0,,2122000000.0,-100000.0,612100000.0,502100000.0,,147500000.0,240600000.0,147500000,984700000.0,53400000.0,0.276,-600000.0,198700000.0,9200000.0,-17400000.0,5200000.0,532920000.0,,3600000.0,-44600000.0,172600000.0,52000000.0,0.0,764400000.0,242400000.0,217100000.0,,87600000.0,23200000.0,,69600000.0,50800000.0,404600000.0,1733500000.0,,536995000.0,3583000000.0,70200000.0,664800000.0,11500000.0,,338300000.0,34100000.0,361500000.0,361500000.0,-231500000.0,375700000.0,,,,,
2012-10-31,2300000.0,275100000,,368500000.0,-21500000.0,776700000,262300000,1499100000.0,173000000.0,524500000.0,505900000.0,,0.0,-49700000.0,9000000.0,2055000000.0,0.32,-124300000.0,,2300000.0,14000000.0,3207800000.0,681500000.0,252200000.0,,2304800000.0,0.0,615800000.0,501400000.0,,173000000.0,265700000.0,173000000,993200000.0,63500000.0,0.324,-700000.0,188300000.0,10600000.0,-21500000.0,5500000.0,533190000.0,,5400000.0,-50000000.0,185200000.0,38700000.0,0.0,797500000.0,262200000.0,257500000.0,,77100000.0,7000000.0,,84500000.0,0.0,415900000.0,1748900000.0,,537227500.0,3803900000.0,55600000.0,667600000.0,12100000.0,,361500000.0,34100000.0,368500000.0,368500000.0,-223000000.0,480700000.0,,,,,
2013-01-31,2700000.0,250200000,,386800000.0,-20400000.0,746900000,237000000,2313500000.0,157500000.0,506700000.0,807300000.0,,0.0,-908500000.0,15000000.0,2046400000.0,0.292,43400000.0,,2700000.0,-13600000.0,2391900000.0,633800000.0,240200000.0,466400000.0,1518800000.0,300000.0,618900000.0,996600000.0,,157600000.0,272900000.0,157600000,1506200000.0,69900000.0,0.296,-1300000.0,188100000.0,264300000.0,-20400000.0,8300000.0,533647500.0,,-16900000.0,-166300000.0,193200000.0,58800000.0,0.0,801900000.0,269700000.0,229400000.0,,202500000.0,18300000.0,,71800000.0,0.0,426600000.0,1785900000.0,,537627500.0,3832300000.0,182100000.0,669900000.0,12500000.0,,368500000.0,34100000.0,386800000.0,386800000.0,-206400000.0,466400000.0,,,,,
2013-04-30,3600000.0,177000000,,204000000.0,-37600000.0,660000000,177000000,1998000000.0,113000000.0,460000000.0,473000000.0,956000000.0,0.0,-55000000.0,10000000.0,1821000000.0,0.208,39100000.0,,3600000.0,-2800000.0,2500000000.0,548000000.0,200000000.0,141000000.0,1628000000.0,0.0,617000000.0,997000000.0,,113000000.0,279000000.0,113000000,1525000000.0,68000000.0,0.212,-250400000.0,242000000.0,5000000.0,-37600000.0,17000000.0,533952500.0,-506000000.0,-2100000.0,-315100000.0,180000000.0,70000000.0,0.0,827000000.0,283000000.0,161000000.0,,169800000.0,-182500000.0,,48000000.0,17000000.0,450000000.0,1805000000.0,,538030000.0,3626000000.0,132200000.0,668000000.0,14900000.0,,386800000.0,34000000.0,204000000.0,204000000.0,-211000000.0,451000000.0,,,,,
2013-07-31,3000000.0,230000000,,217000000.0,-25000000.0,686000000,217000000,2020000000.0,143000000.0,477000000.0,515000000.0,,-1000000.0,-54000000.0,54000000.0,1861000000.0,0.264,-77000000.0,,3000000.0,12000000.0,2527000000.0,542000000.0,209000000.0,393000000.0,1666000000.0,0.0,618000000.0,997000000.0,,143000000.0,259000000.0,143000000,1505000000.0,57000000.0,0.268,-1000000.0,211000000.0,6000000.0,-25000000.0,7000000.0,534272500.0,,3000000.0,-51000000.0,185000000.0,66000000.0,0.0,874000000.0,260000000.0,211000000.0,,93000000.0,13000000.0,,68000000.0,0.0,459000000.0,1825000000.0,,538300000.0,3686000000.0,68000000.0,669000000.0,12000000.0,,204000000.0,34000000.0,217000000.0,217000000.0,-212000000.0,393000000.0,,,,,
2013-10-31,3000000.0,324000000,,192000000.0,-35000000.0,833000000,311000000,2044000000.0,206000000.0,576000000.0,542000000.0,,-48000000.0,-55000000.0,15000000.0,2033000000.0,0.384,-95000000.0,,3000000.0,-18000000.0,2729000000.0,729000000.0,257000000.0,513000000.0,1838000000.0,0.0,620000000.0,997000000.0,,206000000.0,273000000.0,206000000,1502000000.0,64000000.0,0.388,0.0,167000000.0,7000000.0,-35000000.0,7000000.0,533967500.0,,0.0,-102000000.0,199000000.0,62000000.0,0.0,901000000.0,265000000.0,305000000.0,,108000000.0,-25000000.0,,99000000.0,0.0,483000000.0,1849000000.0,,538010000.0,3882000000.0,73000000.0,671000000.0,12000000.0,,217000000.0,34000000.0,192000000.0,192000000.0,-201000000.0,513000000.0,,,,,
2014-01-31,3000000.0,267000000,,287000000.0,-29000000.0,782000000,255000000,2104000000.0,177000000.0,532000000.0,604000000.0,,0.0,-62000000.0,74000000.0,2103000000.0,0.328,13000000.0,,3000000.0,-16000000.0,2777000000.0,679000000.0,250000000.0,452000000.0,1889000000.0,-2000000.0,619000000.0,997000000.0,,177000000.0,277000000.0,177000000,1500000000.0,161000000.0,0.332,-1000000.0,208000000.0,9000000.0,-29000000.0,6000000.0,532877500.0,,0.0,-61000000.0,97000000.0,88000000.0,0.0,873000000.0,277000000.0,249000000.0,,189000000.0,95000000.0,,72000000.0,0.0,497000000.0,1890000000.0,,536980000.0,3993000000.0,160000000.0,670000000.0,12000000.0,,192000000.0,34000000.0,287000000.0,287000000.0,-203000000.0,452000000.0,,,,,
2014-04-30,4000000.0,189000000,,437000000.0,-38000000.0,689000000,189000000,2071000000.0,132000000.0,493000000.0,561000000.0,1054000000.0,0.0,-62000000.0,71000000.0,2177000000.0,0.248,90000000.0,,4000000.0,17000000.0,2894000000.0,569000000.0,196000000.0,165000000.0,2032000000.0,0.0,620000000.0,997000000.0,,132000000.0,313000000.0,132000000,1510000000.0,167000000.0,0.248,0.0,289000000.0,8000000.0,-40000000.0,6000000.0,533240000.0,-528000000.0,1000000.0,-74000000.0,102000000.0,103000000.0,0.0,882000000.0,304000000.0,182000000.0,,259000000.0,150000000.0,,50000000.0,8000000.0,526000000.0,1926000000.0,,537345000.0,4103000000.0,219000000.0,677000000.0,14000000.0,,287000000.0,34000000.0,437000000.0,437000000.0,-188000000.0,474000000.0,,,,,
2014-07-31,3000000.0,221000000,,460000000.0,-31000000.0,705000000,221000000,2137000000.0,150000000.0,495000000.0,637000000.0,,-12000000.0,-62000000.0,128000000.0,2259000000.0,0.28,-55000000.0,,3000000.0,1000000.0,2908000000.0,547000000.0,210000000.0,427000000.0,2054000000.0,0.0,618000000.0,998000000.0,,150000000.0,269000000.0,150000000,1500000000.0,154000000.0,0.28,0.0,303000000.0,13000000.0,-31000000.0,7000000.0,533610000.0,,12000000.0,-57000000.0,107000000.0,110000000.0,0.0,949000000.0,274000000.0,214000000.0,,112000000.0,23000000.0,,64000000.0,7000000.0,538000000.0,1932000000.0,,537547500.0,4191000000.0,81000000.0,666000000.0,13000000.0,,437000000.0,34000000.0,460000000.0,460000000.0,-195000000.0,427000000.0,,,,,
2014-10-31,3000000.0,315000000,,235000000.0,-32000000.0,877000000,303000000,2168000000.0,208000000.0,609000000.0,678000000.0,,-193000000.0,-62000000.0,12000000.0,2299000000.0,0.388,-246000000.0,,3000000.0,-19000000.0,3114000000.0,761000000.0,268000000.0,535000000.0,2075000000.0,-3000000.0,614000000.0,998000000.0,,208000000.0,301000000.0,208000000,1490000000.0,153000000.0,0.392,0.0,307000000.0,124000000.0,-32000000.0,7000000.0,530217500.0,,-1000000.0,-144000000.0,113000000.0,106000000.0,0.0,971000000.0,306000000.0,296000000.0,,-42000000.0,-225000000.0,,88000000.0,0.0,556000000.0,1944000000.0,,533922500.0,4243000000.0,-74000000.0,651000000.0,12000000.0,,460000000.0,34000000.0,235000000.0,235000000.0,-191000000.0,535000000.0,,,,,
2015-01-31,3000000.0,272000000,,250000000.0,-33000000.0,813000000,272000000,2120000000.0,186000000.0,553000000.0,860000000.0,,-66000000.0,-66000000.0,16000000.0,2209000000.0,0.348,94000000.0,,3000000.0,10000000.0,3166000000.0,631000000.0,260000000.0,511000000.0,2041000000.0,0.0,607000000.0,748000000.0,,186000000.0,275000000.0,186000000,1260000000.0,154000000.0,0.352,0.0,408000000.0,258000000.0,-33000000.0,6000000.0,527815000.0,,0.0,-248000000.0,129000000.0,159000000.0,-12000000.0,920000000.0,281000000.0,266000000.0,,305000000.0,15000000.0,,80000000.0,9000000.0,567000000.0,1952000000.0,,531515000.0,4161000000.0,272000000.0,619000000.0,13000000.0,,235000000.0,34000000.0,250000000.0,250000000.0,-215000000.0,511000000.0,,,,,
2015-04-30,6000000.0,232000000,,370000000.0,-29000000.0,740000000,232000000,2288000000.0,140000000.0,527000000.0,958000000.0,1140000000.0,-191000000.0,-66000000.0,12000000.0,2254000000.0,0.264,50000000.0,,6000000.0,14000000.0,3300000000.0,583000000.0,213000000.0,198000000.0,1905000000.0,-1000000.0,607000000.0,748000000.0,,140000000.0,289000000.0,140000000,1330000000.0,164000000.0,0.268,0.0,348000000.0,440000000.0,-28000000.0,6000000.0,524652500.0,-554000000.0,-7000000.0,-82000000.0,107000000.0,135000000.0,-12000000.0,953000000.0,295000000.0,226000000.0,,233000000.0,120000000.0,,86000000.0,9000000.0,586000000.0,1939000000.0,,528210000.0,4193000000.0,205000000.0,611000000.0,13000000.0,,250000000.0,34000000.0,370000000.0,370000000.0,-300000000.0,497000000.0,,,,,
2015-07-31,3000000.0,240000000,,494000000.0,-39000000.0,699000000,227000000,2627000000.0,156000000.0,491000000.0,833000000.0,,-230000000.0,-65000000.0,54000000.0,2371000000.0,0.3,-27000000.0,,3000000.0,2000000.0,3309000000.0,505000000.0,208000000.0,438000000.0,1707000000.0,0.0,605000000.0,1229000000.0,,156000000.0,264000000.0,156000000,1794000000.0,149000000.0,0.3,-176000000.0,328000000.0,263000000.0,-39000000.0,9000000.0,518157500.0,,2000000.0,21000000.0,112000000.0,127000000.0,0.0,1035000000.0,264000000.0,218000000.0,,147000000.0,124000000.0,,62000000.0,0.0,608000000.0,1963000000.0,,521595000.0,4334000000.0,108000000.0,605000000.0,13000000.0,,370000000.0,34000000.0,494000000.0,494000000.0,-304000000.0,438000000.0,,,,,
2015-10-31,5000000.0,316000000,,195000000.0,-27000000.0,854000000,302000000,2918000000.0,200000000.0,586000000.0,1130000000.0,,-509000000.0,-65000000.0,16000000.0,2348000000.0,0.388,-195000000.0,,5000000.0,-10000000.0,3508000000.0,727000000.0,268000000.0,549000000.0,1401000000.0,-1000000.0,606000000.0,1229000000.0,,200000000.0,286000000.0,200000000,1788000000.0,143000000.0,0.392,,341000000.0,553000000.0,-27000000.0,12000000.0,510137500.0,,0.0,-285000000.0,116000000.0,121000000.0,0.0,1067000000.0,284000000.0,290000000.0,,14000000.0,-299000000.0,,90000000.0,0.0,619000000.0,1971000000.0,,513577500.0,4319000000.0,-13000000.0,608000000.0,14000000.0,,494000000.0,34000000.0,195000000.0,195000000.0,-306000000.0,549000000.0,,,,,
2016-01-31,4000000.0,278000000,,317000000.0,-24000000.0,809000000,278000000,2916000000.0,190000000.0,555000000.0,1100000000.0,,-23000000.0,-69000000.0,17000000.0,2405000000.0,0.376,61000000.0,,4000000.0,20000000.0,3561000000.0,630000000.0,254000000.0,498000000.0,1417000000.0,1000000.0,589000000.0,1229000000.0,,190000000.0,274000000.0,190000000,1816000000.0,144000000.0,0.376,,379000000.0,509000000.0,-24000000.0,12000000.0,502955000.0,,0.0,-136000000.0,138000000.0,136000000.0,0.0,1031000000.0,277000000.0,266000000.0,,287000000.0,122000000.0,,76000000.0,8000000.0,621000000.0,1928000000.0,,505975000.0,4333000000.0,263000000.0,582000000.0,13000000.0,,195000000.0,34000000.0,317000000.0,317000000.0,-323000000.0,498000000.0,,,,,
2016-04-30,3000000.0,241000000,,263000000.0,523000000.0,729000000,241000000,2621000000.0,522000000.0,513000000.0,791000000.0,1217000000.0,-345000000.0,-67000000.0,19000000.0,2233000000.0,1.04,20000000.0,,3000000.0,-2000000.0,4065000000.0,559000000.0,216000000.0,217000000.0,1562000000.0,0.0,590000000.0,1230000000.0,,522000000.0,282000000.0,522000000,1830000000.0,146000000.0,1.048,0.0,357000000.0,271000000.0,-20000000.0,12000000.0,498320000.0,-588000000.0,-9000000.0,-660000000.0,101000000.0,136000000.0,485000000.0,1054000000.0,272000000.0,715000000.0,,76000000.0,-54000000.0,,193000000.0,0.0,629000000.0,1950000000.0,,501265000.0,4183000000.0,56000000.0,595000000.0,16000000.0,,317000000.0,34000000.0,263000000.0,263000000.0,-350000000.0,501000000.0,,,,,
2016-07-31,4000000.0,229000000,,459000000.0,-324000000.0,661000000,213000000,3425000000.0,144000000.0,453000000.0,874000000.0,,-201000000.0,-67000000.0,56000000.0,2561000000.0,0.288,-24000000.0,,4000000.0,-11000000.0,4085000000.0,501000000.0,208000000.0,463000000.0,1330000000.0,0.0,756000000.0,1953000000.0,,144000000.0,245000000.0,144000000,2551000000.0,132000000.0,0.296,-43000000.0,339000000.0,288000000.0,-17000000.0,13000000.0,491272500.0,,-8000000.0,398000000.0,122000000.0,128000000.0,0.0,1262000000.0,240000000.0,201000000.0,-307000000.0,128000000.0,196000000.0,,57000000.0,0.0,645000000.0,2194000000.0,,495011250.0,4755000000.0,111000000.0,649000000.0,15000000.0,,263000000.0,68000000.0,459000000.0,459000000.0,-402000000.0,463000000.0,,,,,
2016-10-31,3000000.0,305000000,,211000000.0,-20000000.0,830000000,291000000,3437000000.0,197000000.0,552000000.0,904000000.0,,-241000000.0,-67000000.0,13000000.0,2530000000.0,0.4,-177000000.0,,3000000.0,4000000.0,4283000000.0,660000000.0,278000000.0,554000000.0,1283000000.0,0.0,743000000.0,1917000000.0,,197000000.0,270000000.0,197000000,2533000000.0,131000000.0,0.408,,373000000.0,337000000.0,-20000000.0,16000000.0,486312500.0,,-2000000.0,-261000000.0,150000000.0,140000000.0,0.0,1286000000.0,261000000.0,276000000.0,0.0,41000000.0,-248000000.0,,79000000.0,0.0,651000000.0,2190000000.0,,489810000.0,4720000000.0,21000000.0,640000000.0,13000000.0,,459000000.0,68000000.0,211000000.0,211000000.0,-407000000.0,554000000.0,,,,,
2017-01-31,3000000.0,288000000,,197000000.0,-36000000.0,808000000,273000000,3416000000.0,182000000.0,536000000.0,1130000000.0,,-119000000.0,-69000000.0,25000000.0,2377000000.0,0.376,81000000.0,,3000000.0,-4000000.0,4326000000.0,611000000.0,272000000.0,478000000.0,1184000000.0,0.0,746000000.0,1669000000.0,,182000000.0,264000000.0,182000000,2286000000.0,131000000.0,0.376,,331000000.0,557000000.0,-36000000.0,16000000.0,480650000.0,,0.0,-248000000.0,150000000.0,156000000.0,0.0,1238000000.0,263000000.0,258000000.0,0.0,276000000.0,-14000000.0,,76000000.0,0.0,669000000.0,2223000000.0,,483957500.0,4600000000.0,240000000.0,636000000.0,14000000.0,,211000000.0,68000000.0,197000000.0,197000000.0,-433000000.0,478000000.0,,,,,
2017-04-30,4000000.0,212000000,,182000000.0,-42000000.0,694000000,212000000,3255000000.0,144000000.0,480000000.0,970000000.0,1333000000.0,0.0,-71000000.0,9000000.0,2351000000.0,0.296,26000000.0,,4000000.0,1000000.0,4470000000.0,557000000.0,214000000.0,206000000.0,1370000000.0,0.0,753000000.0,1689000000.0,,144000000.0,270000000.0,144000000,2285000000.0,130000000.0,0.304,-98000000.0,342000000.0,460000000.0,-42000000.0,15000000.0,479700000.0,-620000000.0,-5000000.0,-174000000.0,152000000.0,167000000.0,-30000000.0,1270000000.0,268000000.0,197000000.0,0.0,194000000.0,-15000000.0,,53000000.0,0.0,713000000.0,2274000000.0,,482923750.0,4625000000.0,152000000.0,641000000.0,16000000.0,,197000000.0,68000000.0,182000000.0,182000000.0,-390000000.0,501000000.0,,,,,
2017-07-31,4000000.0,260000000,,238000000.0,-28000000.0,723000000,244000000,3382000000.0,178000000.0,493000000.0,1089000000.0,,-1000000.0,-70000000.0,57000000.0,2503000000.0,0.368,-92000000.0,,4000000.0,-3000000.0,1824000000.0,576000000.0,230000000.0,454000000.0,1420000000.0,0.0,755000000.0,1720000000.0,,178000000.0,250000000.0,178000000,2293000000.0,140000000.0,0.368,,352000000.0,508000000.0,-28000000.0,16000000.0,480047500.0,,-5000000.0,-31000000.0,135000000.0,147000000.0,0.0,1337000000.0,249000000.0,229000000.0,0.0,102000000.0,56000000.0,,51000000.0,0.0,719000000.0,2299000000.0,,482983750.0,4802000000.0,74000000.0,661000000.0,15000000.0,,182000000.0,58000000.0,238000000.0,238000000.0,-376000000.0,454000000.0,,,,,
2017-10-31,5000000.0,363000000,,212000000.0,-37000000.0,914000000,346000000,3331000000.0,239000000.0,610000000.0,1052000000.0,,0.0,-70000000.0,11000000.0,2661000000.0,0.496,-141000000.0,,5000000.0,-7000000.0,2063000000.0,753000000.0,304000000.0,556000000.0,1647000000.0,0.0,756000000.0,1719000000.0,,239000000.0,274000000.0,239000000,2279000000.0,134000000.0,0.496,,337000000.0,485000000.0,-37000000.0,16000000.0,480150000.0,,-2000000.0,-96000000.0,139000000.0,147000000.0,0.0,1359000000.0,264000000.0,331000000.0,0.0,112000000.0,-26000000.0,,92000000.0,0.0,740000000.0,2317000000.0,,483283750.0,4978000000.0,75000000.0,659000000.0,16000000.0,,238000000.0,58000000.0,212000000.0,212000000.0,-391000000.0,556000000.0,,,,,
2018-01-31,5000000.0,323000000,,287000000.0,-36000000.0,878000000,304000000,3841000000.0,190000000.0,587000000.0,1486000000.0,,0.0,-76000000.0,18000000.0,2641000000.0,0.39,158000000.0,,5000000.0,-22000000.0,1620000000.0,725000000.0,291000000.0,584000000.0,1201000000.0,0.0,768000000.0,1770000000.0,,190000000.0,287000000.0,190000000,2355000000.0,242000000.0,0.39,,286000000.0,327000000.0,-36000000.0,17000000.0,480361000.0,,-17000000.0,-253000000.0,61000000.0,170000000.0,0.0,1343000000.0,283000000.0,289000000.0,,348000000.0,75000000.0,,99000000.0,0.0,766000000.0,2401000000.0,,484244000.0,5042000000.0,312000000.0,680000000.0,17000000.0,,212000000.0,72000000.0,287000000.0,287000000.0,-382000000.0,584000000.0,,,,,
2018-04-30,5000000.0,163000000,,239000000.0,-27000000.0,733000000,145000000,3660000000.0,110000000.0,512000000.0,821000000.0,1436000000.0,0.0,-557000000.0,25000000.0,2555000000.0,,-28000000.0,,,-37000000.0,1730000000.0,639000000.0,221000000.0,251000000.0,1316000000.0,,763000000.0,2341000000.0,,110000000.0,368000000.0,110000000,2839000000.0,222000000.0,,0.0,102000000.0,215000000.0,-27000000.0,19000000.0,,-656000000.0,-10000000.0,-86000000.0,85000000.0,192000000.0,,1379000000.0,367000000.0,128000000.0,,70000000.0,-48000000.0,,18000000.0,,780000000.0,2421000000.0,,,4976000000.0,43000000.0,670000000.0,16000000.0,,287000000.0,72000000.0,239000000.0,239000000.0,-378000000.0,154000000.0,,,,,
2018-07-31,5000000.0,282000000,-2000000.0,211000000.0,-25000000.0,766000000,264000000,3657000000.0,200000000.0,523000000.0,868000000.0,,-1000000.0,-76000000.0,52000000.0,2623000000.0,0.41,-117000000.0,,,20000000.0,1767000000.0,658000000.0,243000000.0,,1368000000.0,-2000000.0,755000000.0,2310000000.0,,200000000.0,266000000.0,200000000,2789000000.0,168000000.0,0.42,-41000000.0,305000000.0,176000000.0,-23000000.0,22000000.0,480964000.0,,-4000000.0,-122000000.0,119000000.0,195000000.0,-2000000.0,1449000000.0,259000000.0,242000000.0,,126000000.0,-28000000.0,,42000000.0,,778000000.0,2402000000.0,,484441000.0,5025000000.0,103000000.0,658000000.0,18000000.0,,239000000.0,72000000.0,211000000.0,211000000.0,-364000000.0,564000000.0,,,,,
2018-10-31,4000000.0,350000000,0.0,193000000.0,-32000000.0,910000000,332000000,3652000000.0,249000000.0,590000000.0,895000000.0,,-127000000.0,-76000000.0,17000000.0,2743000000.0,0.52,-109000000.0,,,-16000000.0,2016000000.0,768000000.0,320000000.0,,1497000000.0,0.0,750000000.0,2288000000.0,,249000000.0,263000000.0,249000000,2757000000.0,163000000.0,0.52,,305000000.0,258000000.0,-32000000.0,22000000.0,480436000.0,,-1000000.0,-121000000.0,113000000.0,207000000.0,-2000000.0,1477000000.0,258000000.0,310000000.0,,146000000.0,-18000000.0,,61000000.0,,785000000.0,2406000000.0,,483591000.0,5149000000.0,114000000.0,648000000.0,18000000.0,,211000000.0,72000000.0,193000000.0,193000000.0,-365000000.0,620000000.0,,,,,
2019-01-31,3000000.0,320000000,,260000000.0,-29000000.0,904000000,320000000,3670000000.0,227000000.0,571000000.0,895000000.0,,-78000000.0,-79000000.0,22000000.0,2755000000.0,0.47,47000000.0,,,5000000.0,2085000000.0,737000000.0,333000000.0,,1493000000.0,,754000000.0,2301000000.0,,227000000.0,252000000.0,227000000,2775000000.0,157000000.0,0.47,,287000000.0,207000000.0,-31000000.0,23000000.0,477301000.0,,-3000000.0,-215000000.0,119000000.0,202000000.0,-15000000.0,1471000000.0,251000000.0,284000000.0,,305000000.0,67000000.0,,57000000.0,,801000000.0,2408000000.0,,480099000.0,5163000000.0,274000000.0,651000000.0,16000000.0,,193000000.0,72000000.0,260000000.0,260000000.0,-360000000.0,587000000.0,,,,,
2019-04-30,2000000.0,247000000,,307000000.0,-33000000.0,744000000,228000000,3492000000.0,159000000.0,482000000.0,703000000.0,1525000000.0,-1000000.0,-79000000.0,9000000.0,2719000000.0,,16000000.0,,1000000.0,25000000.0,2238000000.0,609000000.0,262000000.0,247000000.0,1647000000.0,,753000000.0,2290000000.0,-53000000.0,159000000.0,256000000.0,159000000,2789000000.0,157000000.0,,0.0,92000000.0,150000000.0,-35000000.0,21000000.0,,-709000000.0,-3000000.0,-141000000.0,145000000.0,190000000.0,-3000000.0,1520000000.0,254000000.0,206000000.0,,223000000.0,47000000.0,,47000000.0,,816000000.0,2420000000.0,125000000.0,,5139000000.0,188000000.0,645000000.0,20000000.0,,260000000.0,72000000.0,307000000.0,307000000.0,-363000000.0,150000000.0,,,,,
2019-07-31,3000000.0,267000000,,307000000.0,-43000000.0,766000000,248000000,3659000000.0,186000000.0,498000000.0,867000000.0,,-1000000.0,-79000000.0,44000000.0,2837000000.0,0.39,-127000000.0,,1000000.0,-9000000.0,2282000000.0,616000000.0,268000000.0,,1663000000.0,,754000000.0,2267000000.0,-100000000.0,186000000.0,256000000.0,186000000,2792000000.0,180000000.0,0.39,,305000000.0,220000000.0,-21000000.0,21000000.0,477369000.0,,-13000000.0,-26000000.0,148000000.0,246000000.0,-1000000.0,1609000000.0,250000000.0,228000000.0,-22000000.0,72000000.0,0.0,,42000000.0,,815000000.0,2485000000.0,-20000000.0,480088000.0,5322000000.0,51000000.0,654000000.0,18000000.0,,307000000.0,72000000.0,307000000.0,307000000.0,-407000000.0,524000000.0,,,,,
