date,quarterlyBasicAverageShares,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyOperatingCashFlow,quarterlyOperatingExpense,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyDilutedEPS,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyDilutedAverageShares,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyCashAndCashEquivalents,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyTotalRevenue,quarterlyStockBasedCompensation,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyOperatingIncome,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyBasicEPS,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyOtherShortTermInvestments
2011-09-30,564000000.0,867000000.0,-615000000.0,88000000.0,0.0,13000000.0,-6847000000.0,-273000000.0,4942000000.0,5164000000.0,1000000.0,,1374000000.0,551000000.0,-1278000000.0,-1638000000.0,689000000.0,1892000000.0,24219000000.0,12000000.0,0.0,2.11,25813000000.0,,41683000000.0,569000000.0,759000000.0,,2829000000.0,251000000.0,390000000.0,8520000000.0,232000000.0,2829000000.0,4107000000.0,7000000.0,33713000000,11000000.0,,2370000000,2829000000.0,-2327000000.0,1979000000,44000000.0,1203000000.0,2530000000.0,25013000000.0,-145000000.0,15870000000.0,,-28000000.0,11683000000.0,31066000000.0,136000000.0,-312000000.0,227000000.0,15347000000.0,16654000000.0,-74000000.0,,31183000000.0,785000000.0,7509000000.0,-87000000.0,,1203000000,1203000000.0,161000000.0,0.0,0.0,13330000000.0,1607000000.0,2.12,,,,
2011-12-31,555000000.0,1009000000.0,-771000000.0,89000000.0,0.0,152000000.0,-7076000000.0,-64000000.0,5017000000.0,5623000000.0,15000000.0,,-290000000.0,522000000.0,-1805000000.0,-563000000.0,48000000.0,93000000.0,25177000000.0,-42000000.0,0.0,0.08,26811000000.0,,42783000000.0,560000000.0,-1061000000.0,,1024000000.0,227000000.0,393000000.0,9472000000.0,96000000.0,1024000000.0,2829000000.0,7000000.0,34673000000,24000000.0,,575000000,1024000000.0,-1477000000.0,167000000,813000000.0,45000000.0,689000000.0,26338000000.0,24000000.0,15972000000.0,-79000000.0,-84000000.0,12708000000.0,32253000000.0,119000000.0,-956000000.0,68000000.0,15309000000.0,16423000000.0,-143000000.0,,33984000000.0,595000000.0,8706000000.0,-248000000.0,,45000000,45000000.0,129000000.0,0.0,-60000000.0,13630000000.0,1881000000.0,0.08,,,,
2012-03-31,551000000.0,1143000000.0,-884000000.0,99000000.0,0.0,11000000.0,-7098000000.0,-319000000.0,5210000000.0,6145000000.0,-605000000.0,,1704000000.0,548000000.0,535000000.0,0.0,95000000.0,-337000000.0,25155000000.0,9000000.0,0.0,-0.78,26810000000.0,,42634000000.0,551000000.0,820000000.0,,1559000000.0,227000000.0,384000000.0,9941000000.0,221000000.0,1559000000.0,1024000000.0,7000000.0,35167000000,10000000.0,,146000000,1559000000.0,-874000000.0,367000000,410000000.0,-432000000.0,915000000.0,26642000000.0,7000000.0,15824000000.0,-106000000.0,-83000000.0,13076000000.0,32253000000.0,26000000.0,1063000000.0,61000000.0,14794000000.0,15959000000.0,10000000.0,,34252000000.0,483000000.0,7418000000.0,-471000000.0,,-432000000,-432000000.0,164000000.0,0.0,-150000000.0,13566000000.0,1896000000.0,-0.78,,,,
2012-06-30,550000000.0,582000000.0,-800000000.0,74000000.0,0.0,1312000000.0,-7311000000.0,-672000000.0,5411000000.0,5443000000.0,-5000000.0,,1290000000.0,557000000.0,-264000000.0,-66000000.0,452000000.0,1282000000.0,25521000000.0,2000000.0,0.0,1.5,27155000000.0,,41188000000.0,555000000.0,490000000.0,,1295000000.0,218000000.0,386000000.0,7998000000.0,119000000.0,1295000000.0,1559000000.0,7000000.0,34662000000,10000000.0,,1742000000,1295000000.0,-867000000.0,1361000000,-1823000000.0,831000000.0,1918000000.0,24565000000.0,4000000.0,14033000000.0,-41000000.0,-83000000.0,10798000000.0,32832000000.0,61000000.0,-359000000.0,419000000.0,15542000000.0,16577000000.0,-1000000.0,,32744000000.0,527000000.0,6624000000.0,669000000.0,,830000000,831000000.0,171000000.0,0.0,-3262000000.0,13767000000.0,1896000000.0,1.5,,,,
2012-09-30,549000000.0,585000000.0,-445000000.0,70000000.0,0.0,-1431000000.0,-7581000000.0,-54000000.0,5758000000.0,5787000000.0,-347000000.0,,2113000000.0,576000000.0,1254000000.0,-11000000.0,564000000.0,1237000000.0,25873000000.0,,0.0,1.21,27525000000.0,,43792000000.0,556000000.0,1668000000.0,,2549000000.0,216000000.0,402000000.0,9286000000.0,252000000.0,2549000000.0,1295000000.0,7000000.0,34726000000,9000000.0,,1709000000,2549000000.0,-832000000.0,1654000000,1263000000.0,674000000.0,2230000000.0,26406000000.0,7000000.0,16267000000.0,-1000000.0,-97000000.0,12251000000.0,33454000000.0,234000000.0,581000000.0,96000000.0,16119000000.0,17332000000.0,-376000000.0,,32496000000.0,612000000.0,7451000000.0,-314000000.0,,673000000,674000000.0,174000000.0,0.0,1450000000.0,14155000000.0,1934000000.0,1.22,,,,
2012-12-31,551000000.0,586000000.0,-802000000.0,70000000.0,1504000000.0,19000000.0,-7832000000.0,-188000000.0,5860000000.0,5973000000.0,-48000000.0,,163000000.0,591000000.0,-826000000.0,-3000000.0,515000000.0,1524000000.0,26300000000.0,,14000000.0,1.82,28017000000.0,,44477000000.0,556000000.0,-639000000.0,,1723000000.0,213000000.0,402000000.0,9348000000.0,108000000.0,1723000000.0,2549000000.0,7000000.0,34695000000,29000000.0,,1996000000,1723000000.0,-778000000.0,1642000000,37000000.0,1010000000.0,2233000000.0,26382000000.0,87000000.0,16460000000.0,-133000000.0,-97000000.0,11929000000.0,34132000000.0,1000000.0,-1704000000.0,387000000.0,17032000000.0,18032000000.0,-133000000.0,,32462000000.0,512000000.0,8061000000.0,-166000000.0,6463000000.0,1009000000,1010000000.0,189000000.0,0.0,0.0,14453000000.0,391000000.0,1.83,,,,
2013-03-31,550000000.0,406000000.0,-577000000.0,83000000.0,1694000000.0,35000000.0,-8072000000.0,-522000000.0,6131000000.0,6937000000.0,14000000.0,,1549000000.0,606000000.0,134000000.0,,340000000.0,992000000.0,26398000000.0,,0.0,1.18,28295000000.0,,45501000000.0,556000000.0,972000000.0,,1857000000.0,203000000.0,430000000.0,9821000000.0,121000000.0,1857000000.0,1723000000.0,7000000.0,33474000000,12000000.0,,1505000000,1857000000.0,-860000000.0,1061000000,561000000.0,654000000.0,1667000000.0,27083000000.0,1000000.0,17206000000.0,-304000000.0,-111000000.0,12705000000.0,34470000000.0,15000000.0,281000000.0,173000000.0,17575000000.0,18343000000.0,-283000000.0,,31807000000.0,761000000.0,7658000000.0,-1074000000.0,6463000000.0,652000000,654000000.0,176000000.0,0.0,-180000000.0,14378000000.0,1784000000.0,1.18,,,,
2013-06-30,543000000.0,303000000.0,-634000000.0,78000000.0,1864000000.0,219000000.0,-7701000000.0,109000000.0,6159000000.0,6446000000.0,11000000.0,,1265000000.0,638000000.0,541000000.0,,276000000.0,741000000.0,25386000000.0,,0.0,0.85,27409000000.0,,44177000000.0,548000000.0,631000000.0,,2398000000.0,159000000.0,405000000.0,9507000000.0,-99000000.0,2398000000.0,1857000000.0,7000000.0,34034000000,13000000.0,,1224000000,2398000000.0,-823000000.0,808000000,64000000.0,466000000.0,1446000000.0,26152000000.0,0.0,16768000000.0,-256000000.0,-109000000.0,12035000000.0,33087000000.0,85000000.0,214000000.0,168000000.0,17593000000.0,17920000000.0,-189000000.0,,32588000000.0,504000000.0,7486000000.0,250000000.0,6261000000.0,465000000,466000000.0,233000000.0,0.0,-300000000.0,14117000000.0,1697000000.0,0.86,,,,
2013-09-30,540000000.0,303000000.0,-479000000.0,102000000.0,1898000000.0,3000000.0,-8010000000.0,-145000000.0,6312000000.0,7063000000.0,17000000.0,,221000000.0,618000000.0,-490000000.0,0.0,123000000.0,447000000.0,25642000000.0,,13365000000.0,0.57,27700000000.0,,46293000000.0,545000000.0,-258000000.0,,1908000000.0,160000000.0,448000000.0,10998000000.0,83000000.0,1908000000.0,2398000000.0,7000000.0,36137000000,6000000.0,,997000000,1908000000.0,-590000000.0,532000000,1406000000.0,312000000.0,1150000000.0,27906000000.0,-8000000.0,18593000000.0,-29000000.0,-122000000.0,13668000000.0,33652000000.0,96000000.0,-696000000.0,147000000.0,17804000000.0,18270000000.0,-111000000.0,,34987000000.0,598000000.0,9126000000.0,-511000000.0,6261000000.0,324000000,312000000.0,170000000.0,11530000000.0,0.0,14238000000.0,1665000000.0,0.58,,,,
2013-12-31,536000000.0,303000000.0,-431000000.0,102000000.0,2120000000.0,5000000.0,-8226000000.0,395000000.0,6601000000.0,5758000000.0,342000000.0,,2529000000.0,616000000.0,2384000000.0,0.0,515000000.0,1802000000.0,25707000000.0,,13000000.0,2.38,27983000000.0,,47260000000.0,542000000.0,2098000000.0,,4292000000.0,156000000.0,437000000.0,9931000000.0,350000000.0,4292000000.0,1908000000.0,7000000.0,34429000000,33000000.0,,2341000000,4292000000.0,-539000000.0,1562000000,-1054000000.0,1288000000.0,2178000000.0,27314000000.0,33000000.0,19277000000.0,-339000000.0,-120000000.0,13123000000.0,33933000000.0,773000000.0,1077000000.0,13000000.0,18970000000.0,19460000000.0,-108000000.0,,32251000000.0,450000000.0,8650000000.0,1322000000.0,6261000000.0,1287000000,1288000000.0,179000000.0,13519000000.0,-58000000.0,14191000000.0,205000000.0,2.39,,,,
2014-03-31,531000000.0,704000000.0,-388000000.0,100000000.0,2303000000.0,23000000.0,-8469000000.0,-312000000.0,6615000000.0,7106000000.0,15000000.0,,244000000.0,581000000.0,-645000000.0,,429000000.0,1265000000.0,25766000000.0,,12222000000.0,1.54,28069000000.0,,47099000000.0,536000000.0,-144000000.0,,3647000000.0,,421000000.0,9617000000.0,277000000.0,3647000000.0,4292000000.0,7000000.0,33663000000,,,1786000000,3647000000.0,-558000000.0,1350000000,-299000000.0,828000000.0,1931000000.0,26691000000.0,,19030000000.0,-226000000.0,-133000000.0,12926000000.0,34235000000.0,667000000.0,-1101000000.0,88000000.0,19665000000.0,19915000000.0,-170000000.0,,31732000000.0,488000000.0,7783000000.0,-1356000000.0,5860000000.0,836000000,828000000.0,160000000.0,11924000000.0,0.0,13765000000.0,1290000000.0,1.55,,,,
2014-06-30,529000000.0,601000000.0,-566000000.0,98000000.0,2441000000.0,39000000.0,-8748000000.0,-515000000.0,6659000000.0,6526000000.0,12000000.0,,1134000000.0,584000000.0,-167000000.0,,343000000.0,999000000.0,26122000000.0,,11922000000.0,1.1,28563000000.0,,47013000000.0,534000000.0,568000000.0,,3480000000.0,,414000000.0,9355000000.0,426000000.0,3480000000.0,3647000000.0,7000000.0,34914000000,,,1511000000,3480000000.0,-808000000.0,1085000000,-408000000.0,588000000.0,1669000000.0,26293000000.0,,18450000000.0,-229000000.0,-133000000.0,12523000000.0,34870000000.0,421000000.0,79000000.0,-15000000.0,20120000000.0,20211000000.0,-242000000.0,,33245000000.0,584000000.0,7952000000.0,635000000.0,5784000000.0,656000000,588000000.0,170000000.0,11924000000.0,-200000000.0,13770000000.0,1327000000.0,1.11,,,,
2014-09-30,526000000.0,600000000.0,-499000000.0,98000000.0,2340000000.0,-5000000.0,-8983000000.0,-489000000.0,6601000000.0,6860000000.0,11000000.0,,1866000000.0,610000000.0,711000000.0,,521000000.0,1583000000.0,26449000000.0,,12860000000.0,2.0,28789000000.0,,48455000000.0,530000000.0,1367000000.0,,4191000000.0,,430000000.0,9939000000.0,149000000.0,4191000000.0,3480000000.0,7000000.0,34408000000,,,2111000000,4191000000.0,-620000000.0,1670000000,650000000.0,1059000000.0,2280000000.0,27393000000.0,0.0,19666000000.0,-344000000.0,-145000000.0,13460000000.0,35432000000.0,641000000.0,256000000.0,118000000.0,21034000000.0,20554000000.0,-121000000.0,,32128000000.0,630000000.0,8175000000.0,-443000000.0,5783000000.0,1062000000,1059000000.0,180000000.0,12806000000.0,0.0,13933000000.0,1549000000.0,2.01,,,,
2014-12-31,517000000.0,606000000.0,-700000000.0,101000000.0,2201000000.0,-12000000.0,-9198000000.0,-614000000.0,6607000000.0,6623000000.0,9000000.0,,997000000.0,639000000.0,-502000000.0,,484000000.0,1704000000.0,26735000000.0,,9374000000.0,2.22,28936000000.0,,45550000000.0,521000000.0,297000000.0,,3689000000.0,,425000000.0,6760000000.0,-367000000.0,3689000000.0,4191000000.0,7000000.0,27859000000,,,2230000000,3689000000.0,-858000000.0,1796000000,-3092000000.0,1155000000.0,2435000000.0,24306000000.0,0.0,16614000000.0,-497000000.0,-143000000.0,9980000000.0,35933000000.0,433000000.0,-962000000.0,254000000.0,22046000000.0,20677000000.0,-158000000.0,,25424000000.0,502000000.0,5509000000.0,150000000.0,5780000000.0,1220000000,1155000000.0,214000000.0,9991000000.0,0.0,14326000000.0,316000000.0,2.22,,,,
2015-03-31,513000000.0,200000000.0,-458000000.0,101000000.0,2357000000.0,-2000000.0,-9425000000.0,526000000.0,6624000000.0,6666000000.0,24000000.0,,1433000000.0,588000000.0,1181000000.0,,450000000.0,1418000000.0,26596000000.0,,8434000000.0,1.87,28953000000.0,,45741000000.0,516000000.0,975000000.0,,4870000000.0,,441000000.0,6010000000.0,-730000000.0,4870000000.0,3689000000.0,7000000.0,21330000000,,,1960000000,4870000000.0,-713000000.0,1495000000,-688000000.0,964000000.0,2083000000.0,24399000000.0,,16788000000.0,-325000000.0,-206000000.0,8634000000.0,36021000000.0,546000000.0,85000000.0,-61000000.0,22804000000.0,20774000000.0,-255000000.0,,19247000000.0,512000000.0,4924000000.0,-166000000.0,7224000000.0,968000000,964000000.0,147000000.0,10122000000.0,-402000000.0,15765000000.0,1917000000.0,1.87,,,,
2015-06-30,505000000.0,150000000.0,-370000000.0,113000000.0,2373000000.0,-18000000.0,-9710000000.0,-958000000.0,6640000000.0,6618000000.0,8000000.0,,2329000000.0,603000000.0,894000000.0,,608000000.0,1973000000.0,26734000000.0,,0.0,2.66,29107000000.0,,47599000000.0,508000000.0,1959000000.0,,5764000000.0,,425000000.0,7315000000.0,-529000000.0,5764000000.0,4870000000.0,7000000.0,25118000000,,,2511000000,5764000000.0,-501000000.0,2078000000,1263000000.0,1351000000.0,2681000000.0,25593000000.0,,18492000000.0,-667000000.0,-203000000.0,9865000000.0,36444000000.0,349000000.0,560000000.0,-21000000.0,23953000000.0,21453000000.0,-131000000.0,,22437000000.0,529000000.0,5799000000.0,147000000.0,7199000000.0,1365000000,1351000000.0,178000000.0,0.0,-75000000.0,15728000000.0,1889000000.0,2.67,,,,
2015-09-30,491000000.0,129000000.0,-358000000.0,112000000.0,2310000000.0,-1000000.0,-9957000000.0,-1295000000.0,6656000000.0,6557000000.0,3000000.0,,1362000000.0,661000000.0,-463000000.0,,657000000.0,2030000000.0,26688000000.0,,8160000000.0,2.79,28998000000.0,,45825000000.0,494000000.0,1004000000.0,,5301000000.0,,482000000.0,5679000000.0,-795000000.0,5301000000.0,5764000000.0,7000000.0,22579000000,,,2624000000,5301000000.0,-465000000.0,2139000000,-1582000000.0,1377000000.0,2800000000.0,23957000000.0,,16827000000.0,-1079000000.0,-199000000.0,8289000000.0,36645000000.0,386000000.0,-652000000.0,159000000.0,25130000000.0,21321000000.0,-107000000.0,,19779000000.0,595000000.0,4691000000.0,-26000000.0,7252000000.0,1373000000,1377000000.0,179000000.0,10270000000.0,-25000000.0,15668000000.0,1760000000.0,2.79,,,,
2015-12-31,479000000.0,127000000.0,-432000000.0,107000000.0,561000000.0,6000000.0,-10204000000.0,-818000000.0,6768000000.0,5898000000.0,11000000.0,201000000.0,487000000.0,700000000.0,-1187000000.0,,155000000.0,550000000.0,26703000000.0,,7066000000.0,0.62,29371000000.0,,44343000000.0,481000000.0,55000000.0,,4114000000.0,156000000.0,494000000.0,4907000000.0,-933000000.0,4114000000.0,5301000000.0,7000000.0,18777000000,,,1151000000,4114000000.0,-808000000.0,646000000,-780000000.0,298000000.0,1346000000.0,22989000000.0,,14972000000.0,-767000000.0,-240000000.0,7360000000.0,36907000000.0,337000000.0,-1280000000.0,88000000.0,25188000000.0,20527000000.0,-235000000.0,,17431000000.0,468000000.0,4105000000.0,-177000000.0,7250000000.0,395000000,298000000.0,206000000.0,8907000000.0,-11000000.0,15629000000.0,148000000.0,0.62,,,,
2016-03-31,469000000.0,128000000.0,-316000000.0,108000000.0,2653000000.0,3000000.0,-10530000000.0,-544000000.0,7192000000.0,6056000000.0,9000000.0,,640000000.0,1671000000.0,-336000000.0,,217000000.0,730000000.0,26745000000.0,,6647000000.0,1.05,29398000000.0,,44259000000.0,471000000.0,324000000.0,,3778000000.0,,485000000.0,4980000000.0,-802000000.0,3778000000.0,4114000000.0,7000000.0,15714000000,,,1323000000,3778000000.0,-481000000.0,829000000,108000000.0,495000000.0,2500000000.0,22764000000.0,-293000000.0,14861000000.0,-265000000.0,-282000000.0,6775000000.0,37275000000.0,294000000.0,-186000000.0,121000000.0,25401000000.0,20656000000.0,-165000000.0,,13214000000.0,416000000.0,4518000000.0,147000000.0,7207000000.0,513000000,495000000.0,156000000.0,8805000000.0,-3000000.0,15989000000.0,1590000000.0,1.05,,,,
2016-06-30,467000000.0,864000000.0,-294000000.0,111000000.0,2683000000.0,-187000000.0,-10774000000.0,-693000000.0,7279000000.0,6137000000.0,-42000000.0,,2319000000.0,1631000000.0,1147000000.0,,291000000.0,1134000000.0,26589000000.0,,7788000000.0,1.73,29272000000.0,,45452000000.0,470000000.0,2025000000.0,,4925000000.0,,471000000.0,5943000000.0,-1002000000.0,4925000000.0,3778000000.0,7000000.0,19584000000,,,1716000000,4925000000.0,-450000000.0,1287000000,982000000.0,814000000.0,2918000000.0,24048000000.0,-398000000.0,16180000000.0,-400000000.0,-282000000.0,8652000000.0,37363000000.0,356000000.0,1329000000.0,74000000.0,25933000000.0,20576000000.0,-156000000.0,,16666000000.0,439000000.0,4880000000.0,275000000.0,6646000000.0,843000000,814000000.0,159000000.0,10043000000.0,-21000000.0,15396000000.0,1471000000.0,1.74,,,,
2016-09-30,458000000.0,1064000000.0,-302000000.0,115000000.0,2869000000.0,-13000000.0,-11037000000.0,658000000.0,7369000000.0,5979000000.0,12000000.0,,863000000.0,662000000.0,1024000000.0,,144000000.0,789000000.0,26518000000.0,,7160000000.0,1.33,29387000000.0,189000000.0,46265000000.0,460000000.0,561000000.0,,5949000000.0,,470000000.0,5368000000.0,-1120000000.0,5949000000.0,4925000000.0,7000000.0,19649000000,,,1374000000,5949000000.0,-453000000.0,892000000,-596000000.0,613000000.0,1554000000.0,25135000000.0,0.0,16878000000.0,-502000000.0,-276000000.0,8224000000.0,37555000000.0,128000000.0,-250000000.0,-2000000.0,26270000000.0,20339000000.0,-151000000.0,,18095000000.0,628000000.0,4672000000.0,135000000.0,7888000000.0,645000000,613000000.0,192000000.0,10899000000.0,-4000000.0,16911000000.0,1654000000.0,1.33,,,,
2016-12-31,451000000.0,115000000.0,-366000000.0,112000000.0,491000000.0,-52000000.0,-11261000000.0,-1433000000.0,7361000000.0,5709000000.0,21000000.0,201000000.0,998000000.0,676000000.0,-1133000000.0,,113000000.0,529000000.0,26472000000.0,,8213000000.0,0.81,29373000000.0,-1253000000.0,46173000000.0,453000000.0,632000000.0,,4816000000.0,148000000.0,468000000.0,6357000000.0,-1410000000.0,4816000000.0,5949000000.0,7000000.0,20712000000,,,1109000000,4816000000.0,-622000000.0,620000000,1062000000.0,367000000.0,1296000000.0,25319000000.0,0.0,16800000000.0,-169000000.0,-271000000.0,8328000000.0,37733000000.0,78000000.0,77000000.0,37000000.0,26366000000.0,20024000000.0,-252000000.0,,19416000000.0,419000000.0,5687000000.0,214000000.0,7886000000.0,416000000,367000000.0,208000000.0,11091000000.0,-1447000000.0,16991000000.0,465000000.0,0.81,,,,
2017-03-31,448000000.0,120000000.0,-279000000.0,121000000.0,3148000000.0,-53000000.0,-11580000000.0,-652000000.0,7196000000.0,6025000000.0,17000000.0,,988000000.0,690000000.0,-353000000.0,-117000000.0,112000000.0,433000000.0,26991000000.0,35000000.0,7779000000.0,0.68,30139000000.0,817000000.0,46047000000.0,451000000.0,709000000.0,,4463000000.0,,500000000.0,6037000000.0,-1334000000.0,4463000000.0,4816000000.0,7000000.0,21772000000,,-117000000.0,1054000000,4463000000.0,-714000000.0,537000000,-306000000.0,305000000.0,1227000000.0,25396000000.0,,15908000000.0,-314000000.0,-315000000.0,7899000000.0,38571000000.0,64000000.0,171000000.0,-4000000.0,26366000000.0,19825000000.0,-318000000.0,,20545000000.0,707000000.0,5104000000.0,-291000000.0,8369000000.0,321000000,305000000.0,190000000.0,9883000000.0,-5000000.0,17497000000.0,1932000000.0,0.68,,,,
2017-06-30,444000000.0,121000000.0,-293000000.0,119000000.0,3189000000.0,-13000000.0,-11925000000.0,-676000000.0,7254000000.0,5674000000.0,16000000.0,,1797000000.0,677000000.0,744000000.0,-105000000.0,196000000.0,768000000.0,27054000000.0,1000000.0,7562000000.0,1.23,30243000000.0,579000000.0,45974000000.0,446000000.0,1504000000.0,,5207000000.0,,499000000.0,5456000000.0,-1123000000.0,5207000000.0,4463000000.0,7000000.0,22254000000,,-105000000.0,1386000000,5207000000.0,-460000000.0,871000000,-636000000.0,548000000.0,1548000000.0,25209000000.0,,15731000000.0,-346000000.0,-312000000.0,7683000000.0,38979000000.0,75000000.0,698000000.0,28000000.0,26603000000.0,19923000000.0,-62000000.0,,20706000000.0,955000000.0,4573000000.0,414000000.0,8366000000.0,572000000,548000000.0,178000000.0,10057000000.0,-6000000.0,17526000000.0,1906000000.0,1.23,,,,
2017-09-30,439000000.0,121000000.0,-341000000.0,114000000.0,3272000000.0,-11000000.0,-12253000000.0,-615000000.0,7362000000.0,6137000000.0,17000000.0,,1037000000.0,286000000.0,-31000000.0,-151000000.0,378000000.0,1241000000.0,27274000000.0,0.0,9009000000.0,1.91,30546000000.0,-1322000000.0,47988000000.0,441000000.0,696000000.0,,5176000000.0,,497000000.0,6677000000.0,-893000000.0,5176000000.0,5207000000.0,7000000.0,23562000000,,-151000000.0,1852000000,5176000000.0,-566000000.0,1338000000,1169000000.0,841000000.0,1624000000.0,26764000000.0,0.0,17442000000.0,-291000000.0,-309000000.0,9130000000.0,39527000000.0,292000000.0,-379000000.0,56000000.0,27135000000.0,20370000000.0,-74000000.0,,21938000000.0,817000000.0,5959000000.0,-408000000.0,8364000000.0,863000000,841000000.0,229000000.0,11305000000.0,-4000000.0,17634000000.0,1908000000.0,1.91,,,,
2017-12-31,435000000.0,122000000.0,-466000000.0,114000000.0,501000000.0,14000000.0,-12530000000.0,-329000000.0,4708000000.0,6384000000.0,26000000.0,530000000.0,1660000000.0,268000000.0,674000000.0,-33000000.0,-1635000000.0,765000000.0,27480000000.0,0.0,10949000000.0,5.42,30846000000.0,-944000000.0,50158000000.0,437000000.0,1194000000.0,,5850000000.0,142000000.0,490000000.0,8348000000.0,-940000000.0,5850000000.0,5176000000.0,7000000.0,26392000000,,-105000000.0,1369000000,5850000000.0,-642000000.0,853000000,1615000000.0,2371000000.0,1121000000.0,27258000000.0,,19312000000.0,-421000000.0,-306000000.0,11071000000.0,40010000000.0,568000000.0,1393000000.0,-2623000000.0,29200000000.0,21991000000.0,-143000000.0,,25271000000.0,497000000.0,6786000000.0,-231000000.0,8750000000.0,2400000000,2371000000.0,238000000.0,12928000000.0,-6000000.0,16187000000.0,723000000.0,5.43,,,,
2018-03-31,431000000.0,871000000.0,-384000000.0,121000000.0,3385000000.0,9000000.0,-12812000000.0,-573000000.0,4711000000.0,6555000000.0,51000000.0,,138000000.0,261000000.0,-1192000000.0,-55000000.0,149000000.0,731000000.0,27731000000.0,,9881000000.0,1.09,31116000000.0,145000000.0,49376000000.0,432000000.0,-246000000.0,,4658000000.0,,498000000.0,7966000000.0,-983000000.0,4658000000.0,5850000000.0,7000000.0,26439000000,,,1350000000,4658000000.0,-752000000.0,801000000,-322000000.0,469000000.0,1062000000.0,26451000000.0,,18260000000.0,-320000000.0,-345000000.0,10752000000.0,40543000000.0,99000000.0,-944000000.0,2000000.0,29415000000.0,21877000000.0,-313000000.0,,25377000000.0,590000000.0,6814000000.0,-126000000.0,8086000000.0,582000000,469000000.0,238000000.0,11705000000.0,-415000000.0,15699000000.0,2902000000.0,1.09,,,,
2018-06-30,429000000.0,183000000.0,-434000000.0,124000000.0,3550000000.0,-43000000.0,-13086000000.0,-829000000.0,4760000000.0,6420000000.0,-5000000.0,,2059000000.0,282000000.0,-207000000.0,-771000000.0,249000000.0,1124000000.0,28180000000.0,,,1.96,31730000000.0,-740000000.0,50678000000.0,431000000.0,1625000000.0,,4451000000.0,,523000000.0,8963000000.0,-1262000000.0,4451000000.0,4658000000.0,7000000.0,31015000000,,,1771000000,4451000000.0,-1380000000.0,1253000000,983000000.0,845000000.0,1535000000.0,27874000000.0,,18948000000.0,-327000000.0,-345000000.0,11341000000.0,41266000000.0,220000000.0,687000000.0,-26000000.0,29915000000.0,21769000000.0,-175000000.0,,29480000000.0,641000000.0,7535000000.0,80000000.0,8876000000.0,875000000,845000000.0,248000000.0,12528000000.0,-930000000.0,16533000000.0,2897000000.0,1.96,,,,
2018-09-30,425000000.0,199000000.0,-439000000.0,111000000.0,,-12000000.0,-13413000000.0,-779000000.0,4725000000.0,7501000000.0,42000000.0,,496000000.0,232000000.0,-900000000.0,-33000000.0,276000000.0,1150000000.0,28428000000.0,,,2.01,32003000000.0,-712000000.0,51894000000.0,427000000.0,57000000.0,,3551000000.0,,517000000.0,10224000000.0,-1235000000.0,3551000000.0,4451000000.0,7000000.0,30849000000,,,1778000000,3551000000.0,-636000000.0,1219000000,1229000000.0,856000000.0,1451000000.0,28934000000.0,,19891000000.0,-434000000.0,-341000000.0,12482000000.0,41841000000.0,231000000.0,-857000000.0,-38000000.0,30430000000.0,21910000000.0,-164000000.0,,29398000000.0,553000000.0,8249000000.0,-1088000000.0,8877000000.0,874000000,856000000.0,209000000.0,12390000000.0,-7000000.0,16452000000.0,2850000000.0,2.01,,,,
