date,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyCurrentDebt,quarterlyBasicAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingCashFlow,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyEbitda,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,quarterlyGoodwill,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyBasicEPS,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOtherIncomeExpense,quarterlyCurrentAccruedExpenses,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2010-10-31,86000000.0,,,1306000000.0,2395000000.0,0.51,4237000000.0,1161000000.0,21000000.0,19115000000.0,1363000000.0,-12992000000.0,-1006000000.0,1023000000.0,1637000000.0,1425000000.0,1425000000.0,146000000.0,,0.0,-686000000.0,5714000000.0,,375000000.0,623000000.0,16598000000,195000000.0,-282000000.0,-1336000000.0,38042000000.0,1448000000,25050000000.0,3455000000.0,472000000.0,49000000.0,,4000000.0,49000000.0,-765000000.0,-974000000.0,1878000000,11266000000.0,341000000.0,14793000000.0,11360000000.0,15076000000.0,3837000000.0,1646000000.0,1180000000.0,41741000000.0,834000000.0,26665000000.0,0.51,2514000000.0,,426000000.0,,22626000000.0,435000000.0,-155000000.0,5685000000.0,834000000,834000000.0,1425000000.0,-261000000.0,184000000.0,10993000000.0,8752000000.0,-219000000.0,0.0,1168000000.0,-391000000.0,10913000000.0,,,,
2011-01-31,86000000.0,,,950000000.0,1425000000.0,,4206000000.0,1177000000.0,0.0,18889000000.0,1224000000.0,-13325000000.0,-6000000.0,1042000000.0,,545000000.0,545000000.0,91000000.0,,0.0,4118000000.0,4717000000.0,,445000000.0,599000000.0,15126000000,13000000.0,-407000000.0,-1085000000.0,38385000000.0,1037000000,25060000000.0,0.0,363000000.0,53000000.0,,48000000.0,53000000.0,-634000000.0,-874000000.0,1467000000,11114000000.0,192000000.0,14995000000.0,10122000000.0,13479000000.0,3807000000.0,,1187000000.0,40125000000.0,587000000.0,26646000000.0,,2135000000.0,,426000000.0,,21236000000.0,260000000.0,-108000000.0,5243000000.0,587000000,587000000.0,545000000.0,-388000000.0,272000000.0,10625000000.0,8707000000.0,390000000.0,0.0,2805000000.0,-385000000.0,9883000000.0,,,,
2011-04-30,86000000.0,,,1283000000.0,545000000.0,0.5,4406000000.0,1248000000.0,15000000.0,18198000000.0,1205000000.0,-13747000000.0,-1007000000.0,43000000.0,1599000000.0,1806000000.0,1806000000.0,139000000.0,,,802000000.0,6543000000.0,,613000000.0,2098000000.0,16823000000,398000000.0,-199000000.0,-664000000.0,38740000000.0,1422000000,24993000000.0,3677000000.0,471000000.0,60000000.0,,34000000.0,812000000.0,-1301000000.0,1250000000.0,1846000000,13141000000.0,1899000000.0,15404000000.0,11458000000.0,16161000000.0,4009000000.0,1611000000.0,1209000000.0,42797000000.0,812000000.0,26636000000.0,0.51,2421000000.0,,424000000.0,,24599000000.0,434000000.0,53000000.0,5828000000.0,812000000,812000000.0,1806000000.0,-184000000.0,237000000.0,11694000000.0,10720000000.0,-990000000.0,0.0,1195000000.0,-403000000.0,10995000000.0,,,,
2011-07-31,86000000.0,,,2148000000.0,1806000000.0,0.86,4582000000.0,1178000000.0,12000000.0,18233000000.0,1218000000.0,-14099000000.0,-7000000.0,44000000.0,1568000000.0,2551000000.0,2551000000.0,149000000.0,,,553000000.0,5890000000.0,,603000000.0,2389000000.0,20232000000,306000000.0,-270000000.0,-1376000000.0,38897000000.0,2294000000,24798000000.0,3751000000.0,785000000.0,48000000.0,,49000000.0,1363000000.0,-950000000.0,755000000.0,2722000000,13097000000.0,2119000000.0,16372000000.0,10947000000.0,15857000000.0,4186000000.0,1577000000.0,1177000000.0,42277000000.0,1363000000.0,26420000000.0,0.87,2366000000.0,,425000000.0,,24044000000.0,445000000.0,-24000000.0,6876000000.0,1363000000,1363000000.0,2551000000.0,-258000000.0,230000000.0,10756000000.0,10731000000.0,925000000.0,0.0,1262000000.0,-395000000.0,13356000000.0,,,,
2011-10-31,86000000.0,,,1457000000.0,2551000000.0,0.6,4346000000.0,1153000000.0,9000000.0,18889000000.0,1224000000.0,-14282000000.0,-7000000.0,1042000000.0,1540000000.0,545000000.0,545000000.0,162000000.0,,,-195000000.0,4717000000.0,,362000000.0,1204000000.0,17326000000,318000000.0,-351000000.0,-1257000000.0,38814000000.0,1615000000,25060000000.0,3073000000.0,523000000.0,49000000.0,,8000000.0,934000000.0,-805000000.0,-294000000.0,2035000000,11114000000.0,853000000.0,16917000000.0,10122000000.0,13479000000.0,3956000000.0,1548000000.0,1187000000.0,40125000000.0,934000000.0,26646000000.0,0.61,2407000000.0,,416000000.0,,21236000000.0,399000000.0,-56000000.0,5961000000.0,934000000,934000000.0,2234000000.0,-241000000.0,200000000.0,10625000000.0,8707000000.0,-50000000.0,0.0,1709000000.0,-389000000.0,11365000000.0,,,,
2012-01-31,87000000.0,,,1180000000.0,2234000000.0,,4267000000.0,1147000000.0,20000000.0,17898000000.0,963000000.0,-14527000000.0,-7000000.0,30000000.0,,1987000000.0,1987000000.0,154000000.0,,,-289000000.0,4856000000.0,,293000000.0,960000000.0,16014000000,23000000.0,-401000000.0,-751000000.0,38975000000.0,1330000000,24448000000.0,3118000000.0,406000000.0,58000000.0,,215000000.0,774000000.0,-414000000.0,-237000000.0,1751000000,13244000000.0,559000000.0,17246000000.0,9376000000.0,14520000000.0,3877000000.0,,1120000000.0,40518000000.0,774000000.0,25998000000.0,,2486000000.0,,417000000.0,,22620000000.0,430000000.0,115000000.0,5597000000.0,774000000,774000000.0,1987000000.0,-446000000.0,340000000.0,10325000000.0,10758000000.0,371000000.0,0.0,1372000000.0,-445000000.0,10417000000.0,,,,
2012-04-30,87000000.0,,,1630000000.0,1987000000.0,0.68,4469000000.0,1219000000.0,7000000.0,17975000000.0,1060000000.0,-14935000000.0,-7000000.0,33000000.0,1522000000.0,3191000000.0,3191000000.0,156000000.0,,,987000000.0,7135000000.0,,453000000.0,2490000000.0,17808000000,450000000.0,-228000000.0,-1083000000.0,39306000000.0,1714000000,24371000000.0,3668000000.0,595000000.0,58000000.0,,412000000.0,1035000000.0,-1131000000.0,1186000000.0,2196000000,13226000000.0,2262000000.0,17837000000.0,12099000000.0,17352000000.0,4086000000.0,1531000000.0,1139000000.0,43300000000.0,1035000000.0,25948000000.0,0.68,2434000000.0,,410000000.0,,25325000000.0,438000000.0,87000000.0,6183000000.0,1035000000,1035000000.0,3191000000.0,-221000000.0,322000000.0,11582000000.0,10792000000.0,-1204000000.0,67000000.0,1454000000.0,-444000000.0,11625000000.0,,,,
2012-07-31,87000000.0,,,2418000000.0,3191000000.0,1.01,4457000000.0,1256000000.0,-37000000.0,17634000000.0,1006000000.0,-15273000000.0,-9000000.0,34000000.0,1501000000.0,2810000000.0,2810000000.0,155000000.0,,,-233000000.0,6137000000.0,,315000000.0,1771000000.0,20570000000,313000000.0,-323000000.0,-1768000000.0,39427000000.0,2569000000,24154000000.0,3693000000.0,886000000.0,49000000.0,,141000000.0,1532000000.0,-1499000000.0,-357000000.0,2996000000,13115000000.0,1448000000.0,18933000000.0,11234000000.0,16231000000.0,4066000000.0,1512000000.0,1157000000.0,41983000000.0,1532000000.0,25752000000.0,1.02,2344000000.0,,423000000.0,,24349000000.0,441000000.0,35000000.0,7026000000.0,1532000000,1532000000.0,2810000000.0,-360000000.0,298000000.0,10910000000.0,10771000000.0,624000000.0,0.0,1552000000.0,-436000000.0,13544000000.0,,,,
2012-10-31,88000000.0,,-76000000.0,1583000000.0,2810000000.0,0.63,4534000000.0,1195000000.0,0.0,17738000000.0,796000000.0,-15668000000.0,-7000000.0,34000000.0,1487000000.0,2554000000.0,2554000000.0,155000000.0,,,-299000000.0,6010000000.0,,411000000.0,1123000000.0,18130000000,38000000.0,-336000000.0,-984000000.0,39792000000.0,1733000000,24124000000.0,3311000000.0,636000000.0,51000000.0,,144000000.0,947000000.0,-700000000.0,-267000000.0,2162000000,13257000000.0,787000000.0,19448000000.0,10666000000.0,15955000000.0,4139000000.0,1498000000.0,1141000000.0,41661000000.0,947000000.0,25706000000.0,0.64,2478000000.0,,424000000.0,,23923000000.0,441000000.0,11000000.0,6267000000.0,947000000,947000000.0,2554000000.0,-406000000.0,371000000.0,10960000000.0,10779000000.0,-16000000.0,0.0,1562000000.0,-432000000.0,11863000000.0,,,,
2013-01-31,88000000.0,,-49000000.0,1590000000.0,2554000000.0,0.68,4616000000.0,1270000000.0,0.0,17777000000.0,773000000.0,-14422000000.0,-9000000.0,1321000000.0,1479000000.0,2494000000.0,2494000000.0,166000000.0,,,83000000.0,5376000000.0,,397000000.0,1591000000.0,18246000000,22000000.0,-425000000.0,-1199000000.0,38491000000.0,1750000000,24069000000.0,3351000000.0,569000000.0,60000000.0,,87000000.0,60000000.0,-654000000.0,-53000000.0,2183000000,11845000000.0,1166000000.0,20038000000.0,11462000000.0,15372000000.0,4217000000.0,1491000000.0,1170000000.0,41084000000.0,1021000000.0,25712000000.0,0.69,2370000000.0,,427000000.0,,23307000000.0,473000000.0,-192000000.0,6366000000.0,1021000000,1021000000.0,2494000000.0,-445000000.0,319000000.0,10710000000.0,9475000000.0,246000000.0,0.0,1414000000.0,-431000000.0,11880000000.0,1395000000.0,,,
2013-04-30,88000000.0,,-13000000.0,1933000000.0,2494000000.0,0.83,4585000000.0,1377000000.0,0.0,16393000000.0,800000000.0,-14782000000.0,-8000000.0,1332000000.0,1468000000.0,4337000000.0,4337000000.0,164000000.0,-259000000.0,,971000000.0,7384000000.0,,433000000.0,2697000000.0,19124000000,515000000.0,-278000000.0,-589000000.0,23906000000.0,2094000000,23906000000.0,4038000000.0,707000000.0,65000000.0,,64000000.0,65000000.0,-2196000000.0,1832000000.0,2532000000,13784000000.0,2419000000.0,20687000000.0,14018000000.0,18620000000.0,4183000000.0,1478000000.0,1187000000.0,44195000000.0,1226000000.0,25575000000.0,0.84,2324000000.0,,435000000.0,1797000000.0,27802000000.0,482000000.0,134000000.0,6679000000.0,1226000000,1226000000.0,4337000000.0,-276000000.0,270000000.0,11825000000.0,11460000000.0,-1103000000.0,0.0,1264000000.0,-577000000.0,12445000000.0,1658000000.0,,,
2013-07-31,88000000.0,,0.0,2846000000.0,4337000000.0,1.24,4703000000.0,1379000000.0,0.0,15478000000.0,848000000.0,-15102000000.0,-9000000.0,1308000000.0,1434000000.0,3419000000.0,3419000000.0,174000000.0,106000000.0,,-267000000.0,6585000000.0,,281000000.0,2021000000.0,22522000000,59000000.0,-321000000.0,-2619000000.0,23650000000.0,3018000000,23650000000.0,3679000000.0,1051000000.0,51000000.0,,86000000.0,51000000.0,-2150000000.0,-918000000.0,3462000000,13719000000.0,1700000000.0,21916000000.0,12995000000.0,16895000000.0,4294000000.0,1443000000.0,1170000000.0,42192000000.0,1795000000.0,25297000000.0,1.25,2269000000.0,,442000000.0,-519000000.0,26714000000.0,477000000.0,20000000.0,7721000000.0,1795000000,1795000000.0,3419000000.0,-320000000.0,290000000.0,11086000000.0,11450000000.0,684000000.0,0.0,1423000000.0,-566000000.0,14801000000.0,1542000000.0,,,
2013-10-31,88000000.0,,-2000000.0,2105000000.0,3419000000.0,0.95,4505000000.0,1292000000.0,0.0,14214000000.0,791000000.0,-15432000000.0,-8000000.0,1317000000.0,1408000000.0,4853000000.0,4853000000.0,191000000.0,-66000000.0,,-581000000.0,6366000000.0,,254000000.0,1263000000.0,19470000000,30000000.0,-365000000.0,528000000.0,23557000000.0,2293000000,23557000000.0,3531000000.0,754000000.0,53000000.0,,14000000.0,53000000.0,-2100000000.0,1442000000.0,2736000000,17071000000.0,898000000.0,22711000000.0,12529000000.0,18598000000.0,4096000000.0,1417000000.0,1172000000.0,43814000000.0,1351000000.0,25216000000.0,0.96,2379000000.0,,440000000.0,-334000000.0,29600000000.0,487000000.0,-50000000.0,6798000000.0,1351000000,1351000000.0,4853000000.0,-349000000.0,360000000.0,11348000000.0,14692000000.0,-264000000.0,0.0,1315000000.0,-556000000.0,12672000000.0,1606000000.0,,,
2014-01-31,88000000.0,,-191000000.0,1583000000.0,4853000000.0,0.73,4431000000.0,1337000000.0,0.0,12522000000.0,895000000.0,-15716000000.0,-1264000000.0,33000000.0,1382000000.0,1929000000.0,1929000000.0,182000000.0,204000000.0,,135000000.0,5797000000.0,,46000000.0,1647000000.0,17696000000,12000000.0,-425000000.0,-3972000000.0,23348000000.0,1761000000,23348000000.0,3491000000.0,570000000.0,59000000.0,,77000000.0,59000000.0,-2100000000.0,-2887000000.0,2205000000,17247000000.0,1222000000.0,23180000000.0,10749000000.0,15279000000.0,4024000000.0,1391000000.0,1289000000.0,40518000000.0,1013000000.0,25239000000.0,0.73,2556000000.0,,440000000.0,-339000000.0,27996000000.0,602000000.0,-141000000.0,6192000000.0,1013000000,1013000000.0,1929000000.0,-562000000.0,514000000.0,11057000000.0,14691000000.0,228000000.0,0.0,1428000000.0,-544000000.0,11504000000.0,1398000000.0,,,
2014-04-30,88000000.0,,0.0,2186000000.0,1929000000.0,1.0,4608000000.0,1441000000.0,0.0,12146000000.0,830000000.0,-16088000000.0,-12000000.0,34000000.0,1367000000.0,2511000000.0,2511000000.0,191000000.0,-433000000.0,,675000000.0,7739000000.0,,88000000.0,2568000000.0,19687000000,546000000.0,-287000000.0,-1706000000.0,23238000000.0,2277000000,23238000000.0,4259000000.0,807000000.0,67000000.0,,69000000.0,67000000.0,-1250000000.0,582000000.0,2824000000,17218000000.0,2281000000.0,23913000000.0,13265000000.0,17515000000.0,4194000000.0,1376000000.0,1293000000.0,42629000000.0,1379000000.0,25114000000.0,1.01,2511000000.0,,447000000.0,1702000000.0,30483000000.0,583000000.0,133000000.0,6885000000.0,1379000000,1379000000.0,2511000000.0,-280000000.0,498000000.0,12343000000.0,14707000000.0,-1272000000.0,0.0,1233000000.0,-646000000.0,12802000000.0,1831000000.0,,,
2014-07-31,88000000.0,,0.0,3257000000.0,2511000000.0,1.52,4713000000.0,1503000000.0,0.0,11457000000.0,973000000.0,-16477000000.0,-9000000.0,34000000.0,1346000000.0,4216000000.0,4216000000.0,208000000.0,194000000.0,,278000000.0,7165000000.0,,91000000.0,2829000000.0,23811000000,357000000.0,-344000000.0,-790000000.0,23126000000.0,3448000000,23126000000.0,4315000000.0,1207000000.0,52000000.0,,79000000.0,52000000.0,-2250000000.0,1704000000.0,3914000000,19183000000.0,2485000000.0,25324000000.0,12839000000.0,18491000000.0,4298000000.0,1353000000.0,1295000000.0,43479000000.0,2050000000.0,24988000000.0,1.52,2481000000.0,,449000000.0,-336000000.0,32022000000.0,567000000.0,48000000.0,8161000000.0,2050000000,2050000000.0,4216000000.0,-335000000.0,528000000.0,11665000000.0,16702000000.0,683000000.0,0.0,1325000000.0,-639000000.0,15650000000.0,1637000000.0,,,
2014-10-31,88000000.0,,0.0,2440000000.0,4216000000.0,1.15,4632000000.0,1424000000.0,212000000.0,10110000000.0,949000000.0,-16801000000.0,-9000000.0,34000000.0,1327000000.0,2181000000.0,2181000000.0,218000000.0,18000000.0,100000000.0,-1191000000.0,6897000000.0,,-18000000.0,850000000.0,20516000000,75000000.0,-368000000.0,-2715000000.0,22940000000.0,2553000000,22940000000.0,4026000000.0,903000000.0,55000000.0,,30000000.0,55000000.0,-2078000000.0,-2017000000.0,3107000000,19142000000.0,482000000.0,26234000000.0,12260000000.0,16749000000.0,4217000000.0,1334000000.0,1283000000.0,41512000000.0,1537000000.0,24763000000.0,1.16,2449000000.0,,449000000.0,-303000000.0,31402000000.0,540000000.0,-31000000.0,7185000000.0,1537000000,1537000000.0,2181000000.0,-152000000.0,512000000.0,12008000000.0,16693000000.0,-386000000.0,0.0,1303000000.0,-627000000.0,13331000000.0,1611000000.0,,,
2015-01-31,88000000.0,,-200000000.0,2093000000.0,2181000000.0,1.05,4532000000.0,1468000000.0,0.0,9322000000.0,1016000000.0,-15793000000.0,-9000000.0,328000000.0,1306000000.0,1723000000.0,1723000000.0,213000000.0,140000000.0,111000000.0,447000000.0,5807000000.0,,-452000000.0,1995000000.0,19162000000,35000000.0,-443000000.0,-1860000000.0,38513000000.0,2191000000,22720000000.0,3743000000.0,714000000.0,51000000.0,,74000000.0,51000000.0,-1422000000.0,-369000000.0,2747000000,19355000000.0,1552000000.0,26995000000.0,11269000000.0,15302000000.0,4125000000.0,1314000000.0,1353000000.0,39946000000.0,1379000000.0,24644000000.0,1.06,2486000000.0,,441000000.0,-819000000.0,30624000000.0,571000000.0,-175000000.0,6723000000.0,1379000000,1379000000.0,1723000000.0,-504000000.0,642000000.0,11079000000.0,16869000000.0,851000000.0,0.0,1391000000.0,-618000000.0,12439000000.0,1484000000.0,,,
2015-04-30,88000000.0,,,2404000000.0,1723000000.0,1.21,4582000000.0,1603000000.0,0.0,9204000000.0,1023000000.0,-16238000000.0,-300000000.0,3054000000.0,1298000000.0,2827000000.0,2827000000.0,197000000.0,-347000000.0,,1302000000.0,8070000000.0,,-327000000.0,3404000000.0,20891000000,632000000.0,-322000000.0,-2001000000.0,38800000000.0,2597000000,22562000000.0,4598000000.0,825000000.0,69000000.0,,47000000.0,69000000.0,-1125000000.0,1086000000.0,3055000000,16301000000.0,3082000000.0,27805000000.0,17005000000.0,17995000000.0,4163000000.0,1305000000.0,1359000000.0,42510000000.0,1579000000.0,24515000000.0,1.22,2483000000.0,,454000000.0,2128000000.0,33306000000.0,594000000.0,146000000.0,7179000000.0,1579000000,1579000000.0,2827000000.0,-317000000.0,600000000.0,12306000000.0,13818000000.0,-1198000000.0,0.0,1283000000.0,-769000000.0,13712000000.0,1839000000.0,,,
2015-07-31,88000000.0,,,3563000000.0,2827000000.0,1.73,4718000000.0,1652000000.0,144000000.0,8637000000.0,1040000000.0,-16560000000.0,-9000000.0,3057000000.0,1283000000.0,4936000000.0,4936000000.0,233000000.0,115000000.0,,-74000000.0,7495000000.0,,-582000000.0,2530000000.0,24829000000,180000000.0,-383000000.0,-139000000.0,38862000000.0,3647000000,22302000000.0,4463000000.0,1329000000.0,53000000.0,,87000000.0,53000000.0,-1960000000.0,2155000000.0,4257000000,18762000000.0,2147000000.0,29275000000.0,16399000000.0,19531000000.0,4299000000.0,1289000000.0,1340000000.0,43798000000.0,2234000000.0,24267000000.0,1.74,2444000000.0,,461000000.0,-111000000.0,35161000000.0,625000000.0,15000000.0,8365000000.0,2234000000,2234000000.0,4936000000.0,-236000000.0,560000000.0,11859000000.0,16318000000.0,370000000.0,0.0,1384000000.0,-764000000.0,16464000000.0,1696000000.0,,,
2015-10-31,88000000.0,,,2741000000.0,4936000000.0,1.35,4584000000.0,1513000000.0,-1662000000.0,7619000000.0,1129000000.0,-16922000000.0,-10000000.0,3047000000.0,1268000000.0,3040000000.0,3040000000.0,247000000.0,12000000.0,0.0,-817000000.0,7236000000.0,,-662000000.0,1432000000.0,21819000000,192000000.0,-378000000.0,-1283000000.0,39116000000.0,2981000000,22194000000.0,4339000000.0,1016000000.0,55000000.0,,15000000.0,55000000.0,-1958000000.0,-1875000000.0,3457000000,20557000000.0,1054000000.0,30246000000.0,15976000000.0,18606000000.0,4161000000.0,1274000000.0,2111000000.0,44152000000.0,1725000000.0,25546000000.0,1.36,2742000000.0,,469000000.0,-435000000.0,36533000000.0,1241000000.0,-75000000.0,7565000000.0,1725000000,1725000000.0,3040000000.0,-2024000000.0,793000000.0,12495000000.0,17815000000.0,-348000000.0,0.0,1354000000.0,-754000000.0,14254000000.0,1942000000.0,,,
2016-01-31,88000000.0,,-4000000.0,2313000000.0,3040000000.0,1.17,4607000000.0,1566000000.0,0.0,6316000000.0,1078000000.0,-17075000000.0,280000000.0,3402000000.0,1252000000.0,2216000000.0,2216000000.0,242000000.0,39000000.0,0.0,-10000000.0,6565000000.0,,-898000000.0,2007000000.0,20980000000,34000000.0,-420000000.0,-2364000000.0,39266000000.0,2549000000,22191000000.0,4019000000.0,842000000.0,67000000.0,,79000000.0,67000000.0,-1957000000.0,-762000000.0,3034000000,20732000000.0,1587000000.0,30973000000.0,15501000000.0,16993000000.0,4178000000.0,1259000000.0,2102000000.0,42549000000.0,1471000000.0,25556000000.0,1.17,2819000000.0,,479000000.0,-694000000.0,36233000000.0,1263000000.0,-82000000.0,7156000000.0,1471000000,1471000000.0,2216000000.0,-405000000.0,854000000.0,11809000000.0,17913000000.0,630000000.0,0.0,1515000000.0,-744000000.0,13824000000.0,1890000000.0,,,
2016-04-30,88000000.0,,,2840000000.0,2216000000.0,1.44,4714000000.0,1607000000.0,0.0,6335000000.0,545000000.0,-17572000000.0,-3362000000.0,44000000.0,1247000000.0,3257000000.0,3257000000.0,244000000.0,-57000000.0,,1275000000.0,8711000000.0,,-578000000.0,3636000000.0,22762000000,829000000.0,-325000000.0,-2338000000.0,39815000000.0,3077000000,22243000000.0,5055000000.0,1037000000.0,72000000.0,,29000000.0,72000000.0,-1157000000.0,977000000.0,3570000000,23092000000.0,3311000000.0,31907000000.0,15149000000.0,19010000000.0,4281000000.0,1252000000.0,2123000000.0,44576000000.0,1803000000.0,25566000000.0,1.45,2188000000.0,,486000000.0,1828000000.0,38241000000.0,1200000000.0,25000000.0,7791000000.0,1803000000,1803000000.0,3257000000.0,-321000000.0,303000000.0,13219000000.0,20904000000.0,-1319000000.0,0.0,1339000000.0,-862000000.0,14971000000.0,1989000000.0,,,
2016-07-31,88000000.0,,,3875000000.0,3257000000.0,1.97,4824000000.0,1666000000.0,0.0,6657000000.0,605000000.0,-17859000000.0,-11000000.0,43000000.0,1235000000.0,4018000000.0,4018000000.0,236000000.0,-34000000.0,,247000000.0,8273000000.0,,-778000000.0,3241000000.0,26472000000,346000000.0,-372000000.0,-2083000000.0,39834000000.0,4103000000,21975000000.0,4756000000.0,1434000000.0,61000000.0,,92000000.0,61000000.0,-1284000000.0,805000000.0,4603000000,23065000000.0,2869000000.0,33492000000.0,14525000000.0,18941000000.0,4388000000.0,1240000000.0,2106000000.0,44247000000.0,2441000000.0,25306000000.0,1.98,2165000000.0,,492000000.0,-55000000.0,37590000000.0,1225000000.0,-24000000.0,8927000000.0,2441000000,2441000000.0,4018000000.0,-353000000.0,291000000.0,12323000000.0,20900000000.0,824000000.0,0.0,1453000000.0,-856000000.0,17545000000.0,1995000000.0,,,
2016-10-31,88000000.0,,,3084000000.0,4018000000.0,1.6,4722000000.0,1632000000.0,0.0,5622000000.0,523000000.0,-18175000000.0,-11000000.0,543000000.0,1224000000.0,3589000000.0,3589000000.0,246000000.0,-17000000.0,,-1489000000.0,8054000000.0,,-883000000.0,1042000000.0,23154000000,123000000.0,-448000000.0,-1003000000.0,40015000000.0,3320000000,21840000000.0,4436000000.0,1115000000.0,66000000.0,,15000000.0,66000000.0,-2094000000.0,-402000000.0,3826000000,24449000000.0,594000000.0,34612000000.0,14431000000.0,19348000000.0,4280000000.0,1229000000.0,2095000000.0,44502000000.0,1969000000.0,25154000000.0,1.61,2111000000.0,,496000000.0,-324000000.0,38880000000.0,1219000000.0,-34000000.0,8042000000.0,1969000000,1969000000.0,3589000000.0,-441000000.0,255000000.0,13241000000.0,22338000000.0,-958000000.0,0.0,1398000000.0,-849000000.0,15112000000.0,1995000000.0,,,
2017-01-31,88000000.0,,0.0,2692000000.0,3589000000.0,1.44,4626000000.0,1669000000.0,0.0,4333000000.0,608000000.0,-18512000000.0,339000000.0,1252000000.0,1206000000.0,2538000000.0,2538000000.0,246000000.0,-30000000.0,,-447000000.0,7000000000.0,,-867000000.0,1864000000.0,22207000000,25000000.0,-476000000.0,-2446000000.0,40426000000.0,2927000000,21914000000.0,4397000000.0,948000000.0,68000000.0,,82000000.0,68000000.0,-2345000000.0,-1050000000.0,3437000000,24500000000.0,1388000000.0,35519000000.0,14133000000.0,17724000000.0,4183000000.0,1211000000.0,2093000000.0,42966000000.0,1744000000.0,25242000000.0,1.45,2151000000.0,,499000000.0,-1003000000.0,38633000000.0,1235000000.0,-45000000.0,7553000000.0,1744000000,1744000000.0,2538000000.0,-468000000.0,296000000.0,12549000000.0,22349000000.0,684000000.0,0.0,1484000000.0,-837000000.0,14654000000.0,2029000000.0,,,
2017-04-30,89000000.0,,,3108000000.0,2538000000.0,1.67,4805000000.0,1832000000.0,0.0,3962000000.0,558000000.0,-18867000000.0,-721000000.0,544000000.0,1198000000.0,3565000000.0,3565000000.0,254000000.0,-145000000.0,,1964000000.0,9138000000.0,,-923000000.0,4564000000.0,23887000000,904000000.0,-458000000.0,-3081000000.0,40656000000.0,3349000000,21789000000.0,5403000000.0,1094000000.0,81000000.0,,31000000.0,81000000.0,-1289000000.0,1038000000.0,3867000000,24544000000.0,4106000000.0,36461000000.0,16438000000.0,19896000000.0,4361000000.0,1204000000.0,2095000000.0,44944000000.0,2014000000.0,25048000000.0,1.68,2151000000.0,,505000000.0,2062000000.0,40982000000.0,1164000000.0,-33000000.0,8154000000.0,2014000000,2014000000.0,3565000000.0,-445000000.0,235000000.0,13609000000.0,22393000000.0,-1051000000.0,0.0,1353000000.0,-1069000000.0,15733000000.0,2164000000.0,,,
