date,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyBeginningCashPosition,quarterlyOperatingExpense,quarterlyCapitalStock,quarterlyDilutedEPS,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCurrentDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyBasicAverageShares,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyTaxProvision,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyDepreciationAndAmortization,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyBasicEPS,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyInvestingCashFlow,quarterlyInventory,quarterlyEndCashPosition,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,quarterlyDilutedAverageShares,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses
2009-03-31,,,629000000.0,3350000000.0,2517000000.0,13845000000.0,0.11,468000000.0,39064000000.0,-69000000.0,364000000.0,3882000000.0,-31195000000.0,31000000.0,7792000000.0,3536000000.0,0.0,-374000000.0,2196000000.0,1669000000.0,-390000000.0,-1993000000.0,50000000.0,,1317000000.0,5573000000.0,-601000000.0,378000000.0,-1509000000.0,7145000000,,49010000000.0,721000000,0.0,17815000000.0,213000000.0,0.0,309000000.0,247000000.0,4256000000.0,186000000.0,,1899000000,1270000000.0,25609000000.0,3049000000.0,-1131000000.0,1200000000.0,3932000000.0,6341000000.0,18142000000.0,48454000000.0,629000000.0,30312000000.0,0.12,1879000000.0,-642000000.0,3238000000.0,-721000000.0,2925000000.0,5640000000.0,0.0,9390000000.0,629000000.0,629000000,409000000.0,3045000000.0,3536000000.0,1170000000.0,686000000.0,,-187000000.0,3907000000.0,-779000000.0,5634000000.0,2086000000.0,4173000000.0
2009-06-30,,,-50000000.0,3536000000.0,4000000000.0,13995000000.0,-0.07,480000000.0,39047000000.0,-7000000.0,-364000000.0,3486000000.0,-30956000000.0,24000000.0,9021000000.0,3826000000.0,1000000.0,148000000.0,2679000000.0,1726000000.0,-153000000.0,1987000000.0,66000000.0,,1303000000.0,5595000000.0,-869000000.0,3384000000.0,-981000000.0,8024000000,,48471000000.0,79000000,348000000.0,17515000000.0,258000000.0,0.0,374000000.0,1000000.0,5195000000.0,290000000.0,,1237000000,1286000000.0,25205000000.0,2935000000.0,2403000000.0,2697000000.0,3932000000.0,7079000000.0,18467000000.0,49061000000.0,-398000000.0,30594000000.0,-0.07,1761000000.0,-3559000000.0,4079000000.0,57000000.0,3515000000.0,5632000000.0,0.0,10014000000.0,-398000000.0,-398000000,-2225000000.0,2805000000.0,3826000000.0,1174000000.0,241000000.0,,-166000000.0,3945000000.0,-784000000.0,5595000000.0,1938000000.0,4849000000.0
2009-09-30,,,2532000000.0,3826000000.0,2762000000.0,14763000000.0,0.33,602000000.0,39033000000.0,-1000000.0,-801000000.0,4213000000.0,-31261000000.0,23000000.0,9259000000.0,4109000000.0,0.0,-61000000.0,557000000.0,1907000000.0,233000000.0,437000000.0,65000000.0,,1430000000.0,5537000000.0,-340000000.0,4003000000.0,-944000000.0,9389000000,471000000.0,48615000000.0,2642000000,676000000.0,17354000000.0,218000000.0,0.0,331000000.0,119000000.0,5150000000.0,283000000.0,-1673000000.0,3767000000,1235000000.0,24037000000.0,4214000000.0,3059000000.0,1320000000.0,4421000000.0,7749000000.0,19247000000.0,50996000000.0,1856000000.0,31749000000.0,0.34,2013000000.0,-1339000000.0,5404000000.0,182000000.0,4377000000.0,5597000000.0,6000000.0,11963000000.0,1856000000.0,1856000000,-3380000000.0,2490000000.0,4109000000.0,2201000000.0,309000000.0,,-144000000.0,3985000000.0,-771000000.0,5616000000.0,2025000000.0,4746000000.0
2009-12-31,,0.0,2593000000.0,4109000000.0,4340000000.0,14993000000.0,,593000000.0,41704000000.0,-10000000.0,-1096000000.0,5461000000.0,-30597000000.0,172000000.0,9272000000.0,3987000000.0,0.0,-248000000.0,2773000000.0,1883000000.0,393000000.0,-371000000.0,90000000.0,,1603000000.0,,-758000000.0,3405000000.0,-1081000000.0,10569000000,86000000.0,47822000000.0,2500000000,311000000.0,17225000000.0,200000000.0,0.0,234000000.0,33000000.0,5285000000.0,-122000000.0,-10000000.0,3854000000,1261000000.0,26318000000.0,3800000000.0,2324000000.0,2718000000.0,4421000000.0,7591000000.0,21157000000.0,53095000000.0,2282000000.0,31938000000.0,,1196000000.0,-3365000000.0,6840000000.0,-24000000.0,4952000000.0,5340000000.0,3000000.0,11391000000.0,2282000000.0,2282000000,-2769000000.0,2935000000.0,3987000000.0,2049000000.0,-440000000.0,555000000.0,69000000.0,3729000000.0,-774000000.0,,2273000000.0,4857000000.0
2010-03-31,,-37000000.0,3446000000.0,3987000000.0,3081000000.0,15466000000.0,0.43,653000000.0,42900000000.0,,0.0,6208000000.0,-30935000000.0,330000000.0,10915000000.0,4988000000.0,,88000000.0,4243000000.0,1912000000.0,414000000.0,192000000.0,-6000000.0,,1564000000.0,5529000000.0,-406000000.0,4079000000.0,-928000000.0,10299000000,916000000.0,47963000000.0,3448000000,1004000000.0,17028000000.0,248000000.0,0.0,279000000.0,228000000.0,5927000000.0,1001000000.0,-3000000.0,4589000000,1141000000.0,27020000000.0,3961000000.0,3151000000.0,1514000000.0,4452000000.0,8912000000.0,23724000000.0,55773000000.0,2442000000.0,32049000000.0,0.44,1028000000.0,-5950000000.0,6529000000.0,29000000.0,5252000000.0,5317000000.0,81000000.0,12873000000.0,2442000000.0,2442000000,-2672000000.0,2986000000.0,4988000000.0,2052000000.0,-51000000.0,881000000.0,-31000000.0,3770000000.0,-870000000.0,5681000000.0,2192000000.0,5101000000.0
2010-06-30,,-33000000.0,4185000000.0,4988000000.0,3254000000.0,15741000000.0,0.51,582000000.0,45841000000.0,,0.0,1180000000.0,-31472000000.0,215000000.0,18303000000.0,5514000000.0,,-235000000.0,5423000000.0,2126000000.0,231000000.0,-520000000.0,8000000.0,,1666000000.0,5563000000.0,-990000000.0,3486000000.0,-1048000000.0,10765000000,0.0,48418000000.0,3981000000,1298000000.0,16946000000.0,232000000.0,0.0,155000000.0,158000000.0,12789000000.0,526000000.0,-216000000.0,5130000000,1149000000.0,29869000000.0,3913000000.0,2438000000.0,1584000000.0,4481000000.0,7937000000.0,26464000000.0,57691000000.0,2887000000.0,31227000000.0,0.52,1269000000.0,-6312000000.0,7235000000.0,214000000.0,4863000000.0,4937000000.0,60000000.0,11850000000.0,2887000000.0,2887000000,-1970000000.0,3345000000.0,5514000000.0,2058000000.0,-344000000.0,586000000.0,-18000000.0,3530000000.0,-877000000.0,5711000000.0,2430000000.0,5014000000.0
2010-09-30,,0.0,4251000000.0,5514000000.0,3185000000.0,16096000000.0,0.52,626000000.0,47696000000.0,,0.0,6945000000.0,-31919000000.0,259000000.0,14987000000.0,5517000000.0,0.0,-481000000.0,5434000000.0,1903000000.0,531000000.0,-638000000.0,-38000000.0,,1675000000.0,5575000000.0,-649000000.0,3577000000.0,-1362000000.0,11102000000,0.0,49108000000.0,4136000000,1296000000.0,17189000000.0,224000000.0,0.0,233000000.0,149000000.0,9470000000.0,3000000.0,-3000000.0,5393000000,1142000000.0,31069000000.0,4055000000.0,2215000000.0,1506000000.0,4481000000.0,8837000000.0,29499000000.0,60588000000.0,2955000000.0,31089000000.0,0.53,1301000000.0,-6997000000.0,7321000000.0,-223000000.0,4536000000.0,4883000000.0,38000000.0,12892000000.0,2955000000.0,2955000000,-2925000000.0,3423000000.0,5517000000.0,2073000000.0,-84000000.0,681000000.0,80000000.0,3781000000.0,-877000000.0,5694000000.0,2911000000.0,6049000000.0
2010-12-31,,-148000000.0,4163000000.0,5517000000.0,3383000000.0,16178000000.0,,622000000.0,49430000000.0,,-280000000.0,1614000000.0,-32582000000.0,38000000.0,21885000000.0,5498000000.0,,44000000.0,7078000000.0,2290000000.0,333000000.0,1031000000.0,-10000000.0,,1671000000.0,,-2597000000.0,5550000000.0,-1869000000.0,11457000000,,50481000000.0,4023000000,983000000.0,17899000000.0,213000000.0,0.0,252000000.0,52000000.0,16387000000.0,-19000000.0,-1514000000.0,5686000000,1206000000.0,32919000000.0,4429000000.0,3681000000.0,1705000000.0,4531000000.0,9327000000.0,31611000000.0,63186000000.0,3180000000.0,31575000000.0,,1236000000.0,-7753000000.0,7406000000.0,387000000.0,4034000000.0,5111000000.0,-114000000.0,13756000000.0,3180000000.0,3180000000,-2972000000.0,3757000000.0,5498000000.0,2077000000.0,-327000000.0,926000000.0,111000000.0,4051000000.0,-879000000.0,,2867000000.0,3489000000.0
2011-03-31,6872000000.0,-8216000000.0,4371000000.0,5498000000.0,3727000000.0,16271000000.0,0.56,1813000000.0,47349000000.0,,133000000.0,1270000000.0,-33453000000.0,54000000.0,11978000000.0,4188000000.0,6000000.0,-504000000.0,15368000000.0,2757000000.0,481000000.0,-623000000.0,-109000000.0,,1916000000.0,5452000000.0,-4688000000.0,4013000000.0,-2723000000.0,12847000000,729000000.0,53012000000.0,4158000000,1211000000.0,19559000000.0,300000000.0,0.0,299000000.0,239000000.0,7790000000.0,-1310000000.0,-4006000000.0,5819000000,1442000000.0,30597000000.0,6638000000.0,1290000000.0,1775000000.0,9069000000.0,11565000000.0,22795000000.0,65552000000.0,3160000000.0,42757000000.0,0.58,2505000000.0,-5256000000.0,7885000000.0,404000000.0,2843000000.0,4414000000.0,1000000.0,18203000000.0,3160000000.0,3160000000,-644000000.0,4099000000.0,4188000000.0,2083000000.0,-251000000.0,1783000000.0,191000000.0,4962000000.0,-994000000.0,5606000000.0,3542000000.0,4676000000.0
2011-06-30,6700000000.0,-75000000.0,3931000000.0,4188000000.0,3967000000.0,16245000000.0,1.11,1824000000.0,48723000000.0,,4000000.0,2193000000.0,-34093000000.0,71000000.0,11547000000.0,4635000000.0,0.0,116000000.0,5844000000.0,2742000000.0,466000000.0,-909000000.0,140000000.0,,1986000000.0,5376000000.0,-2745000000.0,3971000000.0,-2484000000.0,13032000000,0.0,54871000000.0,3935000000,977000000.0,20778000000.0,262000000.0,0.0,237000000.0,348000000.0,6912000000.0,447000000.0,-2174000000.0,5435000000,1504000000.0,32012000000.0,7012000000.0,1487000000.0,1905000000.0,9141000000.0,10354000000.0,23102000000.0,66089000000.0,2954000000.0,42987000000.0,1.14,2519000000.0,-4072000000.0,7902000000.0,-16000000.0,1884000000.0,4484000000.0,25000000.0,17366000000.0,2954000000.0,2954000000,-783000000.0,4030000000.0,4635000000.0,2090000000.0,67000000.0,2215000000.0,-24000000.0,5130000000.0,-961000000.0,5527000000.0,3359000000.0,3606000000.0
2011-09-30,6445000000.0,-186000000.0,4892000000.0,4635000000.0,4233000000.0,16247000000.0,0.65,1917000000.0,46117000000.0,,-91000000.0,1709000000.0,-34660000000.0,66000000.0,15198000000.0,7057000000.0,0.0,-468000000.0,4345000000.0,2999000000.0,-32000000.0,616000000.0,558000000.0,,2140000000.0,5194000000.0,183000000.0,6349000000.0,-2713000000.0,14233000000,,56817000000.0,4785000000,1424000000.0,22157000000.0,250000000.0,0.0,248000000.0,338000000.0,8141000000.0,2422000000.0,-4007000000.0,6421000000,1529000000.0,29902000000.0,12525000000.0,3636000000.0,2017000000.0,9138000000.0,11909000000.0,26698000000.0,70551000000.0,3468000000.0,43853000000.0,0.67,2495000000.0,-5462000000.0,9018000000.0,257000000.0,1374000000.0,4739000000.0,-3000000.0,24434000000.0,3468000000.0,3468000000,-4107000000.0,3959000000.0,7057000000.0,7076000000.0,74000000.0,2762000000.0,85000000.0,5215000000.0,-1102000000.0,5340000000.0,3821000000.0,4657000000.0
2011-12-31,6267000000.0,-244000000.0,4587000000.0,7057000000.0,4353000000.0,17036000000.0,,1929000000.0,45911000000.0,,186000000.0,1589000000.0,-34446000000.0,247000000.0,14837000000.0,5065000000.0,35000000.0,178000000.0,6582000000.0,2956000000.0,-781000000.0,1247000000.0,201000000.0,,2308000000.0,,-3850000000.0,6630000000.0,-2844000000.0,13887000000,,58073000000.0,4599000000,1227000000.0,23627000000.0,241000000.0,0.0,232000000.0,1120000000.0,9772000000.0,-1992000000.0,-4153000000.0,6211000000,1589000000.0,29656000000.0,13180000000.0,3786000000.0,1973000000.0,9254000000.0,12028000000.0,25872000000.0,71119000000.0,3360000000.0,45247000000.0,,3479000000.0,-8447000000.0,8952000000.0,-49000000.0,1451000000.0,4648000000.0,4000000.0,25208000000.0,3360000000.0,3360000000,-4767000000.0,4096000000.0,5065000000.0,7084000000.0,-133000000.0,2617000000.0,-5000000.0,4935000000.0,-1070000000.0,,3650000000.0,3948000000.0
2012-03-31,6064000000.0,-176000000.0,3814000000.0,5065000000.0,4455000000.0,18381000000.0,0.53,2001000000.0,46760000000.0,,193000000.0,1348000000.0,-35575000000.0,362000000.0,13753000000.0,4429000000.0,31000000.0,-387000000.0,6794000000.0,2993000000.0,-604000000.0,-1780000000.0,-45000000.0,,2401000000.0,4999000000.0,-1495000000.0,2972000000.0,-2974000000.0,12906000000,,60602000000.0,3810000000,1076000000.0,25027000000.0,274000000.0,0.0,2738000000.0,1244000000.0,9324000000.0,-636000000.0,-1519000000.0,5630000000,1785000000.0,28983000000.0,13116000000.0,-2000000.0,1973000000.0,9388000000.0,11941000000.0,25421000000.0,71817000000.0,2738000000.0,46396000000.0,0.55,3235000000.0,-5948000000.0,8265000000.0,37000000.0,1317000000.0,4600000000.0,-286000000.0,25057000000.0,2738000000.0,2738000000,-2111000000.0,4489000000.0,4429000000.0,7088000000.0,-381000000.0,2793000000.0,7000000.0,4641000000.0,-1049000000.0,5192000000.0,4037000000.0,5087000000.0
2012-06-30,5974000000.0,-282000000.0,3934000000.0,4429000000.0,4722000000.0,18883000000.0,0.54,1915000000.0,48779000000.0,,-100000000.0,2172000000.0,-36023000000.0,92000000.0,13648000000.0,5223000000.0,21000000.0,490000000.0,5159000000.0,3269000000.0,-857000000.0,-145000000.0,100000000.0,,2513000000.0,5022000000.0,-2176000000.0,4739000000.0,-2662000000.0,13501000000,,61999000000.0,3832000000,1107000000.0,25976000000.0,280000000.0,0.0,2827000000.0,437000000.0,8425000000.0,794000000.0,-1396000000.0,5794000000,1839000000.0,30753000000.0,13035000000.0,2077000000.0,2131000000.0,9442000000.0,10538000000.0,25785000000.0,72352000000.0,2827000000.0,46567000000.0,0.56,3167000000.0,-4485000000.0,8554000000.0,275000000.0,1167000000.0,4008000000.0,110000000.0,23573000000.0,2827000000.0,2827000000,-1765000000.0,4904000000.0,5223000000.0,7093000000.0,-401000000.0,2775000000.0,98000000.0,4947000000.0,-1057000000.0,5199000000.0,3544000000.0,3242000000.0
2012-09-30,6221000000.0,-110000000.0,3921000000.0,5223000000.0,4674000000.0,19278000000.0,0.58,1954000000.0,49269000000.0,,191000000.0,1659000000.0,-37009000000.0,56000000.0,10465000000.0,3520000000.0,14000000.0,-386000000.0,7635000000.0,3188000000.0,-501000000.0,161000000.0,-97000000.0,,2605000000.0,4996000000.0,-2004000000.0,5147000000.0,-3452000000.0,13457000000,,64166000000.0,3841000000,949000000.0,27157000000.0,276000000.0,0.0,2972000000.0,294000000.0,6945000000.0,-1703000000.0,-1175000000.0,5828000000,1893000000.0,30492000000.0,13219000000.0,1695000000.0,1995000000.0,9623000000.0,11953000000.0,23014000000.0,74441000000.0,2972000000.0,51427000000.0,0.59,3215000000.0,-9116000000.0,8515000000.0,-80000000.0,4393000000.0,4033000000.0,38000000.0,25172000000.0,2972000000.0,2972000000,-4852000000.0,5319000000.0,3520000000.0,7100000000.0,-416000000.0,2904000000.0,71000000.0,4942000000.0,-1125000000.0,5153000000.0,3938000000.0,4435000000.0
2012-12-31,6235000000.0,-408000000.0,3204000000.0,3520000000.0,4662000000.0,19464000000.0,0.48,1932000000.0,51203000000.0,,623000000.0,2512000000.0,-38063000000.0,312000000.0,18162000000.0,8478000000.0,24000000.0,107000000.0,3849000000.0,3023000000.0,-399000000.0,1544000000.0,-200000000.0,,2629000000.0,4968000000.0,4267000000.0,6026000000.0,-2754000000.0,13477000000,,66046000000.0,3155000000,736000000.0,27983000000.0,272000000.0,0.0,269000000.0,136000000.0,9684000000.0,4958000000.0,-1020000000.0,5233000000,2005000000.0,32138000000.0,20250000000.0,3272000000.0,1958000000.0,9710000000.0,12898000000.0,31358000000.0,84351000000.0,2468000000.0,52993000000.0,0.5,3702000000.0,-6037000000.0,7817000000.0,-165000000.0,7111000000.0,952000000.0,15000000.0,33148000000.0,2468000000.0,2468000000,-5332000000.0,4734000000.0,8478000000.0,13136000000.0,572000000.0,3412000000.0,52000000.0,5660000000.0,-1119000000.0,5095000000.0,3833000000.0,4659000000.0
2013-03-31,5807000000.0,-120000000.0,2443000000.0,8478000000.0,4547000000.0,20098000000.0,0.4,1901000000.0,51194000000.0,,103000000.0,1601000000.0,-39023000000.0,88000000.0,17073000000.0,5698000000.0,73000000.0,293000000.0,5573000000.0,2654000000.0,-410000000.0,-88000000.0,-56000000.0,,2527000000.0,4948000000.0,-1738000000.0,4285000000.0,-2207000000.0,12580000000,,67441000000.0,2519000000,398000000.0,28418000000.0,295000000.0,0.0,294000000.0,465000000.0,11375000000.0,-2780000000.0,-559000000.0,4580000000,2064000000.0,31506000000.0,20091000000.0,2078000000.0,1947000000.0,9756000000.0,11798000000.0,28677000000.0,83083000000.0,2045000000.0,54406000000.0,0.41,3521000000.0,-8666000000.0,7066000000.0,-17000000.0,8175000000.0,1257000000.0,-306000000.0,31889000000.0,2045000000.0,2045000000,-5317000000.0,4358000000.0,5698000000.0,13143000000.0,372000000.0,3427000000.0,-26000000.0,5514000000.0,-1114000000.0,5080000000.0,3536000000.0,5654000000.0
2013-06-30,5620000000.0,-358000000.0,2693000000.0,5698000000.0,4751000000.0,20678000000.0,0.39,1971000000.0,53840000000.0,,98000000.0,1561000000.0,-40160000000.0,263000000.0,17350000000.0,3778000000.0,60000000.0,75000000.0,5744000000.0,2864000000.0,145000000.0,737000000.0,-295000000.0,,2516000000.0,4978000000.0,-1132000000.0,4722000000.0,-2724000000.0,12811000000,,69505000000.0,2719000000,693000000.0,29345000000.0,292000000.0,0.0,255000000.0,575000000.0,13572000000.0,-1920000000.0,-796000000.0,4744000000,1991000000.0,33017000000.0,20432000000.0,1998000000.0,2165000000.0,10005000000.0,11389000000.0,29048000000.0,85661000000.0,2000000000.0,56613000000.0,0.4,3573000000.0,-8272000000.0,7470000000.0,201000000.0,9141000000.0,1336000000.0,37000000.0,31821000000.0,2000000000.0,2000000000,-5512000000.0,4542000000.0,3778000000.0,13150000000.0,-177000000.0,3709000000.0,8000000.0,5341000000.0,-1123000000.0,5106000000.0,3474000000.0,4310000000.0
2013-09-30,5434000000.0,-627000000.0,3924000000.0,3778000000.0,4786000000.0,21113000000.0,0.58,2093000000.0,55452000000.0,,352000000.0,1517000000.0,-41282000000.0,350000000.0,19146000000.0,4881000000.0,56000000.0,-237000000.0,6023000000.0,2996000000.0,1048000000.0,985000000.0,-162000000.0,,2742000000.0,4981000000.0,-1306000000.0,5731000000.0,-2868000000.0,13483000000,,71628000000.0,3628000000,974000000.0,30346000000.0,268000000.0,0.0,264000000.0,268000000.0,14265000000.0,1103000000.0,-544000000.0,6001000000,2021000000.0,33291000000.0,21224000000.0,2863000000.0,1970000000.0,10467000000.0,13875000000.0,31350000000.0,90551000000.0,2950000000.0,59201000000.0,0.59,3683000000.0,-6203000000.0,8414000000.0,128000000.0,10285000000.0,1478000000.0,4000000.0,35099000000.0,2950000000.0,2950000000,-3323000000.0,4533000000.0,4881000000.0,13157000000.0,10000000.0,4384000000.0,328000000.0,5069000000.0,-1121000000.0,5100000000.0,3719000000.0,5906000000.0
2013-12-31,5150000000.0,-215000000.0,3551000000.0,4881000000.0,4906000000.0,21536000000.0,0.51,2096000000.0,58256000000.0,,-295000000.0,1649000000.0,-41988000000.0,281000000.0,20087000000.0,5674000000.0,55000000.0,140000000.0,5607000000.0,2969000000.0,1243000000.0,1506000000.0,-387000000.0,,2826000000.0,4971000000.0,-1322000000.0,6038000000.0,-2948000000.0,13834000000,,73416000000.0,3665000000,926000000.0,31428000000.0,263000000.0,0.0,116000000.0,280000000.0,14413000000.0,793000000.0,-541000000.0,5562000000,1956000000.0,35477000000.0,20534000000.0,3090000000.0,2006000000.0,10513000000.0,13568000000.0,32084000000.0,92358000000.0,2625000000.0,60274000000.0,0.53,2972000000.0,-6070000000.0,8571000000.0,-45000000.0,10002000000.0,1795000000.0,129000000.0,34102000000.0,2625000000.0,2625000000,-3921000000.0,4172000000.0,5674000000.0,13165000000.0,358000000.0,4397000000.0,-90000000.0,5263000000.0,-1121000000.0,5103000000.0,3582000000.0,5099000000.0
2014-03-31,4963000000.0,-252000000.0,2670000000.0,5674000000.0,4966000000.0,22166000000.0,0.38,2171000000.0,58038000000.0,,-4000000.0,1733000000.0,-42791000000.0,36000000.0,19046000000.0,4777000000.0,37000000.0,78000000.0,5780000000.0,3010000000.0,1156000000.0,-776000000.0,-25000000.0,,2846000000.0,4974000000.0,-1650000000.0,3501000000.0,-2689000000.0,12764000000,,75293000000.0,2647000000,740000000.0,32502000000.0,283000000.0,0.0,137000000.0,479000000.0,14269000000.0,-897000000.0,-572000000.0,4714000000,2007000000.0,34716000000.0,20342000000.0,812000000.0,2047000000.0,10617000000.0,13552000000.0,30554000000.0,91932000000.0,1930000000.0,61378000000.0,0.39,2868000000.0,-5734000000.0,7613000000.0,-95000000.0,10242000000.0,1342000000.0,-193000000.0,33894000000.0,1930000000.0,1930000000,-2749000000.0,3763000000.0,4777000000.0,13172000000.0,405000000.0,4302000000.0,25000000.0,5151000000.0,-1119000000.0,5117000000.0,3505000000.0,6356000000.0
2014-06-30,4697000000.0,-1000000000.0,3922000000.0,4777000000.0,4992000000.0,22475000000.0,0.55,2171000000.0,59247000000.0,,188000000.0,2008000000.0,-44030000000.0,14000000.0,17311000000.0,3049000000.0,49000000.0,11000000.0,5728000000.0,2960000000.0,1120000000.0,384000000.0,-181000000.0,,2859000000.0,4981000000.0,-2915000000.0,5453000000.0,-2828000000.0,13831000000,,77145000000.0,3925000000,1126000000.0,33115000000.0,303000000.0,0.0,81000000.0,526000000.0,14262000000.0,-1728000000.0,-2352000000.0,6141000000,2170000000.0,35652000000.0,20295000000.0,2625000000.0,2061000000.0,10621000000.0,12251000000.0,29006000000.0,91793000000.0,2796000000.0,62787000000.0,0.56,2928000000.0,-6204000000.0,8917000000.0,-8000000.0,11498000000.0,1390000000.0,59000000.0,32546000000.0,2796000000.0,2796000000,-4266000000.0,3943000000.0,3049000000.0,13180000000.0,-170000000.0,4187000000.0,8000000.0,4914000000.0,-1126000000.0,5123000000.0,3489000000.0,4697000000.0
2014-09-30,4379000000.0,-271000000.0,4550000000.0,3049000000.0,4898000000.0,21894000000.0,0.66,2189000000.0,56988000000.0,,1000000.0,2479000000.0,-45368000000.0,1164000000.0,15594000000.0,3143000000.0,53000000.0,-165000000.0,6215000000.0,2597000000.0,946000000.0,96000000.0,-141000000.0,,2842000000.0,4880000000.0,-4607000000.0,5693000000.0,-2445000000.0,14554000000,,78503000000.0,4560000000,1233000000.0,33135000000.0,281000000.0,0.0,20000000.0,561000000.0,12451000000.0,94000000.0,-4182000000.0,6801000000,2198000000.0,33233000000.0,18724000000.0,3248000000.0,1979000000.0,10556000000.0,14904000000.0,27509000000.0,90616000000.0,3317000000.0,63107000000.0,0.68,3070000000.0,-4486000000.0,9458000000.0,-189000000.0,12029000000.0,1582000000.0,44000000.0,33628000000.0,3317000000.0,3317000000,-986000000.0,4115000000.0,3143000000.0,12103000000.0,-176000000.0,3551000000.0,8000000.0,5096000000.0,-1095000000.0,5045000000.0,3647000000.0,6023000000.0
2014-12-31,4446000000.0,-788000000.0,4659000000.0,3143000000.0,5111000000.0,21781000000.0,0.74,2205000000.0,56777000000.0,,486000000.0,3018000000.0,-46471000000.0,1604000000.0,14054000000.0,2561000000.0,53000000.0,-785000000.0,5613000000.0,2748000000.0,666000000.0,197000000.0,-356000000.0,,2990000000.0,4769000000.0,-4439000000.0,5771000000.0,-2235000000.0,14721000000,,79709000000.0,4510000000,998000000.0,33238000000.0,281000000.0,0.0,57000000.0,94000000.0,11493000000.0,-582000000.0,-4011000000.0,6886000000,2174000000.0,33418000000.0,19160000000.0,3536000000.0,2049000000.0,10861000000.0,16019000000.0,27730000000.0,91956000000.0,3661000000.0,64226000000.0,0.77,3278000000.0,-4980000000.0,9621000000.0,43000000.0,12335000000.0,1672000000.0,110000000.0,35179000000.0,3661000000.0,3661000000,-1904000000.0,4273000000.0,2561000000.0,12107000000.0,-157000000.0,3775000000.0,169000000.0,5100000000.0,-1069000000.0,4940000000.0,4427000000.0,5987000000.0
2015-03-31,4211000000.0,-335000000.0,2673000000.0,2561000000.0,5010000000.0,22395000000.0,0.41,2196000000.0,55832000000.0,,5000000.0,2636000000.0,-47990000000.0,1121000000.0,14118000000.0,4244000000.0,42000000.0,1167000000.0,4520000000.0,2775000000.0,68000000.0,76000000.0,-171000000.0,,2995000000.0,4741000000.0,-2274000000.0,4415000000.0,-2025000000.0,12781000000,,81286000000.0,2720000000,681000000.0,33296000000.0,368000000.0,0.0,105000000.0,341000000.0,9874000000.0,1683000000.0,-425000000.0,4814000000,2099000000.0,32461000000.0,18699000000.0,2390000000.0,1953000000.0,10766000000.0,15035000000.0,26466000000.0,89566000000.0,1992000000.0,63100000000.0,0.42,3125000000.0,-2614000000.0,7730000000.0,-71000000.0,11598000000.0,1760000000.0,-567000000.0,33734000000.0,1992000000.0,1992000000,-449000000.0,4418000000.0,4244000000.0,12112000000.0,-137000000.0,3462000000.0,-37000000.0,5051000000.0,-1137000000.0,4914000000.0,3246000000.0,6932000000.0
