date,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyInventory,quarterlyTaxProvision,quarterlyAccumulatedDepreciation,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyBasicEPS,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyBasicAverageShares,quarterlyOtherCurrentLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyDilutedAverageShares,quarterlyEndCashPosition,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyDilutedEPS,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyTotalRevenue,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyOtherCurrentAssets,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInInventory,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyGrossProfit,quarterlyNetIncomeContinuousOperations,quarterlyOperatingExpense,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable
2014-12-31,-1000000.0,4552700000.0,391000000.0,23100000.0,-2664200000.0,5500000.0,980100000.0,410100000.0,605600000.0,-3300000.0,59000000.0,0.2,-7200000.0,23300000.0,563700000.0,451100000.0,172945000.0,806700000.0,149800000.0,-132100000.0,19000000.0,8390400000.0,10430000000.0,,-9400000.0,-113100000.0,,-341800000.0,91000000.0,-40100000.0,556500000.0,0.0,419500000.0,410100000.0,175786000.0,410100000.0,,173300000,0.19,119300000.0,34100000.0,-170300000.0,-98300000.0,1506000000.0,,6875300000.0,-900000.0,83300000,-248200000.0,-59800000.0,2004600000,1968800000.0,7216900000.0,2039600000.0,-31000000.0,2806800000.0,16800000.0,3341200000.0,545300000.0,27600000.0,,960600000.0,1404600000.0,600000000.0,200000,516700000.0,34100000.0,,,2646300000.0,435700000.0,-2600000.0,4906500000.0,,,,
2015-03-31,-100000.0,4486300000.0,201500000.0,161600000.0,-2691000000.0,-500000.0,945800000.0,445500000.0,560400000.0,1000000.0,58200000.0,1.42,-100000.0,643800000.0,537500000.0,447800000.0,173154000.0,848500000.0,-487700000.0,-101400000.0,638800000.0,8223700000.0,10182700000.0,,35400000.0,537400000.0,,-127900000.0,88000000.0,-85400000.0,440800000.0,0.0,410100000.0,445500000.0,175628000.0,445500000.0,,790000000,1.4,-87500000.0,246500000.0,-95500000.0,-98400000.0,1715000000.0,,6299000000.0,7900000.0,702100000,125400000.0,26100000.0,2455600000,1849700000.0,7177300000.0,1959000000.0,6000000.0,2731200000.0,600000.0,2958200000.0,511000000.0,180400000.0,,1046000000.0,1205400000.0,1250200000.0,482200000,548100000.0,246500000.0,,,2803000000.0,466600000.0,-11800000.0,4449300000.0,,,,
2015-06-30,0.0,4923700000.0,208700000.0,4500000.0,-2773600000.0,5300000.0,1166600000.0,385900000.0,151300000.0,-2900000.0,67500000.0,0.06,-420900000.0,-11400000.0,628500000.0,466400000.0,173136000.0,831300000.0,130600000.0,-96900000.0,310300000.0,8961900000.0,10520000000.0,,-59600000.0,213400000.0,,524100000.0,92500000.0,-112200000.0,356800000.0,0.0,445500000.0,385900000.0,175580000.0,385900000.0,,148600000,0.05,-203000000.0,9600000.0,-509200000.0,-102900000.0,1685300000.0,0.0,6784400000.0,19500000.0,56100000,230600000.0,-6200000.0,1148100000,1339400000.0,7697300000.0,1558100000.0,8600000.0,2927700000.0,2800000.0,3628300000.0,624400000.0,3000000.0,,728200000.0,586400000.0,561700000.0,-15900000,505600000.0,9600000.0,,,2748500000.0,419800000.0,-392000000.0,5445000000.0,,,,
2015-09-30,11000000.0,4994100000.0,239900000.0,-11400000.0,-2835000000.0,1600000.0,1137600000.0,369700000.0,447900000.0,1700000.0,57200000.0,-0.05,-19300000.0,-63900000.0,610100000.0,212800000.0,173265000.0,405300000.0,-9800000.0,-160200000.0,195700000.0,9086800000.0,10546600000.0,,-16200000.0,35500000.0,,108900000.0,102600000.0,-114600000.0,392900000.0,0.0,385900000.0,369700000.0,173265000.0,369700000.0,,95900000,-0.05,36300000.0,-9200000.0,-201300000.0,-102800000.0,1636900000.0,-16800000.0,6974200000.0,-36200000.0,-31200000,84000000.0,53600000.0,1082800000,1678900000.0,7829100000.0,1459800000.0,-21800000.0,2953400000.0,4100000.0,3441800000.0,684700000.0,-29600000.0,190800000.0,619700000.0,540100000.0,542700000.0,-52500000,573900000.0,-9200000.0,,242000000.0,2692000000.0,451800000.0,-23000000.0,5295300000.0,,,,
2015-12-31,-100000.0,5012900000.0,246800000.0,79600000.0,-2896900000.0,2000000.0,1143900000.0,403000000.0,643700000.0,400000.0,57900000.0,0.66,-41700000.0,247500000.0,602400000.0,208800000.0,172862000.0,844700000.0,68400000.0,-132000000.0,127500000.0,9106400000.0,10780400000.0,,33300000.0,-4500000.0,,-213400000.0,100600000.0,-142900000.0,423300000.0,0.0,369700000.0,403000000.0,175218000.0,403000000.0,,406000000,0.65,33700000.0,114600000.0,-155300000.0,-102800000.0,1712300000.0,-23600000.0,7187900000.0,5900000.0,305500000,-130900000.0,-20900000.0,1606600000,1911700000.0,7909800000.0,1674000000.0,18400000.0,2965100000.0,3900000.0,3422400000.0,676300000.0,-9100000.0,,803100000.0,734000000.0,872600000.0,167900000,567100000.0,114600000.0,,,2719400000.0,464100000.0,-74500000.0,5276200000.0,,,,
2016-03-31,0.0,5083100000.0,176500000.0,150100000.0,-2987100000.0,3200000.0,1190100000.0,466200000.0,235600000.0,6500000.0,57300000.0,1.35,-7700000.0,558100000.0,598200000.0,215100000.0,172619000.0,851300000.0,-328000000.0,-122600000.0,490800000.0,9248400000.0,10955400000.0,,63200000.0,368200000.0,,-55400000.0,100700000.0,-129900000.0,379800000.0,0.0,403000000.0,466200000.0,174845000.0,466200000.0,,716100000,1.33,-39600000.0,233200000.0,-112900000.0,-102900000.0,1906200000.0,-1100000.0,7030400000.0,-5000000.0,615400000,-28100000.0,70400000.0,1972100000,1466700000.0,8070200000.0,1707000000.0,17400000.0,2998600000.0,3200000.0,3630500000.0,722700000.0,72700000.0,,858400000.0,776900000.0,1195200000.0,408000000,579800000.0,233200000.0,,,2940200000.0,481000000.0,-19400000.0,5563700000.0,,,,
2016-06-30,-37100000.0,5108200000.0,184200000.0,33600000.0,-3037900000.0,7800000.0,1213700000.0,909200000.0,526200000.0,5500000.0,56400000.0,0.35,-10900000.0,62200000.0,587900000.0,232100000.0,173395000.0,726100000.0,308200000.0,-116000000.0,244700000.0,9262100000.0,11144200000.0,,443000000.0,128700000.0,,253200000.0,98100000.0,-156600000.0,337000000.0,0.0,466200000.0,909200000.0,175974000.0,909200000.0,,216700000,0.34,-61900000.0,60700000.0,-98900000.0,-106200000.0,1925800000.0,0.0,7307500000.0,-24600000.0,155700000,142500000.0,27400000.0,1130800000,1589300000.0,8146100000.0,1882100000.0,28000000.0,2981300000.0,3300000.0,3774700000.0,716600000.0,-9000000.0,,607000000.0,433000000.0,697800000.0,28600000,542100000.0,60700000.0,,,2949200000.0,445500000.0,-952600000.0,5718200000.0,,,,
2016-09-30,-8600000.0,5238000000.0,210300000.0,-42100000.0,-3107300000.0,700000.0,1219500000.0,502800000.0,321200000.0,3100000.0,57300000.0,-0.25,-900000.0,-157800000.0,580300000.0,217700000.0,173737000.0,325100000.0,-323700000.0,-193200000.0,106700000.0,9423400000.0,10847200000.0,,-406400000.0,-86500000.0,,52900000.0,101500000.0,-154700000.0,391200000.0,0.0,909200000.0,502800000.0,173737000.0,502800000.0,,1000000,-0.25,27800000.0,-43800000.0,-191500000.0,-106100000.0,1840900000.0,-22900000.0,7245400000.0,-19600000.0,-107300000,59600000.0,500000.0,976200000,1442000000.0,8345300000.0,1423800000.0,2600000.0,2989000000.0,3200000.0,3766000000.0,796000000.0,-25200000.0,163200000.0,551600000.0,493600000.0,482600000.0,-115700000,589900000.0,-43800000.0,,241300000.0,2850900000.0,475300000.0,-517400000.0,5803400000.0,,,,
2016-12-31,-32100000.0,5244300000.0,228200000.0,87800000.0,-3139800000.0,3300000.0,1207900000.0,515200000.0,282900000.0,9500000.0,55400000.0,1.33,-800000.0,378700000.0,558900000.0,236100000.0,173512000.0,718400000.0,98600000.0,-197100000.0,126600000.0,9390600000.0,11300500000.0,,12400000.0,-70500000.0,,-437000000.0,98100000.0,-216800000.0,573600000.0,0.0,502800000.0,515200000.0,176984000.0,515200000.0,,532200000,1.3,221400000.0,230700000.0,-192400000.0,-106200000.0,2035400000.0,0.0,7567400000.0,15100000.0,466200000,-207300000.0,-5900000.0,1679500000,1574900000.0,8384100000.0,1909900000.0,5500000.0,2935800000.0,1600000.0,3994200000.0,773800000.0,-22400000.0,,917300000.0,647400000.0,1032100000.0,290900000,565900000.0,230700000.0,,,2987700000.0,464800000.0,-521400000.0,5992500000.0,,,,
2017-03-31,-21000000.0,5298600000.0,203000000.0,124600000.0,-3221900000.0,2600000.0,1270700000.0,637800000.0,220600000.0,-35800000.0,55800000.0,1.27,-6500000.0,436400000.0,551000000.0,243400000.0,173624000.0,679600000.0,-194500000.0,-144700000.0,458400000.0,9445200000.0,11385500000.0,,122600000.0,313700000.0,,12700000.0,99300000.0,-204500000.0,467600000.0,0.0,515200000.0,637800000.0,177136000.0,637800000.0,,591500000,1.24,-92000000.0,219900000.0,-145700000.0,-106200000.0,2214200000.0,-25500000.0,7448100000.0,8900000.0,513200000,-70200000.0,55300000.0,2173800000,1367800000.0,8520500000.0,1940300000.0,5500000.0,2948400000.0,2300000.0,4025500000.0,778200000.0,26300000.0,,920400000.0,1071200000.0,1102600000.0,311800000,589400000.0,219900000.0,,,3165200000.0,486200000.0,-432700000.0,6080300000.0,,,,
2017-06-30,-19700000.0,5422100000.0,216100000.0,-17100000.0,-3337500000.0,5100000.0,1282800000.0,604300000.0,283000000.0,0.0,56800000.0,-0.11,-45500000.0,-79300000.0,571200000.0,259400000.0,173742000.0,637600000.0,-121200000.0,-130100000.0,261000000.0,9679100000.0,11246400000.0,,-33500000.0,130900000.0,,337600000.0,104100000.0,-135900000.0,359000000.0,0.0,637800000.0,604300000.0,173742000.0,604300000.0,,81600000,-0.11,-124300000.0,-19000000.0,-193600000.0,-109000000.0,2151900000.0,-3200000.0,7405300000.0,13800000.0,-2800000,146800000.0,-2500000.0,1153500000,1279600000.0,8759600000.0,1567300000.0,-18000000.0,3032300000.0,7800000.0,4014600000.0,812700000.0,-8300000.0,,628200000.0,618500000.0,535000000.0,-62200000,537800000.0,-19000000.0,,,3176700000.0,445700000.0,-97600000.0,6125700000.0,,,,
2017-09-30,-21400000.0,5537000000.0,278600000.0,-17700000.0,-3312900000.0,0.0,1360000000.0,558400000.0,544400000.0,0.0,55500000.0,0.03,-48800000.0,-34400000.0,611700000.0,259000000.0,173769000.0,313800000.0,70500000.0,-167000000.0,118400000.0,9884700000.0,11582200000.0,,-45900000.0,-48600000.0,,-16900000.0,114800000.0,-93400000.0,439600000.0,0.0,604300000.0,558400000.0,177175000.0,558400000.0,,135900000,0.03,44800000.0,5000000.0,-231700000.0,-109100000.0,2106700000.0,-14600000.0,7841300000.0,6300000.0,29000000,-37900000.0,63200000.0,1113900000,1690100000.0,8849900000.0,1697500000.0,-15900000.0,3107200000.0,8300000.0,3994600000.0,774800000.0,-60300000.0,185400000.0,626800000.0,500200000.0,613700000.0,-16700000,584700000.0,5000000.0,,206900000.0,3163300000.0,461100000.0,400000.0,6151200000.0,,,,
2017-12-31,-3800000.0,5690500000.0,307300000.0,-104400000.0,-3393100000.0,1400000.0,893600000.0,446400000.0,810200000.0,-2700000.0,58200000.0,2.11,-175800000.0,329800000.0,641900000.0,269900000.0,173670000.0,725000000.0,181100000.0,-147500000.0,31400000.0,10163300000.0,12343900000.0,,-112000000.0,-116100000.0,,-530500000.0,110300000.0,-71500000.0,680800000.0,0.0,558400000.0,446400000.0,176948000.0,446400000.0,,498300000,2.07,235000000.0,365900000.0,-327500000.0,-109000000.0,2429300000.0,-9500000.0,8261800000.0,11300000.0,391800000,-353200000.0,-173900000.0,2125200000,2216000000.0,9083600000.0,2180600000.0,-4200000.0,3185500000.0,600000.0,4056400000.0,1073600000.0,-23500000.0,,1101800000.0,1137400000.0,987800000.0,434200000,596000000.0,365900000.0,,,3501700000.0,490100000.0,-35900000.0,6045800000.0,,,,
2018-03-31,-10300000.0,5716600000.0,228300000.0,113400000.0,-3141200000.0,1700000.0,908700000.0,474800000.0,388800000.0,-700000.0,58100000.0,1.59,1500000.0,521100000.0,627100000.0,290700000.0,173570000.0,828400000.0,-421300000.0,-118600000.0,548000000.0,10223200000.0,12445300000.0,,28400000.0,429400000.0,,-145500000.0,112200000.0,-34100000.0,600300000.0,0.0,446400000.0,474800000.0,176350000.0,474800000.0,,691400000,1.57,-98800000.0,276000000.0,-104200000.0,-109100000.0,2656600000.0,-4600000.0,8024300000.0,-1300000.0,589500000,-16600000.0,-17600000.0,2812000000,1817500000.0,8857800000.0,2222100000.0,12900000.0,3218100000.0,2900000.0,4192800000.0,1080300000.0,80500000.0,,1272700000.0,1560200000.0,1251800000.0,407700000,662300000.0,276000000.0,,,3774300000.0,556200000.0,-57400000.0,6206800000.0,,,,
2018-06-30,-48100000.0,5699100000.0,253200000.0,10600000.0,-3131000000.0,57400000.0,896400000.0,506700000.0,385500000.0,1100000.0,56500000.0,0.3,-16400000.0,-1100000.0,529800000.0,289600000.0,173991000.0,737400000.0,-162100000.0,-128100000.0,347400000.0,10068500000.0,11876700000.0,,31900000.0,219300000.0,,473900000.0,118800000.0,-111600000.0,443400000.0,0.0,474800000.0,506700000.0,176807000.0,506700000.0,,174200000,0.3,-153900000.0,52400000.0,-141200000.0,-111000000.0,2637200000.0,-29400000.0,7648900000.0,-7100000.0,103500000,252800000.0,9000000.0,1440900000,1566300000.0,8830100000.0,1808200000.0,3300000.0,3169000000.0,2200000.0,4088600000.0,1085300000.0,-28900000.0,,813300000.0,732500000.0,708400000.0,-11700000,604900000.0,52400000.0,,,3711300000.0,496100000.0,-87000000.0,6082600000.0,,,,
2018-09-30,13000000.0,5808200000.0,318200000.0,12500000.0,-3153900000.0,-25600000.0,991900000.0,452600000.0,443700000.0,-2900000.0,57300000.0,0.14,3500000.0,4700000.0,513600000.0,273600000.0,174391000.0,342600000.0,-35900000.0,-180200000.0,158500000.0,10092800000.0,11980900000.0,,-54100000.0,-21700000.0,,54500000.0,113800000.0,-110400000.0,561800000.0,0.0,506700000.0,452600000.0,177506000.0,452600000.0,,175800000,0.14,82800000.0,24400000.0,-175000000.0,-110800000.0,2610700000.0,-16300000.0,7880900000.0,7800000.0,29400000,-17400000.0,113700000.0,1273100000,1732100000.0,8962100000.0,1888100000.0,1700000.0,3160400000.0,69100000.0,4146500000.0,997600000.0,-65500000.0,192800000.0,751900000.0,644800000.0,628300000.0,-7800000,598900000.0,24400000.0,,191200000.0,3681400000.0,471000000.0,-5800000.0,6148800000.0,,,,
2018-12-31,4400000.0,5855100000.0,293700000.0,23400000.0,-3228300000.0,6900000.0,973400000.0,477600000.0,695800000.0,-4200000.0,60200000.0,0.37,-15000000.0,111900000.0,505200000.0,285600000.0,174413000.0,734000000.0,134000000.0,-183300000.0,96600000.0,10126100000.0,12368300000.0,,32800000.0,-86700000.0,,-457600000.0,111200000.0,-133100000.0,753300000.0,0.0,462200000.0,477600000.0,177566000.0,495000000.0,,283300000,0.36,217400000.0,64200000.0,-194000000.0,-111000000.0,2620800000.0,-16900000.0,8321700000.0,-11300000.0,167700000,-253400000.0,-20700000.0,2200200000,2183100000.0,9083400000.0,2242200000.0,4300000.0,3154800000.0,3300000.0,4150700000.0,989500000.0,23000000.0,,1144300000.0,1425000000.0,775200000.0,88500000,607500000.0,64200000.0,,,3669400000.0,503200000.0,-713100000.0,6138600000.0,,,,
2019-03-31,9500000.0,5917000000.0,222000000.0,90600000.0,-3274600000.0,4900000.0,970800000.0,492100000.0,359000000.0,800000.0,61000000.0,1.41,-43500000.0,487300000.0,488300000.0,297000000.0,174501000.0,766200000.0,-294600000.0,-157300000.0,521000000.0,10170900000.0,12350900000.0,,23400000.0,363700000.0,,-81000000.0,108900000.0,-160800000.0,652100000.0,0.0,495000000.0,492100000.0,177318000.0,518400000.0,,657200000,1.38,-96300000.0,245400000.0,-199300000.0,-111000000.0,2818200000.0,0.0,8034900000.0,2000000.0,538800000,14400000.0,-8200000.0,2606100000,1777300000.0,9191600000.0,2180000000.0,1500000.0,3147800000.0,1300000.0,4283800000.0,986500000.0,70500000.0,,1231400000.0,1426900000.0,1179200000.0,396700000,640400000.0,245400000.0,,,3853000000.0,536700000.0,-13200000.0,6257600000.0,,,,
2019-06-30,2200000.0,6009800000.0,215100000.0,-2200000.0,-3353000000.0,3500000.0,956000000.0,533700000.0,397600000.0,-700000.0,60500000.0,-0.01,100000.0,-48700000.0,480000000.0,325400000.0,174759000.0,752700000.0,-81000000.0,-169600000.0,307000000.0,10301300000.0,12018900000.0,,57600000.0,137400000.0,,487300000.0,109900000.0,-145400000.0,444400000.0,0.0,518400000.0,533700000.0,174759000.0,576000000.0,,121700000,-0.01,-219000000.0,-1900000.0,-170200000.0,-118900000.0,2761200000.0,0.0,7845200000.0,-2600000.0,9600000,213300000.0,-9700000.0,1363700000,1594700000.0,9362800000.0,1717600000.0,-700000.0,3159100000.0,3500000.0,4291700000.0,980700000.0,7700000.0,,779800000.0,781400000.0,582300000.0,-46500000,572700000.0,-1900000.0,,,3820900000.0,476900000.0,52800000.0,6250500000.0,,,,
2019-09-30,26500000.0,6687800000.0,229900000.0,-19200000.0,-3385200000.0,1500000.0,541400000.0,447100000.0,820400000.0,-536300000.0,76100000.0,-0.27,-1303800000.0,-150000000.0,708600000.0,497900000.0,189905000.0,404200000.0,1283800000.0,-194400000.0,153500000.0,11780400000.0,13346600000.0,,-65200000.0,-40900000.0,,134600000.0,118100000.0,-216600000.0,438800000.0,0.0,576000000.0,447100000.0,189905000.0,510800000.0,,44200000,-0.27,700000.0,-51500000.0,-1491800000.0,-121700000.0,2653100000.0,0.0,9519400000.0,-20500000.0,-122500000,119600000.0,-4100000.0,1150400000,2026900000.0,10073000000.0,1566200000.0,6400000.0,3456400000.0,69100000.0,5779900000.0,1122800000.0,-17100000.0,195900000.0,640700000.0,689800000.0,460600000.0,-130800000,583100000.0,-51500000.0,,167600000.0,3817500000.0,446400000.0,-19900000.0,7492500000.0,,,,
