date,quarterlySaleOfInvestment,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlyEbitda,quarterlyNetOtherInvestingChanges,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDilutedAverageShares,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyCurrentAssets,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyBasicEPS,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyStockBasedCompensation,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyBasicAverageShares,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyCurrentAccruedExpenses,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyDilutedEPS,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyAccountsReceivable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyChangeInAccountPayable
2017-03-31,,248100000.0,16600000.0,,0.0,-387500000.0,15800000.0,580900000.0,,56200000.0,7219600000.0,361500000,-2900000.0,701400000.0,993200000.0,-42100000.0,378900000.0,352800000.0,-300900000.0,,13500000.0,355200000.0,1478600000.0,-200000.0,10042400000.0,124700000.0,4418600000.0,0.0,0.61,248100000.0,353900000.0,3222400000.0,16800000.0,-35300000.0,-7500000.0,348600000,3251300000,,-107500000.0,148100000.0,-157100000.0,229200000,229200000,374400000.0,0.0,21900000.0,,2549900000.0,80000000.0,897700000.0,-12200000.0,9038100000.0,577800000.0,3222400000.0,993200000.0,993200000.0,-37400000.0,12900000.0,0.6,1150300000.0,3800000.0,,5300000.0,,11921100000.0,229200000,,1878700000.0,8200000.0,521200000.0,4701000000.0,-142800000.0,,,,,
2017-06-30,,282800000.0,35800000.0,,0.0,-439200000.0,67900000.0,656300000.0,,55800000.0,7436200000.0,455200000,3300000.0,815300000.0,512400000.0,-47600000.0,379400000.0,373200000.0,-523300000.0,,6700000.0,374500000.0,1613900000.0,-996900000.0,10077300000.0,155500000.0,4670100000.0,0.0,0.77,282800000.0,444500000.0,2926500000.0,14300000.0,-46000000.0,-383200000.0,442100000,3776400000,,-50000000.0,155800000.0,-480800000.0,289000000,289000000,374800000.0,0.0,9600000.0,,2961100000.0,80000000.0,957600000.0,-5400000.0,9554000000.0,627400000.0,2926500000.0,512400000.0,512400000.0,-37500000.0,13100000.0,0.76,993200000.0,3800000.0,,2400000.0,-4900000.0,11977100000.0,289000000,,1899800000.0,1800000.0,525900000.0,4540400000.0,-96000000.0,,,,,
2017-09-30,,325000000.0,20300000.0,,0.0,243100000.0,18800000.0,632300000.0,0.0,44900000.0,7747100000.0,496600000,3800000.0,895100000.0,1007800000.0,-50000000.0,380000000.0,412800000.0,276400000.0,,21400000.0,416100000.0,1565400000.0,-193900000.0,10254200000.0,172300000.0,4946000000.0,0.0,0.84,325000000.0,485500000.0,2871600000.0,18800000.0,-53800000.0,-80500000.0,482300000,4159100000,-226200000.0,625900000.0,184200000.0,495400000.0,313200000,313200000,374700000.0,0.0,12400000.0,,3264000000.0,80000000.0,933100000.0,-20300000.0,9237100000.0,587300000.0,2871600000.0,1007800000.0,1007800000.0,-37400000.0,14300000.0,0.82,512400000.0,3800000.0,,3200000.0,0.0,12184600000.0,313200000,,1930400000.0,3800000.0,573100000.0,4437000000.0,572100000.0,,,,,
2017-12-31,15000000.0,357700000.0,85700000.0,,538200000.0,-409300000.0,126300000.0,575700000.0,-35700000.0,53600000.0,7882000000.0,405100000,-37100000.0,752600000.0,920300000.0,-198200000.0,383800000.0,363700000.0,-487500000.0,,4900000.0,384200000.0,1643800000.0,-858400000.0,11014200000.0,202400000.0,5088200000.0,-156500000.0,0.5,357700000.0,391200000.0,3258100000.0,13600000.0,-44400000.0,185700000.0,388900000,3332700000,,-75000000.0,237300000.0,-87500000.0,188800000,189300000,375800000.0,0.0,14600000.0,86100000.0,2580100000.0,100000000.0,1068100000.0,2300000.0,10040200000.0,624300000.0,3258100000.0,920300000.0,920300000.0,-47000000.0,16200000.0,0.49,1007800000.0,3900000.0,,,-100000.0,12957300000.0,189300000,,1943100000.0,-1700000.0,622000000.0,4901900000.0,-119400000.0,,,,,
2018-03-31,,380400000.0,7700000.0,,,-457500000.0,18700000.0,582700000.0,-22500000.0,57900000.0,8198900000.0,460200000,-1800000.0,833100000.0,1010800000.0,190700000.0,383900000.0,389800000.0,-298500000.0,,31300000.0,400900000.0,1612300000.0,-824300000.0,11210600000.0,94000000.0,5392100000.0,-1700000.0,0.93,380400000.0,444800000.0,3233900000.0,17400000.0,-34600000.0,-76400000.0,443300000,3794700000,,-23800000.0,252300000.0,90500000.0,350800000,351000000,376800000.0,,18100000.0,,2961600000.0,109200000.0,1029600000.0,1500000.0,10144400000.0,690300000.0,3233900000.0,1010800000.0,1010800000.0,-47100000.0,16900000.0,0.91,920300000.0,3900000.0,,,,13218100000.0,351000000,,2007500000.0,-300000.0,607700000.0,4846200000.0,-58400000.0,,,,,
2018-06-30,,385200000.0,40000000.0,,,-105000000.0,15300000.0,655300000.0,-27000000.0,61000000.0,8597300000.0,629300000,-4100000.0,1038100000.0,1178200000.0,-27200000.0,383400000.0,422300000.0,-164400000.0,,12900000.0,434900000.0,1729900000.0,-390500000.0,11540200000.0,162500000.0,5798800000.0,0.0,1.2,385200000.0,616200000.0,3093600000.0,15300000.0,-31100000.0,-210700000.0,615800000,4435300000,,405300000.0,264600000.0,167400000.0,453700000,453800000,377400000.0,,3500000.0,,3397200000.0,109200000.0,1074600000.0,400000.0,10303300000.0,712100000.0,3093600000.0,1178200000.0,1178200000.0,-47200000.0,13500000.0,1.18,1010800000.0,3900000.0,,,,13593400000.0,453800000,,2053200000.0,-200000.0,642100000.0,4823500000.0,374200000.0,,,,,
2018-09-30,,401100000.0,35200000.0,,,-275100000.0,10600000.0,624700000.0,-52600000.0,58100000.0,8984400000.0,619600000,25400000.0,1046100000.0,1473100000.0,37300000.0,382700000.0,442300000.0,-106200000.0,,11200000.0,456900000.0,1752200000.0,109200000.0,11901000000.0,138800000.0,6217900000.0,-1000000.0,1.24,401100000.0,607700000.0,3203500000.0,9500000.0,-28200000.0,18900000.0,603800000,4505200000,,238700000.0,275300000.0,294900000.0,468900000,466100000,376700000.0,,11200000.0,,3459100000.0,109200000.0,1127500000.0,3900000.0,10395000000.0,807400000.0,3203500000.0,1473100000.0,1473100000.0,-47100000.0,15800000.0,1.22,1178200000.0,3900000.0,,,,14114600000.0,466100000,,2213600000.0,-1000000.0,701900000.0,4955700000.0,280700000.0,,,,,
2018-12-31,,391100000.0,122100000.0,,,-707200000.0,3900000.0,697200000.0,-144700000.0,54600000.0,9124700000.0,390600000,-600000.0,767900000.0,768300000.0,-310400000.0,380100000.0,394200000.0,-936200000.0,,10600000.0,402800000.0,1895300000.0,-439900000.0,12363900000.0,89000000.0,6476200000.0,-293000000.0,0.77,391100000.0,375700000.0,3342300000.0,18100000.0,-20200000.0,-54200000.0,373700000,3519000000,,-373100000.0,299700000.0,-737700000.0,286700000,287200000,375100000.0,,8600000.0,,2751100000.0,158400000.0,1198100000.0,2000000.0,11595600000.0,622200000.0,3342300000.0,737000000.0,737000000.0,-56000000.0,16900000.0,0.76,1506000000.0,3900000.0,,,,14535800000.0,287200000,,2171900000.0,-500000.0,818800000.0,5237600000.0,-393300000.0,,,,,
2019-03-31,,437900000.0,83800000.0,,,-473800000.0,8700000.0,658500000.0,-91000000.0,62500000.0,9360300000.0,450700000,-1000000.0,872000000.0,731200000.0,-10700000.0,377700000.0,438500000.0,-264600000.0,,16300000.0,444200000.0,1850600000.0,-1038100000.0,12651500000.0,108400000.0,6771600000.0,-16600000.0,0.94,437900000.0,462800000.0,3622400000.0,17800000.0,-49600000.0,62200000.0,433500000,4128700000,,-88600000.0,306200000.0,-37100000.0,354400000,351300000,373300000.0,,13700000.0,,3256700000.0,163500000.0,1192100000.0,29300000.0,11920300000.0,796500000.0,3622400000.0,698800000.0,698800000.0,-55900000.0,17200000.0,0.93,768300000.0,3900000.0,,,,15007000000.0,351300000,,2355500000.0,-3200000.0,785700000.0,5473000000.0,-138200000.0,,,,,
2019-06-30,,454200000.0,52200000.0,,,33800000.0,-900000.0,681200000.0,-145300000.0,67400000.0,9642400000.0,622400000,-400000.0,1074700000.0,885300000.0,-5200000.0,376900000.0,470600000.0,201600000.0,,22200000.0,480000000.0,1958700000.0,-899300000.0,12587600000.0,153100000.0,7190400000.0,-1300000.0,1.28,454200000.0,626700000.0,3450600000.0,18000000.0,-35500000.0,-383100000.0,604100000,4906300000,,542400000.0,349100000.0,154100000.0,473600000,474800000,372300000.0,,4500000.0,,3831600000.0,163500000.0,1277500000.0,22600000.0,11702300000.0,954900000.0,3450600000.0,864200000.0,864200000.0,-56000000.0,18300000.0,1.26,731200000.0,3900000.0,,,,15224000000.0,474800000,,2636400000.0,-200000.0,889900000.0,5409300000.0,506900000.0,,,,,
2019-09-30,,462200000.0,33400000.0,,,244400000.0,8400000.0,634000000.0,-118500000.0,97800000.0,10020900000.0,679700000,-300000.0,1157300000.0,1514000000.0,-67700000.0,374800000.0,497200000.0,407400000.0,,15800000.0,505500000.0,1912100000.0,-57600000.0,12796000000.0,156200000.0,7640100000.0,-4900000.0,1.37,462200000.0,660100000.0,3399400000.0,19300000.0,-21900000.0,-115000000.0,660100000,5038900000,-260900000.0,811400000.0,247300000.0,628700000.0,503900000,505300000,369700000.0,,,,3881600000.0,163500000.0,1278100000.0,500000.0,11282000000.0,1072000000.0,3399400000.0,1494300000.0,1494300000.0,-55500000.0,19600000.0,1.35,885300000.0,3900000.0,,,,15606600000.0,505300000,,2810600000.0,0.0,949800000.0,5311500000.0,789500000.0,,,,,
2019-12-31,,823200000.0,118000000.0,,,-564400000.0,7200000.0,659300000.0,-180400000.0,54300000.0,10227400000.0,511200000,-600000.0,936500000.0,1595900000.0,-17800000.0,373400000.0,444300000.0,-707900000.0,,6900000.0,455800000.0,2036700000.0,-38600000.0,13495100000.0,90800000.0,8006800000.0,-700000.0,1.17,563400000.0,523300000.0,3783300000.0,16600000.0,-21600000.0,213500000.0,492200000,4020700000,-259800000.0,-113800000.0,350300000.0,81900000.0,432500000,431300000,368300000.0,,,,3084200000.0,163500000.0,1377400000.0,31100000.0,11899200000.0,1025100000.0,3783300000.0,1583300000.0,1583300000.0,-64600000.0,19000000.0,1.16,1514000000.0,3900000.0,,,,16322900000.0,431300000,,2827800000.0,-2700000.0,921700000.0,5820000000.0,-135400000.0,,,,,
