date,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyStockholdersEquity,quarterlyPretaxIncome,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyTaxProvision,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyNetPPE,quarterlyBasicEPS,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyGoodwill,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyChangeInAccountPayable,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlyDilutedEPS,quarterlyNetIncomeContinuousOperations,quarterlyChangeInInventory,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue
2012-03-31,158900000.0,9300000.0,1237500000.0,176800000.0,-4900000.0,-21200000.0,0.0,119800000.0,-1899600000.0,144218000.0,70800000.0,70800000.0,,36100000.0,,185200000.0,-117300000.0,376100000.0,-170200000.0,13000000.0,,-33000000.0,-370700000.0,28500000.0,7800000.0,12400000.0,940700000,-38800000.0,189700000,41300000.0,2911400000.0,44800000.0,0.0,-88100000.0,1011800000.0,0.855,14700000.0,5800000.0,221900000,-147900000.0,2282900000.0,1634800000.0,142954000.0,,-26400000.0,230800000.0,1943300000.0,129100000.0,917200000.0,119100000.0,3851600000.0,124700000.0,-3000000.0,1908300000.0,32200000.0,-80800000.0,215600000.0,31000000.0,347300000.0,4700000.0,2552000000.0,119100000.0,0.855,132000000,-36300000.0,509900000.0,,-1600000.0,,910400000.0,157600000.0,-67900000.0,70800000.0,1051100000.0,-17500000.0,395800000.0,593400000.0
2012-06-30,70800000.0,18600000.0,1319400000.0,163700000.0,-7800000.0,-77200000.0,171600000.0,-108800000.0,-1873300000.0,138253000.0,75500000.0,75500000.0,,46500000.0,11500000.0,213500000.0,53200000.0,366400000.0,56300000.0,10800000.0,,-97900000.0,-390800000.0,28400000.0,3200000.0,234600000.0,905200000,-42400000.0,181100000,60700000.0,2894300000.0,45300000.0,574300000.0,4700000.0,1021000000.0,0.76,2900000.0,4400000.0,209700000,-100000.0,2375400000.0,1524700000.0,137247000.0,,192200000.0,261300000.0,1952700000.0,128300000.0,996400000.0,104900000.0,3907600000.0,129800000.0,-3800000.0,1954900000.0,34500000.0,-6700000.0,222300000.0,33000000.0,337800000.0,-7500000.0,2521100000.0,104900000.0,0.76,118400000,-54400000.0,559600000.0,,-5900000.0,,810000000.0,156700000.0,-131100000.0,75500000.0,993700000.0,-5400000.0,433300000.0,567400000.0
2012-09-30,75500000.0,18600000.0,1424600000.0,135300000.0,-6500000.0,-25600000.0,157100000.0,-28300000.0,-1871600000.0,138388000.0,84400000.0,84400000.0,,61500000.0,11000000.0,211600000.0,-20300000.0,384500000.0,-74600000.0,8500000.0,,-6200000.0,-369200000.0,29500000.0,1600000.0,85600000.0,902400000,-46800000.0,158400000,68600000.0,2942900000.0,34400000.0,27400000.0,8900000.0,1071300000.0,0.65,2300000.0,3500000.0,180000000,-700000.0,2453000000.0,1490500000.0,137373000.0,,38800000.0,270000000.0,2025500000.0,127600000.0,1087300000.0,90000000.0,4065900000.0,339300000.0,,2040400000.0,33700000.0,15700000.0,265600000.0,35600000.0,315500000.0,-7200000.0,2577800000.0,90000000.0,0.65,100900000,-56700000.0,620500000.0,,-12100000.0,,807900000.0,157100000.0,-71300000.0,84400000.0,1009200000.0,-12500000.0,473000000.0,586900000.0
2012-12-31,84400000.0,18600000.0,1480300000.0,136800000.0,-13200000.0,-33400000.0,13300000.0,-3100000.0,-1901200000.0,,77100000.0,77100000.0,,56300000.0,11600000.0,248500000.0,-109300000.0,443200000.0,-165800000.0,25000000.0,,88900000.0,-408900000.0,31400000.0,6100000.0,27100000.0,1000000000,-78600000.0,167100000,32900000.0,3037400000.0,22200000.0,31400000.0,-7300000.0,1136200000.0,,19200000.0,3700000.0,185800000,-300000.0,2536500000.0,1683700000.0,,,-51500000.0,294400000.0,2181800000.0,142100000.0,1135400000.0,100200000.0,4373900000.0,84500000.0,,2192100000.0,37400000.0,113000000.0,119400000.0,40200000.0,340600000.0,1800000.0,2819100000.0,102200000.0,,114600000,-50600000.0,675700000.0,,-18800000.0,140300000.0,908800000.0,173500000.0,-123300000.0,77100000.0,1124500000.0,-12400000.0,350100000.0,659400000.0
2013-03-31,77100000.0,18600000.0,1436100000.0,187500000.0,-5500000.0,-3400000.0,180500000.0,-300000.0,-1900900000.0,138083000.0,82600000.0,82600000.0,,43200000.0,11700000.0,210200000.0,-101700000.0,361900000.0,-250200000.0,15200000.0,,105300000.0,-406500000.0,29800000.0,2900000.0,-44500000.0,990200000,-47600000.0,208600000,32800000.0,3028200000.0,47300000.0,17300000.0,5500000.0,1127300000.0,0.95,9900000.0,5500000.0,232900000,-116300000.0,2649000000.0,1977100000.0,137133000.0,,-92100000.0,286700000.0,2285300000.0,131300000.0,987700000.0,130400000.0,4448000000.0,150900000.0,-3200000.0,2162700000.0,33700000.0,-59500000.0,275300000.0,44500000.0,369700000.0,-74300000.0,2964800000.0,130900000.0,0.94,140200000,-6200000.0,678900000.0,,-9400000.0,7300000.0,1233900000.0,161100000.0,-55200000.0,82600000.0,1223100000.0,-18700000.0,503900000.0,620500000.0
2013-06-30,82600000.0,18600000.0,1547600000.0,156000000.0,-7900000.0,-1300000.0,223400000.0,-130200000.0,-1910700000.0,137141000.0,77400000.0,77400000.0,,308200000.0,12300000.0,207400000.0,128900000.0,344800000.0,97600000.0,-200000.0,,-224400000.0,-406700000.0,29100000.0,5500000.0,277600000.0,959400000,-48900000.0,175000000,19200000.0,3058000000.0,36700000.0,14400000.0,-5200000.0,1147300000.0,0.86,6500000.0,3900000.0,202600000,0.0,2748400000.0,1482200000.0,136328000.0,,228700000.0,289200000.0,2182700000.0,138800000.0,1268900000.0,117600000.0,4349700000.0,155000000.0,,2167000000.0,34300000.0,-14900000.0,275700000.0,43400000.0,342900000.0,-6400000.0,2751100000.0,118000000.0,0.86,119300000,15200000.0,661200000.0,,-6700000.0,5200000.0,762400000.0,167900000.0,-57500000.0,77400000.0,1092100000.0,-18400000.0,555800000.0,616500000.0
2013-09-30,77400000.0,18600000.0,1324100000.0,108500000.0,-38600000.0,-341100000.0,205400000.0,0.0,-1485900000.0,134962000.0,109600000.0,109600000.0,,942400000.0,9800000.0,272300000.0,-121100000.0,388900000.0,-22200000.0,12800000.0,,372800000.0,-385400000.0,29000000.0,1500000.0,116100000.0,957400000,-63100000.0,150500000,35400000.0,2649400000.0,32000000.0,67700000.0,32200000.0,1163500000.0,0.13,30900000.0,2800000.0,142000000,-250300000.0,2748200000.0,1490700000.0,134146000.0,,53000000.0,396000000.0,2610700000.0,124900000.0,2066500000.0,17700000.0,4930800000.0,193400000.0,,2320100000.0,23700000.0,75000000.0,250000000.0,29500000.0,304400000.0,-3900000.0,3557200000.0,17900000.0,0.13,76500000,-23000000.0,707700000.0,45400000.0,-32200000.0,18100000.0,771800000.0,153900000.0,-457800000.0,109600000.0,1179600000.0,-18500000.0,592700000.0,653000000.0
2013-12-31,109600000.0,18600000.0,1519800000.0,168400000.0,-10800000.0,-200000.0,16800000.0,-4400000.0,-1414900000.0,,123200000.0,123200000.0,,697800000.0,11000000.0,304800000.0,-300600000.0,475200000.0,-178700000.0,-8200000.0,,117500000.0,-201900000.0,33000000.0,800000.0,-20500000.0,1130700000,-62300000.0,180200000,35300000.0,2663200000.0,35500000.0,88100000.0,13600000.0,1248300000.0,,600000.0,2000000.0,214900000,-400000.0,2757300000.0,1676400000.0,,,-82800000.0,389400000.0,2945000000.0,141700000.0,1986700000.0,26600000.0,5235200000.0,105900000.0,,2290200000.0,35500000.0,39800000.0,80200000.0,26800000.0,354900000.0,-3200000.0,3663100000.0,27100000.0,,132900000,19100000.0,688400000.0,73100000.0,-1000000.0,178900000.0,1154100000.0,174700000.0,-82700000.0,123200000.0,1484300000.0,-18000000.0,427200000.0,775800000.0
2014-03-31,123200000.0,18600000.0,1633000000.0,159800000.0,-1100000.0,0.0,176000000.0,-700000.0,-1442400000.0,134253000.0,92500000.0,92500000.0,,658500000.0,13500000.0,268400000.0,-82200000.0,380200000.0,-255800000.0,1300000.0,,-56700000.0,-142200000.0,26100000.0,5200000.0,-96800000.0,941800000,-75300000.0,183000000,21400000.0,2711100000.0,39300000.0,56700000.0,-30700000.0,1268700000.0,0.49,6700000.0,3800000.0,206400000,-4000000.0,2802800000.0,1676600000.0,133139000.0,,-172100000.0,390700000.0,2752500000.0,119400000.0,1726700000.0,65200000.0,5090700000.0,215500000.0,0.0,2338200000.0,33100000.0,-71000000.0,282800000.0,26800000.0,328500000.0,400000.0,3403300000.0,65600000.0,0.49,120500000,-12000000.0,702800000.0,85200000.0,-9700000.0,30400000.0,1154000000.0,145500000.0,123600000.0,92500000.0,1568300000.0,-18000000.0,566800000.0,613300000.0
2014-06-30,92500000.0,18600000.0,1710600000.0,167400000.0,-3300000.0,-400000.0,183000000.0,-16600000.0,-1461000000.0,134354000.0,114400000.0,114400000.0,,544200000.0,15300000.0,265600000.0,67000000.0,393300000.0,81500000.0,-22100000.0,,-141500000.0,-135700000.0,33200000.0,1500000.0,211900000.0,987800000,-45300000.0,199400000,37300000.0,2745900000.0,41500000.0,52500000.0,21900000.0,1284900000.0,0.82,2700000.0,4600000.0,215300000,-100000.0,2891800000.0,1666000000.0,133339000.0,,166600000.0,387800000.0,2752000000.0,125000000.0,1692900000.0,108800000.0,5127300000.0,217700000.0,,2375300000.0,32600000.0,18700000.0,309000000.0,26700000.0,357600000.0,-7900000.0,3358900000.0,109100000.0,0.81,125900000,-38200000.0,738200000.0,75100000.0,-16700000.0,4000000.0,1153700000.0,158200000.0,-48900000.0,114400000.0,1500000000.0,-20000000.0,648900000.0,630200000.0
2014-09-30,114400000.0,18600000.0,1723200000.0,88000000.0,-20400000.0,-400000.0,210600000.0,-400000.0,-1456200000.0,134345000.0,124300000.0,124300000.0,,580400000.0,14900000.0,256500000.0,-80500000.0,440000000.0,-66600000.0,-4200000.0,,-1400000.0,-163900000.0,30600000.0,800000.0,86600000.0,1015900000,-52000000.0,145700000,23000000.0,2739500000.0,7400000.0,53300000.0,9900000.0,1283300000.0,0.42,35600000.0,3100000.0,135200000,-200000.0,2928300000.0,1725300000.0,133409000.0,,34600000.0,369000000.0,2857300000.0,147400000.0,1741500000.0,56100000.0,5251100000.0,234700000.0,,2393800000.0,32300000.0,54100000.0,338800000.0,26400000.0,323700000.0,-18300000.0,3466800000.0,56300000.0,0.42,80600000,-28100000.0,754500000.0,73700000.0,-42800000.0,4000000.0,1151900000.0,178000000.0,-74100000.0,124300000.0,1572600000.0,-20100000.0,628100000.0,692200000.0
2014-12-31,124300000.0,18600000.0,1530500000.0,69800000.0,-10900000.0,-300000.0,8000000.0,-16900000.0,-1432600000.0,,109500000.0,109500000.0,,525200000.0,16000000.0,280300000.0,-181200000.0,433500000.0,81000000.0,-36000000.0,,-150400000.0,-375800000.0,38400000.0,1100000.0,172000000.0,1092200000,-52100000.0,97400000,22200000.0,2741100000.0,-14700000.0,171300000.0,-14800000.0,1308500000.0,,11500000.0,3300000.0,119000000,-400000.0,2984500000.0,1866100000.0,,,119900000.0,352500000.0,2934400000.0,229400000.0,1910400000.0,76200000.0,5340500000.0,111000000.0,,2406100000.0,33200000.0,-22800000.0,83700000.0,25100000.0,365200000.0,-78800000.0,3776500000.0,76500000.0,,84500000,111400000.0,636500000.0,51300000.0,-11800000.0,190200000.0,1153400000.0,267800000.0,-35800000.0,109500000.0,1751000000.0,-20000000.0,450400000.0,727000000.0
2015-03-31,109500000.0,18600000.0,1434900000.0,-110200000.0,-17600000.0,,611800000.0,-400000.0,-678300000.0,133577000.0,105200000.0,105200000.0,,907300000.0,14000000.0,233500000.0,52500000.0,316500000.0,-331800000.0,29300000.0,,364800000.0,-409200000.0,26600000.0,3500000.0,-297200000.0,659400000,-36900000.0,-73800000,19600000.0,1580900000.0,-49100000.0,147200000.0,-4300000.0,902600000.0,-0.35,22300000.0,4500000.0,-73400000,-2900000.0,2915500000.0,1826700000.0,133577000.0,,-334100000.0,324100000.0,3329600000.0,297900000.0,2015600000.0,-46800000.0,5311700000.0,201400000.0,,1982100000.0,22800000.0,-35600000.0,281500000.0,4700000.0,250700000.0,1700000.0,3842300000.0,-46800000.0,-0.35,-61100000,-50000000.0,640800000.0,55600000.0,-22400000.0,24200000.0,1150900000.0,324500000.0,-69800000.0,105200000.0,1537400000.0,-20100000.0,594200000.0,408700000.0
2015-06-30,105200000.0,18600000.0,2169800000.0,75900000.0,-1700000.0,,268900000.0,-1023300000.0,-715200000.0,134445000.0,477500000.0,477500000.0,,268300000.0,24700000.0,843400000.0,188900000.0,578400000.0,75400000.0,-8100000.0,,-170900000.0,-399900000.0,39000000.0,2100000.0,124600000.0,887100000,-28300000.0,110800000,367400000.0,1828000000.0,17800000.0,57000000.0,372300000.0,1112800000.0,5.54,10300000.0,3800000.0,132000000,-300000.0,3635700000.0,2886300000.0,133714000.0,,96300000.0,728900000.0,3805700000.0,156000000.0,1980600000.0,740300000.0,7075200000.0,220800000.0,,3269500000.0,31400000.0,-76300000.0,334000000.0,4800000.0,305800000.0,300000.0,4866900000.0,742300000.0,5.52,58100000,9200000.0,1041100000.0,234700000.0,-10200000.0,5400000.0,2050900000.0,195000000.0,419400000.0,477500000.0,1865500000.0,-22100000.0,697500000.0,581300000.0
2015-09-30,477500000.0,18600000.0,2113700000.0,-19700000.0,-5700000.0,0.0,251300000.0,-700000.0,-700400000.0,134375000.0,173700000.0,173700000.0,,121200000.0,20200000.0,847700000.0,74100000.0,484200000.0,-256700000.0,31200000.0,,-165900000.0,-432700000.0,37200000.0,200000.0,-137900000.0,830700000,-22200000.0,46100000,66600000.0,1783200000.0,-25100000.0,65900000.0,-303800000.0,1082800000.0,-0.02,45600000.0,3900000.0,38500000,0.0,3611200000.0,2837400000.0,133764000.0,,-160100000.0,733500000.0,3238100000.0,137000000.0,1455000000.0,-2400000.0,6447000000.0,213100000.0,,3208900000.0,38000000.0,-89200000.0,333100000.0,3700000.0,220300000.0,-400000.0,4292400000.0,-2400000.0,-0.02,5400000,32800000.0,906100000.0,235500000.0,-45600000.0,3900000.0,2048500000.0,174200000.0,3000000.0,173700000.0,1689600000.0,-22100000.0,706600000.0,610400000.0
2015-12-31,173700000.0,18600000.0,1865700000.0,-76500000.0,-15200000.0,0.0,6100000.0,-12200000.0,-768200000.0,,78600000.0,78600000.0,31900000.0,112600000.0,22500000.0,873500000.0,-174600000.0,403600000.0,-29100000.0,-32500000.0,,-44700000.0,-457300000.0,40900000.0,100000.0,-47200000.0,899300000,-21100000.0,110700000,19900000.0,1784600000.0,103800000.0,80600000.0,-95100000.0,1016400000.0,,165800000.0,3200000.0,-30500000,-500000.0,3385000000.0,2964300000.0,,,-68300000.0,776100000.0,2971900000.0,147000000.0,1453300000.0,-204100000.0,6325900000.0,190700000.0,,3354000000.0,23500000.0,-91400000.0,95500000.0,2500000.0,298600000.0,-200000.0,4417600000.0,-204100000.0,,-180300000,86300000.0,800200000.0,173200000.0,-166000000.0,249900000.0,2036300000.0,187900000.0,-3800000.0,78600000.0,1851400000.0,-22100000.0,483500000.0,600700000.0
2016-03-31,78600000.0,18600000.0,1960200000.0,85700000.0,-2800000.0,,266800000.0,-50300000.0,-786400000.0,134304000.0,64300000.0,64300000.0,,114200000.0,20800000.0,869800000.0,83300000.0,516400000.0,-2100000.0,-1200000.0,,-71000000.0,-394100000.0,36000000.0,600000.0,100300000.0,798800000,-41800000.0,118900000,28600000.0,1814200000.0,30900000.0,80800000.0,-14300000.0,1027800000.0,0.36,12400000.0,6200000.0,140100000,-1200000.0,3411100000.0,2935800000.0,133802000.0,,58500000.0,800700000.0,2955200000.0,126500000.0,1451300000.0,48100000.0,6390400000.0,303100000.0,,3435200000.0,33600000.0,123200000.0,451500000.0,2800000.0,281400000.0,-400000.0,4387100000.0,48300000.0,0.36,54800000,-53800000.0,854900000.0,181900000.0,-12400000.0,51000000.0,1986200000.0,162500000.0,-44500000.0,64300000.0,1769200000.0,-22100000.0,653900000.0,517400000.0
2016-06-30,64300000.0,18600000.0,1997100000.0,104800000.0,-2800000.0,,0.0,-500000.0,-770100000.0,134576000.0,93600000.0,93600000.0,,53200000.0,20000000.0,851700000.0,133300000.0,440400000.0,11200000.0,-3400000.0,,-80100000.0,-406900000.0,35100000.0,1500000.0,124200000.0,810300000,-13400000.0,137100000,31200000.0,1796000000.0,32000000.0,102800000.0,29300000.0,1025900000.0,0.49,12300000.0,5000000.0,158400000,0.0,3454200000.0,2886200000.0,133929000.0,,110800000.0,795000000.0,2899100000.0,129100000.0,1354100000.0,64900000.0,6282200000.0,304700000.0,,3383100000.0,33600000.0,-86400000.0,430400000.0,2800000.0,301300000.0,100000.0,4240300000.0,65200000.0,0.49,72800000,-35900000.0,881900000.0,172600000.0,-12300000.0,5100000.0,1988900000.0,164200000.0,-15200000.0,93600000.0,1627600000.0,-22200000.0,715000000.0,509000000.0
2016-09-30,93600000.0,18600000.0,2084300000.0,95200000.0,5500000.0,0.0,0.0,-75500000.0,-790100000.0,134698000.0,130700000.0,130700000.0,,63200000.0,20300000.0,849200000.0,19500000.0,371600000.0,33200000.0,-1600000.0,,-89300000.0,-381500000.0,32200000.0,300000.0,163300000.0,807700000,-47500000.0,129500000,25300000.0,1821100000.0,12600000.0,88000000.0,37100000.0,1031000000.0,0.59,14400000.0,4400000.0,149800000,-400000.0,3511800000.0,2780300000.0,133973000.0,,115800000.0,798600000.0,2804100000.0,117800000.0,1308800000.0,79400000.0,6209800000.0,301500000.0,,3405700000.0,34300000.0,-51800000.0,457200000.0,1100000.0,279500000.0,100000.0,4089100000.0,79700000.0,0.59,82600000,58800000.0,817400000.0,174600000.0,-14000000.0,5000000.0,1913300000.0,150000000.0,-37500000.0,130700000.0,1603400000.0,-22100000.0,749300000.0,528200000.0
2016-12-31,130700000.0,18600000.0,1957700000.0,53600000.0,-9900000.0,0.0,8400000.0,-116300000.0,-775400000.0,,64200000.0,64200000.0,0.0,94200000.0,22200000.0,828200000.0,-242200000.0,355400000.0,-106800000.0,64300000.0,,-136600000.0,-478400000.0,38200000.0,1700000.0,110000000.0,865600000,-28100000.0,143300000,12300000.0,1777500000.0,18400000.0,113500000.0,-66500000.0,1002100000.0,,68200000.0,4600000.0,111400000,-11400000.0,3505500000.0,2708100000.0,,,81900000.0,777500000.0,2849200000.0,156100000.0,1438200000.0,15800000.0,6139300000.0,204300000.0,,3290100000.0,35600000.0,-9100000.0,90300000.0,1000000.0,337600000.0,-20100000.0,4146300000.0,15900000.0,,35200000,103400000.0,703500000.0,167400000.0,-68100000.0,239800000.0,1798800000.0,194300000.0,-38000000.0,64200000.0,1828000000.0,-22200000.0,515900000.0,528000000.0
2017-03-31,64200000.0,18600000.0,1877300000.0,54400000.0,-17000000.0,,1053100000.0,-700000.0,-399600000.0,135100000.0,96100000.0,96100000.0,,217300000.0,15700000.0,734600000.0,78800000.0,390900000.0,-155600000.0,4800000.0,,96500000.0,-425500000.0,28200000.0,9600000.0,-34900000.0,596000000,-8700000.0,78300000,19100000.0,934700000.0,9400000.0,204900000.0,31900000.0,535100000.0,-0.93,8300000.0,6300000.0,93700000,-1400000.0,3359100000.0,2656100000.0,134000000.0,,-43600000.0,500800000.0,3554200000.0,109700000.0,1488800000.0,-124400000.0,6036300000.0,312400000.0,,2482100000.0,23600000.0,,475200000.0,1000000.0,216200000.0,-9000000.0,4144900000.0,-124200000.0,-0.93,45000000,-37900000.0,526400000.0,137000000.0,-8200000.0,30100000.0,1790400000.0,137900000.0,-31100000.0,96100000.0,1630600000.0,-22100000.0,619400000.0,379800000.0
2017-06-30,96100000.0,18600000.0,2011900000.0,52000000.0,-14100000.0,,1122600000.0,-200000000.0,-414600000.0,135600000.0,113200000.0,113200000.0,,192500000.0,17200000.0,763600000.0,200500000.0,433500000.0,191800000.0,2600000.0,,-246300000.0,-353400000.0,32000000.0,4700000.0,295000000.0,656800000,-12200000.0,76000000,24600000.0,952900000.0,3300000.0,204800000.0,17100000.0,538300000.0,0.56,6900000.0,4900000.0,91700000,-100000.0,3411700000.0,2415700000.0,134200000.0,,282800000.0,501000000.0,3485800000.0,126400000.0,1541900000.0,74500000.0,5984300000.0,292100000.0,,2498500000.0,22500000.0,,457100000.0,1300000.0,234400000.0,-2500000.0,3957600000.0,74700000.0,0.56,48700000,-10700000.0,546300000.0,151000000.0,-6800000.0,5600000.0,1592300000.0,158400000.0,-32900000.0,113200000.0,1442300000.0,-22200000.0,673800000.0,422400000.0
2017-09-30,113200000.0,18600000.0,2120300000.0,59300000.0,-3200000.0,,1127300000.0,-101200000.0,-431200000.0,135900000.0,93800000.0,93800000.0,,214200000.0,18400000.0,776600000.0,7500000.0,437700000.0,-36200000.0,-2800000.0,,-94500000.0,-288600000.0,30200000.0,5800000.0,59400000.0,646200000,-16400000.0,84800000,40700000.0,978200000.0,-11600000.0,204700000.0,-19400000.0,547000000.0,0.41,7100000.0,5100000.0,102800000,-300000.0,3444600000.0,2291000000.0,134400000.0,,43000000.0,500300000.0,3574200000.0,150900000.0,1630600000.0,54900000.0,6056800000.0,274900000.0,,2482600000.0,25100000.0,1800000.0,418500000.0,1400000.0,265900000.0,0.0,3921600000.0,55200000.0,0.41,70900000,-59500000.0,614800000.0,159600000.0,-7100000.0,6400000.0,1492900000.0,181100000.0,14200000.0,93800000.0,1457600000.0,-22300000.0,719800000.0,380300000.0
2017-12-31,93800000.0,18600000.0,2681800000.0,15100000.0,-6100000.0,,61700000.0,-400000.0,-435900000.0,134500000.0,283000000.0,283000000.0,,192600000.0,28700000.0,2658400000.0,-549200000.0,714200000.0,52300000.0,99600000.0,243900000.0,1457400000.0,-240300000.0,51100000.0,2400000.0,16000000.0,979600000,-48400000.0,102100000,99200000.0,1461100000.0,263000000.0,55100000.0,189200000.0,1025200000.0,3.94,59100000.0,4800000.0,85600000,-800000.0,3952400000.0,4289800000.0,134500000.0,,-32400000.0,1198900000.0,3652700000.0,231600000.0,2209400000.0,530800000.0,9206300000.0,177700000.0,,5553600000.0,41800000.0,227100000.0,89400000.0,1400000.0,384800000.0,0.0,6499200000.0,530100000.0,3.94,-247900000,11300000.0,992500000.0,173200000.0,-59200000.0,446300000.0,2993000000.0,282700000.0,-1284000000.0,283000000.0,2043500000.0,-22200000.0,595500000.0,594800000.0
2018-03-31,283000000.0,18600000.0,2986600000.0,331800000.0,-13900000.0,,,-600000.0,-460300000.0,136157000.0,359700000.0,359700000.0,85000000.0,328900000.0,33900000.0,2805200000.0,-347600000.0,914100000.0,-276500000.0,-18200000.0,,113900000.0,-185500000.0,65900000.0,3900000.0,-78400000.0,1210700000,-24300000.0,288400000,155100000.0,1490700000.0,68700000.0,67100000.0,76700000.0,1030400000.0,1.98,-77700000.0,6300000.0,404800000,-5100000.0,4197300000.0,4448400000.0,134589000.0,,-102700000.0,1242800000.0,4335600000.0,200400000.0,2686000000.0,266100000.0,10149100000.0,884700000.0,,5813500000.0,39100000.0,194800000.0,472200000.0,1500000.0,554700000.0,,7134400000.0,267200000.0,1.96,263100000,-31800000.0,1035200000.0,179100000.0,77300000.0,191600000.0,2993200000.0,266300000.0,45100000.0,359700000.0,2399700000.0,-22300000.0,1023500000.0,656000000.0
2018-06-30,359700000.0,18600000.0,2996200000.0,140100000.0,-13400000.0,,,-114700000.0,-472800000.0,136246000.0,326400000.0,326400000.0,0.0,174500000.0,34400000.0,2736800000.0,124300000.0,947200000.0,47200000.0,-27200000.0,,-269100000.0,-293200000.0,77000000.0,4200000.0,271800000.0,1262300000,-29000000.0,255700000,110100000.0,1487100000.0,1600000.0,45300000.0,-33300000.0,1014300000.0,0.96,81000000.0,5700000.0,217700000,-100000.0,4304700000.0,4244200000.0,134767000.0,,242800000.0,1237200000.0,3993000000.0,211400000.0,2448300000.0,129100000.0,9718200000.0,829800000.0,,5725200000.0,43200000.0,56700000.0,448200000.0,1500000.0,544100000.0,,6692500000.0,129700000.0,0.96,138500000,37800000.0,958700000.0,165900000.0,-81200000.0,56500000.0,2892900000.0,288400000.0,-41200000.0,326400000.0,2194100000.0,-22300000.0,1109000000.0,718200000.0
2018-09-30,326400000.0,18600000.0,3046400000.0,109600000.0,-15300000.0,,,-286100000.0,-466300000.0,136357000.0,176500000.0,176500000.0,3000000.0,149400000.0,33400000.0,2739900000.0,315000000.0,784200000.0,76900000.0,2500000.0,,-330300000.0,-299500000.0,70900000.0,1300000.0,220600000.0,1035600000,-35300000.0,167700000,130200000.0,1469000000.0,30100000.0,37000000.0,-149900000.0,1002700000.0,0.54,25900000.0,5300000.0,185400000,-200000.0,4355100000.0,4057100000.0,134852000.0,,185300000.0,1466400000.0,3491200000.0,207600000.0,2271500000.0,72400000.0,9406900000.0,807700000.0,,5915700000.0,42400000.0,-158800000.0,416400000.0,700000.0,446200000.0,,6328600000.0,72800000.0,0.54,79500000,-116500000.0,995400000.0,330600000.0,-24700000.0,30100000.0,2593300000.0,278500000.0,-41400000.0,176500000.0,1901900000.0,-22300000.0,1134900000.0,589400000.0
2018-12-31,176500000.0,18600000.0,3121100000.0,162200000.0,-27300000.0,,59300000.0,-150600000.0,-481200000.0,,190800000.0,161700000.0,0.0,547700000.0,32800000.0,2767500000.0,-393900000.0,867500000.0,-274300000.0,-4500000.0,327600000.0,122200000.0,-308900000.0,77700000.0,364900000.0,-45600000.0,1219200000,-68000000.0,232400000,86800000.0,1513800000.0,-11600000.0,68600000.0,-14800000.0,1032600000.0,,34500000.0,5700000.0,238500000,-201400000.0,4334300000.0,3770500000.0,,29100000.0,-113600000.0,1468100000.0,4030200000.0,231800000.0,2993400000.0,31600000.0,9974300000.0,172100000.0,,5944100000.0,43500000.0,89600000.0,79500000.0,700000.0,541900000.0,-700000.0,6763900000.0,32400000.0,,173800000,-113700000.0,1097300000.0,330800000.0,-38800000.0,561500000.0,2179000000.0,309500000.0,-93400000.0,161700000.0,2285200000.0,-22300000.0,717600000.0,677300000.0
