date,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyResearchAndDevelopment,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyTaxProvision,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyBasicAverageShares,quarterlyBasicEPS,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyGoodwill,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyDilutedEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyDilutedAverageShares,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyChangeInInventory,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness
2015-12-31,5274000.0,92917000.0,402000.0,3690000.0,,1287197000.0,0.0,221659000.0,-85208000.0,-1156237000.0,850000.0,850000.0,12187000.0,112940000.0,,,92613000.0,,3355000.0,851000.0,,,128067000.0,-15361000.0,-115632000.0,3093915000.0,19025000,,168634000,2252000.0,1937678000.0,31489000.0,0.0,2811000.0,,-2840000.0,5790000.0,113846000,,40094000.0,0.08,380422000.0,782014000.0,12435000.0,,332049000.0,91076000.0,301332000.0,3022000.0,2038494000.0,2370543000.0,24398000.0,,,111942000.0,,56429000.0,3903000.0,0.07,1083346000.0,,41264000.0,3022000.0,3022000.0,850000.0,-115546000.0,529437000.0,143452000.0,-2745000.0,,41873000.0,,56692000.0,37766000.0,,,
2016-03-31,-113369000.0,84869000.0,462000.0,850000.0,,1516449000.0,0.0,183484000.0,-122000000.0,-1251880000.0,238545000.0,238545000.0,11894000.0,114183000.0,,,73898000.0,,-43372000.0,10193000.0,,,101150000.0,259214000.0,-122759000.0,3194378000.0,-102116000,,90831000,-41839000.0,1942498000.0,33181000.0,296578000.0,2364000.0,,237695000.0,4682000.0,-4087000,,41608000.0,-1.72,308892000.0,710777000.0,-21609000.0,,528052000.0,38109000.0,288171000.0,-71530000.0,1987345000.0,2515397000.0,29311000.0,,,-17247000.0,,9206000.0,-364000.0,-1.72,998948000.0,,41608000.0,-71530000.0,-71530000.0,238545000.0,-122669000.0,492717000.0,100080000.0,-917000.0,,100053000.0,,108078000.0,40368000.0,,,
2016-06-30,-153777000.0,39302000.0,472000.0,238545000.0,,1424565000.0,0.0,98839000.0,-115000000.0,-1356319000.0,109099000.0,109099000.0,10672000.0,0.0,,,64234000.0,,-58947000.0,-15947000.0,,,96648000.0,-117959000.0,-112948000.0,3286914000.0,-138852000,,20097000,-58327000.0,1930595000.0,72789000.0,-3000.0,3049000.0,,-129446000.0,6444000.0,-36091000,,46742000.0,-2.04,213442000.0,659906000.0,-16300000.0,,319135000.0,37254000.0,187199000.0,-95450000.0,1952535000.0,2271670000.0,17363000.0,,,-99550000.0,,9195000.0,-2956000.0,-2.04,847105000.0,,46742000.0,-95450000.0,-95450000.0,109099000.0,-108135000.0,492997000.0,41133000.0,-4430000.0,,107350000.0,,119647000.0,30915000.0,,,
2016-09-30,-35341000.0,47829000.0,563000.0,109099000.0,,1986060000.0,0.0,65604000.0,0.0,-1463440000.0,1197692000.0,1197692000.0,20193000.0,,,,62350000.0,,-11817000.0,40375000.0,,,163033000.0,1143533000.0,-218015000.0,3395714000.0,-14574000,,163890000,-12032000.0,1932274000.0,73670000.0,558497000.0,12412000.0,,1088593000.0,4079000.0,97779000,,48839000.0,-0.48,190133000.0,1211939000.0,-54982000.0,,1368045000.0,46511000.0,219281000.0,-23309000.0,2049235000.0,3417280000.0,25630000.0,,,33255000.0,,108538000.0,-1193000.0,-0.48,1431220000.0,,48839000.0,-23309000.0,-23309000.0,1197692000.0,-217973000.0,1041575000.0,44340000.0,-714000.0,,99895000.0,,130635000.0,61120000.0,,,
2016-12-31,-90636000.0,56207000.0,657000.0,1197692000.0,,2622754000.0,0.0,8791000.0,0.0,-1562972000.0,244100000.0,244100000.0,19213000.0,0.0,-36460000.0,,66322000.0,,-23113000.0,-15145000.0,,,125432000.0,-18675000.0,-1060349000.0,5571238000.0,-66642000,,108097000,-34997000.0,4008266000.0,124934000.0,2000.0,8025000.0,,-953592000.0,4297000.0,28122000,-1829000.0,58914000.0,-0.94,134208000.0,1592510000.0,-934917000.0,62041000.0,399825000.0,50546000.0,270578000.0,-55639000.0,4086017000.0,4485842000.0,37482000.0,,,-10435000.0,-3755000.0,13324000.0,-11620000.0,-0.94,1863088000.0,,58914000.0,-55639000.0,-55639000.0,244100000.0,-1060349000.0,1043954000.0,400867000.0,-3869000.0,,106311000.0,,118532000.0,19260000.0,,,
2017-03-31,72476000.0,52354000.0,658000.0,244100000.0,,2671177000.0,0.0,27047000.0,0.0,-1672883000.0,207624000.0,257514000.0,19467000.0,,,,144440000.0,,26280000.0,25750000.0,,,139500000.0,-2357000.0,-130647000.0,5771346000.0,93736000,,273707000,26330000.0,4098463000.0,102562000.0,-8000.0,5674000.0,49890000.0,-36476000.0,4454000.0,201259000,-8000.0,65749000.0,0.7,180354000.0,1603971000.0,8853000.0,56058000.0,411771000.0,46104000.0,317982000.0,46146000.0,4181359000.0,4593130000.0,47841000.0,-49890000.0,,146090000.0,,12917000.0,-2349000.0,0.7,1921953000.0,,66117000.0,46146000.0,46146000.0,207624000.0,-173619000.0,1046461000.0,427205000.0,-2033000.0,,122484000.0,,127617000.0,20695000.0,,,
2017-06-30,65787000.0,15945000.0,659000.0,207624000.0,,2714442000.0,30953000.0,52105000.0,0.0,-1800487000.0,202291000.0,202291000.0,19617000.0,,,,152492000.0,,24487000.0,-19168000.0,,,123697000.0,-3562000.0,-200686000.0,5966059000.0,111670000,,275158000,24537000.0,4165572000.0,96984000.0,8000.0,4829000.0,,-5333000.0,5372000.0,211417000,-5266000.0,65859000.0,0.63,221604000.0,1611820000.0,-76989000.0,56331000.0,396218000.0,49559000.0,330666000.0,41250000.0,4260710000.0,4656928000.0,30610000.0,0.0,,127615000.0,,22410000.0,1704000.0,0.62,1942486000.0,,66019000.0,41250000.0,41250000.0,202291000.0,-125468000.0,1049004000.0,452028000.0,-27034000.0,,135203000.0,,147543000.0,20808000.0,,,
2017-09-30,-414887000.0,100979000.0,659000.0,202291000.0,,2426602000.0,0.0,22916000.0,0.0,-1729141000.0,136429000.0,136429000.0,19275000.0,,,0.0,164080000.0,,-122296000.0,-2727000.0,,,148205000.0,-357000.0,-215739000.0,5611841000.0,-68292000,,183235000,-122350000.0,3882700000.0,120374000.0,0.0,46204000.0,,-65862000.0,4761000.0,-270374000,-51000.0,65865000.0,-4.44,-70933000.0,1506897000.0,-67534000.0,0.0,334702000.0,54652000.0,373788000.0,-292537000.0,3972585000.0,4307287000.0,43405000.0,0.0,,32687000.0,,85280000.0,-306000.0,-4.44,1880685000.0,,65865000.0,-292537000.0,-292537000.0,136429000.0,-213710000.0,1051571000.0,326472000.0,-327799000.0,,167276000.0,,150548000.0,24851000.0,,,
2017-12-31,-62808000.0,67327000.0,659000.0,136429000.0,,2507649000.0,0.0,14338000.0,-519375000.0,-1837115000.0,180675000.0,180675000.0,20335000.0,,,0.0,150067000.0,,-132156000.0,2639000.0,,,177161000.0,71274000.0,-210858000.0,5770582000.0,-15124000,,189516000,-140445000.0,3933467000.0,175113000.0,0.0,6068000.0,,44246000.0,4766000.0,66044000,-1347000.0,,,6704000.0,1494606000.0,-33697000.0,0.0,401224000.0,59696000.0,417636000.0,77637000.0,4018667000.0,4419891000.0,57333000.0,0.0,,52203000.0,,85200000.0,-370000.0,,1912242000.0,,,77637000.0,77637000.0,180675000.0,-204189000.0,1151932000.0,191992000.0,-28123000.0,,154260000.0,,137313000.0,15244000.0,,,
2018-03-31,-17705000.0,72034000.0,660000.0,189925000.0,2010000.0,2497374000.0,1249000.0,,-35000000.0,-1963294000.0,45923000.0,45923000.0,17529000.0,,,,195703000.0,,-4809000.0,30177000.0,,,205149000.0,-2634000.0,-378808000.0,6194551000.0,34296000,,260600000,-4566000.0,4231257000.0,208294000.0,,5049000.0,,-136001000.0,5261000.0,126612000,-2255000.0,65957000.0,-0.2,-6435000.0,1536599000.0,-173659000.0,,264455000.0,65332000.0,488184000.0,-13139000.0,4257702000.0,4522157000.0,94557000.0,0.0,,106330000.0,,26445000.0,-379000.0,-0.2,2024783000.0,,65957000.0,-13139000.0,-13139000.0,53924000.0,-338516000.0,1154528000.0,187183000.0,-34620000.0,,181025000.0,,154270000.0,16608000.0,,,
2018-06-30,-205580000.0,74375000.0,661000.0,53924000.0,,2340306000.0,0.0,,-176000000.0,-2095331000.0,1425000.0,1425000.0,17410000.0,,,,215150000.0,,-45372000.0,-23596000.0,,,175708000.0,15361000.0,-237329000.0,6287939000.0,-29036000,,212531000,-45323000.0,4192608000.0,288959000.0,,4870000.0,,-44498000.0,5518000.0,-52546000,-2239000.0,66066000.0,-2.43,-166692000.0,1492524000.0,-61621000.0,,218303000.0,69507000.0,609324000.0,-160257000.0,4223851000.0,4442154000.0,61617000.0,0.0,,45339000.0,,31243000.0,-4400000.0,-2.43,2101848000.0,,66066000.0,-160257000.0,-160257000.0,9426000.0,-235567000.0,1179117000.0,141811000.0,-159203000.0,,195317000.0,,167192000.0,15526000.0,,,
2018-09-30,-7310000.0,86229000.0,661000.0,9426000.0,,2342244000.0,0.0,,-343000000.0,-2234503000.0,1369000.0,1369000.0,17622000.0,,,0.0,251081000.0,,-2848000.0,-4096000.0,,,196977000.0,52559000.0,-254723000.0,6543524000.0,13730000,,280717000,-3876000.0,4309021000.0,309272000.0,,4333000.0,,-56000.0,5578000.0,157852000,-206000.0,66073000.0,-0.05,-170126000.0,1584403000.0,-57746000.0,,256792000.0,81286000.0,674577000.0,-3434000.0,4344432000.0,4601224000.0,76987000.0,0.0,,99959000.0,,31462000.0,-235000.0,-0.05,2258980000.0,,66073000.0,-3434000.0,-3434000.0,9370000.0,-249592000.0,1234733000.0,138963000.0,-3606000.0,,241155000.0,,180758000.0,18709000.0,,,
2018-12-31,238024000.0,91931000.0,661000.0,9370000.0,,2526708000.0,0.0,,-486000000.0,-2370295000.0,1398000.0,1398000.0,18169000.0,,,0.0,181864000.0,,59134000.0,78378000.0,,,311468000.0,-47187000.0,-266571000.0,6373157000.0,517547000,,794811000,59171000.0,4002862000.0,109148000.0,,6468000.0,,29000.0,5425000.0,406034000,-447000.0,66104000.0,2.71,8727000.0,1576423000.0,44897000.0,,274460000.0,85336000.0,441014000.0,178853000.0,4269685000.0,4544145000.0,92664000.0,0.0,,609478000.0,,173101000.0,-4240000.0,2.71,2017437000.0,,66232000.0,178853000.0,178853000.0,9399000.0,-264252000.0,1194876000.0,198096000.0,-261362000.0,,155756000.0,,185333000.0,34836000.0,,,
2019-03-31,-157588000.0,82600000.0,662000.0,9399000.0,,2409755000.0,,,-340500000.0,-2521843000.0,1112000.0,1112000.0,16978000.0,,,,215555000.0,,-37487000.0,-10671000.0,,,181853000.0,89525000.0,-271766000.0,6643492000.0,-133114000,,134500000,-37412000.0,4121649000.0,135514000.0,,4954000.0,,-286000.0,4683000.0,10812000,-1460000.0,66182000.0,-1.82,-111449000.0,1663644000.0,-89913000.0,,213156000.0,74819000.0,490529000.0,-120176000.0,4350772000.0,4563928000.0,125063000.0,,,-50514000.0,,204898000.0,-515000.0,-1.82,2154173000.0,,66182000.0,-120176000.0,-120176000.0,9113000.0,-271664000.0,1289046000.0,160609000.0,-7506000.0,,190844000.0,,185014000.0,34845000.0,,,
2019-06-30,91135000.0,82175000.0,635000.0,9113000.0,,2378406000.0,8001000.0,,-552000000.0,-2687500000.0,1474000.0,1474000.0,18905000.0,,,,219158000.0,200623000.0,22512000.0,53373000.0,,,260383000.0,-190881000.0,-285624000.0,6883835000.0,105110000,,390658000,22587000.0,4196335000.0,108654000.0,,5319000.0,,-7639000.0,7575000.0,278563000,-96370000.0,65815000.0,1.04,-42901000.0,1717939000.0,-25241000.0,,325827000.0,77136000.0,498559000.0,68548000.0,4269077000.0,4594904000.0,3716000.0,,,187285000.0,,41087000.0,-511000.0,1.04,2216498000.0,,65926000.0,68548000.0,68548000.0,1474000.0,-77141000.0,1197744000.0,183120000.0,4925000.0,,277321000.0,,203373000.0,46420000.0,,,
2019-09-30,26570000.0,81646000.0,621000.0,1474000.0,,2359755000.0,0.0,,-344492000.0,-2864756000.0,4567000.0,4567000.0,17859000.0,,,,147893000.0,198001000.0,10586000.0,31143000.0,,,233489000.0,17772000.0,-251158000.0,7029912000.0,88420000,,365943000,10662000.0,4165156000.0,91000000.0,,7130000.0,,3093000.0,5866000.0,216268000,-48709000.0,62547000.0,0.25,-26993000.0,1816058000.0,-17669000.0,,341412000.0,77589000.0,407791000.0,15908000.0,4242192000.0,4583604000.0,3432000.0,,,170066000.0,,43851000.0,973000.0,0.25,2223849000.0,0.0,62595000.0,15908000.0,15908000.0,4567000.0,-248168000.0,1267471000.0,193707000.0,-44039000.0,,253077000.0,,195877000.0,41084000.0,,,
