date,quarterlyDilutedEPS,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,quarterlyNetOtherInvestingChanges,quarterlyOperatingExpense,quarterlyGrossProfit,quarterlyBasicAverageShares,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyDeferredIncomeTax,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyLongTermDebt,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyDilutedAverageShares,quarterlyOtherShortTermInvestments,quarterlyInvestmentsAndAdvances,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,quarterlyGoodwill,quarterlyBasicEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyPurchaseOfInvestment,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlySellingGeneralAndAdministration,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2015-03-31,1.53,172000000.0,351000000.0,0.0,-155000000.0,-8000000.0,246000000.0,8665000000.0,48000000.0,-123000000.0,825000000.0,93000000.0,309000000.0,760000000.0,178000000.0,-117000000.0,396000000.0,17235000000.0,715000000,4727000000.0,122000000.0,9000000.0,8000000.0,-140000000.0,451000000,84000000.0,-240000000.0,182000000.0,27124000000.0,1839000000.0,2788000000.0,2984000000,747000000.0,-405000000.0,-9889000000.0,299000000.0,608000000.0,8828000000.0,51000000.0,28068000000.0,1534000000.0,116000000.0,178000000.0,,1911000000.0,2224000000.0,17551000000.0,633000000.0,273000000.0,274000000,51000000.0,2018000000.0,1.53,3858000000.0,-556000000.0,99000000.0,273000000.0,-122000000.0,209000000.0,0.0,-250000000.0,99000000.0,166000000.0,99000000.0,110000000.0,-7000000.0,342000000.0,100000000.0,25280000000.0,19390000000.0,245000000.0,,,,,,
2015-06-30,0.61,-99000000.0,256000000.0,0.0,-151000000.0,242000000.0,194000000.0,8539000000.0,99000000.0,4000000.0,848000000.0,13000000.0,311000000.0,533000000.0,179000000.0,-1000000.0,131000000.0,17576000000.0,466000000,4580000000.0,26000000.0,0.0,10000000.0,178000000.0,222000000,64000000.0,-1000000.0,16000000.0,27579000000.0,2232000000.0,2691000000.0,2268000000,433000000.0,-490000000.0,-10003000000.0,304000000.0,571000000.0,8826000000.0,131000000.0,28350000000.0,1251000000.0,91000000.0,179000000.0,,1921000000.0,1735000000.0,17561000000.0,731000000.0,109000000.0,105000000,22000000.0,2018000000.0,0.61,3914000000.0,-480000000.0,230000000.0,109000000.0,-124000000.0,220000000.0,0.0,-196000000.0,230000000.0,467000000.0,230000000.0,115000000.0,5000000.0,-57000000.0,90000000.0,25659000000.0,19793000000.0,248000000.0,,,,,,
2015-09-30,1.47,-109000000.0,361000000.0,0.0,-150000000.0,43000000.0,187000000.0,8812000000.0,230000000.0,-6000000.0,835000000.0,-25000000.0,287000000.0,728000000.0,179000000.0,-142000000.0,366000000.0,17867000000.0,678000000,4845000000.0,102000000.0,0.0,6000000.0,85000000.0,441000000,103000000.0,0.0,-282000000.0,28014000000.0,2273000000.0,2700000000.0,2598000000,288000000.0,-506000000.0,-10147000000.0,269000000.0,535000000.0,8848000000.0,-163000000.0,28654000000.0,1242000000.0,119000000.0,180000000.0,,1883000000.0,1870000000.0,17548000000.0,840000000.0,265000000.0,264000000,37000000.0,2018000000.0,1.47,4022000000.0,-536000000.0,67000000.0,265000000.0,-124000000.0,196000000.0,0.0,-192000000.0,67000000.0,653000000.0,67000000.0,116000000.0,3000000.0,-218000000.0,89000000.0,25954000000.0,19821000000.0,248000000.0,,,,,,
2015-12-31,,37000000.0,235000000.0,0.0,-145000000.0,-18000000.0,258000000.0,8772000000.0,67000000.0,-33000000.0,809000000.0,68000000.0,309000000.0,540000000.0,,-26000000.0,57000000.0,18034000000.0,393000000,4794000000.0,-20000000.0,0.0,1000000.0,159000000.0,231000000,-14000000.0,-98000000.0,56000000.0,28121000000.0,2528000000.0,2575000000.0,2487000000,443000000.0,-619000000.0,-10087000000.0,269000000.0,527000000.0,8820000000.0,-30000000.0,28737000000.0,656000000.0,89000000.0,,,1936000000.0,1947000000.0,17414000000.0,803000000.0,80000000.0,77000000,-68000000.0,2018000000.0,,3923000000.0,-632000000.0,37000000.0,80000000.0,-131000000.0,227000000.0,0.0,-260000000.0,37000000.0,972000000.0,37000000.0,109000000.0,2000000.0,-176000000.0,89000000.0,26162000000.0,19942000000.0,254000000.0,,,,,,
2016-03-31,1.37,143000000.0,270000000.0,-33000000.0,-140000000.0,97000000.0,260000000.0,8887000000.0,37000000.0,-93000000.0,649000000.0,12000000.0,328000000.0,709000000.0,179000000.0,-11000000.0,323000000.0,18127000000.0,665000000,4909000000.0,83000000.0,0.0,10000000.0,-306000000.0,381000000,80000000.0,-26000000.0,179000000.0,28273000000.0,2209000000.0,2362000000.0,2566000000,741000000.0,-424000000.0,-10146000000.0,265000000.0,483000000.0,8746000000.0,-2000000.0,28564000000.0,1185000000.0,119000000.0,180000000.0,,1979000000.0,1857000000.0,17445000000.0,660000000.0,247000000.0,240000000,44000000.0,2018000000.0,1.38,4006000000.0,-437000000.0,35000000.0,247000000.0,-131000000.0,229000000.0,0.0,-262000000.0,35000000.0,827000000.0,35000000.0,113000000.0,3000000.0,317000000.0,90000000.0,26202000000.0,19654000000.0,157000000.0,,,,,,
2016-06-30,0.84,-57000000.0,172000000.0,0.0,-142000000.0,-16000000.0,481000000.0,8778000000.0,35000000.0,83000000.0,745000000.0,28000000.0,334000000.0,589000000.0,179000000.0,-302000000.0,195000000.0,18295000000.0,552000000,4791000000.0,50000000.0,0.0,9000000.0,-33000000.0,255000000,54000000.0,-95000000.0,85000000.0,28371000000.0,1883000000.0,2258000000.0,2262000000,531000000.0,-437000000.0,-10076000000.0,319000000.0,438000000.0,9331000000.0,-3000000.0,28769000000.0,1180000000.0,91000000.0,180000000.0,,2101000000.0,1673000000.0,18087000000.0,717000000.0,152000000.0,145000000,51000000.0,2018000000.0,0.84,4026000000.0,-501000000.0,32000000.0,152000000.0,-131000000.0,243000000.0,0.0,-482000000.0,32000000.0,340000000.0,32000000.0,114000000.0,2000000.0,94000000.0,97000000.0,26511000000.0,19970000000.0,159000000.0,,,,,,
2016-09-30,1.88,-76000000.0,192000000.0,0.0,-138000000.0,-75000000.0,394000000.0,9130000000.0,32000000.0,49000000.0,813000000.0,-5000000.0,322000000.0,829000000.0,179000000.0,-68000000.0,435000000.0,18550000000.0,779000000,5131000000.0,110000000.0,0.0,10000000.0,104000000.0,507000000,110000000.0,-78000000.0,-185000000.0,28748000000.0,1969000000.0,2595000000.0,2928000000,495000000.0,-481000000.0,-10198000000.0,332000000.0,478000000.0,9471000000.0,34000000.0,29462000000.0,1250000000.0,115000000.0,180000000.0,,2226000000.0,2099000000.0,18344000000.0,793000000.0,338000000.0,325000000,39000000.0,2018000000.0,1.88,4140000000.0,-565000000.0,66000000.0,338000000.0,-131000000.0,230000000.0,0.0,-396000000.0,66000000.0,425000000.0,66000000.0,114000000.0,10000000.0,14000000.0,91000000.0,26867000000.0,20313000000.0,175000000.0,,,,,,
2016-12-31,0.73,27000000.0,237000000.0,0.0,-133000000.0,-232000000.0,322000000.0,9011000000.0,66000000.0,106000000.0,1079000000.0,3000000.0,362000000.0,671000000.0,179000000.0,-485000000.0,152000000.0,19730000000.0,557000000,5114000000.0,28000000.0,654000000.0,8000000.0,1594000000.0,309000000,21000000.0,-1187000000.0,-115000000.0,30029000000.0,2437000000.0,2762000000.0,2874000000,317000000.0,-703000000.0,-10299000000.0,442000000.0,601000000.0,11262000000.0,26000000.0,32041000000.0,708000000.0,96000000.0,179000000.0,,2273000000.0,2203000000.0,20105000000.0,772000000.0,131000000.0,124000000,-29000000.0,2286000000.0,0.73,4162000000.0,-1885000000.0,92000000.0,131000000.0,-138000000.0,274000000.0,0.0,-323000000.0,92000000.0,513000000.0,92000000.0,131000000.0,85000000.0,-386000000.0,842000000.0,29279000000.0,22542000000.0,170000000.0,,,,,,
2017-03-31,2.23,135000000.0,248000000.0,-51000000.0,-129000000.0,84000000.0,394000000.0,9194000000.0,92000000.0,-33000000.0,910000000.0,4000000.0,358000000.0,927000000.0,179000000.0,-5000000.0,504000000.0,19866000000.0,878000000,5365000000.0,110000000.0,,5000000.0,-156000000.0,569000000,100000000.0,-112000000.0,47000000.0,30287000000.0,1834000000.0,2567000000.0,3236000000,787000000.0,-555000000.0,-10421000000.0,426000000.0,573000000.0,11755000000.0,-10000000.0,32149000000.0,1408000000.0,131000000.0,179000000.0,,2442000000.0,2309000000.0,20627000000.0,640000000.0,400000000.0,394000000,57000000.0,2292000000.0,2.23,4270000000.0,-641000000.0,82000000.0,399000000.0,-148000000.0,249000000.0,0.0,-378000000.0,82000000.0,72000000.0,82000000.0,125000000.0,-8000000.0,232000000.0,837000000.0,29582000000.0,22461000000.0,168000000.0,,,,,,
2017-06-30,0.99,-103000000.0,180000000.0,0.0,-125000000.0,-35000000.0,311000000.0,9088000000.0,82000000.0,56000000.0,988000000.0,-66000000.0,346000000.0,652000000.0,179000000.0,-1000000.0,232000000.0,20063000000.0,614000000,5245000000.0,57000000.0,,7000000.0,192000000.0,306000000,64000000.0,-63000000.0,-96000000.0,30599000000.0,2747000000.0,2631000000.0,2855000000,396000000.0,-481000000.0,-10536000000.0,477000000.0,526000000.0,11356000000.0,-20000000.0,32582000000.0,1451000000.0,105000000.0,179000000.0,,2550000000.0,2203000000.0,20264000000.0,743000000.0,177000000.0,175000000,57000000.0,2291000000.0,0.99,4293000000.0,-608000000.0,62000000.0,177000000.0,-148000000.0,249000000.0,0.0,-310000000.0,62000000.0,832000000.0,62000000.0,133000000.0,-19000000.0,-85000000.0,890000000.0,29951000000.0,23011000000.0,168000000.0,,,,,,
2017-09-30,1.51,-73000000.0,276000000.0,0.0,-120000000.0,-6000000.0,246000000.0,9373000000.0,62000000.0,2000000.0,994000000.0,-1000000.0,349000000.0,773000000.0,179000000.0,-379000000.0,337000000.0,20307000000.0,741000000,5515000000.0,74000000.0,,10000000.0,189000000.0,424000000,97000000.0,-19000000.0,-255000000.0,30924000000.0,2598000000.0,2815000000.0,3245000000,367000000.0,-536000000.0,-10617000000.0,463000000.0,557000000.0,11794000000.0,1000000.0,33071000000.0,1395000000.0,131000000.0,179000000.0,,2634000000.0,2472000000.0,20620000000.0,816000000.0,270000000.0,263000000,55000000.0,2293000000.0,1.51,4396000000.0,-555000000.0,63000000.0,269000000.0,-148000000.0,258000000.0,0.0,-248000000.0,63000000.0,768000000.0,63000000.0,146000000.0,-38000000.0,-169000000.0,883000000.0,30256000000.0,23218000000.0,175000000.0,,,,,,
2017-12-31,,37000000.0,254000000.0,0.0,-120000000.0,-295000000.0,289000000.0,9512000000.0,63000000.0,104000000.0,1171000000.0,24000000.0,368000000.0,756000000.0,,0.0,214000000.0,20721000000.0,620000000,5643000000.0,-66000000.0,,8000000.0,196000000.0,388000000,-65000000.0,-105000000.0,43000000.0,31424000000.0,2812000000.0,3081000000.0,3271000000,567000000.0,-678000000.0,-10703000000.0,445000000.0,642000000.0,12184000000.0,3000000.0,33767000000.0,758000000.0,111000000.0,,,2797000000.0,2515000000.0,20965000000.0,779000000.0,287000000.0,280000000,-45000000.0,2293000000.0,,1888000000.0,-760000000.0,66000000.0,287000000.0,-148000000.0,274000000.0,0.0,-290000000.0,66000000.0,730000000.0,66000000.0,132000000.0,-6000000.0,-111000000.0,867000000.0,30686000000.0,23777000000.0,161000000.0,,,,,,
2018-03-31,2.0,182000000.0,265000000.0,0.0,-123000000.0,33000000.0,336000000.0,9888000000.0,89000000.0,-136000000.0,920000000.0,2000000.0,392000000.0,893000000.0,180000000.0,,419000000.0,20870000000.0,835000000,5848000000.0,68000000.0,,8000000.0,-155000000.0,501000000,60000000.0,-64000000.0,144000000.0,31656000000.0,2541000000.0,2957000000.0,3753000000,838000000.0,-527000000.0,-10786000000.0,415000000.0,588000000.0,12185000000.0,97000000.0,33841000000.0,1709000000.0,132000000.0,180000000.0,,2852000000.0,2860000000.0,20937000000.0,597000000.0,361000000.0,351000000,50000000.0,2293000000.0,2.01,1936000000.0,-586000000.0,186000000.0,360000000.0,-158000000.0,281000000.0,0.0,-337000000.0,164000000.0,741000000.0,164000000.0,135000000.0,-11000000.0,311000000.0,867000000.0,30884000000.0,23478000000.0,159000000.0,,,,,,
2018-06-30,1.29,-78000000.0,219000000.0,0.0,-121000000.0,-13000000.0,280000000.0,9844000000.0,186000000.0,102000000.0,1059000000.0,0.0,369000000.0,699000000.0,181000000.0,,255000000.0,21239000000.0,662000000,5760000000.0,19000000.0,,4000000.0,99000000.0,330000000,20000000.0,-169000000.0,76000000.0,32122000000.0,2499000000.0,2895000000.0,3159000000,595000000.0,-630000000.0,-10883000000.0,430000000.0,527000000.0,12705000000.0,-100000000.0,34330000000.0,1690000000.0,113000000.0,181000000.0,,3041000000.0,2460000000.0,21513000000.0,675000000.0,234000000.0,236000000,57000000.0,2293000000.0,1.29,1936000000.0,-794000000.0,86000000.0,234000000.0,-151000000.0,272000000.0,0.0,-276000000.0,63000000.0,479000000.0,63000000.0,135000000.0,-13000000.0,-35000000.0,862000000.0,31435000000.0,24012000000.0,148000000.0,,,,,,
2018-09-30,1.84,-93000000.0,362000000.0,0.0,-118000000.0,65000000.0,194000000.0,10207000000.0,86000000.0,43000000.0,1160000000.0,-22000000.0,372000000.0,811000000.0,182000000.0,-3000000.0,369000000.0,21612000000.0,784000000,6093000000.0,34000000.0,1000000.0,7000000.0,360000000.0,439000000,38000000.0,-312000000.0,-18000000.0,32600000000.0,2117000000.0,3103000000.0,3550000000,614000000.0,-622000000.0,-10988000000.0,425000000.0,575000000.0,13620000000.0,18000000.0,35292000000.0,1690000000.0,143000000.0,182000000.0,,3436000000.0,2739000000.0,22485000000.0,767000000.0,334000000.0,335000000,69000000.0,2293000000.0,1.84,1974000000.0,-956000000.0,104000000.0,333000000.0,-150000000.0,273000000.0,0.0,-197000000.0,84000000.0,78000000.0,84000000.0,142000000.0,-4000000.0,-8000000.0,864000000.0,32189000000.0,24602000000.0,152000000.0,,,,,,
2018-12-31,,-43000000.0,374000000.0,0.0,-120000000.0,-129000000.0,393000000.0,10237000000.0,104000000.0,137000000.0,1329000000.0,-1000000.0,396000000.0,747000000.0,,0.0,173000000.0,21650000000.0,618000000,6112000000.0,-23000000.0,-7000000.0,-2000000.0,350000000.0,351000000,-4000000.0,-92000000.0,134000000.0,31810000000.0,4438000000.0,3260000000.0,3750000000,633000000.0,-934000000.0,-10160000000.0,502000000.0,702000000.0,12127000000.0,-28000000.0,36288000000.0,789000000.0,127000000.0,,,3368000000.0,3003000000.0,21133000000.0,811000000.0,191000000.0,196000000,-34000000.0,2293000000.0,,1975000000.0,-1011000000.0,76000000.0,191000000.0,-161000000.0,298000000.0,0.0,-378000000.0,71000000.0,2108000000.0,71000000.0,147000000.0,-13000000.0,-301000000.0,849000000.0,33028000000.0,25571000000.0,160000000.0,,,,,,
2019-03-31,2.19,207000000.0,348000000.0,,-143000000.0,143000000.0,176000000.0,10545000000.0,76000000.0,-288000000.0,981000000.0,-57000000.0,414000000.0,956000000.0,182000000.0,-199000000.0,462000000.0,22002000000.0,910000000,6364000000.0,54000000.0,,8000000.0,-19000000.0,542000000,49000000.0,-22000000.0,-30000000.0,32352000000.0,3647000000.0,2840000000.0,3514000000,752000000.0,-668000000.0,-10350000000.0,471000000.0,656000000.0,12770000000.0,-15000000.0,36434000000.0,1683000000.0,149000000.0,183000000.0,,3519000000.0,2558000000.0,21767000000.0,604000000.0,401000000.0,408000000,68000000.0,2293000000.0,2.2,2029000000.0,-748000000.0,61000000.0,400000000.0,-172000000.0,296000000.0,0.0,-178000000.0,56000000.0,1655000000.0,56000000.0,152000000.0,-38000000.0,84000000.0,846000000.0,33594000000.0,25414000000.0,158000000.0,,,,,,
2019-06-30,0.99,-161000000.0,257000000.0,,-146000000.0,226000000.0,220000000.0,10396000000.0,61000000.0,41000000.0,1051000000.0,-25000000.0,397000000.0,710000000.0,183000000.0,199000000.0,200000000.0,22439000000.0,659000000,6198000000.0,21000000.0,,9000000.0,152000000.0,313000000,31000000.0,-16000000.0,53000000.0,32976000000.0,3654000000.0,2726000000.0,2888000000,615000000.0,-728000000.0,-10537000000.0,469000000.0,581000000.0,13564000000.0,1000000.0,36851000000.0,1436000000.0,141000000.0,184000000.0,,3566000000.0,2178000000.0,22628000000.0,765000000.0,182000000.0,179000000,38000000.0,2293000000.0,0.99,2063000000.0,-766000000.0,62000000.0,182000000.0,-173000000.0,305000000.0,0.0,-221000000.0,62000000.0,1501000000.0,62000000.0,154000000.0,-316000000.0,-113000000.0,837000000.0,34125000000.0,26282000000.0,185000000.0,,,,,,
2019-09-30,1.73,-41000000.0,158000000.0,,-146000000.0,-181000000.0,198000000.0,10740000000.0,62000000.0,-44000000.0,1033000000.0,-19000000.0,423000000.0,874000000.0,183000000.0,0.0,364000000.0,23903000000.0,848000000,6516000000.0,47000000.0,0.0,10000000.0,524000000.0,451000000,205000000.0,-264000000.0,-327000000.0,33618000000.0,3865000000.0,2985000000.0,3119000000,534000000.0,-763000000.0,-9715000000.0,500000000.0,542000000.0,13854000000.0,14000000.0,38345000000.0,1453000000.0,153000000.0,184000000.0,,3669000000.0,2245000000.0,23576000000.0,806000000.0,319000000.0,317000000,71000000.0,2293000000.0,1.74,2257000000.0,-1044000000.0,76000000.0,318000000.0,-173000000.0,322000000.0,0.0,-200000000.0,76000000.0,1930000000.0,76000000.0,162000000.0,-19000000.0,-229000000.0,940000000.0,35360000000.0,27441000000.0,195000000.0,,,,,,
