date,quarterlyInventory,annualChangeInInventory,quarterlyNetPPE,quarterlyOtherIncomeExpense,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlyCurrentDebt,annualInventory,annualCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,trailingChangeInInventory,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,annualCapitalStock,annualPurchaseOfBusiness,quarterlyBasicEPS,quarterlyCurrentDeferredRevenue,quarterlyBasicAverageShares,trailingOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyOperatingExpense,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,annualOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualNetPPE,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOperatingCashFlow,annualOperatingCashFlow,quarterlyOtherNonCurrentAssets,annualGrossProfit,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualEbitda,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,trailingCashDividendsPaid,trailingPurchaseOfBusiness,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyTotalNonCurrentAssets,annualGoodwill,trailingChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,annualNetOtherInvestingChanges,trailingInterestExpense,annualGrossPPE,annualOtherCurrentLiabilities,trailingPretaxIncome,annualChangeInCashSupplementalAsReported,annualOtherNonCurrentLiabilities,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualPretaxIncome,quarterlyFreeCashFlow,trailingChangesInAccountReceivables,trailingChangeInWorkingCapital,quarterlyTotalAssets,annualInterestExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIntangibleAssets,annualOtherIncomeExpense,annualIncomeTaxPayable,quarterlyDepreciationAndAmortization,trailingGrossProfit,annualAccountsPayable,trailingInvestingCashFlow,quarterlySaleOfInvestment,annualInvestingCashFlow,annualCapitalExpenditure,trailingTotalRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingPurchaseOfInvestment,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,trailingCapitalExpenditure,quarterlyAccountsPayable,annualOperatingIncome,trailingRepaymentOfDebt,annualEndCashPosition,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualTaxProvision,annualNetOtherFinancingCharges,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,annualCurrentAccruedExpenses,quarterlyEbitda,annualCashAndCashEquivalents,trailingTaxProvision,quarterlyPurchaseOfInvestment,annualCostOfRevenue,annualNetIncomeContinuousOperations,annualTotalRevenue,trailingChangeInAccountPayable,annualCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,annualCurrentDebt,annualDilutedAverageShares,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyCurrentAssets,annualCommonStockIssuance,annualOperatingExpense,annualOtherNonCurrentAssets,quarterlyCashDividendsPaid,annualGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyIncomeTaxPayable,annualOtherShortTermInvestments,annualTotalLiabilitiesNetMinorityInterest,annualResearchAndDevelopment,annualDeferredIncomeTax,annualBasicAverageShares,annualAccumulatedDepreciation,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentAssets,trailingCostOfRevenue,quarterlyOperatingIncome,annualChangeInWorkingCapital,quarterlyDilutedEPS,trailingNetIncomeContinuousOperations,annualDilutedEPS,quarterlyOtherNonCashItems,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingOperatingExpense,quarterlyRetainedEarnings,trailingBeginningCashPosition,annualChangesInAccountReceivables,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,trailingNetIncome,quarterlyAccountsReceivable,annualTotalAssets,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDilutedAverageShares,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,quarterlyGoodwill,quarterlyStockholdersEquity,annualAccountsReceivable,annualBeginningCashPosition,quarterlyLongTermDebt,annualNetIncome,quarterlyChangeInInventory,annualCashDividendsPaid,annualSellingGeneralAndAdministration,annualFreeCashFlow,trailingSaleOfInvestment,annualTotalNonCurrentAssets,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualStockholdersEquity,annualBasicEPS,annualOtherNonCashItems,annualOtherCurrentAssets,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingEndCashPosition,quarterlyRepurchaseOfCapitalStock,trailingDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,trailingBasicEPS,quarterlyStockBasedCompensation,trailingCommonStockIssuance,annualRepurchaseOfCapitalStock,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingDilutedEPS,trailingRepurchaseOfCapitalStock,trailingBasicAverageShares,trailingDepreciationAndAmortization,annualStockBasedCompensation
2013-12-31,221906000000.0,-5096000000.0,830225000000.0,492000000.0,31519000000.0,81265000000.0,118121000000.0,221906000000.0,571822000000.0,-710995000000.0,-56934000000.0,,4262000000.0,,,7977000000.0,-12347000000.0,116565000000.0,-33487000000.0,,81079000000.0,,,77078000000.0,85793000000.0,,-1000000.0,60263000000.0,,830225000000.0,5694000000.0,7977000000.0,15101000000.0,72281000000.0,151893000000.0,19983000000.0,423270000000.0,45749000000.0,2997000000.0,187972000000.0,,0.0,,,5503000000.0,21911000000.0,1009906000000.0,6255000000.0,,13563000000.0,2449000000.0,,830225000000.0,45749000000.0,,4590000000.0,34267000000.0,-33487000000.0,-1105457000000.0,96982000000.0,15347000000.0,,,1382916000000.0,9725000000.0,189834000000.0,60263000000.0,3922000000.0,3096000000.0,,,202724000000.0,,4275000000.0,-178740000000.0,-154946000000.0,,15101000000.0,,12049000000.0,15101000000.0,116565000000.0,,202724000000.0,102094000000.0,,15046000000.0,-56436000000.0,15046000000.0,25605000000.0,30707000000.0,740387000000.0,,2290000000.0,26173000000.0,15101000000.0,,-5378000000.0,2457041000000.0,71377000000.0,2880311000000.0,,81079000000.0,759656000000.0,13934000000.0,118121000000.0,121858818276.0,15579000000.0,,77078000000.0,110783000000.0,373010000000.0,19406000000.0,321176000000.0,19983000000.0,-2317000000.0,189834000000.0,830225000000.0,,571822000000.0,,3096000000.0,55000000.0,759656000000.0,,2562000000.0,116102910373.0,-710995000000.0,-2540000000.0,187834000000.0,373010000000.0,,24990000000.0,-15151000000.0,,,0.534,2353000000.0,,55000000.0,29266000000.0,,,224534000000.0,,-7515000000.0,224534000000.0,1031000000.0,,68466000000.0,1382916000000.0,2290000000.0,629604000000.0,,67179000000.0,,6255000000.0,570346000000.0,68466000000.0,10456000000.0,145590000000.0,67179000000.0,1769000000.0,-36621000000.0,117931000000.0,-3053000000.0,,1009906000000.0,15579000000.0,16408000000.0,34267000000.0,34307000000.0,145590000000.0,570346000000.0,0.57,11650000000.0,21385000000.0,21385000000.0,-277577000000.0,187834000000.0,,,,,,,,,,,,,,,,,
2014-03-31,244094000000.0,,817649000000.0,-553000000.0,,,182742000000.0,,,,-34663000000.0,,4188000000.0,,,7882000000.0,30459000000.0,,,0.116,74947000000.0,116181034483.0,,79408000000.0,76684000000.0,,2312000000.0,,0.0,,,,,12621000000.0,,21813000000.0,,12636000000.0,3940000000.0,,,0.0,,,4818000000.0,19300000000.0,1002460000000.0,,,-2893000000.0,,,,,,,,,,,-22042000000.0,,,1408367000000.0,,190675000000.0,60763000000.0,,,,,,,581000000.0,,,,20771000000.0,,15046000000.0,20771000000.0,116795000000.0,,208384000000.0,,,,-39172000000.0,18986000000.0,,,641065000000.0,,,23488000000.0,,,-4044000000.0,,,,,,767308000000.0,-4221000000.0,,,13477000000.0,,,100725000000.0,405907000000.0,,,,-1319000000.0,,817649000000.0,,578559000000.0,,3505000000.0,,,,,,,,,,,24041000000.0,,0.115,,,2667000000.0,,1785000000.0,-29272000000.0,,,238011000000.0,,,,-1268000000.0,,81144000000.0,,166794000000.0,540340000000.0,117191304348.0,,,6255000000.0,585225000000.0,,,145737000000.0,,-22158000000.0,,,,,,13477000000.0,14482000000.0,35130000000.0,27542000000.0,,,,,,18039000000.0,-260689000000.0,188749000000.0,,,,,,,,,,,,,,,,,
2014-06-30,244275000000.0,,814059000000.0,-2174000000.0,,,199829000000.0,,,-747744000000.0,-21807000000.0,,1455000000.0,,,9224000000.0,-27928000000.0,,,,75879000000.0,,,82275000000.0,125949000000.0,,-471000000.0,,,,,,,45593000000.0,,24228000000.0,,7456000000.0,-5848000000.0,,,0.0,,,7090000000.0,26459000000.0,1008815000000.0,,,-23906000000.0,,,,,,,,,,,23786000000.0,,,1429543000000.0,,469315000000.0,66246000000.0,,,,,,,-146000000.0,,,,14346000000.0,,18986000000.0,13220000000.0,116795000000.0,,221246000000.0,,,,-23481000000.0,13220000000.0,,,715107000000.0,,,27914000000.0,,,-2057000000.0,,,,,,788000000000.0,21835000000.0,,,19066000000.0,,,155658000000.0,420728000000.0,,,,-16200000000.0,,1561803000000.0,,604951000000.0,,5107000000.0,,,,,,,,,,,29709000000.0,,,,,2597000000.0,,1126000000.0,-2334000000.0,,,238445000000.0,,,,-1528000000.0,,96703000000.0,,1122000000.0,559449000000.0,,,,6255000000.0,586110000000.0,,,135422000000.0,,-263000000.0,,,,,,19066000000.0,19369000000.0,11262000000.0,32947000000.0,,,,,,17303000000.0,-267028000000.0,183049000000.0,,,,,,,,,,,,,,,,,
2014-09-30,232087000000.0,,835831000000.0,4272000000.0,,,180640000000.0,,,,-28179000000.0,,2000000000.0,,,8776000000.0,-18903000000.0,,,0.169,86797000000.0,116798816568.0,,78875000000.0,79443000000.0,,-495000000.0,,,,,,,50033000000.0,,22759000000.0,,12306000000.0,6790000000.0,,,2701000000.0,,,5716000000.0,26625000000.0,1031474000000.0,,,4383000000.0,,,,,,,,,,,21854000000.0,,,1437590000000.0,,192445000000.0,68250000000.0,,,,,,,4572000000.0,,,,20919000000.0,,13220000000.0,20919000000.0,116795000000.0,,207130000000.0,,,,-24488000000.0,19928000000.0,,,759476000000.0,,,28625000000.0,,,-2175000000.0,,,,,,786610000000.0,,,,19739000000.0,,,103796000000.0,406116000000.0,,,,-17886000000.0,,835831000000.0,,592721000000.0,,5954000000.0,,,,,,,,,,,24353000000.0,,0.169,,,18000000.0,,991000000.0,5703000000.0,,,247672000000.0,,,,3026000000.0,,93511000000.0,,182878000000.0,655680000000.0,116798816568.0,,,6255000000.0,593823000000.0,,,146844000000.0,,12246000000.0,,,,,,19739000000.0,20909000000.0,38269000000.0,28524000000.0,,,,,,17573000000.0,-254495000000.0,193889000000.0,,,,,,,,,,,,,,,,,
2014-12-31,188223000000.0,28540000000.0,881152000000.0,-5140000000.0,-21421000000.0,90097000000.0,166688000000.0,188223000000.0,604257000000.0,-779955000000.0,-39732000000.0,,1671000000.0,,,7820000000.0,-5049000000.0,118280000000.0,-2532000000.0,,89918000000.0,,,81461000000.0,83684000000.0,,1087000000.0,78681000000.0,-8111000000.0,881152000000.0,6186000000.0,7820000000.0,10100000000.0,40100000000.0,148347000000.0,22512000000.0,396897000000.0,11890000000.0,-10573000000.0,166788000000.0,,1427000000.0,,,-53000000.0,-4746000000.0,1091224000000.0,6281000000.0,,,929000000.0,,881152000000.0,11890000000.0,,-5691000000.0,41264000000.0,-13855000000.0,-1114481000000.0,66481000000.0,368000000.0,,,1451368000000.0,10210000000.0,194043000000.0,78681000000.0,-2032000000.0,1091000000.0,,,198366000000.0,,1179000000.0,-132633000000.0,-124381000000.0,,10100000000.0,,19928000000.0,10100000000.0,118280000000.0,,198366000000.0,77952000000.0,,9355000000.0,-45492000000.0,9355000000.0,17571000000.0,2433000000.0,710266000000.0,,1695000000.0,-3075000000.0,10100000000.0,,-5579000000.0,2429017000000.0,48910000000.0,2825914000000.0,,89918000000.0,804273000000.0,,166688000000.0,117242396710.0,-3739000000.0,,81461000000.0,84978000000.0,360144000000.0,0.0,318945000000.0,22512000000.0,-2415000000.0,194043000000.0,881152000000.0,,604257000000.0,,1091000000.0,745000000.0,804273000000.0,,-1792000000.0,116822487451.0,-779955000000.0,-8210000000.0,200016000000.0,360144000000.0,,1294000000.0,-8324000000.0,,,0.397,5709000000.0,,745000000.0,19012000000.0,,,240718000000.0,,-28654000000.0,240718000000.0,699000000.0,,90831000000.0,1451368000000.0,1695000000.0,625288000000.0,,47430000000.0,,6281000000.0,594483000000.0,90831000000.0,15046000000.0,150932000000.0,47430000000.0,38715000000.0,-37820000000.0,116774000000.0,23966000000.0,,1091224000000.0,-3739000000.0,-4693000000.0,41264000000.0,31751000000.0,150932000000.0,594483000000.0,0.398,13090000000.0,23996000000.0,23996000000.0,-332269000000.0,200016000000.0,,,,,,,,,,,,,,,,,
2015-03-31,160332000000.0,,866008000000.0,1791000000.0,,,159184000000.0,,,,-33417000000.0,,2409000000.0,,,7174000000.0,92996000000.0,,,0.014,82831000000.0,120357142857.0,,83691000000.0,89412000000.0,,104955000000.0,,-2822000000.0,,,,,6682000000.0,,22754000000.0,,13157000000.0,62752000000.0,,,105089000000.0,,,950000000.0,2930000000.0,1078667000000.0,,,30550000000.0,,,,,,,,,,,-26735000000.0,,,1436051000000.0,,194505000000.0,78331000000.0,,,,,,,662000000.0,,,,73946000000.0,,9355000000.0,73946000000.0,121071000000.0,,131040000000.0,,,,-36655000000.0,72107000000.0,,,478241000000.0,,,5339000000.0,,,-2822000000.0,,,,,,661997000000.0,-79856000000.0,,,1685000000.0,,,92960000000.0,357384000000.0,,,,-1010000000.0,,866008000000.0,,482644000000.0,,1123000000.0,,,,,,,,,,,3548000000.0,,0.014,,,1958000000.0,,1839000000.0,-20798000000.0,,,242403000000.0,,,,-1135000000.0,,63491000000.0,,174262000000.0,385281000000.0,120357142857.0,,,6281000000.0,671514000000.0,,,129823000000.0,,28508000000.0,,,,,,1685000000.0,1980000000.0,42356000000.0,27807000000.0,,,,,,18157000000.0,-337583000000.0,179353000000.0,,,,,,,,,,,,,,,,,
2015-06-30,174829000000.0,,860797000000.0,2254000000.0,,,154676000000.0,,,-819869000000.0,-19516000000.0,,1975000000.0,,,10071000000.0,-41925000000.0,,,,82573000000.0,,,85919000000.0,139976000000.0,,241000000.0,,,,,,,60760000000.0,,23226000000.0,,7854000000.0,133000000.0,,,55000000.0,,,8724000000.0,38352000000.0,1074800000000.0,,,-24449000000.0,,,,,,,,,,,40897000000.0,,,1470355000000.0,,559014000000.0,78218000000.0,,,,,,,1105000000.0,,,,74203000000.0,,72107000000.0,72525000000.0,121071000000.0,,163967000000.0,,,,-18297000000.0,73411000000.0,,,562121000000.0,,,40327000000.0,,,-734000000.0,,,,,,683398000000.0,42252000000.0,,,23709000000.0,,,176971000000.0,395555000000.0,,,,-16989000000.0,,860797000000.0,,506913000000.0,,2623000000.0,,,,,,,,,,,36995000000.0,,,,,1348000000.0,,1678000000.0,2626000000.0,,,251827000000.0,,,,683000000.0,,93611000000.0,,181735000000.0,385150000000.0,,,,6281000000.0,680085000000.0,,,121437000000.0,,-15177000000.0,,,,,,23709000000.0,29628000000.0,13812000000.0,30947000000.0,,,,,,16533000000.0,-311355000000.0,176485000000.0,,,,,,,,,,,,,,,,,
2015-09-30,155084000000.0,,851047000000.0,686000000.0,,,119977000000.0,,,,-18430000000.0,,4585000000.0,,,10129000000.0,-46307000000.0,,,0.012,90770000000.0,118416666667.0,,86951000000.0,90456000000.0,,-251000000.0,,,,,,,49151000000.0,,23757000000.0,,10601000000.0,-15730000000.0,,,537000000.0,,,790000000.0,4797000000.0,1067208000000.0,,,25922000000.0,,,,,,,,,,,31068000000.0,,,1404414000000.0,,195149000000.0,78402000000.0,,,,,,,1775000000.0,,,,57173000000.0,,73411000000.0,57173000000.0,121071000000.0,,129635000000.0,,,,-19257000000.0,56510000000.0,,,496475000000.0,,,9382000000.0,,,-4826000000.0,,,,,,618893000000.0,-31953000000.0,,,1421000000.0,,,99152000000.0,337206000000.0,,,,-11991000000.0,,851047000000.0,,442679000000.0,,815000000.0,,,,,,,,,,,8696000000.0,,0.012,,,736000000.0,,663000000.0,13687000000.0,,,242352000000.0,,,,2033000000.0,,62163000000.0,,179293000000.0,397323000000.0,118416666667.0,,,6281000000.0,675496000000.0,,,120505000000.0,,19718000000.0,,,,,,1421000000.0,4007000000.0,45580000000.0,29602000000.0,,,,,,20197000000.0,-284873000000.0,176214000000.0,,,,,,,,,,,,,,,,,
2015-12-31,145498000000.0,39072000000.0,884853000000.0,-15887000000.0,9310000000.0,96368000000.0,104729000000.0,145498000000.0,462642000000.0,-866565000000.0,-31294000000.0,,-678000000.0,,,8259000000.0,4546000000.0,121071000000.0,-89000000.0,,92649000000.0,,,93296000000.0,82073000000.0,,-680000000.0,81081000000.0,-15039000000.0,884853000000.0,6464000000.0,8259000000.0,68557000000.0,49225000000.0,165818000000.0,23835000000.0,426112000000.0,11277000000.0,11314000000.0,159379000000.0,,-204000000.0,,,2149000000.0,10946000000.0,1110724000000.0,6271000000.0,,8843000000.0,2208000000.0,,884853000000.0,11277000000.0,,58469000000.0,46859000000.0,-23332000000.0,-1152837000000.0,55959000000.0,17931000000.0,,,1443129000000.0,7052000000.0,197252000000.0,81081000000.0,-9902000000.0,1048000000.0,,,130446000000.0,,2922000000.0,-116952000000.0,-102657000000.0,,68557000000.0,,56510000000.0,68557000000.0,121071000000.0,,130446000000.0,71016000000.0,,67824000000.0,-42743000000.0,67824000000.0,12613000000.0,104265000000.0,482046000000.0,,212136000000.0,10268000000.0,68557000000.0,,-14950000000.0,1592771000000.0,43346000000.0,2018883000000.0,,92649000000.0,657506000000.0,1230000000.0,104729000000.0,120852547200.0,6359000000.0,,93296000000.0,106331000000.0,332405000000.0,0.0,355096000000.0,23835000000.0,-2369000000.0,197252000000.0,884853000000.0,,462642000000.0,,1048000000.0,733000000.0,657506000000.0,,-1343000000.0,120852547200.0,-866565000000.0,-69701000000.0,194864000000.0,332405000000.0,,24258000000.0,10237000000.0,,,0.268,1113000000.0,,733000000.0,16096000000.0,,,245623000000.0,,40866000000.0,245623000000.0,627000000.0,,56126000000.0,1443129000000.0,1457000000.0,375715000000.0,,32207000000.0,,6271000000.0,675370000000.0,56126000000.0,9355000000.0,139746000000.0,32207000000.0,6023000000.0,-32359000000.0,118753000000.0,63161000000.0,,1110724000000.0,6359000000.0,8797000000.0,46859000000.0,32501000000.0,139746000000.0,675370000000.0,0.268,16982000000.0,26904000000.0,26904000000.0,-219026000000.0,194864000000.0,,,,,,,,,,,,,,,,,
2016-03-31,138540000000.0,,862797000000.0,1179000000.0,,,95404000000.0,,,,-18961000000.0,,1826000000.0,,,7962000000.0,-14087000000.0,,,0.051,88080000000.0,121274509804.0,,95537000000.0,87648000000.0,,-2181000000.0,,-11934000000.0,,,,,34348000000.0,,23346000000.0,,12344000000.0,-4670000000.0,,,72000000.0,,,3181000000.0,12206000000.0,1090139000000.0,,,16637000000.0,,,,,,,,,,,15387000000.0,,,1397688000000.0,,197703000000.0,81151000000.0,,,,,,,3480000000.0,,,,63889000000.0,,67824000000.0,63889000000.0,121071000000.0,,117975000000.0,,,,-24843000000.0,63154000000.0,,,413790000000.0,,,14032000000.0,,,-11934000000.0,,,,,,601183000000.0,-24748000000.0,,,6185000000.0,,,100501000000.0,307549000000.0,,,,-1126000000.0,,862797000000.0,,408642000000.0,,120000000.0,,,,,,,,,,,12853000000.0,,0.051,,,1842000000.0,,735000000.0,-1174000000.0,,,251808000000.0,,,,482000000.0,,39959000000.0,,178808000000.0,313289000000.0,121274509804.0,,,6300000000.0,686286000000.0,,,137668000000.0,,6937000000.0,,,,,,6185000000.0,9025000000.0,46911000000.0,30397000000.0,,,,,,32297000000.0,-157930000000.0,192541000000.0,,,,,,,,,,,,,,,,,
2016-06-30,149443000000.0,,850255000000.0,2909000000.0,,,105173000000.0,,,,-12392000000.0,,2843000000.0,,,8431000000.0,-31843000000.0,,,,85968000000.0,,,99848000000.0,91901000000.0,,2373000000.0,,,,,,,41764000000.0,,25922000000.0,,335882000000.0,8987000000.0,,,120000000.0,,,5198000000.0,22554000000.0,1084950000000.0,,,-26596000000.0,,,,,,,,,,,29372000000.0,,,1432624000000.0,,570571000000.0,82156000000.0,,,,,,,15890000000.0,,,,76986000000.0,,63154000000.0,73250000000.0,121071000000.0,,151800000000.0,,,,-1216000000.0,73250000000.0,,,465430000000.0,,,25397000000.0,,,-2459000000.0,,,,,,623990000000.0,34434000000.0,,,13065000000.0,,,113526000000.0,347674000000.0,,,,-10401000000.0,,850255000000.0,,445396000000.0,,3078000000.0,,,,,,,,,,,21625000000.0,,,,,1898000000.0,,3736000000.0,-3190000000.0,,,257562000000.0,,,,-2498000000.0,,63253000000.0,,181509000000.0,351904000000.0,,,,6317000000.0,691642000000.0,,,120042000000.0,,-11028000000.0,,,,,,13065000000.0,17356000000.0,14888000000.0,31591000000.0,,,,,,23108000000.0,-136047000000.0,178594000000.0,,,,,,,,,,,,,,,,,
2016-09-30,141790000000.0,,837869000000.0,1795000000.0,,,47581000000.0,,,,-14556000000.0,,1163000000.0,,,7954000000.0,-32638000000.0,,,0.082,93757000000.0,120926829268.0,,101265000000.0,91167000000.0,,-4716000000.0,,,,,,,55588000000.0,,25842000000.0,,24552000000.0,7899000000.0,,,10000000.0,,,3486000000.0,17175000000.0,1074153000000.0,,,10446000000.0,,,,,,,,,,,41032000000.0,,,1413148000000.0,,198116000000.0,82007000000.0,,,,,,,1366000000.0,,,,86383000000.0,,73250000000.0,86383000000.0,121071000000.0,,140645000000.0,,,,-15160000000.0,81149000000.0,,,484725000000.0,,,18338000000.0,,,-804000000.0,,,,,,599646000000.0,569000000.0,,,9916000000.0,,,107710000000.0,338995000000.0,,,,-10099000000.0,,837869000000.0,,407997000000.0,,3675000000.0,,,,,,,,,,,16543000000.0,,0.082,,,1530000000.0,,5234000000.0,18659000000.0,,,257913000000.0,,,,-1235000000.0,,58293000000.0,,187840000000.0,377015000000.0,120926829268.0,,,6324000000.0,692711000000.0,,,132332000000.0,,7644000000.0,,,,,,9916000000.0,13689000000.0,51363000000.0,30438000000.0,,,,,,24370000000.0,-159498000000.0,191649000000.0,,,,,,,,,,,,,,,,,
2016-12-31,156511000000.0,-11364000000.0,820175000000.0,7517000000.0,-93047000000.0,108425000000.0,36374000000.0,156511000000.0,485543000000.0,-967947000000.0,-26938000000.0,,2715000000.0,,,7661000000.0,-14479000000.0,121071000000.0,,,95928000000.0,,,128220000000.0,96030000000.0,,-1686000000.0,85023000000.0,,820175000000.0,35517000000.0,7661000000.0,142497000000.0,82843000000.0,214543000000.0,25826000000.0,438746000000.0,38972000000.0,43319000000.0,196464000000.0,,141000000.0,,,8842000000.0,27942000000.0,1086348000000.0,6353000000.0,,-23036000000.0,-14965000000.0,,820175000000.0,38972000000.0,,55535000000.0,55434000000.0,-16389000000.0,-569091000000.0,79877000000.0,55905000000.0,,,1498609000000.0,8162000000.0,197405000000.0,85023000000.0,13878000000.0,6051000000.0,,,174301000000.0,,14781000000.0,-66217000000.0,-72847000000.0,,142497000000.0,,81149000000.0,142497000000.0,121071000000.0,,174301000000.0,72000000000.0,,124468000000.0,-24998000000.0,124468000000.0,20707000000.0,-6210000000.0,566966000000.0,,224544000000.0,30657000000.0,142497000000.0,,-1192000000.0,1492165000000.0,59170000000.0,1930911000000.0,,95928000000.0,666084000000.0,70834000000.0,36374000000.0,121071209646.0,17250000000.0,,128220000000.0,117009000000.0,412261000000.0,343000000.0,366746000000.0,25826000000.0,-2217000000.0,197405000000.0,820175000000.0,,485543000000.0,,6051000000.0,18029000000.0,666084000000.0,,-834000000.0,121071209646.0,-967947000000.0,81691000000.0,180541000000.0,412261000000.0,,20979000000.0,47778000000.0,,,0.385,-19831000000.0,,18029000000.0,32881000000.0,,,275163000000.0,,-22549000000.0,275163000000.0,-11714000000.0,,50289000000.0,1498609000000.0,1396000000.0,449957000000.0,,46416000000.0,,6353000000.0,712232000000.0,50289000000.0,68933000000.0,117446000000.0,46416000000.0,-14917000000.0,-23843000000.0,123705000000.0,141696000000.0,,1086348000000.0,17250000000.0,19100000000.0,55434000000.0,31279000000.0,117446000000.0,712232000000.0,0.385,11963000000.0,20422000000.0,20422000000.0,-115616000000.0,180541000000.0,,,,,,,,,,,,,,,,,
2017-03-31,159934000000.0,,794951000000.0,3725000000.0,,,29748000000.0,,,,-15184000000.0,,827000000.0,,,6967000000.0,-5131000000.0,,,0.137,95104000000.0,121408759124.0,,131682000000.0,90785000000.0,,-226000000.0,,,,,,,13276000000.0,,25607000000.0,,36750000000.0,-13484000000.0,,,42000000.0,,,6297000000.0,27980000000.0,1066218000000.0,,,-5336000000.0,,,,,,,,,,,-1908000000.0,,,1478917000000.0,,197885000000.0,86246000000.0,,,,,,,642000000.0,,,,135050000000.0,,124468000000.0,135050000000.0,121071000000.0,,158158000000.0,,,,-21574000000.0,110984000000.0,,,582185000000.0,,,28807000000.0,,,-1668000000.0,,,,,,625310000000.0,-30717000000.0,,,16633000000.0,,,115867000000.0,412699000000.0,,,,-758000000.0,,794951000000.0,,439975000000.0,,10923000000.0,,,,,,,,,,,25082000000.0,,0.137,,,921000000.0,,24066000000.0,-39476000000.0,,,291796000000.0,,,,-5470000000.0,,56265000000.0,,198357000000.0,466318000000.0,121408759124.0,,,6346000000.0,728618000000.0,,,122745000000.0,,-3423000000.0,,,,,,16633000000.0,21683000000.0,55623000000.0,30340000000.0,,,,,,19702000000.0,-144028000000.0,185335000000.0,,,,,,,,,,,,,,,,,
2017-06-30,167058000000.0,,771842000000.0,970000000.0,,,42032000000.0,,,,-13558000000.0,,2493000000.0,,,6146000000.0,-10907000000.0,,,,96039000000.0,,,133621000000.0,90591000000.0,,-2051000000.0,,,,,,,47571000000.0,,27836000000.0,,25506000000.0,18143000000.0,,,289000000.0,,,2618000000.0,17052000000.0,1053379000000.0,,,7549000000.0,,,,,,,,,,,34013000000.0,,,1487538000000.0,,198179000000.0,90230000000.0,,,,,,,3470000000.0,,,,160822000000.0,,110984000000.0,160822000000.0,121071000000.0,,170116000000.0,,,,-18428000000.0,129127000000.0,,,583652000000.0,,,19545000000.0,,,-1585000000.0,,,,,,641712000000.0,10935000000.0,,,10459000000.0,,,107368000000.0,434159000000.0,,,,-2452000000.0,,771842000000.0,,462409000000.0,,5192000000.0,,,,,,,,,,,16777000000.0,,,,,280000000.0,,31695000000.0,11157000000.0,,,281673000000.0,,,,-6849000000.0,,50560000000.0,,214064000000.0,476284000000.0,,,,6325000000.0,718878000000.0,,,115829000000.0,,-7327000000.0,,,,,,10459000000.0,14434000000.0,57328000000.0,31518000000.0,,,,,,18595000000.0,-135531000000.0,179303000000.0,,,,,,,,,,,,,,,,,
