date,trailingGrossProfit,trailingOtherIncomeExpense,annualOperatingCashFlow,annualTotalNonCurrentAssets,annualNetPPE,quarterlyOperatingExpense,annualGrossProfit,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyRepaymentOfDebt,annualInventory,quarterlyNetPPE,annualDilutedEPS,annualEbitda,quarterlyTaxProvision,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualGrossPPE,trailingChangeInCashSupplementalAsReported,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,annualBasicAverageShares,quarterlyChangesInAccountReceivables,annualChangeInInventory,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,annualBeginningCashPosition,trailingOtherNonCashItems,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,trailingInvestingCashFlow,trailingOperatingExpense,annualInvestingCashFlow,annualDeferredIncomeTax,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyRepurchaseOfCapitalStock,annualNonCurrentDeferredTaxesLiabilities,quarterlyGrossPPE,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,annualChangesInAccountReceivables,quarterlyDeferredIncomeTax,annualAccumulatedDepreciation,trailingBeginningCashPosition,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCommonStockIssuance,trailingCapitalExpenditure,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,annualOtherCurrentLiabilities,trailingChangeInInventory,trailingNetOtherFinancingCharges,annualDilutedAverageShares,quarterlyEbitda,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualStockBasedCompensation,annualGoodwill,annualCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,trailingInterestExpense,trailingStockBasedCompensation,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualInterestExpense,quarterlyBasicEPS,annualPurchaseOfInvestment,annualCapitalStock,annualRepaymentOfDebt,annualTotalRevenue,quarterlyBasicAverageShares,annualAccountsPayable,annualOperatingIncome,trailingOperatingIncome,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualCommonStockIssuance,annualFreeCashFlow,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualOtherShortTermInvestments,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,trailingFreeCashFlow,quarterlyCashDividendsPaid,annualTotalLiabilitiesNetMinorityInterest,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,trailingTotalRevenue,annualChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualOtherCurrentAssets,quarterlyTotalRevenue,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,annualCashAndCashEquivalents,quarterlyTotalNonCurrentAssets,trailingTaxProvision,trailingNetIncome,trailingEndCashPosition,quarterlyOperatingIncome,annualCurrentDebt,quarterlyTotalLiabilitiesNetMinorityInterest,trailingPretaxIncome,annualInvestmentsAndAdvances,annualNetIncome,annualPretaxIncome,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualCashDividendsPaid,annualOperatingExpense,annualNetIncomeContinuousOperations,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,annualCostOfRevenue,quarterlyFreeCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDilutedEPS,trailingSaleOfInvestment,annualSaleOfInvestment,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyDilutedAverageShares,annualStockholdersEquity,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualCurrentAssets,annualOtherNonCashItems,annualLongTermDebt,annualOtherNonCurrentAssets,annualBasicEPS,quarterlyCostOfRevenue,quarterlyGoodwill,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,annualCurrentLiabilities,annualRetainedEarnings,quarterlyStockholdersEquity,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTotalAssets,annualTaxProvision,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyChangeInInventory,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,annualAccountsReceivable,trailingOperatingCashFlow,trailingChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyGrossProfit,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingPurchaseOfInvestment,annualIncomeTaxPayable,trailingCashDividendsPaid,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingDilutedAverageShares
2005-09-30,,,,,,193000000.0,,157400000.0,,2147100000.0,,,15300000.0,,,,384000000.0,,,62700000.0,52500000.0,52500000.0,34200000.0,,,,,-25700000.0,541900000.0,,8400000.0,,,,666700000.0,0.0,-404200000.0,-113800000.0,,,,,0.0,172100000.0,,,,,,,-69600000.0,,788200000.0,21100000.0,102700000.0,,14200000.0,,,,,,18300000.0,81800000.0,13100000.0,,,0.0,,,,,199200000,,,,,,,,,,,,0.71,,,,,133380282.0,,,,,,,,,700300000.0,179900000.0,,871100000.0,37600000.0,,,,,856700000.0,,,,1247400000.0,,,,852900000,,,,3197800000.0,,,,161600000,,1727800000.0,,,,,3898100000.0,94700000.0,,,,,,,,146400000.0,94700000,94700000.0,0.66,,,0.0,,143484848.0,,87500000.0,,,,,,,498300000.0,,,,,,,2170300000.0,52500000.0,-39800000.0,,,,-4000000.0,226500000.0,519700000.0,,6100000.0,,,4200000.0,,,,411600000.0,53600000.0,354600000.0,355100000.0,,,,,,,,,,,,,
2005-12-31,,,574200000.0,3173500000.0,381500000.0,189800000.0,1390300000.0,144600000.0,,2122700000.0,2122700000.0,63100000.0,14800000.0,,,65400000.0,381500000.0,2.71,784800000.0,55700000.0,45400000.0,63100000.0,52500000.0,40100000.0,851100000.0,,,-22200000.0,544600000.0,,8900000.0,133633218.0,,100000.0,669300000.0,-2400000.0,-469600000.0,-127000000.0,88600000.0,,47600000.0,,1109300000.0,161200000.0,,,-298600000.0,18500000.0,,-93600000.0,-382000000.0,408900000.0,851100000.0,27800000.0,116200000.0,,3100000.0,-469600000.0,,,,,132100000.0,83400000.0,8800000.0,,,0.0,0.0,,,142509225.0,181800000,-2200000.0,,,,-277200000.0,-2400000.0,,,,,34400000.0,,-987800000.0,14800000.0,,3327600000.0,,116200000.0,635000000.0,,,1102000000.0,,62100000.0,480600000.0,702300000.0,176700000.0,17700000.0,888100000.0,39100000.0,,,1990100000.0,45400000.0,1102000000.0,,,3300000.0,1336300000.0,17700000.0,,0.0,822300000,-5400000.0,,45400000.0,3173500000.0,,,,142700000,544600000.0,1990100000.0,,,386200000.0,640700000.0,3875800000.0,88900000.0,,755300000.0,386200000.0,,,83400000.0,1937300000.0,139000000.0,88900000,88900000.0,,,1129300000.0,0.0,-583700000.0,,1885700000.0,88600000.0,703900000.0,702300000.0,6200000.0,604500000.0,669300000.0,2.89,489800000.0,,386200000.0,,227300000.0,888100000.0,1336300000.0,1885700000.0,45400000.0,97900000.0,3875800000.0,254500000.0,149800000.0,1000000.0,227300000.0,493400000.0,,-11800000.0,,,10800000.0,493400000.0,,,408900000.0,65400000.0,332500000.0,604500000.0,,,,,,,,,,,,,
2006-03-31,,,,,,203900000.0,,172100000.0,,634100000.0,,,14600000.0,,,,376400000.0,,,70200000.0,25200000.0,71400000.0,45400000.0,,,,,-21100000.0,547400000.0,,11900000.0,,,,670600000.0,3700000.0,-469600000.0,-147000000.0,,,,,130700000.0,178600000.0,,,,,,,-200000000.0,,846000000.0,29800000.0,108500000.0,,-200000.0,,,,,,-20200000.0,88400000.0,50000000.0,,,0.0,,,,,207200000,,,,,,,,,,,,0.82,,,,,124268293.0,,,,,,,,,727500000.0,190900000.0,,921200000.0,38400000.0,,,,,1094600000.0,,,,1438200000.0,46200000.0,,,878500000,,-159200000.0,,3157300000.0,,,,168800000,,2015800000.0,,,,,3884800000.0,101900000.0,,,,,,,,157500000.0,101900000,101900000.0,0.76,,,0.0,,134078947.0,,88700000.0,,,,,,,505800000.0,1476200000.0,,,,,,1869000000.0,25200000.0,-52000000.0,,,,-1500000.0,265300000.0,522200000.0,,5600000.0,,,15200000.0,,,,401700000.0,59800000.0,372700000.0,604200000.0,,,,,,,,,,,,,
2006-06-30,,,,,,203200000.0,,195900000.0,,621700000.0,,,14700000.0,,,,370400000.0,,,79500000.0,16600000.0,202300000.0,25200000.0,,,,,-21800000.0,549900000.0,,11600000.0,,,,688700000.0,2600000.0,-469600000.0,24400000.0,,,,,254200000.0,128500000.0,,,,,,,-22900000.0,,840000000.0,-48700000.0,154100000.0,,6200000.0,,,,,,-8600000.0,105200000.0,16300000.0,,,0.0,,,,,228300000,,,,,,,,,,,,0.94,,,,,123829787.0,,,,,,,,,891500000.0,190200000.0,,931000000.0,38700000.0,,,,,1107600000.0,,,,1554600000.0,185700000.0,,,903700000,,-393700000.0,,3157200000.0,,,,189600000,,2038600000.0,,,,,4048700000.0,116400000.0,,,,,,,,106700000.0,116400000,116400000.0,0.87,,,0.0,,133793103.0,,87500000.0,,,,,,,510900000.0,1476400000.0,,,,,,2010100000.0,16600000.0,-162100000.0,,,,1500000.0,227000000.0,537000000.0,,-16400000.0,,,17900000.0,,,,416800000.0,76200000.0,392800000.0,603300000.0,,,,,,,,,,,,,
2006-09-30,,,,,,207900000.0,,183100000.0,,611800000.0,,,14700000.0,,,,371900000.0,,,73500000.0,8600000.0,320700000.0,16600000.0,,,,,-25500000.0,552700000.0,,11900000.0,,,,675000000.0,1000000.0,-469600000.0,-4300000.0,,,,,347100000.0,155000000.0,,,,,,,0.0,,841500000.0,-25700000.0,129300000.0,,12000000.0,,,,,,-8000000.0,104400000.0,11400000.0,,,0.0,,,,,215500000,,,,,,,,,,,,0.88,,,,,124545455.0,,,,16500000.0,,,,,1033500000.0,194900000.0,,903500000.0,38500000.0,,,,,1116900000.0,,,,1664200000.0,312100000.0,,,909900000,,-473500000.0,,3131900000.0,,,,177000000,,2020400000.0,,,,,4165400000.0,109600000.0,,,,,,,,129500000.0,109600000,109600000.0,0.81,,,0.0,,135308642.0,,86600000.0,,,,,,,525000000.0,1473200000.0,,,,,,2145000000.0,8600000.0,-158300000.0,,,,-2600000.0,221500000.0,567800000.0,,700000.0,,,18000000.0,,,,427200000.0,75500000.0,384900000.0,603100000.0,,,,,,,,,,,,,
2006-12-31,,,632300000.0,3113800000.0,393200000.0,216300000.0,1529400000.0,169800000.0,,610200000.0,610200000.0,186900000.0,14400000.0,,,84300000.0,393200000.0,3.24,853100000.0,66100000.0,51500000.0,186900000.0,8600000.0,70600000.0,939900000.0,,,-48100000.0,554400000.0,,12400000.0,124022989.0,,-18800000.0,626400000.0,1800000.0,-546700000.0,-226600000.0,80600000.0,,45400000.0,,740000000.0,170200000.0,,,-273300000.0,36700000.0,,-116500000.0,-253600000.0,409200000.0,939900000.0,-9800000.0,133500000.0,,18700000.0,-546700000.0,,,,,42900000.0,58700000.0,4300000.0,,,0.0,0.0,,,133209877.0,202100000,6100000.0,,,1484000000.0,-353500000.0,9100000.0,,,,,47800000.0,,-1589700000.0,14400000.0,,3590800000.0,,133500000.0,698100000.0,,21500000.0,1092800000.0,,82000000.0,515800000.0,887000000.0,203100000.0,135400000.0,930900000.0,39400000.0,,,2023700000.0,51500000.0,1092800000.0,,,-54400000.0,1767900000.0,135400000.0,,0.0,898600000,0.0,-563300000.0,51500000.0,3113800000.0,,,,162700000,554400000.0,2023700000.0,,,431600000.0,720900000.0,4000800000.0,103700000.0,,831300000.0,431600000.0,,,58700000.0,2061400000.0,122100000.0,103700000,103700000.0,,,1472000000.0,0.0,-476500000.0,,1977100000.0,80600000.0,779100000.0,887000000.0,63600000.0,603000000.0,626400000.0,3.48,519600000.0,1484000000.0,431600000.0,,243000000.0,930900000.0,1767900000.0,1977100000.0,51500000.0,99100000.0,4000800000.0,289300000.0,155000000.0,2600000.0,243000000.0,541300000.0,,-8700000.0,,,19500000.0,541300000.0,,,409200000.0,84300000.0,379000000.0,603000000.0,,,,,,,,,,,,,
2007-03-31,,,,,,218300000.0,,208900000.0,,602000000.0,,,13900000.0,,,,407400000.0,,,86400000.0,6500000.0,76700000.0,51500000.0,,,,,-40800000.0,637000000.0,,12600000.0,,,,637300000.0,7900000.0,-546700000.0,-243700000.0,,,,,528700000.0,185800000.0,,,,,,,-355400000.0,,954100000.0,21400000.0,124000000.0,,-800000.0,,,,,,-45000000.0,62400000.0,29300000.0,,,0.0,,,,,243400000,,,,,,,,,,,,1.01,,,,,121287129.0,,,,10800000.0,,,,,824000000.0,205000000.0,,1031900000.0,40000000.0,,,,,1140200000.0,,,,1889400000.0,70200000.0,,,998700000,,-463500000.0,,3135200000.0,,,,203400000,,2172100000.0,,,,,3959200000.0,122500000.0,,,,,,,,145000000.0,122500000,122500000.0,0.98,,,0.0,,125000000.0,,80800000.0,,,,,,,577000000.0,1488500000.0,,,,,,1787100000.0,6500000.0,12800000.0,,,,0.0,270900000.0,609900000.0,,6500000.0,,,18100000.0,,,,456500000.0,77800000.0,421700000.0,602900000.0,,,,,,,,,,,,,
2007-06-30,,,,,,222500000.0,,219400000.0,,592700000.0,,,13900000.0,,,,414000000.0,,,90700000.0,8500000.0,51700000.0,6500000.0,,,,,-32600000.0,559200000.0,,12600000.0,,,,683300000.0,4800000.0,-546700000.0,-136200000.0,,,,,273900000.0,153100000.0,,,,,,,-51700000.0,,960700000.0,-32300000.0,135200000.0,,3800000.0,,,,,,2000000.0,91800000.0,15600000.0,,,0.0,,,,,259400000,,,,,,,,,,,,1.1,,,,,117000000.0,,,,12000000.0,,,,,820400000.0,209100000.0,,909500000.0,39900000.0,,,,,1168100000.0,,,,2018100000.0,43200000.0,,,1043100000,,-246900000.0,,3183200000.0,,,,219500000,,2077600000.0,,,,,4003600000.0,128700000.0,,,,,,,,120500000.0,128700000,128700000.0,1.05,,,0.0,,122571429.0,,86500000.0,,,,,,,601100000.0,1493200000.0,,,,,,1926000000.0,8500000.0,-14800000.0,,,,-900000.0,215100000.0,634200000.0,,-3900000.0,,,12500000.0,,,,478900000.0,81700000.0,442000000.0,602700000.0,,,,,,,,,,,,,
2007-09-30,,,,,,211900000.0,,187100000.0,,613200000.0,,,13800000.0,,,,430800000.0,,,75900000.0,12500000.0,35200000.0,8500000.0,,,,,-35700000.0,661800000.0,,12600000.0,,,,737700000.0,5400000.0,-546700000.0,13200000.0,,,,,241500000.0,130400000.0,,,,,,,-111600000.0,,977500000.0,-45700000.0,126300000.0,,14300000.0,,,,,,4000000.0,120000000.0,22700000.0,,,0.0,,,,,250500000,,,,,,,,,,,,0.95,,,,,117052632.0,,,,11800000.0,,,,,851800000.0,198000000.0,,1028100000.0,40300000.0,,,,,1194900000.0,,,,2129300000.0,22700000.0,,,1020600000,,-221000000.0,,3362400000.0,,,,210200000,,2223000000.0,,,,,4214200000.0,111200000.0,,,,,,,,94700000.0,111200000,111200000.0,0.92,,,0.0,,120869565.0,,86200000.0,,,,,,,598500000.0,1580700000.0,,,,,,1991200000.0,12500000.0,-139800000.0,,,,-300000.0,240000000.0,662800000.0,,-200000.0,,,-10500000.0,,,,506100000.0,82500000.0,422100000.0,602600000.0,,,,,,,,,,,,,
2007-12-31,,,709700000.0,3430700000.0,439200000.0,210900000.0,1691200000.0,186900000.0,,613400000.0,613400000.0,166300000.0,13200000.0,,,80400000.0,439200000.0,3.93,990400000.0,72500000.0,56400000.0,166300000.0,12500000.0,31300000.0,1061500000.0,,,-34200000.0,589500000.0,,18800000.0,116862745.0,,4800000.0,738600000.0,-3200000.0,-622300000.0,3000000.0,90700000.0,,51500000.0,,759300000.0,240400000.0,,,-341500000.0,26500000.0,,-143300000.0,-402500000.0,506800000.0,1061500000.0,62100000.0,134200000.0,,9200000.0,-622300000.0,,,,,43900000.0,120000000.0,10000000.0,,,5300000.0,5300000.0,,,121323155.0,237100000,4900000.0,,,1639500000.0,-363700000.0,14900000.0,,,,,56600000.0,,-1777900000.0,13200000.0,,4068200000.0,,134200000.0,827600000.0,,11900000.0,1675000000.0,,77600000.0,566400000.0,937500000.0,196600000.0,109900000.0,967900000.0,42600000.0,,,2642900000.0,56400000.0,1675000000.0,,,5500000.0,2243700000.0,109900000.0,,0.0,1005800000,0.0,-846500000.0,56400000.0,3430700000.0,,,,194500000,589500000.0,2642900000.0,,,476800000.0,802300000.0,4368200000.0,114400000.0,,863600000.0,476800000.0,,,120000000.0,2377000000.0,206200000.0,114400000,114400000.0,,,1803400000.0,0.0,-921200000.0,,1725300000.0,90700000.0,808700000.0,937500000.0,46500000.0,1077500000.0,738600000.0,4.08,600400000.0,1639500000.0,476800000.0,,234300000.0,967900000.0,2243700000.0,1725300000.0,56400000.0,-199700000.0,4368200000.0,325500000.0,162800000.0,1200000.0,234300000.0,623200000.0,,2400000.0,,,11200000.0,623200000.0,,,506800000.0,80400000.0,405400000.0,1077500000.0,,,,,,,,,,,,,
2008-03-31,,,,,,229400000.0,,221900000.0,,1329400000.0,,,13200000.0,,,,474400000.0,,,91600000.0,50100000.0,50100000.0,56400000.0,,,,,-37900000.0,618400000.0,,19900000.0,,,,136500000.0,10300000.0,-622300000.0,-5500000.0,,,,,182700000.0,176500000.0,,,,,,,-58700000.0,,1096700000.0,-44800000.0,145400000.0,,34200000.0,,,,,,-6300000.0,106300000.0,29100000.0,,,0.0,,,,,284600000,,,,,,,,,,,,1.18,,,,,110423729.0,,,,9500000.0,,,,,908200000.0,215600000.0,,1037100000.0,43500000.0,,,,,1691000000.0,,,,2374000000.0,,,,1103200000,,-72800000.0,,3672700000.0,,,,241100000,,2728100000.0,,,,,4580900000.0,130300000.0,,,,,,,,138600000.0,130300000,130300000.0,1.14,,,0.0,,114298246.0,,94700000.0,,,,,,,632700000.0,1732400000.0,,,,,,1702900000.0,50100000.0,-177800000.0,,,,0.0,262100000.0,717100000.0,,-300000.0,,,4300000.0,,,,531400000.0,83200000.0,470500000.0,1064900000.0,,,,,,,,,,,,,
2008-06-30,,,,,,280600000.0,,177800000.0,,1355900000.0,,,13200000.0,,,,483500000.0,,,73600000.0,155300000.0,155300000.0,50100000.0,,,,,-41600000.0,607500000.0,,17300000.0,,,,147100000.0,-4000000.0,-622300000.0,-29500000.0,,,,,0.0,194700000.0,,,,,,,-6300000.0,,1105800000.0,46300000.0,152600000.0,,-17600000.0,,,,,,105200000.0,113600000.0,7100000.0,,,0.0,,,,,256000000,,,,,,,,,,,,0.94,,,,,110851064.0,,,,14000000.0,,,,,987500000.0,266000000.0,,1043000000.0,44800000.0,,,,,1696100000.0,,,,2478200000.0,,,,1147800000,,0.0,,3700100000.0,,,,211200000,,2739100000.0,,,,,4687600000.0,104200000.0,,,,,,,,153100000.0,104200000,104200000.0,0.92,,,0.0,,113260870.0,,97100000.0,,,,,,,656000000.0,1713600000.0,,,,,,1801700000.0,155300000.0,-59700000.0,,,,-2400000.0,282900000.0,675700000.0,,-1700000.0,,,-12500000.0,,,,546800000.0,85000000.0,491800000.0,1052200000.0,,,,,,,,,,,,,
2008-09-30,,,,,,241700000.0,,186900000.0,,1330100000.0,,,12800000.0,,,,493600000.0,,,75000000.0,49400000.0,49400000.0,155300000.0,,,,,-41700000.0,687300000.0,,16800000.0,,,,146300000.0,-1500000.0,-622300000.0,-186000000.0,,,,,0.0,194400000.0,,,,,,,-268600000.0,,1115900000.0,10100000.0,154100000.0,,12000000.0,,,,,,-105900000.0,95200000.0,17100000.0,,,0.0,,,,,265100000,,,,,,,,,,,,1.02,,,,,109600000.0,,,,12000000.0,,,,,884900000.0,227100000.0,,1122900000.0,45200000.0,,,,,1697000000.0,,,,2481900000.0,,,,1135100000,,0.0,,3735900000.0,,,,219900000,,2819900000.0,,,,,4620800000.0,111900000.0,,,,,,,,152700000.0,111900000,111900000.0,1.0,,,0.0,,112000000.0,,99100000.0,,,,,,,673500000.0,1765900000.0,,,,,,1660100000.0,49400000.0,-113700000.0,,,,-1300000.0,281500000.0,663100000.0,,-2800000.0,,,-13200000.0,,,,558300000.0,87400000.0,461600000.0,1039600000.0,,,,,,,,,,,,,
2008-12-31,,,780900000.0,3636700000.0,496400000.0,241300000.0,1873800000.0,185800000.0,,1222600000.0,1222600000.0,219700000.0,12800000.0,,,91000000.0,496400000.0,4.16,902300000.0,67700000.0,219700000.0,219700000.0,49400000.0,-2100000.0,1206700000.0,,,-36300000.0,120800000.0,,18000000.0,109000000.0,,-8600000.0,73500000.0,-2600000.0,-710300000.0,2500000.0,189600000.0,-348900000.0,56400000.0,,0.0,215300000.0,,,-396000000.0,69600000.0,,-156700000.0,0.0,522900000.0,1206700000.0,-5800000.0,159700000.0,28000000.0,41000000.0,-710300000.0,,,,,170300000.0,-16700000.0,11100000.0,,,0.0,0.0,,,111000000.0,218400000,163300000.0,,36200000.0,1772200000.0,-218500000.0,-218500000.0,,,,,72000000.0,,-72800000.0,12800000.0,-101700000.0,4505200000.0,,159700000.0,842900000.0,,-22200000.0,2313000000.0,15900000.0,64400000.0,624200000.0,1032800000.0,226400000.0,0.0,546900000.0,46200000.0,,,2879900000.0,219700000.0,2313000000.0,,,5800000.0,2600000000.0,0.0,,0.0,1119100000,-239300000.0,0.0,219700000.0,3636700000.0,,,,208600000,1721000000.0,2859900000.0,,72000000.0,464500000.0,772400000.0,4669500000.0,118100000.0,,1030900000.0,477800000.0,,,-16700000.0,2631400000.0,179000000.0,131400000,118100000.0,,,182700000.0,0.0,-333600000.0,,1668300000.0,189600000.0,935100000.0,1032800000.0,13300000.0,1600500000.0,73500000.0,4.23,669200000.0,1772200000.0,464500000.0,,266400000.0,546900000.0,2600000000.0,1688300000.0,219700000.0,-44800000.0,4669500000.0,307900000.0,179700000.0,4200000.0,266400000.0,631600000.0,72000000.0,-3800000.0,,,-4200000.0,631600000.0,,,522900000.0,91000000.0,449900000.0,1600500000.0,,,,,,,,,,,,,
2009-03-31,,,,,,248900000.0,,226200000.0,-6300000.0,1199300000.0,,,12800000.0,,-16400000.0,,502400000.0,,,90400000.0,373200000.0,373200000.0,219700000.0,,,,,-30700000.0,120800000.0,,17000000.0,,-38400000.0,,71600000.0,-400000.0,,-13100000.0,,,,,0.0,208900000.0,,,,,,,0.0,,,4600000.0,170300000.0,,10300000.0,,,,,,153500000.0,-29600000.0,5700000.0,,,0.0,,,,,290500000,,7200000.0,,,,,,,,,,1.23,,,,,108100000.0,,,,2800000.0,,,,,1213900000.0,233800000.0,,597900000.0,47300000.0,,-2000000.0,,,2292700000.0,,,,2517400000.0,,,,1155700000,,-4300000.0,,3613700000.0,,,,240500000,,2890600000.0,,,,,4827600000.0,132800000.0,,,,,,,,178200000.0,135800000,132800000.0,1.22,,,0.0,,108800000.0,,155000000.0,,,,,,,666300000.0,1776300000.0,,,,,,1818000000.0,373200000.0,-41300000.0,,,,0.0,306800000.0,669000000.0,64100000.0,7700000.0,,15100000.0,2300000.0,,,,547000000.0,77800000.0,489400000.0,1590700000.0,,,,,,,,,,,,,
2009-06-30,,,,,,252500000.0,,232100000.0,-2100000.0,1234000000.0,,,12900000.0,,-303000000.0,,496800000.0,,,92700000.0,226600000.0,226600000.0,373200000.0,,,,,-23700000.0,289400000.0,,16200000.0,,16200000.0,,81300000.0,-6400000.0,,-304900000.0,,,,,0.0,182400000.0,,,,,,,,,,-15700000.0,160600000.0,,-2000000.0,,,,,,-146600000.0,1500000.0,2500000.0,,,0.0,,,,,263500000,,9600000.0,,,,,,,,,,1.26,,,,,108300000.0,,,,2900000.0,,,,,1055000000.0,237300000.0,,553500000.0,48500000.0,,,,,2021300000.0,,,,2653800000.0,,,,1188800000,,,,3658200000.0,,,,254900000,,2574800000.0,,,,,4713200000.0,136400000.0,,,,,,,,158700000.0,142400000,139400000.0,1.24,,,0.0,,109500000.0,,161400000.0,,,,,,,681400000.0,1777300000.0,,,,,,2009300000.0,226600000.0,-25600000.0,,,,-4100000.0,272100000.0,655300000.0,68800000.0,4200000.0,,-9200000.0,-7000000.0,,,,568800000.0,71200000.0,507400000.0,1122300000.0,,,,,,,,,,,,,
2009-09-30,,,,,,263200000.0,,223100000.0,-160900000.0,1342100000.0,,,12600000.0,,-12500000.0,,493500000.0,,,88500000.0,126800000.0,126800000.0,226600000.0,,,,,-22700000.0,290800000.0,,15000000.0,,36200000.0,,86900000.0,-164100000.0,,-164100000.0,,,,,0.0,246400000.0,,,,,,,,,,49600000.0,174600000.0,,1600000.0,,,,,,-99800000.0,,9900000.0,,,0.0,,,,,254000000,,9300000.0,,,,,,,,,,1.22,,,,,107600000.0,,,,1100000.0,,,,,977500000.0,247300000.0,,602600000.0,49500000.0,,,,,2058300000.0,,,,2785200000.0,,,,1185100000,,,,3852600000.0,,,,234900000,,2660900000.0,,,,,4830100000.0,131400000.0,,,,,,,,169300000.0,134600000,131400000.0,1.21,,,0.0,,108800000.0,,200200000.0,,,,,,,687000000.0,1854900000.0,,,,,,2028800000.0,126800000.0,-182900000.0,,,,-105800000.0,307200000.0,636900000.0,75200000.0,-8600000.0,,8500000.0,-1300000.0,,,,578100000.0,81600000.0,498100000.0,1109700000.0,,,,,,,,,,,,,
