date,quarterlySaleOfInvestment,trailingOperatingExpense,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,trailingDeferredIncomeTax,annualCapitalExpenditure,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyBasicAverageShares,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,annualOtherNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingCapitalExpenditure,trailingNetIncomeContinuousOperations,annualCurrentAssets,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyEbitda,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,quarterlyStockBasedCompensation,quarterlyStockholdersEquity,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,annualTaxProvision,quarterlyChangeInInventory,annualInterestExpense,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,trailingResearchAndDevelopment,trailingChangeInAccountPayable,annualRepaymentOfDebt,quarterlyGrossProfit,annualTotalRevenue,annualTotalNonCurrentAssets,annualResearchAndDevelopment,quarterlyPretaxIncome,annualGrossProfit,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualInventory,trailingCostOfRevenue,quarterlyNetPPE,quarterlyDilutedEPS,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlyTaxProvision,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,annualOtherCurrentAssets,quarterlyCapitalExpenditure,trailingNetIncome,trailingTaxProvision,trailingDepreciationAndAmortization,quarterlyTotalRevenue,annualChangeInInventory,quarterlyOperatingIncome,annualCurrentDebt,annualNetIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualOperatingExpense,annualBeginningCashPosition,annualCurrentDeferredRevenue,annualCostOfRevenue,trailingSellingGeneralAndAdministration,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,trailingInvestingCashFlow,trailingSaleOfInvestment,annualDilutedEPS,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualStockholdersEquity,annualNonCurrentDeferredRevenue,annualBasicAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,quarterlyCommonStockIssuance,annualLongTermDebt,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingChangeInInventory,quarterlyGoodwill,annualRetainedEarnings,quarterlyDilutedAverageShares,annualCurrentLiabilities,annualStockBasedCompensation,annualBasicEPS,annualGoodwill,annualTotalAssets,annualDepreciationAndAmortization,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,quarterlyAccountsReceivable,trailingChangeInWorkingCapital,quarterlyInvestmentsAndAdvances,annualPurchaseOfInvestment,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,annualCapitalStock,quarterlyInventory,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualOperatingIncome,trailingGrossProfit,quarterlyCashDividendsPaid,annualNetPPE,quarterlyOperatingExpense,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,annualAccountsPayable,trailingOperatingIncome,annualChangeInAccountPayable,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,trailingRepaymentOfDebt,annualEndCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingTotalRevenue,annualEbitda,quarterlyCashAndCashEquivalents,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,annualGrossPPE,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyTotalNonCurrentAssets,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyBasicEPS,trailingPretaxIncome,trailingEndCashPosition,quarterlyChangesInAccountReceivables,quarterlyTotalLiabilitiesNetMinorityInterest,annualDilutedAverageShares,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,annualPretaxIncome,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,annualOtherNonCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,trailingOtherNonCashItems,trailingCashDividendsPaid,quarterlyIncomeTaxPayable,trailingBasicAverageShares,trailingPurchaseOfBusiness,annualIncomeTaxPayable,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,annualCashDividendsPaid,trailingDilutedAverageShares,trailingCommonStockIssuance,trailingInterestExpense,trailingBasicEPS
2001-12-31,0.0,,-43199000.0,,,-25722000.0,38505000.0,-107361000.0,,202066000.0,,-10997000.0,20942000.0,-179000.0,1633000.0,,0.0,,228027000.0,9911000.0,,,347676000.0,,0.0,-42366000.0,30527000,,16643000.0,51094000.0,,394839000.0,107536000.0,-17619000.0,0.0,-9886000.0,-20948000.0,-1869000.0,4425000.0,,,,,,55872000.0,542605000.0,364626000.0,100186000.0,18268000.0,200223000.0,39116000.0,,347676000.0,9860000.0,158188000.0,317463000.0,,,159275000.0,5834000.0,,94705000.0,,,-20641000.0,7222000.0,,188550000.0,0.0,-7038000.0,,,,151786000,-3252000.0,19729000,27187000.0,-42366000.0,14969000.0,-107361000.0,,-42366000.0,138691000.0,90893000.0,53304000.0,342382000.0,,14902000.0,11046000,-67185000.0,11046000.0,,,-0.15125,62393000.0,1572000.0,394839000.0,,280105785.0,11567000.0,4750000.0,,701000.0,92132000.0,,26284000.0,0.0,51094000.0,95914000.0,,,188550000.0,,158188000.0,,-0.15125,,712302000.0,47305000.0,,20342000.0,220205000.0,,,,,220205000.0,0.0,62393000.0,366000.0,5834000.0,53304000.0,92132000.0,61532000.0,,,94705000.0,36143000.0,64838000.0,159275000.0,,20942000.0,,,107536000.0,,41894000.0,41894000.0,4067000.0,10798000.0,,107536000.0,366000.0,107536000.0,,108837000.0,107536000.0,-120421000.0,95969000.0,,,202066000.0,-38990000.0,107536000.0,364626000.0,27187000.0,,1461000.0,,,,,317463000.0,280105785.0,228027000.0,0.0,-63314000.0,,11046000.0,712302000.0,4750000.0,9911000.0,7864000.0,,,,,,,,,,,,,,
2002-03-31,,,,,,,,,566032000.0,213049000.0,,-31390000.0,28026000.0,,-638000.0,,0.0,,,16402000.0,,,,,,,32034000,,,,,412112000.0,74465000.0,-26014000.0,,-11258000.0,,-1185000.0,,,,,,,60418000.0,,,,17171000.0,,,,339936000.0,12042000.0,155385000.0,,,,160040000.0,,,105688000.0,0.0175,,,6767000.0,,198954000.0,,-14756000.0,,,,175280000,,18683000,,,375000.0,-107361000.0,,,,,,,,-7966000.0,10404000,,10404000.0,,,,,,,,,-33071000.0,3750000.0,,378000.0,,,29693000.0,4896000.0,42963000.0,114862000.0,,,,595408000.0,,,,,,,,,240681000.0,,,,,,11000.0,65094000.0,,7019000.0,51380000.0,91196000.0,,,,,41735000.0,,,,,,,,,41947000.0,,,13351000.0,,,366000.0,74465000.0,,,74465000.0,,107536000.0,,,,,,387601000.0,28120000.0,,1523000.0,0.018125,,,,315425000.0,,239966000.0,0.0,,,10404000.0,727537000.0,,,-22722000.0,,,,,,,,,,,,,,
2002-06-30,,,,,,,,,567072000.0,223660000.0,,20991000.0,30759000.0,,-28989000.0,,0.0,,,-1395000.0,,,,,,,34690000,,,,,409702000.0,143386000.0,52812000.0,,-11657000.0,,-221000.0,,,,,,,64742000.0,,,,23828000.0,,,,418017000.0,12300000.0,201810000.0,,,,108352000.0,,,116299000.0,0.024375,,,9136000.0,,212860000.0,,-12221000.0,,,,180573000,,20873000,,,-483000.0,-107361000.0,,,,,,,,16416000.0,14692000,,14692000.0,,,,,,,,,68921000.0,2750000.0,,1447000.0,,,31569000.0,89751000.0,,115831000.0,,,,599648000.0,,,,,,,,,250058000.0,,,,,,4328000.0,25903000.0,,7240000.0,43164000.0,79699000.0,,,,,43869000.0,,,,,,,,,53757000.0,,,13817000.0,,,367000.0,143386000.0,,,143386000.0,,74465000.0,,,,,,301847000.0,38136000.0,,1373000.0,0.025625,,,,310162000.0,,131791000.0,0.0,,,14692000.0,719864000.0,,,4195000.0,,,,,,,,,,,,,,
2002-09-30,0.0,,,,,,,,567936000.0,235176000.0,,-42149000.0,36781000.0,,31146000.0,,0.0,,,-1841000.0,,,,,,,38281000,,,,,423520000.0,88558000.0,-39998000.0,,-13174000.0,,-945000.0,,,,,,,70994000.0,,,,22716000.0,,,,381140000.0,13216000.0,175305000.0,,,,106066000.0,,,127815000.0,0.023125,,,8948000.0,,226628000.0,,-21124000.0,,,,190331000,,23928000,,,-302000.0,-107361000.0,,,,,,,,-14082000.0,13768000,,13768000.0,,,,,,,,,-54828000.0,1750000.0,,471000.0,,,33850000.0,66936000.0,,119337000.0,,,,590608000.0,,,,,,,,,263731000.0,,,,,,33000.0,25884000.0,,8185000.0,33461000.0,78432000.0,,,,,47066000.0,,,,,,,,,52333000.0,,,14353000.0,,,367000.0,88558000.0,,,88558000.0,,143386000.0,,,,,,323751000.0,38127000.0,,1245000.0,0.024375,,,,281371000.0,,143603000.0,0.0,,,13768000.0,704891000.0,,,-35206000.0,,,,,,,,,,,,,,
2002-12-31,5015000.0,,8710000.0,,,-59699000.0,50007000.0,-125523000.0,,259806000.0,,-1074000.0,46822000.0,-609000.0,7191000.0,,0.0,,128217000.0,-1744000.0,,,447686000.0,,4691000.0,48022000.0,43161000,,35007000.0,56781000.0,,441244000.0,142543000.0,-27070000.0,0.0,-13600000.0,31817000.0,-411000.0,6635000.0,,,,,,74293000.0,751852000.0,331593000.0,129620000.0,16910000.0,270447000.0,-22793000.0,,447686000.0,12449000.0,165551000.0,338035000.0,,,172484000.0,9041000.0,,134283000.0,,,-53622000.0,6966000.0,,236572000.0,0.0,-11598000.0,,,,205668000,-2762000.0,27336000,12202000.0,48022000.0,37867000.0,-125523000.0,,48808000.0,179627000.0,107536000.0,45055000.0,481405000.0,,42538000.0,9944000,-40270000.0,9944000.0,,,0.08125,35848000.0,95134000.0,441244000.0,,567328000.0,53985000.0,0.0,,6700000.0,136636000.0,,34508000.0,4691000.0,56781000.0,131375000.0,,,236572000.0,,165551000.0,,0.085,,779279000.0,57346000.0,,37457000.0,272668000.0,,,,,272668000.0,-9012000.0,35848000.0,367000.0,9041000.0,45055000.0,136636000.0,90820000.0,,,134283000.0,46957000.0,36906000.0,172484000.0,,46822000.0,,,142543000.0,,69093000.0,69093000.0,8996000.0,15825000.0,,142543000.0,367000.0,142543000.0,,148166000.0,142543000.0,-4640000.0,88558000.0,,,259806000.0,-49689000.0,142543000.0,331593000.0,12202000.0,,2494000.0,,,,,338035000.0,592800000.0,128217000.0,0.0,80625000.0,,9944000.0,779279000.0,0.0,-1744000.0,30940000.0,,,,,,,,,,,,,,
2003-03-31,,,,,,,,,568944000.0,267968000.0,,-156000.0,32404000.0,,56000.0,,0.0,,,-2206000.0,,,,,,,27638000,,,,,447258000.0,135039000.0,-28463000.0,,-14141000.0,,140000.0,,,,,,,149939000.0,,,,9418000.0,,,,420060000.0,101233000.0,144148000.0,,,,171275000.0,,,142445000.0,0.009375,,,3825000.0,,242165000.0,,-14322000.0,,,,198191000,,11248000,,,-390000.0,-125523000.0,,,,,,,,21906000.0,5593000,,5593000.0,,,,,,,,,-7504000.0,0.0,,861000.0,,,37458000.0,6379000.0,47265000.0,48252000.0,,,,587360000.0,,,,,,,,,173049000.0,,,,,,16000.0,35833000.0,,8901000.0,45955000.0,135442000.0,,,,,138691000.0,,,,,,,,,67578000.0,,,16390000.0,,,368000.0,135039000.0,,,135039000.0,,142543000.0,,,,,,342621000.0,12145000.0,,1846000.0,0.01,,,,315423000.0,,132598000.0,0.0,,,5593000.0,762681000.0,,,7584000.0,,,,,,,,,,,,,,
2003-06-30,,,,,,,,,566320000.0,280890000.0,,6951000.0,32361000.0,,4159000.0,,0.0,,,889000.0,,,,,,,32923000,,,,,453605000.0,121038000.0,-34001000.0,,-14393000.0,,350000.0,,,,,,,154599000.0,,,,14871000.0,,,,411185000.0,99795000.0,155928000.0,,,,163783000.0,,,155367000.0,0.015625,,,5928000.0,,251108000.0,,-19608000.0,,,,207695000,,16347000,,,-18456000.0,-125523000.0,,,,,,,,36629000.0,8943000,,8943000.0,,,,,,,,,-14001000.0,0.0,,486000.0,,,38457000.0,5690000.0,51246000.0,53096000.0,,,,571696000.0,,,,,,,,,255635000.0,,,,,,127000.0,39882000.0,,8551000.0,54623000.0,123901000.0,,,,,138252000.0,,,,,,,,,67654000.0,,,16576000.0,,,368000.0,121038000.0,,,121038000.0,,135039000.0,,,,,,362131000.0,12008000.0,,1603000.0,0.015625,,,,319711000.0,,139110000.0,-248000.0,,,8943000.0,773316000.0,,,17021000.0,,,,,,,,,,,,,,
2003-09-30,,,,0.0,,,,,565744000.0,298677000.0,,4078000.0,29255000.0,,-41000.0,,0.0,,,1176000.0,,,,,,,38931000,,,,,468306000.0,119805000.0,-39047000.0,,-14881000.0,,-1884000.0,,,,,,,160857000.0,,,,20046000.0,,,,407216000.0,99877000.0,157998000.0,,,,164292000.0,,,173154000.0,0.020625,,,7999000.0,,263155000.0,,-24166000.0,,,,206292000,,21725000,,,4165000.0,-125523000.0,,,,,,,,33290000.0,12047000,,12047000.0,,,,,,,,,-1384000.0,0.0,,2546000.0,,,39255000.0,12919000.0,49784000.0,45435000.0,,,,581840000.0,,,,,,,,,252296000.0,,,,,,24000.0,39906000.0,,10435000.0,53805000.0,124386000.0,,,,,139132000.0,,,,,,,,,68072000.0,,,17206000.0,,,369000.0,119805000.0,,,119805000.0,,121038000.0,,,,,,384546000.0,12235000.0,,1703000.0,0.02125,,,,322290000.0,,143320000.0,-179000.0,,,12047000.0,791762000.0,,,9124000.0,,,,,,,,,,,,,,
2003-12-31,,,24686000.0,-604000.0,,-83583000.0,410964000.0,-153110000.0,,358063000.0,,-15440000.0,20753000.0,-6534000.0,20512000.0,,0.0,,149799000.0,4770000.0,,,428979000.0,,0.0,42791000.0,47935000,,-20704000.0,55099000.0,,494680000.0,121839000.0,-46537000.0,0.0,-14670000.0,28431000.0,-1999000.0,8236000.0,,,,,,179902000.0,839587000.0,430361000.0,156236000.0,26887000.0,645297000.0,50718000.0,,428979000.0,110059000.0,177479000.0,363494000.0,,,186015000.0,12434000.0,,204953000.0,,,-4567000.0,10679000.0,,279363000.0,0.0,-25487000.0,,,,227409000,-3393000.0,28777000,21162000.0,42791000.0,3984000.0,-153110000.0,,42791000.0,567200000.0,142543000.0,64879000.0,194290000.0,,42476000.0,16208000,-148048000.0,16208000.0,,,0.1475,59500000.0,,494680000.0,,282915702.0,2185000.0,1945000.0,151000.0,4862000.0,124570000.0,,41066000.0,0.0,55099000.0,47507000.0,,,279363000.0,,177479000.0,,0.15125,,859340000.0,69330000.0,,-10697000.0,256574000.0,,,,,256574000.0,-25000.0,59500000.0,371000.0,12434000.0,64879000.0,124570000.0,78097000.0,,,204953000.0,151125000.0,134301000.0,186015000.0,,20753000.0,,,121839000.0,,75609000.0,75609000.0,8755000.0,19158000.0,,121839000.0,371000.0,121839000.0,,147427000.0,121839000.0,142000.0,119805000.0,,,358063000.0,-58085000.0,121839000.0,430361000.0,21162000.0,,3084000.0,,,,,363494000.0,290108475.0,149799000.0,427000.0,71222000.0,,16208000.0,859340000.0,1945000.0,4770000.0,16989000.0,,,,,,,,,,,,,,
2004-03-31,,,,-203000.0,,,,,570576000.0,364518000.0,,-3380000.0,14385000.0,,1687000.0,,0.0,,,4669000.0,,,,,,,43800000,,,,,513174000.0,141528000.0,-16714000.0,,-14111000.0,,549000.0,,,,,,,172054000.0,,,,23412000.0,,,,445857000.0,106987000.0,176262000.0,,,,193637000.0,,,211408000.0,0.02375,,,9283000.0,,293492000.0,,-14381000.0,,,,218727000,,22513000,,,5493000.0,-153110000.0,,,,,,,,30700000.0,14129000,,14129000.0,,,,,,,,,19689000.0,1945000.0,,4669000.0,,,42554000.0,0.0,59549000.0,46673000.0,,,,595552000.0,,,,,,,,,259065000.0,,,,,,3014000.0,61158000.0,,11885000.0,63241000.0,130534000.0,,,,,149541000.0,,,,,,,,,75230000.0,,,21287000.0,,,374000.0,141528000.0,,,141528000.0,,121839000.0,,,,,,438382000.0,23532000.0,,2115000.0,0.025,,,,369899000.0,,151744000.0,0.0,,,14129000.0,884239000.0,,,16319000.0,,,,,,,,,,,,,,
2004-06-30,,,,,,,,,576704000.0,370765000.0,,-944000.0,20198000.0,,1660000.0,,0.0,,,4062000.0,,,,,,,47582000,,,,,533838000.0,137224000.0,-26891000.0,,-14327000.0,,274000.0,,,,,,,177826000.0,,,,23940000.0,,,,441653000.0,109151000.0,181140000.0,,,,175498000.0,,,217655000.0,0.02375,,,9626000.0,,307806000.0,,-12548000.0,,,,228390000,,25906000,,,-13598000.0,-153110000.0,,,,,,,,36706000.0,14314000,,14314000.0,,,,,,,,,-4304000.0,1551000.0,,7106000.0,,,42769000.0,0.0,58092000.0,50564000.0,,,,600160000.0,,,,,,,,,258744000.0,,,,,,-174000.0,62852000.0,,10473000.0,62614000.0,111095000.0,,,,,151920000.0,,,,,,,,,75020000.0,,,21676000.0,,,376000.0,137224000.0,,,137224000.0,,141528000.0,,,,,,449989000.0,24715000.0,,1792000.0,0.025,,,,356638000.0,,157314000.0,-352000.0,,,14314000.0,891642000.0,,,24158000.0,,,,,,,,,,,,,,
2004-09-30,,,,,,,,,580048000.0,370200000.0,,6639000.0,17164000.0,,892000.0,,0.0,,,4934000.0,,,,,,,49264000,,,,,555511000.0,160947000.0,-27504000.0,,-14281000.0,,-46000.0,,,,,,,186054000.0,,,,24823000.0,,,,466915000.0,116861000.0,184700000.0,,,,175782000.0,,,217090000.0,0.024375,,,10044000.0,,322585000.0,,-11693000.0,,,,231067000,,26356000,,,5299000.0,-153110000.0,,,,,,,,45218000.0,14779000,,14779000.0,,,,,,,,,23723000.0,1551000.0,,6258000.0,,,42837000.0,0.0,66969000.0,45013000.0,,,,602448000.0,,,,,,,,,262376000.0,,,,,,52000.0,63871000.0,,10521000.0,60202000.0,110360000.0,,,,,159698000.0,,,,,,,,,76017000.0,,,22908000.0,,,378000.0,160947000.0,,,160947000.0,,137224000.0,,,,,,450244000.0,24711000.0,,1585000.0,0.025625,,,,360482000.0,,157137000.0,-236000.0,,,14779000.0,917159000.0,,,33525000.0,,,,,,,,,,,,,,
2004-12-31,,,295000.0,,,-56490000.0,446955000.0,-190085000.0,,420525000.0,,4076000.0,37008000.0,-752000.0,-3944000.0,,0.0,,7297000.0,8770000.0,,,509473000.0,,0.0,64648000.0,61620000,,67945000.0,62453000.0,,597485000.0,189784000.0,-32273000.0,0.0,-14216000.0,43272000.0,3147000.0,9174000.0,,,,,,194074000.0,926356000.0,472792000.0,171589000.0,35745000.0,730008000.0,111814000.0,,509473000.0,113956000.0,199244000.0,383614000.0,,,184370000.0,7373000.0,,230440000.0,,,6391000.0,14319000.0,,344011000.0,0.0,-17868000.0,,,,248172000,3924000.0,36689000,21908000.0,64648000.0,2892000.0,-190085000.0,,64648000.0,618544000.0,121839000.0,77445000.0,196348000.0,,55680000.0,21426000,-103382000.0,21426000.0,,,0.215,69863000.0,,597485000.0,,288929609.0,28837000.0,5703000.0,,7684000.0,108804000.0,,43429000.0,0.0,62453000.0,54098000.0,,,344011000.0,,199244000.0,,0.22375,,982265000.0,90802000.0,,86000.0,282199000.0,,,,,282199000.0,-284000.0,69863000.0,381000.0,7373000.0,77445000.0,108804000.0,111464000.0,,,230440000.0,157385000.0,168304000.0,184370000.0,,37008000.0,,,189784000.0,,235055000.0,235055000.0,25717000.0,24931000.0,,189784000.0,381000.0,189784000.0,,202266000.0,189784000.0,2608000.0,160947000.0,,,420525000.0,-56935000.0,189784000.0,472792000.0,21908000.0,,3682000.0,,,,,383614000.0,300688372.0,7297000.0,588000.0,107920000.0,,21426000.0,982265000.0,5703000.0,8770000.0,37812000.0,,,,,,,,,,,,,,
2005-03-31,,,,-205000.0,,,,,587840000.0,424626000.0,,-6319000.0,36429000.0,,871000.0,,0.0,,,7308000.0,,,,,,,59905000,,,,,614057000.0,126680000.0,-131561000.0,,-16490000.0,,-745000.0,,,,,,,207126000.0,,,,20941000.0,,,,455795000.0,128762000.0,210046000.0,,,,206971000.0,,,234541000.0,0.020625,,,8421000.0,,356531000.0,,-13094000.0,,,,262534000,,29035000,,,24846000.0,-190085000.0,,,,,,,,44324000.0,12520000,,12520000.0,,,,,,,,,-63104000.0,5610000.0,,5720000.0,,,49329000.0,0.0,69105000.0,55408000.0,,,,612704000.0,,,,,,,,,284107000.0,,,,,,-6352000.0,70747000.0,,8290000.0,82494000.0,130614000.0,,,,,178091000.0,,,,,,,,,171714000.0,,,30870000.0,,,384000.0,126680000.0,,,126680000.0,,189784000.0,,,,,,576565000.0,22018000.0,,1742000.0,0.02125,,,,417017000.0,,170310000.0,0.0,,,12520000.0,1032360000.0,,,31230000.0,,,,,,,,,,,,,,
2005-06-30,,,,-388000.0,,,,,594512000.0,448994000.0,,-8327000.0,49999000.0,,1146000.0,,0.0,,,5980000.0,,,,,,,65919000,,,,,644719000.0,132335000.0,-50745000.0,,-15648000.0,,-2812000.0,,,,,,,218214000.0,,,,32889000.0,,,,480511000.0,135304000.0,268876000.0,,,,168901000.0,,,258909000.0,0.031875,,,13086000.0,,376335000.0,,-29764000.0,,,,277815000,,34208000,,,12434000.0,-190085000.0,,,,,,,,44333000.0,19803000,,19803000.0,,,,,,,,,5655000.0,6006000.0,,12572000.0,,,48702000.0,0.0,71849000.0,59601000.0,,,,623776000.0,,,,,,,,,299673000.0,,,,,,47000.0,71852000.0,,11102000.0,76766000.0,91043000.0,,,,,184006000.0,,,,,,,,,171020000.0,,,31711000.0,,,389000.0,132335000.0,,,132335000.0,,126680000.0,,,,,,603271000.0,61879000.0,,1366000.0,0.033125,,,,437777000.0,,173342000.0,0.0,,,19803000.0,1083782000.0,,,14569000.0,,,,,,,,,,,,,,
2005-09-30,,,,,,,,,606224000.0,458097000.0,,-13655000.0,54423000.0,,294000.0,,0.0,,,5390000.0,,,,,,,70933000,,,,,695757000.0,134186000.0,-48376000.0,,-15151000.0,,2498000.0,,,,,,,229317000.0,,,,36149000.0,,,,513947000.0,138152000.0,278191000.0,,,,167273000.0,,,268012000.0,0.041875,,,9593000.0,,402890000.0,,-21681000.0,,,,294622000,,37197000,,,4284000.0,-190085000.0,,,,,,,,46931000.0,26556000,,26556000.0,,,,,,,,,1853000.0,5374000.0,,25283000.0,,,53968000.0,0.0,77293000.0,65305000.0,,,,638352000.0,,,,,,,,,316718000.0,,,,,,310000.0,71855000.0,,8604000.0,88244000.0,90044000.0,,,,,192120000.0,,,,,,,,,181118000.0,,,33736000.0,,,397000.0,134186000.0,,,134186000.0,,132335000.0,,,,,,628560000.0,41924000.0,,1358000.0,0.04375,,,,445464000.0,,179430000.0,-802000.0,,,26556000.0,1142507000.0,,,25250000.0,,,,,,,,,,,,,,
2005-12-31,,,-6874000.0,,,-100583000.0,547826000.0,-210666000.0,,503274000.0,,27063000.0,65377000.0,-832000.0,-9185000.0,,0.0,,182800000.0,4367000.0,,,651631000.0,,0.0,86251000.0,64116000,,-76727000.0,86080000.0,,760533000.0,113057000.0,-213286000.0,0.0,-15183000.0,48993000.0,-1019000.0,9729000.0,,,,,,251442000.0,1160785000.0,651998000.0,211455000.0,45265000.0,906099000.0,128282000.0,,651631000.0,145608000.0,260090000.0,541810000.0,,,281720000.0,9585000.0,,292608000.0,,,-1238000.0,17893000.0,161230000.0,430262000.0,0.0,-36044000.0,,,,325814000,-2078000.0,46378000,28743000.0,86251000.0,99327000.0,-210666000.0,,86251000.0,759281000.0,189784000.0,79890000.0,254686000.0,,93277000.0,27372000,-443968000.0,27372000.0,,,0.1375,72922000.0,,760533000.0,,592864000.0,-21131000.0,14533000.0,,8169000.0,194265000.0,,59456000.0,0.0,86080000.0,74372000.0,,116142000.0,430262000.0,,260090000.0,,0.145,116142000.0,1303629000.0,114055000.0,,140891000.0,316965000.0,,,-161230000.0,,316965000.0,279000.0,72922000.0,785000.0,9585000.0,79890000.0,194265000.0,146818000.0,,,292608000.0,205064000.0,228865000.0,281720000.0,,65377000.0,,,274287000.0,161230000.0,60448000.0,60448000.0,51744000.0,17738000.0,,113057000.0,785000.0,274287000.0,,260873000.0,113057000.0,-5716000.0,134186000.0,,,503274000.0,-62472000.0,113057000.0,651998000.0,28743000.0,,5263000.0,,,,,541810000.0,623040000.0,182800000.0,802000.0,135244000.0,,27372000.0,1303629000.0,14533000.0,4367000.0,57233000.0,,,,,,,,,,,,,,
2006-03-31,,,,,,,,,308624000.0,519979000.0,,-6057000.0,58065000.0,,1141000.0,,0.0,,,5231000.0,,,,,,,61901000,,,,,797807000.0,103890000.0,-66202000.0,,-15749000.0,,-2698000.0,,,,,,,253206000.0,,,,33426000.0,,,,668737000.0,162195000.0,261061000.0,,,,282638000.0,,,309313000.0,0.0625,,,13282000.0,174929000.0,450406000.0,,-37681000.0,,,,321224000,,31994000,,,6042000.0,-210666000.0,,,,,,,,51189000.0,20144000,,20144000.0,,,,,,,,,-9167000.0,16415000.0,,5849000.0,,,59017000.0,0.0,86716000.0,68018000.0,,118143000.0,,325624000.0,,,,,,,,,320439000.0,,,,,,2125000.0,74668000.0,,12297000.0,87711000.0,191555000.0,,,,,221212000.0,,,,,,,,,58842000.0,,,29907000.0,,,774000.0,278819000.0,,,103890000.0,,113057000.0,,-12772000.0,,,,674055000.0,28569000.0,,693000.0,0.065,,,,543699000.0,,187757000.0,3080000.0,,,20144000.0,1342792000.0,,,13508000.0,,,,,,,,,,,,,,
2006-06-30,,,,,,,,,310096000.0,532556000.0,,-2899000.0,55632000.0,,2860000.0,,0.0,,,-99000.0,,,,,,,69396000,,,,,827015000.0,124159000.0,-16375000.0,,-16441000.0,,-5733000.0,,,,,,,266380000.0,,,,39368000.0,,,,683707000.0,165579000.0,264067000.0,,,,280907000.0,,,321890000.0,0.0725,,,15495000.0,152529000.0,474279000.0,,-29683000.0,,,,330572000,,39913000,,,-15342000.0,-210666000.0,,,,,,,,59681000.0,23873000,,23873000.0,,,,,,,,,20269000.0,15413000.0,,3711000.0,,,60888000.0,0.0,96609000.0,64192000.0,,54558000.0,,325652000.0,,,,,,,,,331316000.0,,,,,,-67000.0,78778000.0,,18069000.0,90419000.0,186716000.0,,,,,226467000.0,,,,,,,,,119036000.0,,,29483000.0,,,776000.0,276688000.0,,,124159000.0,,103890000.0,,,,,,689568000.0,21407000.0,,478000.0,0.0775,,,,544974000.0,,194084000.0,382000.0,,,23873000.0,1373275000.0,,,29998000.0,,,,,,,,,,,,,,
