,annualTotalNonCurrentAssets,quarterlyOperatingExpense,trailingGrossProfit,annualOtherIntangibleAssets,annualNetPPE,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualBasicEPS,annualGrossProfit,annualEbitda,trailingRepaymentOfDebt,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,quarterlyTaxProvision,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyDilutedAverageShares,quarterlyPretaxIncome,trailingChangeInCashSupplementalAsReported,annualChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,annualGrossPPE,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,annualPurchaseOfBusiness,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,quarterlyGrossPPE,trailingOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,annualDeferredIncomeTax,annualInvestingCashFlow,annualOperatingExpense,quarterlySaleOfInvestment,trailingCapitalExpenditure,quarterlyBasicEPS,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,quarterlyOperatingCashFlow,annualAccumulatedDepreciation,trailingDeferredIncomeTax,annualCapitalExpenditure,annualChangesInAccountReceivables,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,trailingCashDividendsPaid,annualDilutedAverageShares,annualDilutedEPS,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualNonCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyEbitda,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,trailingStockBasedCompensation,quarterlyCommonStockIssuance,annualInventory,quarterlyOtherShortTermInvestments,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualInterestExpense,annualRepaymentOfDebt,trailingChangeInWorkingCapital,trailingResearchAndDevelopment,annualPurchaseOfInvestment,annualTotalRevenue,annualCapitalStock,annualGoodwill,annualStockBasedCompensation,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualOperatingIncome,quarterlyCurrentAssets,annualOtherShortTermInvestments,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,annualResearchAndDevelopment,annualChangeInAccountPayable,quarterlySellingGeneralAndAdministration,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,annualOtherCurrentAssets,quarterlyRetainedEarnings,annualEndCashPosition,trailingTotalRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,quarterlyTotalRevenue,trailingEndCashPosition,annualCashAndCashEquivalents,trailingPretaxIncome,trailingTaxProvision,annualNetIncomeContinuousOperations,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyBasicAverageShares,annualPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualCostOfRevenue,trailingOperatingIncome,annualInvestmentsAndAdvances,annualNetIncome,annualCurrentDebt,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,quarterlyNetIncome,annualOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyOtherNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualCurrentAssets,annualOtherNonCashItems,annualTotalAssets,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,annualStockholdersEquity,quarterlyGoodwill,annualNetIncomeCommonStockholders,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyCostOfRevenue,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualRetainedEarnings,annualCurrentLiabilities,annualCurrentAccruedExpenses,quarterlyLongTermDebt,quarterlyDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyInvestingCashFlow,quarterlyGrossProfit,annualCommonStockIssuance,quarterlyEndCashPosition,annualBasicAverageShares,trailingChangeInInventory,annualIncomeTaxPayable,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualCurrentDeferredRevenue,quarterlyChangesInAccountReceivables,trailingBasicAverageShares,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,trailingBasicEPS,trailingNetOtherInvestingChanges,quarterlyChangeInInventory,trailingChangesInAccountReceivables,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,trailingInterestExpense,trailingCommonStockIssuance,trailingChangeInAccountPayable
891302400,,315000000.0,,,,,,,31000000.0,31000000.0,,,,,,,0.0,19000000.0,2245000000.0,,,75675676.0,47000000.0,,,,,40000000.0,,55000000.0,186000000.0,304000000.0,,56000000.0,-1889000000.0,,,,,184000000.0,4134000000.0,,,,,,,,49000000.0,,0.37,-39000000.0,,-15000000.0,,,,,,,,,,,12000000.0,50000000.0,,,,1164000000.0,3000000.0,,,,95000000.0,,,,,5000000.0,,,,,,,,,,,,,,1518000000.0,,,-23000000.0,,1919000000.0,,42000000.0,-43000000.0,,,232000000.0,,,,,,,1421000000.0,,,3187000000.0,,1772000000.0,,,,,,,-49000000.0,75675676.0,,4705000000.0,40000000.0,7055000000.0,28000000.0,,,,,,,5136000000.0,,28000000.0,,28000000.0,,2707000000.0,,1490000000.0,,,,,230000000.0,,,,,525000000.0,82000000.0,1445000000.0,,,-291000000.0,,,2067000000.0,,,,1697000000.0,0.37,,,,,,-210000000.0,327000000.0,,0.0,,,,,,,,,,,,,,,,,,,,
899164800,,283000000.0,,,,,,,44000000.0,44000000.0,,,,,,,0.0,70000000.0,1090000000.0,,,77358491.0,193000000.0,,,,,33000000.0,,-283000000.0,-9000000.0,230000000.0,,-56000000.0,-1225000000.0,,,,,179000000.0,2315000000.0,,,,,,,,,,1.61,31000000.0,,26000000.0,,,,,,,,,,,54000000.0,63000000.0,,,,1032000000.0,8000000.0,,,,99000000.0,,,,,1000000.0,,,,,,,,,,,,,,1325000000.0,,,-16000000.0,,1795000000.0,,-38000000.0,15000000.0,,,238000000.0,,,,,,,1500000000.0,,,2479000000.0,,1705000000.0,,,,,,,,76397516.0,,3804000000.0,-257000000.0,5978000000.0,123000000.0,,,,,,,4183000000.0,,123000000.0,,123000000.0,,2914000000.0,,970000000.0,,,,,235000000.0,,,,,486000000.0,172000000.0,1368000000.0,,,393000000.0,,,2174000000.0,,,,1509000000.0,1.59,,,,,,14000000.0,337000000.0,,0.0,,,,,,,,,,,,,,,,,,,,
907113600,4254000000.0,385000000.0,,207000000.0,1161000000.0,34000000.0,399000000.0,311000000.0,34000000.0,34000000.0,2.68,1235000000.0,229000000.0,,,58000000.0,0.0,-8000000.0,1161000000.0,,,,-8000000.0,,-21000000.0,,2413000000.0,34000000.0,,110000000.0,-162000000.0,125000000.0,,0.0,-1252000000.0,250000000.0,,,1077000000.0,207000000.0,2413000000.0,,,,,60000000.0,-585000000.0,1187000000.0,,,,-10000000.0,,303000000.0,-1252000000.0,,-468000000.0,,,,,77186312.0,2.63,,-50000000.0,37000000.0,,,,1199000000.0,33000000.0,,,,2000000.0,37000000.0,,0.0,,2000000.0,440000000.0,,-216000000.0,,130000000.0,,,,-215000000.0,6534000000.0,,,,1361000000.0,,,-22000000.0,48000000.0,1828000000.0,,52000000.0,,,,333000000.0,1199000000.0,2584000000.0,5000000.0,114000000.0,3945000000.0,244000000.0,1501000000.0,0.0,,2584000000.0,,1757000000.0,,34000000.0,,,203000000.0,-210000000.0,,,317000000.0,3945000000.0,413000000.0,6082000000.0,0.0,5299000000.0,,,203000000.0,125000000.0,-157000000.0,4254000000.0,-84000000.0,0.0,2886000000.0,0.0,,2886000000.0,1006000000.0,1077000000.0,1507000000.0,1828000000.0,,6082000000.0,244000000.0,-46000000.0,2137000000.0,,203000000.0,440000000.0,76000000.0,1422000000.0,181000000.0,,-328000000.0,,,2137000000.0,1501000000.0,1361000000.0,,1507000000.0,,,,,,308000000.0,-151000000.0,335000000.0,10000000.0,0.0,75746269.0,,,,,,,,,,,,,,,,,,,
915062400,,318000000.0,,,,,,,91000000.0,91000000.0,,,,,,,34000000.0,-6000000.0,1183000000.0,,,78571429.0,-17000000.0,,,,,33000000.0,,-56000000.0,17000000.0,224000000.0,,0.0,-1289000000.0,,,,,212000000.0,2472000000.0,,,-54000000.0,,,,,64000000.0,,-0.14,57000000.0,,73000000.0,,,,,,,,,,,29000000.0,36000000.0,,,,1051000000.0,-13000000.0,,,,80000000.0,,,,,3000000.0,,,,,,,,,,,,,,1311000000.0,,,-20000000.0,,1860000000.0,,51000000.0,-100000000.0,,,267000000.0,,,,,,,1470000000.0,,,2596000000.0,,1646000000.0,,,,,,,-42000000.0,78571429.0,,3907000000.0,17000000.0,5970000000.0,-11000000.0,,,,,,,4110000000.0,,-11000000.0,,-11000000.0,,2715000000.0,,1085000000.0,,,,,210000000.0,,,,,471000000.0,-13000000.0,1299000000.0,,,1000000.0,,,2063000000.0,,,,1511000000.0,-0.14,,,,,,-33000000.0,347000000.0,,0.0,,,,,,,,,,,,,,,,,,,,
922838400,,303000000.0,,,,,,,90000000.0,90000000.0,,,,,,,0.0,55000000.0,1222000000.0,,,75000000.0,142000000.0,,,,,34000000.0,,-73000000.0,90000000.0,441000000.0,,0.0,-1322000000.0,,,,,224000000.0,2544000000.0,,,-75000000.0,,,,,31000000.0,,1.17,-1000000.0,,-22000000.0,,,,,,,,,,,24000000.0,32000000.0,,,,1115000000.0,61000000.0,,,,76000000.0,,,,,0.0,,,,,,,,,,,,,,1588000000.0,,,-21000000.0,,1935000000.0,,52000000.0,-85000000.0,,,251000000.0,,,,,,,1536000000.0,,,2569000000.0,,1503000000.0,,,,,,,-31000000.0,74358974.0,,4157000000.0,-95000000.0,6238000000.0,87000000.0,,,,,,,4303000000.0,,87000000.0,,87000000.0,,2857000000.0,,1088000000.0,,,,,315000000.0,,,,,480000000.0,152000000.0,1176000000.0,,,4000000.0,,,2081000000.0,,,,1481000000.0,1.16,,,,,,-69000000.0,327000000.0,,0.0,,,,,,,,,,,,,,,,,,,,
930700800,,314000000.0,,,,,,,81000000.0,81000000.0,,,,,,,0.0,61000000.0,1254000000.0,,,74074074.0,161000000.0,,,,,36000000.0,,-74000000.0,-13000000.0,357000000.0,,0.0,-1340000000.0,,,,,216000000.0,2594000000.0,,,-56000000.0,,,,,,,1.36,-9000000.0,,85000000.0,,,,,,,,,,,74000000.0,30000000.0,,,,1108000000.0,44000000.0,,,,124000000.0,,,,,1000000.0,,,,,,,,,,,,,,1495000000.0,,,-20000000.0,,2028000000.0,,50000000.0,-109000000.0,,,264000000.0,,,,,,,1616000000.0,,,2753000000.0,,1796000000.0,,,,,,,-9000000.0,73529412.0,,4248000000.0,11000000.0,6353000000.0,100000000.0,,,,,,,4325000000.0,,100000000.0,,100000000.0,,2855000000.0,,1126000000.0,,,,,304000000.0,,,,,491000000.0,123000000.0,1408000000.0,,,-2000000.0,,,2105000000.0,,,,1627000000.0,1.35,,,,,,-81000000.0,388000000.0,,0.0,,,,,,,,,,,,,,,,,,,,
938649600,4365000000.0,348000000.0,,220000000.0,1292000000.0,110000000.0,450000000.0,390000000.0,110000000.0,110000000.0,3.94,1455000000.0,400000000.0,,72000000.0,-116000000.0,0.0,82000000.0,1292000000.0,,,,196000000.0,,-26000000.0,,2649000000.0,38000000.0,,-117000000.0,-210000000.0,219000000.0,,0.0,-1357000000.0,34000000.0,,,975000000.0,220000000.0,2649000000.0,,,-43000000.0,-46000000.0,102000000.0,-198000000.0,1283000000.0,,,,29000000.0,,254000000.0,-1357000000.0,,-320000000.0,,,,,74550129.0,3.89,,46000000.0,42000000.0,,226000000.0,,1135000000.0,10000000.0,,,,121000000.0,42000000.0,,0.0,,150000000.0,464000000.0,,76000000.0,,140000000.0,,,,-235000000.0,6801000000.0,72000000.0,,,1396000000.0,,-46000000.0,-20000000.0,172000000.0,2059000000.0,,75000000.0,,,,273000000.0,1135000000.0,2828000000.0,-228000000.0,192000000.0,4224000000.0,266000000.0,1710000000.0,110000000.0,,2828000000.0,,1856000000.0,,110000000.0,,,290000000.0,46000000.0,-153000000.0,,482000000.0,4224000000.0,137000000.0,6424000000.0,114000000.0,5346000000.0,,,290000000.0,219000000.0,70000000.0,4365000000.0,-81000000.0,114000000.0,2853000000.0,114000000.0,,2853000000.0,1055000000.0,975000000.0,1627000000.0,2059000000.0,,6424000000.0,266000000.0,-228000000.0,2200000000.0,,290000000.0,464000000.0,188000000.0,1462000000.0,228000000.0,,43000000.0,,,2200000000.0,1710000000.0,1396000000.0,,1627000000.0,,226000000.0,,,,311000000.0,-15000000.0,394000000.0,154000000.0,110000000.0,73604061.0,,,,,,,,,,,,,,,,,,,
946598400,,301000000.0,,,,,,,46000000.0,46000000.0,,,,,71000000.0,,110000000.0,-4000000.0,1512000000.0,,,71551724.0,-170000000.0,,,,,43000000.0,,-890000000.0,835000000.0,544000000.0,,0.0,-1390000000.0,,,,,503000000.0,2902000000.0,,,-38000000.0,-52000000.0,,,,1000000.0,,-2.32,-64000000.0,,-9000000.0,,,,,,,,,,,59000000.0,87000000.0,,,,1033000000.0,-38000000.0,,,,116000000.0,,,,,,,,,,,,,,,,,,,1664000000.0,,,-19000000.0,,2326000000.0,,57000000.0,-132000000.0,,,244000000.0,,,,,,,1525000000.0,,,3314000000.0,,1897000000.0,,,,,,,-4000000.0,71551724.0,,4978000000.0,-899000000.0,6950000000.0,-166000000.0,,,,,,,4624000000.0,,-166000000.0,,-166000000.0,,2609000000.0,,977000000.0,,,,,223000000.0,,,,,522000000.0,-186000000.0,1537000000.0,,,3000000.0,,,1972000000.0,,,,2198000000.0,-2.32,139000000.0,,,,,-890000000.0,360000000.0,,46000000.0,,,,,,,,,,,,,,,,,,,,
954460800,,345000000.0,,,,,,,64000000.0,64000000.0,,,,,70000000.0,,46000000.0,20000000.0,1518000000.0,,,68750000.0,45000000.0,,,,,45000000.0,,204000000.0,-416000000.0,413000000.0,,0.0,-1417000000.0,,,,,484000000.0,2935000000.0,,,-14000000.0,-54000000.0,,,,6000000.0,,0.16,18000000.0,,211000000.0,,,,,,,,,,,17000000.0,103000000.0,,,,1196000000.0,14000000.0,,,,75000000.0,,,,,,,,,,,,,,,,,,,1712000000.0,,,-20000000.0,,1990000000.0,,58000000.0,350000000.0,,,287000000.0,,,,,,,1393000000.0,,,2989000000.0,,1822000000.0,,,,,,,-8000000.0,68750000.0,,4701000000.0,415000000.0,6525000000.0,11000000.0,,,,,,,4535000000.0,,11000000.0,,25000000.0,,2533000000.0,,955000000.0,,,,,249000000.0,,,,,519000000.0,73000000.0,1460000000.0,,,21000000.0,,,1824000000.0,,,,1947000000.0,0.16,87000000.0,,,,,223000000.0,362000000.0,,64000000.0,,,,,,,,,,,,,,,,,,,,
962323200,,333000000.0,,,,,,,29000000.0,29000000.0,,,,,70000000.0,,64000000.0,89000000.0,1465000000.0,,,70491803.0,218000000.0,,,,,50000000.0,,-54000000.0,27000000.0,527000000.0,,0.0,-1445000000.0,,,,,500000000.0,2910000000.0,,,-19000000.0,-62000000.0,,,,,,1.83,-35000000.0,,-8000000.0,,,,,,,,,,,54000000.0,51000000.0,,,-161000000.0,1267000000.0,89000000.0,,,,114000000.0,,,,,,,,,,,,,,,,,,,1845000000.0,,,-19000000.0,,2107000000.0,,60000000.0,0.0,,,274000000.0,,,,,,,1503000000.0,,,3028000000.0,,2103000000.0,,,,,,,,70491803.0,,4873000000.0,-62000000.0,6781000000.0,129000000.0,,,,,,,4674000000.0,,129000000.0,,129000000.0,,2709000000.0,,934000000.0,,,,,318000000.0,,,,,549000000.0,214000000.0,1716000000.0,,,-5000000.0,,,1908000000.0,,,,1898000000.0,1.83,196000000.0,,,,,-54000000.0,387000000.0,,29000000.0,,,,,,,,,,,,,,,,,,,,
970272000,4640000000.0,352000000.0,,537000000.0,1422000000.0,67000000.0,475000000.0,444000000.0,67000000.0,67000000.0,0.99,1527000000.0,433000000.0,,70000000.0,214000000.0,29000000.0,56000000.0,1422000000.0,,,,153000000.0,,,,2879000000.0,50000000.0,,508000000.0,-232000000.0,327000000.0,,0.0,-1457000000.0,110000000.0,,,920000000.0,537000000.0,2879000000.0,,,-18000000.0,-72000000.0,111000000.0,-701000000.0,1331000000.0,,,,38000000.0,,250000000.0,-1457000000.0,,-232000000.0,,,,,71428571.0,0.98,,66000000.0,42000000.0,,288000000.0,72000000.0,1330000000.0,46000000.0,,,,128000000.0,42000000.0,,0.0,,4000000.0,488000000.0,,-43000000.0,,188000000.0,,,,,7961000000.0,70000000.0,,,1699000000.0,,-72000000.0,-20000000.0,196000000.0,2131000000.0,,62000000.0,,,,290000000.0,1330000000.0,3107000000.0,-25000000.0,191000000.0,4806000000.0,333000000.0,1579000000.0,67000000.0,,3107000000.0,,2140000000.0,,67000000.0,,,292000000.0,71000000.0,,,483000000.0,4806000000.0,758000000.0,6771000000.0,96000000.0,6434000000.0,,,70000000.0,327000000.0,212000000.0,4640000000.0,-78000000.0,96000000.0,2681000000.0,97000000.0,,2681000000.0,1094000000.0,920000000.0,1899000000.0,2131000000.0,,6771000000.0,333000000.0,-89000000.0,1965000000.0,,70000000.0,488000000.0,137000000.0,1722000000.0,237000000.0,,52000000.0,,,1965000000.0,1579000000.0,1699000000.0,,1899000000.0,,288000000.0,,,,,20000000.0,418000000.0,5000000.0,67000000.0,70707071.0,,,,,,,,,,,,,,,,,,,
978220800,,323000000.0,,,,,,,108000000.0,108000000.0,,,,,70000000.0,,67000000.0,39000000.0,1402000000.0,,,70238095.0,98000000.0,,,,,46000000.0,,-40000000.0,-110000000.0,268000000.0,,0.0,-1496000000.0,,,,,,2898000000.0,,,-9000000.0,-80000000.0,,,,,,0.84,41000000.0,,187000000.0,,,,,,,,,,,144000000.0,181000000.0,,,-31000000.0,1114000000.0,13000000.0,,,,202000000.0,,,,,2000000.0,,,,,,,,,,,,,,1563000000.0,,,-19000000.0,,1993000000.0,,58000000.0,,,,265000000.0,,,,,,,1619000000.0,,,2988000000.0,,2013000000.0,,,,,,,,70238095.0,,4551000000.0,147000000.0,6544000000.0,59000000.0,,,,,,,4551000000.0,,59000000.0,,59000000.0,,2621000000.0,,940000000.0,,,,,108000000.0,,,528000000.0,,528000000.0,135000000.0,1546000000.0,,,3000000.0,1123000000.0,,1993000000.0,,,,1874000000.0,0.84,174000000.0,,,,,-36000000.0,467000000.0,,108000000.0,,,,,,,,,,,,,,,,,,,,
985996800,,326000000.0,,,,,,,77000000.0,77000000.0,,,,,70000000.0,,108000000.0,18000000.0,1412000000.0,,,69696970.0,44000000.0,,,,,43000000.0,,-69000000.0,-4000000.0,266000000.0,,0.0,-1529000000.0,,,,,,2941000000.0,,,-2000000.0,-88000000.0,,,,,,0.66,-31000000.0,,49000000.0,,,,,,,,,,,87000000.0,31000000.0,,,-34000000.0,1119000000.0,10000000.0,,,,146000000.0,,,,,4000000.0,,,,,,,,,,,,,,1416000000.0,,,-19000000.0,,1875000000.0,,59000000.0,,,,267000000.0,,,,,,,1646000000.0,,,3080000000.0,,1778000000.0,,,,,,,,69696970.0,,4496000000.0,-20000000.0,6511000000.0,46000000.0,,,,,,,4636000000.0,,46000000.0,,26000000.0,,2694000000.0,,929000000.0,,,,,109000000.0,,,530000000.0,,503000000.0,119000000.0,1365000000.0,,,4000000.0,1055000000.0,,2015000000.0,,,,1889000000.0,0.66,262000000.0,,,,,-76000000.0,413000000.0,,77000000.0,,,,,,,,,,,,,,,,,,,,
993859200,,343000000.0,,,,,,,70000000.0,70000000.0,,,,,69000000.0,,77000000.0,130000000.0,1425000000.0,,,70609319.0,327000000.0,,,,,42000000.0,,-35000000.0,-178000000.0,115000000.0,,0.0,-1559000000.0,,,,,,2984000000.0,,,-7000000.0,-95000000.0,,,,,,2.82,-7000000.0,,282000000.0,,,,,,,,,,,369000000.0,18000000.0,,,15000000.0,1282000000.0,83000000.0,,,,430000000.0,,,,,5000000.0,,,,,,,,,,,,,,1415000000.0,,,-19000000.0,,2038000000.0,,61000000.0,,,,283000000.0,,,,,,,1824000000.0,,,3192000000.0,,2387000000.0,,,,,,,,69858156.0,,4607000000.0,247000000.0,6793000000.0,197000000.0,,,,,,,4755000000.0,,197000000.0,,197000000.0,,2783000000.0,,934000000.0,,,,,176000000.0,,,547000000.0,,507000000.0,334000000.0,1675000000.0,,,-13000000.0,1161000000.0,,2186000000.0,,,,1881000000.0,2.79,377000000.0,,,,,-111000000.0,712000000.0,,70000000.0,,,,,,,,,,,,,,,,,,,,
1001808000,4732000000.0,385000000.0,,,1440000000.0,236000000.0,828000000.0,915000000.0,236000000.0,236000000.0,5.99,2228000000.0,1101000000.0,,69000000.0,-472000000.0,70000000.0,88000000.0,1440000000.0,,,,213000000.0,,5000000.0,,3030000000.0,40000000.0,,-61000000.0,-180000000.0,85000000.0,,0.0,-1590000000.0,67000000.0,,,996000000.0,,3030000000.0,,,-31000000.0,-126000000.0,157000000.0,-274000000.0,1377000000.0,,,,166000000.0,,397000000.0,-1590000000.0,,-205000000.0,,,,,70320405.0,5.93,,251000000.0,20000000.0,,440000000.0,156000000.0,1392000000.0,51000000.0,,,,323000000.0,20000000.0,,0.0,,4000000.0,495000000.0,,169000000.0,,172000000.0,,,,,8547000000.0,69000000.0,528000000.0,,1497000000.0,,-126000000.0,-19000000.0,851000000.0,2213000000.0,,72000000.0,,,,313000000.0,1392000000.0,3222000000.0,106000000.0,275000000.0,4719000000.0,171000000.0,1920000000.0,236000000.0,,3222000000.0,,2369000000.0,,236000000.0,,,406000000.0,13000000.0,,,681000000.0,4719000000.0,336000000.0,6945000000.0,115000000.0,6319000000.0,,,417000000.0,85000000.0,710000000.0,4732000000.0,-76000000.0,115000000.0,2764000000.0,125000000.0,,2764000000.0,1127000000.0,996000000.0,1786000000.0,2213000000.0,,6945000000.0,171000000.0,-49000000.0,2226000000.0,528000000.0,417000000.0,495000000.0,240000000.0,1733000000.0,250000000.0,,19000000.0,1185000000.0,,2226000000.0,1920000000.0,1497000000.0,,1786000000.0,,440000000.0,1185000000.0,,,,-51000000.0,636000000.0,15000000.0,236000000.0,69616027.0,,,,,,,,,,,,,,,,,,,
1009756800,,321000000.0,,,,,,,264000000.0,264000000.0,,,,,69000000.0,,236000000.0,24000000.0,1430000000.0,,,70370370.0,62000000.0,,,,,36000000.0,,-44000000.0,-40000000.0,105000000.0,,0.0,-1616000000.0,,,,,,3046000000.0,,,,-128000000.0,,,,,,0.55,28000000.0,,112000000.0,,,,,,,,,,,98000000.0,249000000.0,,,-32000000.0,1065000000.0,-36000000.0,,,,151000000.0,,,,,4000000.0,,,,,,,,,,,,,,1419000000.0,,,-19000000.0,,1967000000.0,,53000000.0,,,,268000000.0,,,,,,,1939000000.0,,,2954000000.0,,1883000000.0,,,,,,,,69090909.0,,4373000000.0,68000000.0,6623000000.0,38000000.0,,,,,,,4656000000.0,,38000000.0,,38000000.0,,2697000000.0,,1010000000.0,,,,,85000000.0,,,529000000.0,,495000000.0,71000000.0,1464000000.0,,,5000000.0,1009000000.0,,2250000000.0,,,,1740000000.0,0.54,204000000.0,,,,,-44000000.0,419000000.0,,264000000.0,,,,,,,,,,,,,,,,,,,,
1017532800,,336000000.0,,,,,,,156000000.0,156000000.0,,,,,70000000.0,,264000000.0,-14000000.0,1424000000.0,,,67741935.0,-35000000.0,,,,,34000000.0,,-48000000.0,8000000.0,241000000.0,,0.0,-1639000000.0,,,,,,3063000000.0,,,,-133000000.0,,,,,,-0.31,-108000000.0,,-80000000.0,,,,,,,,,,,-1000000.0,96000000.0,,,-60000000.0,1060000000.0,-43000000.0,,,,53000000.0,,,,,7000000.0,,,,,,,,,,,,,,1397000000.0,,,-19000000.0,,1806000000.0,,53000000.0,,,,282000000.0,,,,,,,1899000000.0,,,2864000000.0,,1625000000.0,,,,,,,,67741935.0,,4261000000.0,-128000000.0,6476000000.0,-21000000.0,,,,,,,4670000000.0,,-21000000.0,,-21000000.0,,2716000000.0,,1019000000.0,,,,,91000000.0,,,530000000.0,,475000000.0,27000000.0,1290000000.0,,,15000000.0,972000000.0,,2215000000.0,,,,1625000000.0,-0.31,220000000.0,,,,,-36000000.0,335000000.0,,156000000.0,,,,,,,,,,,,,,,,,,,,
1025395200,,365000000.0,,,,,,,101000000.0,101000000.0,,,,,69000000.0,,156000000.0,39000000.0,1432000000.0,,,69892473.0,104000000.0,,,,,33000000.0,,-46000000.0,2000000.0,302000000.0,,-11000000.0,-1669000000.0,,,,,518000000.0,3101000000.0,,,,-108000000.0,,,,,,0.94,-55000000.0,,11000000.0,,,,,,,,,,,137000000.0,54000000.0,,,-8000000.0,1203000000.0,-23000000.0,,,,192000000.0,,,,,0.0,,,,,,,,,,,,,,1559000000.0,,,-19000000.0,,1935000000.0,,55000000.0,,,,311000000.0,,,,,,,1933000000.0,,,2862000000.0,,2139000000.0,,,,,,,,69148936.0,,4421000000.0,-35000000.0,6683000000.0,65000000.0,,,,,,,4748000000.0,,65000000.0,,65000000.0,,2798000000.0,,990000000.0,,,,,92000000.0,,,,,493000000.0,92000000.0,1637000000.0,,,-18000000.0,1126000000.0,,2262000000.0,,,,1600000000.0,0.93,272000000.0,,,,,-68000000.0,502000000.0,,101000000.0,,,,,,,,,,,,,,,,,,,,
