,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualFreeCashFlow,quarterlyCurrentAssets,annualAccountsPayable,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,annualTotalLiabilitiesNetMinorityInterest,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,annualChangeInAccountPayable,annualDilutedEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualEndCashPosition,annualChangeInWorkingCapital,annualDilutedAverageShares,annualOtherCurrentAssets,trailingTotalRevenue,annualOperatingIncome,quarterlyRetainedEarnings,quarterlyTotalNonCurrentAssets,trailingNetIncome,annualCashAndCashEquivalents,trailingEndCashPosition,quarterlyTotalRevenue,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,trailingPretaxIncome,trailingTaxProvision,quarterlyDilutedEPS,annualCashDividendsPaid,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,annualInvestmentsAndAdvances,annualPretaxIncome,annualNetIncomeContinuousOperations,quarterlyTotalAssets,trailingOperatingIncome,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,quarterlyFreeCashFlow,annualBasicAverageShares,annualNetIncome,quarterlyNetIncome,annualOtherNonCurrentAssets,annualSaleOfInvestment,annualSellingGeneralAndAdministration,trailingSaleOfInvestment,quarterlyNetIncomeContinuousOperations,annualStockholdersEquity,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualRepurchaseOfCapitalStock,annualCurrentAssets,quarterlyOtherCurrentAssets,annualLongTermDebt,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,annualRetainedEarnings,quarterlyAccountsReceivable,annualCurrentLiabilities,annualCurrentAccruedExpenses,quarterlyEndCashPosition,quarterlyCostOfRevenue,quarterlyInvestingCashFlow,annualTotalAssets,trailingNetIncomeCommonStockholders,annualTaxProvision,annualDepreciationAndAmortization,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyBasicAverageShares,quarterlyBasicEPS,trailingChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyInventory,quarterlyGrossProfit,annualTotalNonCurrentAssets,quarterlyOperatingExpense,annualGrossProfit,quarterlyPretaxIncome,annualOtherIncomeExpense,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,trailingGrossProfit,annualOperatingCashFlow,annualNetPPE,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyRepaymentOfDebt,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNetPPE,trailingRepaymentOfDebt,quarterlyTaxProvision,quarterlyChangesInAccountReceivables,annualChangeInInventory,annualGrossPPE,trailingChangeInCashSupplementalAsReported,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,annualBeginningCashPosition,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,trailingOperatingExpense,annualCapitalExpenditure,quarterlyIncomeTaxPayable,annualOperatingExpense,trailingInvestingCashFlow,annualAccumulatedDepreciation,trailingDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,annualInvestingCashFlow,annualDeferredIncomeTax,annualChangesInAccountReceivables,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,annualBasicEPS,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,trailingInterestExpense,annualNonCurrentDeferredTaxesLiabilities,quarterlyCommonStockIssuance,quarterlyDilutedAverageShares,trailingCapitalExpenditure,annualNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyEbitda,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,trailingStockBasedCompensation,annualStockBasedCompensation,annualInventory,annualCashFlowFromContinuingFinancingActivities,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualInterestExpense,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualTotalRevenue,annualCapitalStock,trailingChangeInWorkingCapital,trailingBasicAverageShares,quarterlyGoodwill,trailingCommonStockIssuance,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,trailingOtherNonCashItems,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingPurchaseOfInvestment,quarterlyChangeInInventory,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingNetOtherInvestingChanges,annualIncomeTaxPayable,annualGoodwill,trailingChangeInInventory,annualOtherShortTermInvestments,trailingResearchAndDevelopment,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares
1041292800,23600000.0,,3384000.0,-2102000.0,-8505000.0,18699000.0,381000.0,,,,299724000.0,,,,0.778333,,,324000.0,-2152000.0,18270882.0,1155000.0,,30216000.0,128242000.0,434524000.0,,324000.0,,33085000.0,-1352000.0,,,,,-8405000.0,299724000.0,11450000.0,,23890000.0,14232000.0,453223000.0,,45033000.0,2716000.0,-756000.0,18270882.0,14232000.0,2716000.0,46424000.0,,,,2716000.0,153499000.0,274090000.0,,,18699000.0,1155000.0,110000000.0,-672000.0,11769000.0,128242000.0,10116000.0,23600000.0,11769000.0,324000.0,10363000.0,-4634000.0,453223000.0,,9658000.0,,153499000.0,14232000.0,110000000.0,,,,,29704000.0,,,898000.0,10116000.0,,499000.0,22722000.0,434524000.0,16667000.0,100619000.0,4702000.0,1477000.0,,,,29091000.0,380343000.0,324000.0,,638000.0,9516000.0,,44229000.0,324000.0,324000.0,380343000.0,,1986000.0,,,541919000.0,,,-3962000.0,11450000.0,1327000.0,,-161576000.0,1816000.0,1114000.0,46424000.0,,274090000.0,,5021000.0,,541919000.0,,-37596000.0,,70403000.0,,-161576000.0,,-314000.0,,3206000.0,,-38948000.0,2998000.0,,,,0.778333,,,6055000.0,11450000.0,,-5694000.0,,29704000.0,,,,,2678000.0,381000.0,3384000.0,9561000.0,13615000.0,-4697000.0,,,,499000.0,5160000.0,11450000.0,,7803000.0,,,145652000.0,9516000.0,,,,,,,,,,,,,,,,,,,,,,
1049068800,26686000.0,,,-2215000.0,,22246000.0,,,,,,,,,,,,,,,,,,131309000.0,448369000.0,,,,27791000.0,,,,,0.288333,,312686000.0,,,,,470615000.0,,,5282000.0,-2449000.0,,,5282000.0,,,,,5282000.0,,,,,,6675000.0,,-45000.0,12099000.0,,13773000.0,,,1798000.0,6784000.0,-8925000.0,,,,,157929000.0,,110000000.0,,18270882.0,0.288333,,34660000.0,,,53000.0,,,,21007000.0,,12582000.0,,6701000.0,,,1744000.0,,,,,,324000.0,9516000.0,,,1798000.0,1798000.0,400613000.0,,1419000.0,,,,,,-14250000.0,7600000.0,2086000.0,,-167379000.0,4663000.0,-1402000.0,39021000.0,,,,,,567992000.0,,,,,,,,1474000.0,,11801000.0,,,,,,,,,,8425000.0,7600000.0,,4186000.0,,,,18270882.0,,,2851000.0,6987000.0,4747000.0,12165000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,29720000.0,,,-2214000.0,,22325000.0,,,,,,,,,,,,,,,,,,133521000.0,470232000.0,,,,37968000.0,,,,,0.243333,,330860000.0,,,,,492557000.0,,,5964000.0,-11135000.0,,,5964000.0,,,,,4426000.0,,,,,,1296000.0,,-215000.0,18071000.0,,21029000.0,,,0.0,10249000.0,-23837000.0,,,,,161697000.0,,119798000.0,,18270882.0,0.243333,,36370000.0,,,-33000.0,,,,27719000.0,,18410000.0,,7479000.0,,,,,,,,,1798000.0,9516000.0,,,,,420089000.0,,3053000.0,,,,,,-23622000.0,6300000.0,2106000.0,,-168798000.0,3180000.0,9552000.0,41403000.0,,,,,,588887000.0,,,,,,,,-1798000.0,,12487000.0,,,,,,,,,,9309000.0,6300000.0,,2734000.0,,,,18270882.0,,,1710000.0,5349000.0,6285000.0,13134000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,23982000.0,,,-2216000.0,,40091000.0,,,,,,,,,,,,,,,,,,137272000.0,471821000.0,,,,49334000.0,,,,,0.326667,,347207000.0,,,,,511912000.0,,,5967000.0,-194000.0,,,5967000.0,,,,,5967000.0,,,,,,2080000.0,,-236000.0,19491000.0,,24386000.0,,,13625000.0,15518000.0,-8242000.0,,,,,164705000.0,,139798000.0,,18266327.0,0.326667,,36070000.0,,,-51000.0,,,,33816000.0,,21905000.0,,9991000.0,,,,,,,,,0.0,9516000.0,,,13625000.0,13625000.0,423968000.0,,4024000.0,,,,,,-8006000.0,,2178000.0,,-174315000.0,2615000.0,14055000.0,39107000.0,,,,,,598283000.0,,,,,,,,13625000.0,,7812000.0,,,,,,,,,,11911000.0,0.0,,-2329000.0,,,,18266327.0,,,-299000.0,4491000.0,4786000.0,15742000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,15076000.0,,5419000.0,-2216000.0,-20355000.0,27098000.0,2217000.0,,,,345349000.0,,,,0.34,,,10036000.0,4225000.0,54890856.0,1534000.0,,36507000.0,138058000.0,484619000.0,,10036000.0,,34639000.0,-780000.0,,,,,-8861000.0,345349000.0,184000.0,,29200000.0,18677000.0,511717000.0,,42004000.0,3002000.0,-6577000.0,54812646.0,18677000.0,3002000.0,40290000.0,,,,3002000.0,166368000.0,328298000.0,,,27098000.0,1534000.0,139614000.0,-284000.0,12675000.0,138058000.0,8838000.0,15076000.0,12675000.0,10036000.0,9453000.0,-16748000.0,511717000.0,,10523000.0,,166368000.0,18677000.0,139614000.0,,,,,38207000.0,,,-1834000.0,8838000.0,,485000.0,25186000.0,484619000.0,15294000.0,107728000.0,5029000.0,1164000.0,,,,41987000.0,436353000.0,10036000.0,,13625000.0,9516000.0,,51732000.0,10036000.0,10036000.0,436353000.0,,2027000.0,,,611338000.0,,,-16464000.0,184000.0,2101000.0,,-174985000.0,5532000.0,3272000.0,40290000.0,,328298000.0,,324000.0,,611338000.0,,-62342000.0,,71221000.0,,-174985000.0,,-3589000.0,,9887000.0,,-57752000.0,6398000.0,,,,0.34,,,9892000.0,184000.0,,-366000.0,,38207000.0,,,,,2136000.0,2217000.0,5419000.0,13721000.0,15990000.0,9712000.0,,,,485000.0,25477000.0,184000.0,,8471000.0,,,149732000.0,9516000.0,,,,,,,,,,,,,,,,,,,,,,
1080691200,19613000.0,,,,,27075000.0,,,,279000.0,,,4310000.0,,,,,,,,,,,137503000.0,496592000.0,,,,31063000.0,,,,,0.095,,356971000.0,,,,,523667000.0,,,1774000.0,1402000.0,,,1774000.0,,,,,1774000.0,,,,,,1802000.0,,-19000.0,12386000.0,,15243000.0,,,10030000.0,7324000.0,-12024000.0,,,,,166696000.0,,143935000.0,,18270882.0,0.095,,39733000.0,,,171000.0,,,,23739000.0,,18510000.0,,3018000.0,,,,,,,,,10278000.0,9516000.0,,,10030000.0,10030000.0,448360000.0,,1244000.0,,,,,,-12005000.0,139000.0,2382000.0,,-182210000.0,756000.0,-1631000.0,40167000.0,,,,,,630570000.0,,,,,,,,-248000.0,,13407000.0,,,,,,,,,,5229000.0,139000.0,,5129000.0,,,,18375780.0,,,1526000.0,7088000.0,5996000.0,9622000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,23807000.0,,,,,29680000.0,,,,-1093000.0,,,4484000.0,,,,,,,,,,,140040000.0,499798000.0,,,,45609000.0,,,,,0.265,,360556000.0,,,,,529478000.0,,,4807000.0,-2824000.0,,,4807000.0,,,,,4807000.0,,,,,,1918000.0,,-139000.0,18346000.0,,22492000.0,,,5270000.0,13263000.0,-8937000.0,,,,,168922000.0,,143917000.0,,18139623.0,0.265,,40767000.0,,,79000.0,,,,32346000.0,,21884000.0,,8159000.0,,,,,,,,,10030000.0,9520000.0,,,5270000.0,5270000.0,451998000.0,,3352000.0,,,,,,-8798000.0,93000.0,2382000.0,,-186892000.0,569000.0,-1797000.0,39463000.0,,,,,,638890000.0,,,,,,,,-4760000.0,,5974000.0,,,,,,,,,,10462000.0,93000.0,,-3756000.0,,,,18139623.0,,,1034000.0,5368000.0,5516000.0,15169000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,28603000.0,,,-2391000.0,,33174000.0,,,,-543000.0,,,4462000.0,,,,,,,,,,,143240000.0,509722000.0,,,,52297000.0,,,,,0.3,,369446000.0,,,,,542896000.0,,,5530000.0,2127000.0,,,5530000.0,,,,,5530000.0,,,,,,2589000.0,,-119000.0,21783000.0,,24096000.0,,,6489000.0,16504000.0,-12771000.0,,,,,173450000.0,,143898000.0,,18131148.0,0.305,,42715000.0,,,162000.0,,,,35793000.0,,24093000.0,,9490000.0,,,,,,,,,5270000.0,9516000.0,,,6489000.0,6489000.0,459487000.0,,3960000.0,,,,,,-12652000.0,47000.0,2372000.0,,-191433000.0,1771000.0,-789000.0,41826000.0,,,,,,650920000.0,,,,,,,,1219000.0,,14779000.0,-104000.0,,,,,,,,,11700000.0,47000.0,,2923000.0,,,,18433333.0,,,1948000.0,6773000.0,6698000.0,16389000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,15351000.0,,12344000.0,-2329000.0,-1032000.0,28370000.0,870000.0,19000.0,,1941000.0,367461000.0,,4029000.0,,1.075,,,10899000.0,-5010000.0,18394842.0,8257000.0,,39537000.0,148525000.0,523782000.0,,10899000.0,,37942000.0,6779000.0,,,,,-9319000.0,367461000.0,275000.0,,31430000.0,19786000.0,552152000.0,,46731000.0,7675000.0,-1737000.0,18273198.0,19786000.0,7675000.0,49005000.0,,17285000.0,,7675000.0,184691000.0,350195000.0,584000.0,-144000.0,28370000.0,8257000.0,143604000.0,7056000.0,14206000.0,148525000.0,8655000.0,15351000.0,14206000.0,10899000.0,9640000.0,-1752000.0,552152000.0,,11644000.0,,184691000.0,19786000.0,143604000.0,,,,,51422000.0,,,1651000.0,8655000.0,,559000.0,28302000.0,523782000.0,16156000.0,120180000.0,10763000.0,2063000.0,,,,41231000.0,462356000.0,10899000.0,,6489000.0,9516000.0,,58018000.0,10899000.0,10899000.0,462356000.0,,3088000.0,,-192000.0,654744000.0,,,-8808000.0,275000.0,3034000.0,,-192388000.0,1474000.0,-909000.0,49005000.0,,350195000.0,,10278000.0,,654744000.0,,-42263000.0,,80643000.0,,-192388000.0,,4410000.0,,7071000.0,-7000.0,-35484000.0,10110000.0,,,,1.085,,,12146000.0,275000.0,,-9306000.0,,51422000.0,,,,,5602000.0,870000.0,12344000.0,16838000.0,4570000.0,621000.0,,,,559000.0,-5126000.0,275000.0,,10170000.0,,,166911000.0,9516000.0,,,,,,,,,,,,,,,,,,,,,,
1112227200,18301000.0,,,-2444000.0,,30343000.0,,,,2708000.0,,,4549000.0,,,,,,,,,,,148763000.0,524445000.0,,,,33306000.0,,,,,0.145,,372180000.0,,,,,554788000.0,,,2681000.0,2173000.0,,,2681000.0,,,,,2681000.0,,,,,,1269000.0,,0.0,13752000.0,,8261000.0,,,13639000.0,7683000.0,-10905000.0,,,,,182608000.0,,143604000.0,,18271026.0,0.145,,49904000.0,,,417000.0,,,540000.0,25623000.0,,18823000.0,,4601000.0,,,4357000.0,,,,,,10899000.0,9516000.0,,,13639000.0,13639000.0,467600000.0,,1920000.0,,,,,,-10958000.0,208000.0,2616000.0,,-197958000.0,3020000.0,514000.0,44314000.0,,,,,,665558000.0,,,,,,,,2740000.0,,13131000.0,,,,,,,,,,6800000.0,208000.0,,3783000.0,,,4000.0,18441938.0,,,-1518000.0,4341000.0,9566000.0,11823000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,23807000.0,,,-2444000.0,,40230000.0,,,,-2642000.0,,,5038000.0,,,,,,,,,,,152034000.0,530885000.0,,,,44799000.0,,,,,0.31,,382473000.0,,,,,571115000.0,,,5715000.0,-3705000.0,,,5715000.0,,,,,5715000.0,,356781000.0,,,,6693000.0,,-2922000.0,19931000.0,,9331000.0,,,9670000.0,12756000.0,-13677000.0,,,,,188642000.0,,145557000.0,,18272344.0,0.315,,50795000.0,,,262000.0,,,605000.0,32043000.0,,20259000.0,,9663000.0,,,,,,,,,13639000.0,9521000.0,,,9670000.0,9670000.0,470267000.0,,3948000.0,,,,,,-10702000.0,141000.0,2383000.0,,-203251000.0,3444000.0,2711000.0,49034000.0,,,,,,673518000.0,,,,,,,,-3969000.0,,6997000.0,,,,,,,,,,11784000.0,141000.0,,-2060000.0,,,12000.0,18465416.0,,,891000.0,3735000.0,12272000.0,16647000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,26770000.0,,,-2444000.0,,46414000.0,,,,711000.0,,,5311000.0,,,,,,,,,,,158816000.0,541739000.0,,,,58469000.0,,,,,0.5,,390074000.0,,,,,588153000.0,,,9227000.0,-4663000.0,,,9227000.0,,,,,9227000.0,,361435000.0,,,,2670000.0,,-117000.0,20680000.0,,16708000.0,,,11152000.0,17384000.0,-6260000.0,,,,,198079000.0,,145557000.0,,18270882.0,0.505,,52679000.0,,,251000.0,,,635000.0,41085000.0,,23972000.0,,14982000.0,,,,,,,,,9670000.0,9521000.0,,,11152000.0,11152000.0,477696000.0,,5755000.0,,,,,,-12507000.0,72000.0,2382000.0,,-208074000.0,2411000.0,-102000.0,52459000.0,,,,,,685770000.0,,,,,,,,1482000.0,,7844000.0,0.0,,,,,,,,,17113000.0,72000.0,,-7444000.0,,,0.0,18500982.0,,,1124000.0,6018000.0,14648000.0,22155000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,20944000.0,,10436000.0,-2445000.0,-9148000.0,31692000.0,5120000.0,21000.0,,5000.0,391801000.0,,5798000.0,,0.59,,,9398000.0,-1704000.0,36960404.0,1819000.0,,44885000.0,160588000.0,556017000.0,,9398000.0,,43530000.0,-158000.0,,,,,-9777000.0,391801000.0,332000.0,,36613000.0,21840000.0,587709000.0,,49271000.0,4217000.0,-2953000.0,36542560.0,21840000.0,4217000.0,48969000.0,,20697000.0,,4217000.0,195908000.0,369003000.0,782000.0,-185000.0,31692000.0,1819000.0,145281000.0,-69000.0,15492000.0,160588000.0,11145000.0,20944000.0,15492000.0,9398000.0,11448000.0,-17671000.0,587709000.0,,14773000.0,,195908000.0,21840000.0,145281000.0,,,,,54100000.0,,,1217000.0,11145000.0,,624000.0,32082000.0,556017000.0,22893000.0,130834000.0,7368000.0,1921000.0,,,,42621000.0,490058000.0,9398000.0,,11152000.0,9516000.0,,64539000.0,9398000.0,9398000.0,490058000.0,,3151000.0,,-83000.0,702837000.0,,,-17602000.0,332000.0,3038000.0,,-212779000.0,3723000.0,1268000.0,48969000.0,,369003000.0,,10899000.0,,702837000.0,,-51769000.0,,85949000.0,,-212779000.0,,-1754000.0,,14649000.0,0.0,-48513000.0,1918000.0,,,,0.6,,,9189000.0,332000.0,,4017000.0,,54100000.0,5000.0,,,,1421000.0,5120000.0,10436000.0,13915000.0,12598000.0,-1501000.0,,,,624000.0,4391000.0,332000.0,,10193000.0,,,180105000.0,9516000.0,,,,,,,,,,,,,,,,,,,,,,
1143763200,20309000.0,,,-2581000.0,,31636000.0,,,,,,,5091000.0,,,,,,,,,,,162210000.0,568109000.0,,,,33741000.0,,,,,0.23,,397421000.0,,,,,599745000.0,,,4203000.0,-1895000.0,,,4203000.0,,,,,4203000.0,,,,,,4391000.0,,0.0,15336000.0,,9357000.0,,,9817000.0,7213000.0,-10615000.0,,,,,202324000.0,,145163000.0,,18271270.0,0.23,,57901000.0,,,2002000.0,,,634000.0,26528000.0,,19853000.0,,6097000.0,,,3953000.0,,,,,,9398000.0,9516000.0,,,9817000.0,9817000.0,494658000.0,,1894000.0,,,,,,-13354000.0,378000.0,2580000.0,,-216852000.0,0.0,-425000.0,56379000.0,,,,,,711510000.0,,,,,,,,419000.0,,11459000.0,,,,,,,,,,6675000.0,378000.0,,430000.0,,,10000.0,18530097.0,,,2814000.0,4595000.0,14862000.0,11865000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,50232000.0,,,-2581000.0,,33885000.0,,,,,,,4947000.0,,,,,,,,,,,166100000.0,597160000.0,,,,47873000.0,,,,,0.35,,430456000.0,,,,,631045000.0,,,6471000.0,-18442000.0,,,6471000.0,,,,,6471000.0,,378399000.0,,,,3901000.0,,3585000.0,23125000.0,,10944000.0,,,2562000.0,12674000.0,-25675000.0,,,,,200589000.0,,148925000.0,,18271608.0,0.35,,53370000.0,,,98000.0,,,662000.0,35199000.0,,22017000.0,,11016000.0,,,,,,,,,9817000.0,9516000.0,,,2562000.0,2562000.0,533867000.0,,4545000.0,,,,,,-29260000.0,23389000.0,2264000.0,,-229420000.0,-14372000.0,7602000.0,46221000.0,,,,,,763287000.0,,,,,,,,-7255000.0,,10818000.0,,,,,,,,,,13182000.0,23389000.0,,3196000.0,,,0.0,18530671.0,,,-4531000.0,3718000.0,8820000.0,18468000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,60228000.0,,,-2582000.0,,41010000.0,,,,37000.0,,,5632000.0,,,,,,,,,,,172208000.0,607376000.0,,,,63119000.0,,,,,0.48,,440899000.0,,,,,648386000.0,,,8858000.0,-6173000.0,,,8858000.0,,,,,8858000.0,,378862000.0,,,,4724000.0,,-101000.0,22360000.0,,14683000.0,,,2896000.0,18482000.0,-15736000.0,,,,,207487000.0,,148692000.0,,18277728.0,0.48,,53603000.0,,,-160000.0,,,653000.0,44637000.0,,27117000.0,,14977000.0,,,,,,,,,2562000.0,9521000.0,,,2896000.0,2896000.0,543302000.0,,6119000.0,,,,,,-15635000.0,28494000.0,2383000.0,,-235639000.0,4317000.0,6608000.0,47002000.0,,,,,,778941000.0,,,,,,,,334000.0,,9462000.0,,,,,,,,,,17520000.0,28494000.0,,-6111000.0,,,0.0,18558508.0,,,234000.0,9374000.0,9592000.0,23028000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,37246000.0,,15517000.0,-2582000.0,-27235000.0,59475000.0,7267000.0,10000.0,,102000.0,477682000.0,,5438000.0,,2.08,,,3788000.0,-10666000.0,18528896.0,32799000.0,,46851000.0,186876000.0,646389000.0,,3788000.0,,44504000.0,-31261000.0,,,,,-10326000.0,477682000.0,15985000.0,,53879000.0,38581000.0,705864000.0,,50066000.0,19049000.0,-725000.0,18275505.0,38581000.0,19049000.0,49095000.0,,21108000.0,,19049000.0,228182000.0,438641000.0,892000.0,,59475000.0,32799000.0,163648000.0,-30662000.0,13994000.0,186876000.0,10889000.0,37246000.0,13994000.0,3788000.0,11696000.0,-13279000.0,705864000.0,,15298000.0,,228182000.0,38581000.0,163648000.0,,,,,83347000.0,,,15903000.0,10889000.0,,932000.0,32808000.0,646389000.0,23334000.0,139172000.0,21789000.0,18153000.0,,,,44524000.0,546811000.0,3788000.0,,2896000.0,9522000.0,,68150000.0,3788000.0,3788000.0,546811000.0,,2740000.0,,,784287000.0,,,-13510000.0,15985000.0,3588000.0,,-237476000.0,21472000.0,1386000.0,49095000.0,,438641000.0,,9398000.0,,784287000.0,,-71759000.0,,92321000.0,,-237476000.0,,892000.0,,12785000.0,,-65305000.0,10773000.0,,,,2.11,,,9474000.0,15985000.0,,-8181000.0,,83347000.0,0.0,,,,12256000.0,7267000.0,15517000.0,14789000.0,11417000.0,-5610000.0,,,,932000.0,15171000.0,15985000.0,,11125000.0,,,189238000.0,9522000.0,,,,,,,,,,,,,,,,,,,,,,
1175299200,19834000.0,,,-2766000.0,,25846000.0,,,,1644000.0,,,5790000.0,,,,,,,,,,,186612000.0,699072000.0,,,,39017000.0,,,,,0.11,,497211000.0,,,,,724918000.0,,,2122000.0,-51602000.0,,,2122000.0,,,,,2122000.0,,,,,,1214000.0,,31190000.0,14839000.0,,10304000.0,,,2691000.0,10238000.0,-31630000.0,,,,,227707000.0,,196836000.0,,18300260.0,0.12,,82087000.0,,,904000.0,,,820000.0,28779000.0,,22964000.0,,3528000.0,,,,,,,,,3788000.0,9538000.0,,,2691000.0,2691000.0,601816000.0,,1406000.0,,,,,,-62820000.0,644000.0,3191000.0,,-243463000.0,3934000.0,19315000.0,46773000.0,,,,,,845279000.0,,,,,,,,-1097000.0,,11218000.0,,,,,,,,,,5815000.0,644000.0,,3098000.0,,,301000.0,18526120.0,,,-1259000.0,4351000.0,14167000.0,11428000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,34546000.0,,,-2772000.0,,38075000.0,,,,-487000.0,,,5265000.0,,,,,,,,,,,189192000.0,707848000.0,,,,55135000.0,,,,,0.29,,515773000.0,,,,,745923000.0,,,5406000.0,-1871000.0,,,5406000.0,,,,,5406000.0,,479462000.0,,,,1080000.0,,-606000.0,25351000.0,,12500000.0,,,5693000.0,15551000.0,-15907000.0,,,,,230150000.0,,196690000.0,,18324819.0,0.3,,80372000.0,,,550000.0,,,895000.0,39584000.0,,27689000.0,,9241000.0,,,,,,,,,2691000.0,9549000.0,,,5693000.0,5693000.0,604026000.0,,3835000.0,,,,,,-15301000.0,4113000.0,3204000.0,,-248851000.0,4845000.0,5479000.0,45900000.0,,,,,,852877000.0,,,,,,,,3002000.0,,13430000.0,,,,,,,,,,11895000.0,4113000.0,,4555000.0,,,82000.0,18539267.0,,,-1716000.0,5082000.0,13629000.0,17567000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,41063000.0,,,-2774000.0,,38606000.0,,,,-578000.0,,,5575000.0,,,,,,,,,,,194377000.0,723000000.0,,,,64847000.0,,,,,0.43,,524822000.0,,,,,761606000.0,,,8011000.0,-8197000.0,,,8011000.0,,,,,8011000.0,,482009000.0,,,,1971000.0,,-216000.0,24931000.0,,14826000.0,,,2227000.0,19325000.0,-17294000.0,,,,,236784000.0,,196461000.0,,18350007.0,0.44,,80445000.0,,,527000.0,,,871000.0,45522000.0,,29613000.0,,13189000.0,,,,,,,,,5693000.0,9563000.0,,,2227000.0,2227000.0,625588000.0,,5178000.0,,,,,,-17078000.0,8154000.0,3247000.0,,-255127000.0,2901000.0,4947000.0,47831000.0,,,,,,880715000.0,,,,,,,,-3466000.0,,8881000.0,,,,,,,,,,15909000.0,8154000.0,,-4315000.0,,,1009000.0,18561631.0,,,73000.0,7978000.0,14270000.0,21599000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
