date,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualTotalNonCurrentAssets,quarterlyPurchaseOfBusiness,annualNetPPE,annualOtherIncomeExpense,annualCashCashEquivalentsAndMarketableSecurities,trailingGrossProfit,annualOperatingCashFlow,annualGrossProfit,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyPretaxIncome,annualChangeInInventory,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyCurrentDebt,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCurrentLiabilities,trailingOtherNonCashItems,annualBeginningCashPosition,annualPurchaseOfBusiness,trailingOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlySaleOfInvestment,trailingDeferredIncomeTax,annualInvestingCashFlow,annualDeferredIncomeTax,quarterlyDilutedEPS,annualCapitalExpenditure,annualAccumulatedDepreciation,annualBasicEPS,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,trailingPurchaseOfInvestment,quarterlyCommonStockIssuance,trailingCapitalExpenditure,quarterlyAccountsPayable,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,trailingOperatingExpense,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,quarterlyDilutedAverageShares,annualChangesInAccountReceivables,annualNonCurrentDeferredRevenue,annualStockBasedCompensation,quarterlyNetPPE,trailingStockBasedCompensation,annualGoodwill,annualCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,trailingInterestExpense,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualInventory,quarterlyEbitda,trailingChangeInInventory,annualChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualCapitalStock,annualTotalRevenue,trailingChangesInAccountReceivables,trailingChangeInWorkingCapital,annualInterestExpense,quarterlyCurrentAssets,annualCommonStockIssuance,annualFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,trailingFreeCashFlow,annualOtherShortTermInvestments,annualAccountsPayable,annualTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingTotalRevenue,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,annualChangeInWorkingCapital,annualDilutedEPS,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualOtherCurrentAssets,annualOperatingIncome,annualEndCashPosition,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualBasicAverageShares,quarterlyTotalNonCurrentAssets,trailingNetIncome,trailingEndCashPosition,annualNetOtherInvestingChanges,quarterlyTotalRevenue,trailingPretaxIncome,annualCashAndCashEquivalents,trailingTaxProvision,quarterlyPurchaseOfInvestment,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualPretaxIncome,quarterlyFreeCashFlow,annualCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncome,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,quarterlyTotalAssets,annualCashDividendsPaid,annualOtherNonCurrentAssets,trailingSaleOfInvestment,annualSaleOfInvestment,quarterlyOtherNonCurrentAssets,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualSellingGeneralAndAdministration,annualCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualStockholdersEquity,annualOtherNonCashItems,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyInventory,annualRetainedEarnings,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyAccountsReceivable,annualTotalAssets,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualTaxProvision,annualDilutedAverageShares,annualDepreciationAndAmortization,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,quarterlyGoodwill,annualCurrentLiabilities,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyBasicAverageShares,quarterlyCurrentDeferredRevenue,quarterlyBasicEPS,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyOperatingExpense,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,quarterlyStockBasedCompensation,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingPurchaseOfBusiness,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyDeferredIncomeTax,trailingChangeInAccountPayable,trailingResearchAndDevelopment,trailingDilutedAverageShares
1997-12-31,,,240632000000.0,,34594000000.0,-9670000000.0,22453000000.0,,27634000000.0,35008000000.0,25310000000.0,22453000000.0,0.0,7934000000.0,1203000000.0,,,1066000000.0,3140000000.0,1234000000.0,,,1129000000.0,,-3177000000.0,,-7012000000.0,,3085000000.0,28899000000.0,,7267000000.0,-40000000.0,,-473000000.0,-1267000000.0,,14727000000.0,,1358000000.0,5557000000.0,1358000000.0,,8289000000.0,,698000000.0,,-36076000000.0,,,-9675000000.0,,3.660089,790000000.0,5475000000.0,0.0,,,81000000.0,,11997000000.0,,,,,7865000000.0,,77000000.0,7865000000.0,,34594000000.0,,,9200000000.0,-463000000.0,,0.0,,5468000000.0,4954000000.0,,667000000.0,-3110000000.0,-18883000000.0,1203000000.0,153627000000.0,,,788000000.0,38465000000.0,763000000.0,17959000000.0,-1267000000.0,-492000000.0,37830000000.0,8033000000.0,,14519000000.0,11997000000.0,248363000000.0,-10450000000.0,210533000000.0,,,,-301000000.0,5044000000.0,3.577339,,14519000000.0,3782000000.0,20281000000.0,7934000000.0,25234000000.0,210533000000.0,1877345000.0,240632000000.0,,,-26784000000.0,41064000000.0,,7934000000.0,,-781000000.0,7198000000.0,118619000000.0,10939000000.0,5112000000.0,,248363000000.0,6920000000.0,1129000000.0,1783000000.0,,4158000000.0,279097000000.0,-2020000000.0,21752000000.0,,3533000000.0,21752000000.0,1796000000.0,2074000000.0,7082000000.0,38465000000.0,28899000000.0,167118000000.0,30734000000.0,-1779000000.0,,3782000000.0,-7329000000.0,5468000000.0,25234000000.0,-10629000000.0,-10676000000.0,7934000000.0,,279097000000.0,16250000000.0,33795000000.0,3741000000.0,1919303559.0,13583000000.0,6866000000.0,,,37830000000.0,16250000000.0,30734000000.0,5557000000.0,,,,,,167118000000.0,4158000000.0,1794000000.0,7269000000.0,,,,,,,,,,,,,,,,
1998-03-31,,,,,,,,,,,,8228000000.0,7934000000.0,8228000000.0,,,,972000000.0,2663000000.0,,,,114176000000.0,-26004000000.0,-2920000000.0,,2569000000.0,,1801000000.0,,,,,,-1181000000.0,,-420000000.0,,,,,,61442000000.0,7596000000.0,,553000000.0,,,,14.23,,,,294000000.0,4986000000.0,18908000000.0,,,93000000.0,,21253000000.0,,,,,,1792711676.0,,,,35438000000.0,,,,,,,,,7023000000.0,,,,,,,,,,38911000000.0,,,,-520000000.0,154337000000.0,2037000000.0,,,,,3868000000.0,,,,,2394000000.0,,,,,,,,16819000000.0,46726000000.0,,184327000000.0,,,,36584000000.0,,,,-692000000.0,,,,4676000000.0,,201063000000.0,,,17551000000.0,,,223238000000.0,,,,,148889000000.0,17646000000.0,1691000000.0,,,33716000000.0,,,,,21350000000.0,-6104000000.0,6340000000.0,,-9163000000.0,312000000.0,0.0,,,,27167000000.0,,,,,,,,,21497000000.0,5633000000.0,,,1792711676.0,,14.23,7377000000.0,,4431000000.0,9417000000.0,,,,,,,,,,,,,,,,
1998-06-30,,,,,,,,,,,,6687000000.0,0.0,6687000000.0,,,,1192000000.0,3573000000.0,,,,116605000000.0,-42811000000.0,-1201000000.0,,2033000000.0,,-1890000000.0,,,,,,-554000000.0,,-389000000.0,,,,,,78658000000.0,7562000000.0,,845000000.0,,,,1.91,,,,-1541000000.0,5298000000.0,22837000000.0,,,117000000.0,,11985000000.0,,,,,,1244502618.0,,,,35847000000.0,,,,,,,,,7456000000.0,,,,,,,,,,39561000000.0,,,,-3754000000.0,151427000000.0,2158000000.0,,,,,3023000000.0,,,,,2430000000.0,,,,,,,,18688000000.0,53096000000.0,,188710000000.0,,,,37289000000.0,,,,-1065000000.0,,,,6361000000.0,,204523000000.0,,,2377000000.0,,,228271000000.0,,,,,152863000000.0,2381000000.0,2381000000.0,,,39928000000.0,,,,,24502000000.0,-5770000000.0,5551000000.0,,-7191000000.0,336000000.0,0.0,,,,27403000000.0,,,,,,,,,23070000000.0,5803000000.0,,,1212755102.0,,1.96,7365000000.0,,4588000000.0,9886000000.0,,,,,,,,,,,,,,,,
1998-09-30,,,,,,,,,,,,6382000000.0,0.0,6382000000.0,,,,482000000.0,1483000000.0,,,,114937000000.0,-43117000000.0,-2055000000.0,,2028000000.0,,-1718000000.0,,,,,,417000000.0,,-57000000.0,,,,,,79597000000.0,3885000000.0,,52694000000.0,,,,0.8,,,,-305000000.0,3196000000.0,20306000000.0,,,-3000000.0,,18774000000.0,,,,,,1246250000.0,,,,36480000000.0,,,,,,,,,5416000000.0,,,,,,,,,,40754000000.0,,,,-517000000.0,154017000000.0,2220000000.0,,,,,664000000.0,,,,,1971000000.0,,,,,,,,19176000000.0,50102000000.0,,187760000000.0,,,,32640000000.0,,,,-62453000000.0,,,,1830000000.0,,204119000000.0,,,997000000.0,,,228514000000.0,,,,,151280000000.0,1001000000.0,1001000000.0,,,35592000000.0,,,,,24972000000.0,9359000000.0,6387000000.0,,-2455000000.0,345000000.0,0.0,,,,25253000000.0,,,,,,,,,23718000000.0,5856000000.0,,,1230864198.0,,0.81,8654000000.0,,4191000000.0,7387000000.0,,,,,,,,,,,,,,,,
1998-12-31,,,197685000000.0,,37320000000.0,9501000000.0,24956000000.0,,23100000000.0,31598000000.0,40554000000.0,24956000000.0,0.0,4836000000.0,1222000000.0,,,530000000.0,17677000000.0,-254000000.0,,,1121000000.0,,-4231000000.0,,-5801000000.0,,7813000000.0,30133000000.0,,7934000000.0,-344000000.0,,-316000000.0,-1670000000.0,-223000000.0,16205000000.0,,1404000000.0,6239000000.0,1404000000.0,,4057000000.0,,-51231000000.0,,-32296000000.0,,,-10407000000.0,,11.565882,-1546000000.0,1913000000.0,0.0,,,-50000000.0,,13368000000.0,,,,,6034000000.0,,-162000000.0,6034000000.0,,37320000000.0,,,6006000000.0,-1634000000.0,,0.0,,5656000000.0,20659000000.0,,-3098000000.0,-2860000000.0,-18231000000.0,1222000000.0,144416000000.0,,,829000000.0,39860000000.0,157000000.0,12693000000.0,-1670000000.0,-557000000.0,39198000000.0,7914000000.0,,20120000000.0,13368000000.0,214136000000.0,-11826000000.0,174938000000.0,,,,707000000.0,4331000000.0,11.304901,,20120000000.0,3405000000.0,15393000000.0,4836000000.0,19659000000.0,174938000000.0,1902481000.0,197685000000.0,,,-21546000000.0,37903000000.0,,4836000000.0,,61350000000.0,22220000000.0,112818000000.0,25396000000.0,-174000000.0,,214136000000.0,22071000000.0,1121000000.0,1039000000.0,,3369000000.0,237545000000.0,-5348000000.0,20366000000.0,,2861000000.0,20366000000.0,1043000000.0,17147000000.0,7616000000.0,39860000000.0,30133000000.0,131037000000.0,23409000000.0,-4271000000.0,-1089000000.0,3405000000.0,-19031000000.0,5656000000.0,19659000000.0,-13487000000.0,8508000000.0,4836000000.0,,237545000000.0,16925000000.0,33109000000.0,3176000000.0,1942874099.0,14329000000.0,21964000000.0,,,39198000000.0,16925000000.0,23409000000.0,6239000000.0,,,,,,131037000000.0,3369000000.0,2881000000.0,4794000000.0,,,,,,,,,,,,,,,,
1999-03-31,,,,,,,,,,,,5930000000.0,4836000000.0,5930000000.0,,,,1005000000.0,2984000000.0,,,,1501000000.0,-26840000000.0,-5216000000.0,,2181000000.0,,3895000000.0,,,,,,144000000.0,,-136000000.0,,,,,,63722000000.0,5808000000.0,,688000000.0,,,,1.59,,,,1094000000.0,4794000000.0,21529000000.0,,,,,18393000000.0,,,,,,1792193295.0,,,,36882000000.0,,,,,,,,,6951000000.0,,,,,,,,,,40036000000.0,,,,-562000000.0,41423000000.0,2157000000.0,,,,,1672000000.0,,,,,2322000000.0,,,,,,,,21077000000.0,179665000000.0,,206475000000.0,,,,37885000000.0,,,,-701000000.0,,,,592000000.0,,221088000000.0,,,1975000000.0,,,246511000000.0,,,,,169593000000.0,1979000000.0,1979000000.0,,,38303000000.0,,,,,25896000000.0,-3197000000.0,5542000000.0,,-8426000000.0,390000000.0,0.0,,,,28612000000.0,,,,,,,,,24747000000.0,6499000000.0,,,1792193295.0,,1.65,134863000000.0,,4479000000.0,9273000000.0,,,,,,,,,,,,,,,,
1999-06-30,,,,,,,,,,,,5619000000.0,0.0,5619000000.0,,,,1198000000.0,3536000000.0,,,,1348000000.0,-26840000000.0,-4503000000.0,,2171000000.0,,3471000000.0,,,,,,474000000.0,,-988000000.0,,,,,,66615000000.0,8740000000.0,,590000000.0,,,,1.89,,,,-311000000.0,5395000000.0,26180000000.0,,,,,17444000000.0,,,,,,1234920635.0,,,,39775000000.0,,,,,,,,,7786000000.0,,,,,,,,,,43121000000.0,,,,316000000.0,44972000000.0,2391000000.0,,,,,4011000000.0,,,,,2869000000.0,,,,,,,,22854000000.0,189415000000.0,,218184000000.0,,,,42282000000.0,,,,-710000000.0,,,,4237000000.0,,234387000000.0,,,2334000000.0,,,261305000000.0,,,,,178409000000.0,2338000000.0,2338000000.0,,,40497000000.0,,,,,26861000000.0,-7842000000.0,6347000000.0,,-12465000000.0,348000000.0,5619000000.0,,,,31627000000.0,,,,,,,,,26242000000.0,6634000000.0,,,1215625000.0,,1.92,142284000000.0,,5260000000.0,10655000000.0,,,,,,,,,,,,,,,,
1999-09-30,,,,,,,,,,,,26942000000.0,5619000000.0,5278000000.0,1222000000.0,,,569000000.0,1683000000.0,,,,1429000000.0,-26840000000.0,2805000000.0,,2378000000.0,,283000000.0,,,,,,90000000.0,-1861000000.0,859000000.0,,,,,,68196000000.0,3873000000.0,,51415000000.0,,,,0.9,,,,-341000000.0,3723000000.0,22136000000.0,,,,,21464000000.0,,,,,,1233333333.0,,,,41356000000.0,,,,,,,,,6056000000.0,,,,,,,,,,45720000000.0,,,,-1439000000.0,45029000000.0,2333000000.0,,,,,426000000.0,,,,,2641000000.0,,,,21664000000.0,,,,23408000000.0,194765000000.0,,221670000000.0,,,,37973000000.0,,,,-1029000000.0,,,,6678000000.0,,239794000000.0,,,1110000000.0,,,267390000000.0,,,,,180314000000.0,1114000000.0,1114000000.0,,,42891000000.0,,,,,7938000000.0,-57678000000.0,7218000000.0,,-4487000000.0,15000000.0,5278000000.0,,,,29276000000.0,,,,,,,,,26921000000.0,8511000000.0,,,1233333333.0,,0.9,143363000000.0,,4974000000.0,8697000000.0,,,,,,,,,,,,,,,,
1999-12-31,,,230550000000.0,,42317000000.0,-6036000000.0,25173000000.0,,29811000000.0,35833000000.0,27616000000.0,25173000000.0,5278000000.0,6230000000.0,1222000000.0,,,898000000.0,2823000000.0,893000000.0,,70149000000.0,1602000000.0,-27832000000.0,-1621000000.0,,-5333000000.0,,4564000000.0,33247000000.0,,4836000000.0,-8225000000.0,,-2203000000.0,-1923000000.0,-442000000.0,18802000000.0,,1862000000.0,8454000000.0,1862000000.0,70149000000.0,11390000000.0,,-49241000000.0,,-40282000000.0,,,-8535000000.0,-27832000000.0,3.812858,952000000.0,3119000000.0,0.0,,,,,14450000000.0,,,,,6775000000.0,,-1438000000.0,6775000000.0,,42317000000.0,,,12213000000.0,-1495000000.0,,0.0,,6435000000.0,6823000000.0,,1394000000.0,-4509000000.0,-29854000000.0,1222000000.0,162558000000.0,,,1397000000.0,45679000000.0,336000000.0,21276000000.0,-1923000000.0,-605000000.0,44941000000.0,8312000000.0,,18943000000.0,14450000000.0,248692000000.0,-3230000000.0,203751000000.0,,,,1716000000.0,890000000.0,3.730108,,18943000000.0,4126000000.0,17031000000.0,6230000000.0,24606000000.0,203751000000.0,1900910000.0,230550000000.0,,,-22465000000.0,44418000000.0,,6230000000.0,,-2069000000.0,7356000000.0,126725000000.0,11026000000.0,9769000000.0,,248692000000.0,7237000000.0,1602000000.0,1817000000.0,,45948000000.0,276229000000.0,-2290000000.0,24336000000.0,,3452000000.0,24336000000.0,1806000000.0,1925000000.0,9548000000.0,45679000000.0,33247000000.0,150461000000.0,27537000000.0,2879000000.0,-707000000.0,4126000000.0,46252000000.0,6435000000.0,24606000000.0,-14904000000.0,-6101000000.0,6230000000.0,,276229000000.0,19321000000.0,37210000000.0,3670000000.0,1940158191.0,15193000000.0,7237000000.0,,,44941000000.0,19321000000.0,27537000000.0,8454000000.0,,,,,,150461000000.0,45948000000.0,4089000000.0,7208000000.0,,,,,,,,,,,,,,,,
2000-03-31,,,,,,,,,,,,24731000000.0,4381000000.0,5758000000.0,1222000000.0,,,1022000000.0,2954000000.0,,,,1107000000.0,-40282000000.0,-1806000000.0,,2531000000.0,,1847000000.0,,,,,,-546000000.0,-2453000000.0,-78000000.0,,,,,,76113000000.0,8880000000.0,,1223000000.0,,,,1.082113,,,,1377000000.0,5178000000.0,24249000000.0,,,,,14570000000.0,,,,,,1921240588.0,,,,35831000000.0,,,,,,,,,7386000000.0,,,,,,,,,,44818000000.0,,,,-607000000.0,39926000000.0,2208000000.0,,,,,4593000000.0,,,,,3930000000.0,,,,18973000000.0,,,,26078000000.0,206004000000.0,,230206000000.0,,,,42894000000.0,,,,-1275000000.0,,,,7074000000.0,,245930000000.0,,,2079000000.0,,,275024000000.0,,,,,194375000000.0,2079000000.0,1932000000.0,,,44237000000.0,,,,,7317000000.0,-6170000000.0,6557000000.0,,-9318000000.0,-32000000.0,5758000000.0,,,,31578000000.0,,,,,,,,,28419000000.0,8170000000.0,,,1894626000.0,,1.101209,153597000000.0,,6138000000.0,11316000000.0,,,,,,,,,,,,,,,,
2000-06-30,,,,,,,,,,,,27232000000.0,5758000000.0,8664000000.0,1222000000.0,,,728000000.0,2241000000.0,,,,862000000.0,-41337000000.0,-1610000000.0,,2638000000.0,,6347000000.0,,,,,,1627000000.0,-2934000000.0,-114000000.0,,,,,,76014000000.0,10246000000.0,,1306000000.0,,,,-0.305538,,,,2906000000.0,4488000000.0,27545000000.0,,,,,14840000000.0,,,,,,1938680851.0,,,,34677000000.0,,,,,,,,,6886000000.0,,,,,,,,,,47157000000.0,,,,-971000000.0,43247000000.0,2398000000.0,,,,,8425000000.0,,,,,4118000000.0,,,,18568000000.0,,,,22823000000.0,216016000000.0,,237423000000.0,,,,44519000000.0,,,,-1288000000.0,,,,8636000000.0,,259263000000.0,,,-580000000.0,,,284580000000.0,,,,,202746000000.0,-577000000.0,1513000000.0,,,48190000000.0,,,,,7908000000.0,-13271000000.0,6251000000.0,,-13573000000.0,29000000.0,8664000000.0,,,,33515000000.0,,,,,,,,,24643000000.0,8821000000.0,,,1893055000.0,,-0.305538,159005000000.0,,6516000000.0,11004000000.0,,,,,,,,,,,,,,,,
2000-09-30,,,,,,,,,,,,20909000000.0,8664000000.0,5662000000.0,19000000.0,,,449000000.0,1337000000.0,,,,731000000.0,-41014000000.0,-4515000000.0,,2818000000.0,,-7312000000.0,,,,,,-6443000000.0,-3913000000.0,7000000.0,,,,,,76614000000.0,7454000000.0,,-2088000000.0,,,,0.53,,,,-3002000000.0,3881000000.0,27404000000.0,,,,,14465000000.0,,,,,,1667924528.0,,,,35600000000.0,,,,,,,,,6308000000.0,,,,,,,,,,43324000000.0,,,,-607000000.0,42600000000.0,2427000000.0,,,,,4139000000.0,,,,,4077000000.0,,,,15247000000.0,,,,17374000000.0,220738000000.0,,238961000000.0,,,,40064000000.0,,,,1774000000.0,,,,2939000000.0,,263338000000.0,,,884000000.0,,,282285000000.0,,,,,203361000000.0,888000000.0,888000000.0,,,49893000000.0,,,,,7651000000.0,4430000000.0,8189000000.0,,-2973000000.0,-61000000.0,5662000000.0,,,,29679000000.0,,,,,,,,,18273000000.0,9810000000.0,,,1649000000.0,,0.54,161035000000.0,,6504000000.0,10385000000.0,,,,,,,,,,,,,,,,
2000-12-31,,,245111000000.0,,37508000000.0,-7004000000.0,17967000000.0,,33764000000.0,34425000000.0,24466000000.0,17967000000.0,5662000000.0,4851000000.0,19000000.0,,,506000000.0,1702000000.0,-1369000000.0,,,277000000.0,,-2524000000.0,,-6604000000.0,,2889000000.0,30495000000.0,,4381000000.0,-2774000000.0,,-719000000.0,-3432000000.0,-1636000000.0,19292000000.0,,449000000.0,9030000000.0,449000000.0,,7184000000.0,,5054000000.0,,-36151000000.0,,,-10455000000.0,,2.34,-811000000.0,1586000000.0,0.0,,,,,15075000000.0,,,,,7486000000.0,,-1204000000.0,7486000000.0,,37508000000.0,,,3771000000.0,-6081000000.0,,0.0,,7514000000.0,3886000000.0,,470000000.0,-5959000000.0,-18435000000.0,19000000.0,170064000000.0,,,1383000000.0,39310000000.0,592000000.0,23309000000.0,-3432000000.0,-566000000.0,48624000000.0,7816000000.0,,13116000000.0,15075000000.0,265811000000.0,-9195000000.0,217187000000.0,,,,-2241000000.0,1380000000.0,2.3,,13116000000.0,5318000000.0,15133000000.0,4851000000.0,17884000000.0,217187000000.0,1483000000.0,245111000000.0,,,-22458000000.0,42587000000.0,,4851000000.0,,-5170000000.0,5529000000.0,135639000000.0,8234000000.0,4660000000.0,,265811000000.0,3467000000.0,277000000.0,1073000000.0,,50359000000.0,284421000000.0,-2751000000.0,26101000000.0,,5495000000.0,26101000000.0,1077000000.0,1196000000.0,9884000000.0,39310000000.0,30495000000.0,165279000000.0,18610000000.0,7962000000.0,-1821000000.0,5318000000.0,-7447000000.0,7514000000.0,17884000000.0,-10287000000.0,-6940000000.0,4851000000.0,,284421000000.0,23515000000.0,40867000000.0,2705000000.0,1500869565.0,14849000000.0,3452000000.0,,,48624000000.0,23515000000.0,18610000000.0,9030000000.0,,,,,,165279000000.0,50359000000.0,134000000.0,1720000000.0,,,,,,,,,,,,,,,,
2001-03-31,,,,,,,,,,,,17858000000.0,4851000000.0,5382000000.0,19000000.0,,,571000000.0,1630000000.0,,,,249000000.0,-24327000000.0,-2606000000.0,,2927000000.0,,1268000000.0,,,,,,802000000.0,-5768000000.0,-801000000.0,,,,,,60460000000.0,6644000000.0,,6853000000.0,,,,0.56,,,,531000000.0,4483000000.0,4890000000.0,,,,,15794000000.0,,,,,,1891071429.0,,,,36133000000.0,,,,,,,,,7002000000.0,,,,,,,,,,40486000000.0,,,,-557000000.0,43706000000.0,,,,,,5585000000.0,,,,,4629000000.0,,,,12476000000.0,,,,18386000000.0,224139000000.0,,244101000000.0,,,,42361000000.0,,,,-6917000000.0,,,,4038000000.0,,267845000000.0,,,1059000000.0,,,284587000000.0,,,,,204733000000.0,1059000000.0,1059000000.0,,,48101000000.0,,,,,5683000000.0,-3672000000.0,7664000000.0,,-7207000000.0,-178000000.0,5382000000.0,4069000000.0,,22773000000.0,30730000000.0,,,,,,,,,16069000000.0,8922000000.0,,,1840000000.0,,0.58,167116000000.0,,7148000000.0,11631000000.0,,,,,,,,,,,,,,,,
2001-06-30,,,,,,,,,,,,18770000000.0,5382000000.0,6586000000.0,19000000.0,,,-284000000.0,-1016000000.0,,,,226000000.0,-24327000000.0,-2572000000.0,,2814000000.0,,5448000000.0,,,,,,-534000000.0,-6350000000.0,-521000000.0,,,,,,59748000000.0,8596000000.0,,4280000000.0,,,,-0.42,,,,1204000000.0,-1432000000.0,4747000000.0,,,,,15588000000.0,,,,,,1834146341.0,,,,35421000000.0,,,,,,,,,1242000000.0,,,,,,,,,,39053000000.0,,,,-550000000.0,44543000000.0,,,,,,4155000000.0,,,,,4250000000.0,,,,12184000000.0,,,,17084000000.0,230572000000.0,,250493000000.0,,,,42314000000.0,,,,-4297000000.0,,,,6024000000.0,,275115000000.0,,,-752000000.0,,,289546000000.0,,,,,211568000000.0,-752000000.0,-752000000.0,,,47552000000.0,,,,,5466000000.0,-8467000000.0,7220000000.0,,-12801000000.0,-162000000.0,6586000000.0,4862000000.0,,23982000000.0,33648000000.0,,,,,,,,,13758000000.0,9083000000.0,,,1819000000.0,,-0.42,173937000000.0,,10098000000.0,8666000000.0,,,,,,,,,,,,,,,,
2001-09-30,,,,,,,,,,,,17513000000.0,6586000000.0,10638000000.0,19000000.0,,,-285000000.0,-977000000.0,,,,283000000.0,-24327000000.0,-1108000000.0,,2595000000.0,,-11888000000.0,,,,,,-422000000.0,-5575000000.0,-25000000.0,,,,,,60152000000.0,7494000000.0,,508000000.0,,,,-0.39,,,,4052000000.0,1829000000.0,3828000000.0,,,,,15258000000.0,,,,,,1821052632.0,,,,35825000000.0,,,,,,,,,4509000000.0,,,,,,,,,,37304000000.0,,,,-547000000.0,41960000000.0,,,,,,13379000000.0,,,,,4697000000.0,,,,6875000000.0,,,,15845000000.0,221530000000.0,,240223000000.0,,,,36502000000.0,,,,-580000000.0,,,,6386000000.0,,263490000000.0,,,-692000000.0,,,277527000000.0,,,,,200895000000.0,-692000000.0,-692000000.0,,,46697000000.0,,,,,5427000000.0,9589000000.0,7110000000.0,,8341000000.0,-346000000.0,10638000000.0,4562000000.0,,22591000000.0,27296000000.0,,,,,,,,,13365000000.0,8744000000.0,,,1812000000.0,,-0.39,166089000000.0,,7377000000.0,9206000000.0,,,,,,,,,,,,,,,,
