,annualOtherNonCurrentLiabilities,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyDilutedEPS,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,quarterlyOperatingExpense,trailingGrossProfit,quarterlyChangeInInventory,annualRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,annualBeginningCashPosition,trailingOtherIncomeExpense,quarterlyRepaymentOfDebt,annualDilutedAverageShares,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,trailingChangeInCashSupplementalAsReported,quarterlyBasicAverageShares,quarterlyCapitalStock,annualOtherIncomeExpense,annualTotalNonCurrentAssets,quarterlyBeginningCashPosition,annualGrossPPE,trailingRepaymentOfDebt,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,trailingNetOtherFinancingCharges,trailingStockBasedCompensation,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,annualNetOtherFinancingCharges,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,annualStockBasedCompensation,annualInvestingCashFlow,annualCapitalExpenditure,trailingDeferredIncomeTax,quarterlyAccumulatedDepreciation,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCashItems,quarterlyOtherCurrentLiabilities,annualBasicAverageShares,annualTotalRevenue,trailingCostOfRevenue,annualChangesInAccountReceivables,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,trailingBeginningCashPosition,annualDeferredIncomeTax,trailingFreeCashFlow,annualInterestExpense,quarterlyGrossPPE,quarterlyCurrentAssets,trailingCashDividendsPaid,quarterlyCurrentLiabilities,trailingNetIncome,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyEbitda,quarterlyTaxProvision,annualGrossProfit,annualInventory,quarterlyPretaxIncome,annualAccumulatedDepreciation,quarterlyNetPPE,trailingChangeInInventory,quarterlyStockBasedCompensation,trailingOperatingExpense,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,annualTotalLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualFreeCashFlow,annualCommonStockIssuance,annualGoodwill,quarterlyTotalAssets,quarterlyDilutedAverageShares,trailingPretaxIncome,annualBasicEPS,quarterlyTotalNonCurrentAssets,annualRetainedEarnings,annualNetIncome,trailingChangeInWorkingCapital,annualGainsLossesNotAffectingRetainedEarnings,quarterlyLongTermDebt,annualPurchaseOfInvestment,annualOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,trailingOperatingIncome,annualCostOfRevenue,annualLongTermDebt,annualCashDividendsPaid,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,annualEndCashPosition,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualTaxProvision,annualPretaxIncome,annualTotalAssets,trailingTaxProvision,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyBasicEPS,quarterlyPurchaseOfInvestment,annualOperatingIncome,annualAccountsPayable,trailingInvestingCashFlow,annualOtherNonCashItems,quarterlyInterestExpense,quarterlyCurrentDebt,annualStockholdersEquity,annualCashAndCashEquivalents,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,annualDepreciationAndAmortization,annualInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,trailingRepurchaseOfCapitalStock,annualCurrentAccruedExpenses,quarterlyInventory,quarterlyGrossProfit,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,annualDilutedEPS,annualCurrentAssets,trailingOperatingCashFlow,annualAccountsReceivable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCashDividendsPaid,annualOtherIntangibleAssets,annualRepurchaseOfCapitalStock,annualCurrentLiabilities,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualNetPPE,annualEbitda,annualNonCurrentDeferredRevenue,trailingInterestExpense,annualSaleOfInvestment,trailingDilutedAverageShares,annualResearchAndDevelopment,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,quarterlyCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingOtherNonCashItems,annualCurrentDeferredRevenue,quarterlySaleOfInvestment,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
891302400,,,918613336.386051,,,,0.420784,,,-4196862.979923,,50762055.653399,,,,151486763.649172,,,,,,,,,233225663.966185,9193127.861923,,23480567.0,69747863.332159,,,174669434.307855,,,,151486763.649172,,-14089468.122578,,30976843.959141,699477.280733,,,,,347340362.803804,,,,,,,,,-801700728.425502,,,,-23282595.984502,-49962652.342374,15488421.97957,,,,,-5595816.836914,,,,,,2162783319.47869,603049220.852413,,281089885.170835,,240220435.364565,,-4896340.260655,5595816.836914,58456302.923565,7094696.724199,,,19085733.709052,,1361082591.053188,,,,,,-19685284.959493,,875045903.487143,,,,,265601463.191265,,,,2078246510.743219,26834597.0,,,1475197289.890807,,,,,590358706.586826,,,130402524.832688,,,,,,23282595.984502,11991036.984854,,,11291559.704121,,,,,,27479458.964424,0.48089,,,,,,11991036.984854,32375799.225079,,,0.704473,,,,,-18286331.102501,0.0,99926.030292,,,243717821.063755,81738899.61254,11991036.984854,114114698.837619,,1156135788.657978,154284672.067629,,,,,,,-4196862.979923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899164800,,,887006720.441086,,,,0.360345,,,-505823.698997,,52429951.671091,,,,181103459.260772,,,,,,,,,217824436.729971,10806173.167245,,24435034.0,59934238.649513,,,0.0,,,,181103459.260772,,-18629222.912749,,28616347.423593,-10204907.135746,,,,,346497943.638963,,,,,,,,,-802558477.299027,,,,35489569.641843,26649333.984196,17610059.900619,,,,,64729598.063516,,,,,,2111506239.874753,584734041.249745,,268153187.665918,,237535696.685045,,-5309489.839406,1908470.141508,55131494.79273,6803886.733374,,,16309316.588387,,1308947762.575727,,,,,,46100375.150766,,856989572.527398,,,,,265451644.544279,,,,2014851023.756041,24435034.0,,,1430116983.186985,,,,,583333240.759649,,,122570020.420666,,,,,,25914804.301954,9505429.855013,,,8805030.290654,,,,,,25650892.951715,0.360345,,,,,,12907373.902389,32718691.035328,,,-0.704473,,,,,-19135046.611746,0.0,-100057.177864,,,209019406.439317,81046299.094684,9505429.855013,121169220.611259,,1125142760.193316,151086311.347083,,,,,,,-4007824.243548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907113600,,,1096667369.145103,,,,0.419943,,,1996103.645837,,55735563.052735,,,,-7217555.191615,,,,,,,,,360276281.690141,39295576.809695,,27362581.0,57038732.394366,,,0.0,,,,-7217555.191615,,-572553482.56441,,39195332.459876,357351478.331921,,,,,427740371.43793,,,,,,,,,-803153470.029479,,,,-181919757.804082,-17285427.793148,20349495.57812,,,,,29281266.267667,,,,,,2731142822.142155,562067087.454962,,440872311.824435,,234570533.901081,,2386812.084994,3622776.89318,70671891.254504,9122187.356698,,,22254127.743203,,1927989352.112676,,,,,,-543272216.296744,,1090051277.432034,,,,,332809475.925319,,,,2630899004.258107,31270789.0,,,2068831916.148051,,,,,751427660.006551,,,158485476.580413,,,,,,24259004.258107,13131940.386505,,,13131940.386505,,,,,,30673479.72487,0.479923,,,,,,17041449.066492,60246534.556174,,,0.0,,,,,-568552502.40367,0.0,701706.518179,,,298726577.792335,94930895.512611,13131940.386505,140842564.035375,,1530923589.256469,180138140.84507,,,,,,,-3624083.16631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915062400,148792726.327419,,1096981670.891012,46177053.35673,33702207.057906,,,53219305.257685,-14285711.314746,795114.260742,-175452680.834471,61922983.167354,,,,-14285711.314746,161166969.519724,,,28195376.0,333400335.348021,,96881267.953467,,365291676.740105,8450702.541106,,,56539224.020277,3219315.006174,2101106216.936375,0.0,4020220519.269513,,,-14285711.314746,,-68067730.86507,48088521.479171,35549816.022097,-14445713.128887,,,,,441818535.071623,,100603.106518,174849059.595763,-91649881.068434,,-670724211.347241,-673339904.464808,,-2070522722.428024,216498950.412686,,56539224.020277,-5739896.68773,7500160.982028,33702207.057906,26913768.0,1525955427.308767,,,73456147.020582,,,603621.888607,,59154917.787743,4020220519.269513,497786619.87392,,430885225.190096,,242454679.274712,,-28062.637432,-10523441.982994,71363666.840307,5009448.002556,346378199.779034,294366137.648664,19716777.866922,-2070522722.428024,1949697796.84149,,,,-3096038.561527,27263575.745759,5388416.155512,-1911468.77234,1069114473.256645,,,1499999698.446741,,344345735.882173,-511468709.949958,227464742.96484,,2598892837.460194,,,1.715741,2101106216.936375,242454679.274712,48088521.479171,,,745472687.333463,,8450702.541106,148792726.327419,,1179577227.529733,745472687.333463,-16297783.193605,,26109132.349144,14707329.864366,0.0,31891341.392084,14199275.433376,27263575.745759,75352097.22493,2598892837.460194,,,35813850.81821,,,129879249.366348,365291676.740105,,-33098585.169299,18556171.636416,31891341.392084,1096981670.891012,-14285711.314746,100603.106518,,119617682.459219,,,-64750331.229324,0.0,1214438.491271,,,294366137.648664,97472799.18945,14707329.864366,98189114.8372,,1499999698.446741,174849059.595763,1.637753,497786619.87392,,,1069114473.256645,,-4469012.803824,53219305.257685,-7847080.652499,430885225.190096,161871194.51485,98189114.8372,1949697796.84149,249496931.825567,,,,,,,,,,,,,,,,,,,,,,,,
922838400,,,1122637633.368235,,,,0.240601,,,-700210.73838,,60318140.730825,,,,3300992.723562,,,,,,,,,331999848.904558,23106949.064931,,30598309.0,57017148.007263,,,6001805.192912,,,,3300992.723562,,-27208183.011041,,37111161.181725,64319344.192766,,,,,463239319.275272,,,,,,,,,-876763686.728784,,,,-2700812.46935,-84725480.788347,43112966.374637,,,,,-39111762.912696,,,,,,2852257816.538324,580474577.529192,,424127556.362576,,251875751.832364,,-700210.73838,-700210.73838,74222322.363451,8002406.923882,,,17905385.094567,,1975494129.80954,,,,700210.73838,,-66319945.923737,,1155047380.34964,,,,,365810017.362722,,,,2703813171.811422,38249150.0,,,2123338594.28223,,,,,827048734.907023,,,150345215.973704,,,,,,23206979.549099,9902978.170685,,,9202767.432305,,,,,,37111161.181725,0.300761,,,,,,19205776.087158,49014741.083381,,,0.0,,,,,-27908393.74942,0.0,0.0,,,323397261.726464,97429301.91255,9902978.170685,147844464.47269,,1579174936.712216,177653429.468913,,,,,,,-4601383.716153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930700800,,,1147758932.823216,,,,0.722891,,,6769324.205619,,63775439.738972,,,,29151643.975932,,,,,,,,,345939477.129503,22983037.234512,,29040565.0,37310125.019502,,,0.0,,,,29151643.975932,,-28408776.362709,,58999744.941221,-70388457.660005,,,,,515576178.459743,,,,,,,,,-934742993.684582,,,,25783342.978043,,58402782.582741,,,,,116418341.529816,,,,,,2944714037.729706,584027820.400632,,437573144.209962,,275398468.290631,,-20292952.87233,1396666.371041,97205288.752814,19003289.986908,,,40692909.230279,,2009971044.045124,,,,1986118.518083,,88009565.167107,,1142286781.714456,,,,,392800993.779551,,,,2729011770.012956,29040565.0,,,2144983949.612324,,,,,805202240.582836,,,153220245.968918,,,,,,26465315.397817,21689619.243371,,,20993163.61071,,,,,,38205543.811593,0.722891,,,,,,19003289.986908,33230884.497717,,,-18306834.354247,,,,,-20246540.891768,29151643.975932,-0.678348,,,292411884.653737,122775184.680193,21689619.243371,135012905.567201,,1579859925.246071,183864295.162702,,,,,,,-4850514.640211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938649600,,,1184140833.753252,,,,1.08071,,,-4070732.081645,,64747554.033258,,,,13588992.46871,,,,,,,,,309149585.983358,20483408.691626,,31527783.0,36770215.99684,,,29151643.975932,,,,13588992.46871,,-33610765.441373,,76238246.149237,-17811542.830853,,,,,540662058.234709,-47089579.991554,,,,,,,,-977807965.734675,,,,-15588600.482953,,70143183.025318,,,,,39798565.267282,,,,,,2989378573.27686,591021266.70026,,418760799.84202,,306451771.146853,,-789192.334651,12193103.385139,114629436.752906,23181222.847182,,,57253624.007518,,2011570607.542185,,,,2809219.383683,,6187799.825909,,1135879925.640432,,,,,399676258.052215,,,,2740180426.137524,31527783.0,,,2149159159.437264,,,,,786462957.08663,,,152576411.265611,,,,,,26578471.134596,34072401.160336,,,34072401.160336,,,,,,38391190.603669,1.08071,,,,,,19084541.108856,39468030.833345,,,-99919.648086,,,,,-37675541.88652,13588992.46871,99918.967137,,,292762859.030057,140985800.182494,34072401.160336,137588551.895079,,1554640725.482452,196840557.288191,,,,,,,-4836527.563258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946598400,142944805.39656,,1236557474.470597,110480052.198049,26870826.400061,,,57337748.303218,2097722.204194,7591207.313114,-4095553.499548,79361279.594246,,,,2097722.204194,6193275.703742,,,31009871.0,-100091331.395469,,111878533.897661,-699240.504581,348022153.790918,13085793.292965,,,37259547.20264,3496203.903806,2190721542.05188,13588992.46871,3055282892.020465,,,2097722.204194,,-58511874.585567,112577775.092693,88056521.742483,-76210675.097377,,,,,594131897.313049,-9967967.593517,0.0,259618133.298351,11787202.502192,,-129159771.599014,-147739599.400689,,-1005308540.87121,270006854.79138,,37259547.20264,-11589483.525288,,26870826.400061,30653436.0,2128688890.653373,,,107950514.011243,,,68325818.701539,,76616817.299925,3055282892.020465,584165773.684174,,424638971.090843,,348022153.790918,,-293676.450571,55436259.683739,132476947.039215,26257608.834374,531722710.293925,301073126.290279,72788881.959126,-1005308540.87121,2049974351.149255,,,,-1999344.045889,-86905647.193664,49438639.425677,9589588.698708,1113690870.174615,,,1538329841.265457,,426714095.97632,77316058.494956,3496204.594257,,2774887315.736055,,,3.604165,2190721542.05188,348022153.790918,112577775.092693,,-699240.504581,711127931.479704,,13085793.292965,142944805.39656,,1596966180.359448,711127931.479704,-19378960.595997,,34940854.297514,46531273.124752,2097722.204194,49745990.899864,45832417.131929,76616817.299925,189194592.392618,2774887315.736055,,,44420425.296731,,,261715855.502544,348022153.790918,,-24273646.199416,18763678.808634,49745990.899864,1236557474.470597,2097722.204194,99919.648086,,158128320.893719,,,-43329295.071306,2097722.204194,3496231.962104,,,301073126.290279,167417801.336729,46531273.124752,83409442.599408,,1538329841.265457,259618133.298351,3.562738,584165773.684174,,,1113690870.174615,,-5090534.676376,57337748.303218,-22076032.395932,424638971.090843,225055657.895645,83409442.599408,2049974351.149255,419844176.396263,,,,,,,,,,,,,,,,,,,,,,,,
954460800,,,1162887222.38286,,,,1.559261,,,-13974610.681978,,69873052.03299,,,,28947407.300315,,,,,,,,-998186.624809,320417852.864637,40925644.732675,,30666544.0,36932898.921889,,,1996373.249618,,,,28947407.300315,,-14972796.618338,,95825899.458879,-24954661.489529,,,,,600908246.932959,-29945593.925124,,,,,,,,-1044103033.995621,,,,26951034.050697,-998186.624809,35934712.29708,,,,,80853102.840541,,,,,,3062436049.953874,650817569.912016,,388294531.64801,,280490394.068322,,-9981864.871191,20961915.678742,135753357.566745,28947407.300315,,,78856730.279373,,2018333015.958252,,,,,,65880306.222204,,1262705867.652526,,,,,435209295.441089,,,,2813887622.371845,30666544.0,,,2163070052.459829,,,,,719692435.320198,,,181669934.735016,,,,,,29945593.925124,49909322.979057,,,48911136.354248,,,,,,39927458.107866,1.559261,,,,,,16969169.867955,31941966.486293,,,-998185.93636,,,,,-28947407.300315,28947407.300315,0.0,,,313430547.179424,165698951.491869,49909322.979057,144737036.501577,,1651000399.988985,361343497.597312,,,,,,,-4990932.435596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962323200,,,1169049498.700334,,,,1.320479,,,-5009954.014373,,65946382.203018,,,,9991875.907234,,,,,,,,-999187.793269,315743283.259629,35970754.481315,,30533211.0,34971566.012895,,,28947407.300315,,,,9991875.907234,,-49974397.791412,,81933383.519563,-58977097.616571,,,,,561543434.493468,3966716.026194,,,,,,,,-1063135612.193228,,,,-18957533.05485,,34971566.012895,,,,,95003915.692355,,,,,,3052518134.557607,618497127.907369,,419658794.180198,,305751407.352395,,-8003512.031891,11012087.629498,121900887.823651,23980502.312392,,,64947194.409749,,1989382522.364379,,,,,,45029517.900944,,1171047873.611721,,,,,413663668.770887,,,,2759756166.492253,31133208.0,,,2141259038.584883,,,,,627489816.021335,,,178854581.237552,,,,,,25978877.89893,40966692.097357,,,39967504.304088,,,,,,39008362.707041,1.320479,,,,,,16986189.109813,68943944.907673,,,998185.261209,,,,,-53985164.012516,9991875.907234,0.0,,,300755469.061202,147879765.72258,40966692.097357,151876516.220504,,1590706667.791918,364703476.352834,,,,,,,-4001755.67837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970272000,,,1190360726.837061,,,,1.32197,,,979108.759184,,72021825.745474,,,,19005759.451544,,,,,,,,-1000302.848775,337102155.218317,38011519.56869,,30466544.0,35010609.691161,,,9991875.907234,,,,19005759.451544,,-29081299.999197,,82024856.230032,-26101585.542462,,,,,635192488.684771,-32038703.97008,,,,,,,,-1095331929.57934,,,,9011652.092544,,36010913.205538,,,,,69217248.639627,,,,,,3055926068.290735,762230986.421725,,425128831.203408,,330100033.280085,,-14024323.576151,21042062.985689,121036678.647497,25007578.541001,,,65019703.807242,,1960594138.711395,,,,,,40135948.640431,,1266383764.643237,,,,,481145806.709265,,,,2881873322.683706,31083209.0,,,2119642336.261981,,,,,703213101.70394,,,180054563.365282,,,,,,33010003.328009,40012125.266241,,,40012125.266241,,,,,,38099645.771887,1.32197,,,,,,17005153.088392,52015762.779553,,,0.675151,,,,,-35103198.122739,19005759.451544,0.0,,,342103670.793397,154046681.975506,40012125.266241,159048197.550586,,1691512595.846645,383116099.574015,,,,,,,-5011555.762499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978220800,169022547.515839,,1221162902.967656,181024148.716239,13001734.578193,,,49006537.512504,19002534.844948,6003855.403656,17002268.089363,70974681.701586,,,,19002534.844948,2000266.755585,,,30776035.0,-186024815.605202,,120016010.003334,-1000133.377793,355047363.12104,33004402.800934,,,34004536.178726,-1000133.377793,2160288182.727576,19005759.451544,3132417864.621541,,,19002534.844948,,-66992986.084552,183024415.471824,66965830.802804,-75991470.956639,,,,,633785041.401181,54017048.357839,0.0,379050565.521841,-16002134.711571,,-188025082.360787,-161021480.493498,,-1136151562.52084,276036823.607869,,34004536.178726,-2884.999029,,13001734.578193,30362933.0,2399320069.356452,,,145977898.882828,,,50006670.890297,,67008938.97966,3132417864.621541,685091391.130377,,427056969.656552,,371049497.832611,,-21997503.922234,-3009395.403633,105951177.153655,-6013698.693139,597079650.550183,364048564.188063,48971916.192955,-1136151562.52084,1996266302.1007,,,,,-4000533.51117,78984912.798276,-12001600.533511,1197159701.233745,,,1624216670.223408,,495844528.896791,230030685.561854,,,2845379573.857953,,,5.962011,2160288182.727576,371049497.832611,183024415.471824,,-1000133.377793,649086588.196065,,33004402.800934,169022547.515839,,1802240418.806269,649086588.196065,-19002534.844948,,31989334.683846,54985614.886094,19002534.844948,59007871.957319,53985650.979285,70009339.113038,253033754.584862,2845379573.857953,,,38985346.350851,,,321042826.942314,355047363.12104,,,16993782.563259,59007871.957319,1221162902.967656,19002534.844948,0.0,,156020812.937646,,,-69989312.925217,19002534.844948,-1000132.712191,,,364048564.188063,137940512.50439,54985614.886094,115015343.114371,,1624216670.223408,379050565.521841,5.881984,685091391.130377,,,1197159701.233745,,-4998290.968484,49006537.512504,-54007204.401467,427056969.656552,391052166.055352,115015343.114371,1996266302.1007,477063639.87996,,,,,,,,,,,,,,,,,,,,,,,,
985996800,,,1181405458.121827,,,,0.659432,,,-4001373.730964,,73025062.182741,,,,20006866.116751,,,,,,,,1000343.274112,320109861.675127,33011329.949239,,30049879.0,32010986.040609,,,18006179.568528,,,,20006866.116751,,-35012015.862944,,51017509.517766,44015105.964467,,,,,605207707.48731,-69023689.086294,,,,,,,,-1120384515.862944,,,,1000343.274112,,17005836.294416,,,,,-3001029.822335,,,,,,3019036133.248731,712244442.258883,,369126684.010152,,370127027.284264,,-1000343.274112,5001716.370558,88030212.563452,13004463.19797,,,35012016.497462,,1898651617.385787,,,,1000343.274112,,-38013045.685279,,1235423997.461929,,,,,481165135.786802,,,,2785956140.228426,30166546.0,,,2073711697.969543,,,,,706242382.614213,,,164056303.93401,,,,,,36012359.137056,22007553.299492,,,21007209.390863,,,,,,37012703.045685,0.719356,,,,,,16005493.020305,32010986.040609,,,1000343.274112,,,,,-39013389.593909,20006866.116751,0.0,,,380130460.659898,124042571.700508,22007553.299492,175060080.583756,,1604550682.106599,365125310.913706,,,,,,,-4001373.096447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993859200,,,1274460266.270235,,,,1.630413,,,-6993969.513172,,73968674.595309,,,,10995343.244136,,,,,,,,-999576.478361,318864960.687149,33985606.87149,,30116546.0,31986453.914767,,,20006866.116751,,,,10995343.244136,,-38956658.732365,,57975446.977205,-42015952.347024,,,,,623735848.034357,14046971.544174,,,,,,,,-1203490321.77073,,,,-9996533.561525,,16992803.435745,,,,,93962507.853389,,,,,,3192647913.445656,699703675.586389,,347852684.506112,,430817548.728114,,766.13503,-13997906.657972,99929301.579356,-6997036.66997,,,42981797.158903,,1989157591.674926,,,,998810.343331,,55005849.121024,,1239475082.259663,,,,277882317.145689,491791726.461843,,,,2861788033.036009,30266545.0,,,2162084357.44962,,,,,702702405.682194,,,169928035.01817,,,,,,33985606.87149,49978833.828873,,,48979257.350512,,,,,,41953854.602151,1.670136,,,,,,14993650.479022,11994920.383218,,,-1000342.613391,,,,,-62943431.681281,10995343.244136,0.0,,,376840408.325074,131944121.572514,49978833.828873,172926765.774694,,1587327766.765775,366844641.5593,,,,,,,-4994817.190967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001808000,,,1234808923.272036,,,,0.456793,,,2990099.109704,,97063586.556753,,,,20013110.336081,,,,,,,,1000655.675333,397260245.402663,0.0,,30133212.0,30019665.821179,,,10995343.244136,,,,20013110.336081,,-48111300.040075,,53034742.549144,1586041171.683762,,,,,746489024.730501,36964917.92259,,,,,,,,-1208791879.518072,,,,10997501.638079,-1000656.336053,23015076.727964,,,,,93159139.597355,,,,,,4651046901.077996,920603086.873811,,469307443.246671,,423277289.156627,,-1078.536251,-7014297.981452,103067518.706405,6003933.417882,,,20013110.336081,,3442255021.559924,,,,1002813.408556,,45047839.55728,,2840861048.192771,,,,375245823.715916,596390695.624604,,,,4544977414.711477,30266545.0,,,3624374327.837666,,,,,2306510995.561192,,,206135038.68104,,,,,,47030809.765377,14009177.552315,,,14009177.552315,,,,,,46115383.379431,0.456793,,,,,,34022287.888396,49032121.116043,,,-1000656.336053,,,,,-1669203465.97909,20013110.336081,1000655.041218,,,490321209.258085,150098329.105897,14009177.552315,182119306.277743,,3310168491.439442,328215013.950539,,,,,,,-4012331.589568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,255979051.872511,,1544873573.788615,93992308.320456,11999017.575598,,,45996236.13362,22998118.06681,9005162.475115,4999591.075265,102812393.234802,,,,22998118.06681,17998526.991545,,,31972922.0,1368887975.979598,,160986825.211372,999918.340683,451963013.354439,0.0,,,29997545.195291,2999754.393899,3725695104.209852,20013110.336081,4762610247.616176,,,22998118.06681,,-56905378.195682,94992226.03299,37880387.607483,-219152349.321607,,,,,797497505.713288,200996824.55703,0.0,338972259.701755,-15998690.938328,,-1820850988.705888,-178985352.831066,,-1246897959.145215,345971686.830237,,29997545.195291,2998279.724599,1000656.303482,11999017.575598,31972922.0,2747775132.853428,,,272841986.173147,,,-15998690.938328,,94992226.03299,4762610247.616176,732940019.346977,,515957775.851455,,426965058.606264,,-999180.377884,11797.330537,94783553.805181,-3008602.391802,541955648.312165,488959985.678212,7928558.961417,-1246897959.145215,3515712288.470961,,,,309972420.215047,182985024.937499,215936607.977465,999918.340683,2397803773.288609,,,2913761549.140065,187984616.012764,656804724.871003,277977250.97049,312974387.241046,,4458635122.92868,,,2.939747,3725695104.209852,426965058.606264,94992226.03299,,999918.340683,1802852461.714343,,0.0,255979051.872511,,2205819484.541263,1802852461.714343,-17998526.991545,,45911439.035088,10937161.353219,22998118.06681,51995744.921419,10937899.316017,8999263.809847,103991489.842837,4458635122.92868,,,56903166.197698,,,195983961.481928,451963013.354439,,0.628149,30950272.323415,51995744.921419,1544873573.788615,22998118.06681,1000655.675333,,181985107.224965,,,-49690701.451608,22998118.06681,998443.677349,,,488959985.678212,140692780.842285,10937161.353219,163986579.605271,,2913761549.140065,338972259.701755,2.939747,732940019.346977,,187984616.012764,2397803773.288609,,-4990005.114564,45996236.13362,-1999836.053217,515957775.851455,456962603.801555,163986579.605271,3515712288.470961,377969068.706893,,,,,,,,,,,,,,,,,,,,,,,,
1017532800,,,1514547186.030472,,,,-0.188326,,,-9990416.954041,,138866793.529375,,-6993291.742429,,40960709.135369,,,,,,,,,455563005.831087,0.0,,37749849.0,28972208.915919,,,22977958.492695,,,,40960709.135369,,-16983708.69647,,19980833.281083,60941542.416452,,,,,832201718.603047,-74928125.90131,,,,,,,,-1244805932.660355,,,,17982750.015675,2997125.211612,10989458.273246,,,,,999041.946204,,,,,,4710481517.963509,814218968.587372,,529492089.786193,,392623380.149226,,-999041.946204,-8991375.007837,87915667.439965,-4995208.477021,,,-11988500.219449,,3465675585.303154,,,,7992333.688633,,-15984666.750266,,2414683738.792401,,,,243766169.66581,673354091.792589,,,,4458723014.609066,37749849.0,,,3644504046.021694,,,,,1849226148.347859,,,241768086.400401,,,,,,50951125.462411,-6993291.742429,,,-6993291.742429,,,,,,67934834.158881,-0.188326,,,,,,32968375.446736,62939625.681861,,,0.0,,,,,-42958792.400777,40960709.135369,-27973166.969716,,,496523714.339457,158847626.810458,-6993291.742429,178828460.71854,,2944175828.578594,323689504.044141,,,,,,,-4995208.477021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
