,annualDeferredIncomeTax,annualCapitalExpenditure,quarterlySaleOfInvestment,trailingOperatingExpense,annualOtherNonCurrentAssets,annualOperatingExpense,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,trailingCapitalExpenditure,quarterlyIncomeTaxPayable,annualAccumulatedDepreciation,quarterlyDilutedEPS,trailingDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualCurrentAssets,quarterlyOperatingIncome,trailingInterestExpense,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDeferredIncomeTax,annualChangesInAccountReceivables,annualDilutedAverageShares,quarterlyStockBasedCompensation,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyEbitda,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyChangeInInventory,annualInterestExpense,annualRepaymentOfDebt,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyOperatingExpense,annualTotalNonCurrentAssets,quarterlyCurrentAssets,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualOtherCurrentAssets,trailingChangeInAccountPayable,quarterlyOtherNonCashItems,annualGrossProfit,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyNetPPE,trailingCostOfRevenue,quarterlyPretaxIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInInventory,quarterlyTotalRevenue,annualBasicAverageShares,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,trailingTaxProvision,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualCurrentDebt,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualCostOfRevenue,annualBeginningCashPosition,annualFreeCashFlow,annualNetIncome,annualCashDividendsPaid,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualPurchaseOfInvestment,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyNetIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,trailingPretaxIncome,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,quarterlyDilutedAverageShares,annualOtherNonCashItems,quarterlyOtherCurrentLiabilities,annualBasicEPS,annualTotalAssets,trailingNetIncome,annualLongTermDebt,annualStockholdersEquity,trailingChangeInInventory,quarterlyCostOfRevenue,quarterlyGoodwill,annualDepreciationAndAmortization,quarterlyAccountsReceivable,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,annualCurrentLiabilities,annualInventory,annualRetainedEarnings,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,quarterlyLongTermDebt,annualCapitalStock,annualAccountsReceivable,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,quarterlyInventory,annualStockBasedCompensation,annualCommonStockIssuance,annualGoodwill,quarterlyBasicEPS,quarterlyCashDividendsPaid,annualOperatingIncome,annualNetPPE,trailingGrossProfit,quarterlyBasicAverageShares,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualAccountsPayable,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,annualEbitda,quarterlyCapitalStock,annualDilutedEPS,trailingTotalRevenue,quarterlyPurchaseOfInvestment,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyChangesInAccountReceivables,quarterlyCurrentDebt,trailingEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,annualPretaxIncome,annualInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,annualOtherNonCurrentLiabilities,trailingOperatingIncome,trailingOtherIncomeExpense,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingSaleOfInvestment,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingNetOtherFinancingCharges,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
909792000,,,,,,,12624000000.0,,,,,0.2,,,,,-465000000.0,,,,406000000.0,,677000000.0,3363000000.0,,-27000000.0,,,,,,,-2000000.0,,,606000000.0,4913000000.0,,-971000000.0,,,-439000000.0,,1955000000.0,0.0,,1549000000.0,,6942000000.0,5568000000.0,,,,216000000.0,,1228000000.0,,,,,4798000000.0,,119000000.0,8801000000.0,,302000000.0,5949000000.0,,7288000000.0,,,,,-444000000.0,320000000.0,-3823000000.0,,,,,,,,,183000000.0,,,121000000.0,,182000000.0,2000000.0,0.0,,,,910000000.0,,1520000000.0,,,,,,,5333000000.0,,,,,,,,,,,,,783000000.0,,5166000000.0,,,-1000000.0,,4669000000.0,,,,0.2,-44000000.0,,,,910000000.0,,,,,,200000000.0,239000000.0,,239000000.0,,,,,0.0,,,,,28000000.0,,,,,,,685000000.0,,,,,104000000.0,9000000.0,687000000.0,,,,11517000000.0,-323000000.0,,16430000000.0,,,,9488000000.0,182000000.0,,,,,,,,,,,,,,,,,,
917740800,-11000000.0,-1757000000.0,,,692000000.0,6363000000.0,12737000000.0,,,,-3768000000.0,,,,5077000000.0,,824000000.0,,,6005000000.0,802000000.0,,619000000.0,3150000000.0,,6000000.0,,944444444.0,,935000000.0,1651000000.0,55000000.0,3000000.0,,44000000.0,1005000000.0,5335000000.0,,1193000000.0,398000000.0,,-346000000.0,,2708000000.0,0.0,,1906000000.0,9661000000.0,6005000000.0,5057000000.0,,619000000.0,,106000000.0,8317000000.0,1561000000.0,,594000000.0,10331000000.0,172000000.0,4683000000.0,,258000000.0,8969000000.0,,705000000.0,5274000000.0,-198000000.0,10139000000.0,899038462.0,,962000000.0,,-420000000.0,-1196000000.0,-3768000000.0,256000000.0,,,22634000000.0,211000000.0,105000000.0,935000000.0,-178000000.0,447000000.0,-1655000000.0,,1558000000.0,,423000000.0,16000000.0,0.0,,822000000.0,,,-41000000.0,1651000000.0,1.04,15666000000.0,,4452000000.0,5335000000.0,,7431000000.0,,780000000.0,,,,,,5057000000.0,3475000000.0,4683000000.0,,,822000000.0,,4452000000.0,292000000.0,,-24000000.0,,3475000000.0,,,,,-45000000.0,1954000000.0,8969000000.0,,,30951000000.0,,,255000000.0,-27000000.0,203000000.0,255000000.0,1862000000.0,255000000.0,,3150000000.0,,5274000000.0,0.0,,0.0,-163000000.0,2734000000.0,292000000.0,0.99,,,,12737000000.0,,256000000.0,,,255000000.0,-5000000.0,97000000.0,23000000.0,692000000.0,1556000000.0,,,10331000000.0,1138000000.0,,15666000000.0,0.0,,,9661000000.0,423000000.0,,,,,,,,,,,,,,,,,,
925430400,,,,,,,12925000000.0,,,,,0.21,,-102000000.0,,,-781000000.0,,,,411000000.0,,692000000.0,2917000000.0,,101000000.0,,,,,,,0.0,,,617000000.0,5434000000.0,,-304000000.0,,,-357000000.0,,1974000000.0,0.0,,1563000000.0,,6077000000.0,4461000000.0,,,,40000000.0,,1224000000.0,,,,,4828000000.0,,123000000.0,9129000000.0,,317000000.0,6091000000.0,,7214000000.0,,,,,-362000000.0,588000000.0,-3796000000.0,,,,,,,,,194000000.0,,,-240000000.0,,194000000.0,-9000000.0,0.0,,,,923809524.0,,1345000000.0,,,,,,,5240000000.0,,,,,,,,,,,,,875000000.0,,5216000000.0,,,0.0,,3779000000.0,,,,0.22,-49000000.0,,,,881818182.0,,,,,,206000000.0,246000000.0,,246000000.0,,,,,255000000.0,,,,,10000000.0,,,,,,,199000000.0,,,,,94000000.0,33000000.0,780000000.0,,,,10552000000.0,-602000000.0,,15986000000.0,,,,9909000000.0,194000000.0,,,,,,,,,,,,,,,,,,
933379200,,,,,,,13213000000.0,,,,,0.24,,-141000000.0,,,248000000.0,,,,472000000.0,,655000000.0,3111000000.0,5484000000.0,-19000000.0,,,,,,,-4000000.0,,,684000000.0,5490000000.0,,-194000000.0,,,-497000000.0,,2149000000.0,238000000.0,,1677000000.0,,6229000000.0,4859000000.0,,,,28000000.0,,1333000000.0,,,,,,,146000000.0,9408000000.0,,374000000.0,6066000000.0,,7752000000.0,,,,,-501000000.0,-208000000.0,-3805000000.0,,,,,,,,,228000000.0,,,697000000.0,,224000000.0,-8000000.0,0.0,,,,933333333.0,,1529000000.0,,,,,,,5603000000.0,,,,,,,,,,,,,888000000.0,,5178000000.0,,,-4000000.0,,3973000000.0,,,,0.25,-49000000.0,,,,896000000.0,,,,,,212000000.0,238000000.0,,238000000.0,,,,,0.0,,,,,6000000.0,,,,,,,219000000.0,,,,,98000000.0,5000000.0,778000000.0,,,,10925000000.0,196000000.0,,16415000000.0,,,,10186000000.0,224000000.0,,,,,,,,,,,,,,,,,,
941328000,,,,,,,13641000000.0,,,,,0.25,,-192000000.0,,,-535000000.0,,,,494000000.0,,622000000.0,3394000000.0,5502000000.0,-6000000.0,,,,,,,-1000000.0,,,707000000.0,5505000000.0,,-784000000.0,,,-554000000.0,,2210000000.0,246000000.0,,1716000000.0,,7104000000.0,5970000000.0,,,,20000000.0,,1368000000.0,,,,,,,151000000.0,9766000000.0,,392000000.0,6147000000.0,,8009000000.0,,,,,-580000000.0,629000000.0,-3875000000.0,,,,,,,,,241000000.0,,,-67000000.0,,232000000.0,8000000.0,0.0,,,,928000000.0,,1561000000.0,,,,,,,5799000000.0,,,,,,,,,,,,,884000000.0,,5263000000.0,,,-9000000.0,,4757000000.0,,,,0.26,-48000000.0,,,,892307692.0,,,,,,213000000.0,246000000.0,,246000000.0,,,,,238000000.0,,,,,3000000.0,,,,,,,1015000000.0,,,,,102000000.0,1000000.0,752000000.0,,,,12117000000.0,-647000000.0,,17622000000.0,,,,10518000000.0,232000000.0,,,,,,,,,,,,,,,,,,
949276800,75000000.0,-1918000000.0,,,761000000.0,8344000000.0,13824000000.0,,,,-3925000000.0,,,-146000000.0,7490000000.0,,1224000000.0,-581000000.0,,6483000000.0,952000000.0,,628000000.0,3514000000.0,,-1000000.0,,937704918.0,,1144000000.0,1838000000.0,47000000.0,-10000000.0,,-35000000.0,1175000000.0,5862000000.0,,959000000.0,393000000.0,,-399000000.0,,4340000000.0,220000000.0,,3388000000.0,10660000000.0,6483000000.0,5850000000.0,,628000000.0,,,10673000000.0,3565000000.0,,751000000.0,11281000000.0,156000000.0,5056000000.0,,331000000.0,9899000000.0,,853000000.0,5431000000.0,-323000000.0,10727000000.0,900787402.0,,1185000000.0,,-475000000.0,-1489000000.0,-3925000000.0,498000000.0,,,23029000000.0,255000000.0,334000000.0,1144000000.0,-195000000.0,522000000.0,-1807000000.0,,1862000000.0,,494000000.0,-26000000.0,0.0,,910000000.0,,,,1838000000.0,1.27,17143000000.0,,4521000000.0,5862000000.0,,6387000000.0,,854000000.0,,,,,,5850000000.0,3798000000.0,5056000000.0,,,910000000.0,,4521000000.0,76000000.0,,-28000000.0,,3798000000.0,,,,,-49000000.0,2329000000.0,9899000000.0,,,33702000000.0,,,220000000.0,-41000000.0,223000000.0,220000000.0,2252000000.0,220000000.0,,3514000000.0,,5431000000.0,246000000.0,,220000000.0,-480000000.0,3183000000.0,76000000.0,1.22,,,,13824000000.0,,498000000.0,,,220000000.0,-15000000.0,99000000.0,8000000.0,761000000.0,1936000000.0,,,11281000000.0,1387000000.0,,17143000000.0,0.0,,,10660000000.0,494000000.0,,,,,,,,,,,,,,,,,,
957052800,,,,,,,14033000000.0,,,,,0.26,,-123000000.0,,,-640000000.0,,,,485000000.0,,753000000.0,3154000000.0,5967000000.0,75000000.0,,,,,,,0.0,,,709000000.0,5967000000.0,,-110000000.0,,,-422000000.0,,2543000000.0,301000000.0,,2058000000.0,,6537000000.0,5360000000.0,,,,,,1834000000.0,,,,,,,150000000.0,10085000000.0,,389000000.0,6101000000.0,,7746000000.0,,,,,-428000000.0,568000000.0,-3948000000.0,,,,,,,,,239000000.0,,,-65000000.0,,239000000.0,81000000.0,0.0,,,,921200000.0,,1625000000.0,,,,,,,5203000000.0,,,,,,,,,,,,,929000000.0,,5172000000.0,,,0.0,,3908000000.0,,,,0.26,-46000000.0,,,,910400000.0,,,,,,224000000.0,301000000.0,,301000000.0,,,,,220000000.0,,,,,,,,,,,,581000000.0,,,,,96000000.0,19000000.0,806000000.0,,,,11461000000.0,-493000000.0,,17428000000.0,,,,10891000000.0,239000000.0,,,,,,,,,,,,,,,,,,
965001600,,,,,,,14576000000.0,,,,,0.28,,-227000000.0,,,264000000.0,,,,518000000.0,,683000000.0,3347000000.0,5974000000.0,-31000000.0,,,,,,,0.0,,,748000000.0,5974000000.0,,-163000000.0,,,-608000000.0,,2658000000.0,339000000.0,,2140000000.0,,6667000000.0,6501000000.0,,,,,,1910000000.0,,,,,,,161000000.0,10460000000.0,,418000000.0,5457000000.0,,8251000000.0,,,,,-624000000.0,-103000000.0,-4116000000.0,,,,,,,,,257000000.0,,,749000000.0,,258000000.0,38000000.0,0.0,,,,915200000.0,,1749000000.0,,,,,,,5593000000.0,,,,,,,,,,,,,937000000.0,,4520000000.0,,,1000000.0,,4071000000.0,,,,0.28,-45000000.0,,,,906600000.0,,,,,,230000000.0,339000000.0,,339000000.0,,,,,301000000.0,,,,,,,,,,,,1405000000.0,,,,,100000000.0,0.0,805000000.0,,,,11958000000.0,125000000.0,,17932000000.0,,,,11265000000.0,258000000.0,,,,,,,,,,,,,,,,,,
972950400,,,,,,,15204000000.0,,,,,0.24,,-217000000.0,,,-719000000.0,,,,459000000.0,,626000000.0,3974000000.0,5946000000.0,0.0,,,,,,,0.0,,,698000000.0,5946000000.0,,-1148000000.0,,,-704000000.0,,2722000000.0,370000000.0,,2263000000.0,,7923000000.0,7877000000.0,,,,,,2024000000.0,,,,,,,135000000.0,10957000000.0,,351000000.0,5802000000.0,,8582000000.0,,,,,-718000000.0,930000000.0,-4247000000.0,,,,,,,,,216000000.0,,,-195000000.0,,217000000.0,31000000.0,0.0,,,,907800000.0,,1627000000.0,,,,,,,5860000000.0,,,,,,,,,,,,,956000000.0,,4846000000.0,,,1000000.0,,5219000000.0,,,,0.24,-50000000.0,,,,900400000.0,,,,,,239000000.0,370000000.0,,370000000.0,,,,,339000000.0,,,,,,,,,,,,2276000000.0,,,,,108000000.0,1000000.0,745000000.0,,,,13679000000.0,-913000000.0,,19625000000.0,,,,11702000000.0,217000000.0,,,,,,,,,,,,,,,,,,
980899200,1000000.0,-2528000000.0,,,768000000.0,9130000000.0,15759000000.0,,,,-4341000000.0,,,-18000000.0,8190000000.0,,558000000.0,-585000000.0,,7304000000.0,1016000000.0,,759000000.0,3576000000.0,,-43000000.0,,913000000.0,,1264000000.0,1868000000.0,42000000.0,-4000000.0,,136000000.0,1263000000.0,6519000000.0,,971000000.0,425000000.0,,-741000000.0,,3685000000.0,356000000.0,,2669000000.0,12186000000.0,7304000000.0,6301000000.0,,759000000.0,,102000000.0,11608000000.0,2422000000.0,,789000000.0,12971000000.0,-537000000.0,5542000000.0,,343000000.0,11418000000.0,,895000000.0,6670000000.0,-450000000.0,12324000000.0,903500000.0,,1264000000.0,,-758000000.0,-689000000.0,-4341000000.0,857000000.0,,,25295000000.0,220000000.0,-623000000.0,1264000000.0,-190000000.0,552000000.0,-2475000000.0,,1416000000.0,,552000000.0,-14000000.0,0.0,,1036000000.0,,,237000000.0,1868000000.0,1.4,19490000000.0,,5634000000.0,6519000000.0,,8639000000.0,,940000000.0,1941000000.0,,,,,6301000000.0,4248000000.0,5542000000.0,,,1036000000.0,,5634000000.0,75000000.0,1941000000.0,0.0,,4248000000.0,,,,,-49000000.0,2478000000.0,11418000000.0,,,36903000000.0,,,356000000.0,0.0,247000000.0,356000000.0,1905000000.0,356000000.0,,3576000000.0,,6670000000.0,370000000.0,,356000000.0,706000000.0,3418000000.0,75000000.0,1.38,,,,15759000000.0,,857000000.0,,,356000000.0,-4000000.0,121000000.0,22000000.0,768000000.0,2053000000.0,,,12971000000.0,658000000.0,,19490000000.0,0.0,,,12186000000.0,552000000.0,,,,,,,,,,,,,,,,,,
988588800,,,,,,,16428000000.0,,,,,0.28,,-14000000.0,,,-685000000.0,,,,516000000.0,,1029000000.0,3285000000.0,997000000.0,,,,,,,,0.0,,,772000000.0,6744000000.0,,-46000000.0,,,-853000000.0,,2723000000.0,367000000.0,,2207000000.0,,7438000000.0,6417000000.0,,,,18000000.0,,1951000000.0,,,,,5747000000.0,,156000000.0,12037000000.0,,410000000.0,7215000000.0,,8345000000.0,,,,,-857000000.0,1021000000.0,-4391000000.0,,,,,,,,,254000000.0,,,-157000000.0,,254000000.0,11000000.0,0.0,,,,908500000.0,,1690000000.0,,,,,,,5622000000.0,,,1748000000.0,,,,,,,,,,1041000000.0,,6174000000.0,,,0.0,,4294000000.0,,,,0.28,-49000000.0,,,,899000000.0,,,,,,256000000.0,367000000.0,,367000000.0,,,,,356000000.0,,,,,,,,,,,,1442000000.0,,,,,106000000.0,11000000.0,901000000.0,,,,13632000000.0,-1014000000.0,,20376000000.0,,,,12938000000.0,254000000.0,,,,,,,,,,,,,,,,,,
996537600,,,,,,,17069000000.0,,,,,0.3,,0.0,,,451000000.0,,,,548000000.0,,893000000.0,3735000000.0,1030000000.0,,,,,,,,220000000.0,,,807000000.0,6998000000.0,,-114000000.0,,,-503000000.0,,2852000000.0,798000000.0,,2304000000.0,,7820000000.0,6201000000.0,,,,38000000.0,,2045000000.0,,,,,5968000000.0,,167000000.0,12508000000.0,,439000000.0,8046000000.0,,8952000000.0,,,,,-729000000.0,-86000000.0,-4561000000.0,,,,,,,,,272000000.0,,,1020000000.0,,271000000.0,431000000.0,0.0,,,,908900000.0,,1886000000.0,,,,,,,6100000000.0,,,1721000000.0,,,,,,,,,,1047000000.0,,6999000000.0,,,0.0,,4408000000.0,,,,0.3,-50000000.0,,,,901000000.0,,,,,,259000000.0,798000000.0,,798000000.0,,,,,367000000.0,,,,,,,,,,,,580000000.0,,,,,109000000.0,12000000.0,917000000.0,,,,14247000000.0,291000000.0,,21245000000.0,,,,13425000000.0,271000000.0,,,,,,,,,,,,,,,,,,
1004486400,,,,,,,17850000000.0,,,,,0.2,,0.0,,,-718000000.0,,,,420000000.0,,959000000.0,4451000000.0,1055000000.0,,,,,,,,0.0,,,701000000.0,7158000000.0,,-1372000000.0,,,-1218000000.0,,2980000000.0,424000000.0,,2560000000.0,,9872000000.0,6938000000.0,,,,122000000.0,,2279000000.0,,,,,6103000000.0,,113000000.0,13077000000.0,,298000000.0,9766000000.0,,9354000000.0,,,,,-832000000.0,974000000.0,-4773000000.0,,,,,,,,,185000000.0,,,-130000000.0,,185000000.0,-374000000.0,0.0,,,,908300000.0,,1770000000.0,,,,,,,6374000000.0,,,2709000000.0,,,,,,,,,,1055000000.0,,8711000000.0,,,0.0,,5780000000.0,,,,0.2,-50000000.0,,,,902300000.0,,,,,,281000000.0,424000000.0,,424000000.0,,,,,798000000.0,,,,,,,,,,,,717000000.0,,,,,122000000.0,1000000.0,913000000.0,,,,16704000000.0,-962000000.0,,23862000000.0,,,,13990000000.0,185000000.0,,,,,,,,,,,,,,,,,,
1012435200,49000000.0,-3163000000.0,,,973000000.0,9962000000.0,18442000000.0,,,,-4909000000.0,,,-6000000.0,8883000000.0,,231000000.0,-20000000.0,,9648000000.0,1196000000.0,,869000000.0,4160000000.0,,,,909800000.0,,1368000000.0,423000000.0,44000000.0,-5000000.0,,143000000.0,1479000000.0,7860000000.0,1566000000.0,1331000000.0,464000000.0,,-736000000.0,,4087000000.0,499000000.0,,2891000000.0,14506000000.0,9648000000.0,7054000000.0,,869000000.0,,33000000.0,12642000000.0,2608000000.0,,842000000.0,16294000000.0,-721000000.0,6687000000.0,,406000000.0,13533000000.0,,1069000000.0,9240000000.0,-201000000.0,13237000000.0,901500000.0,,1374000000.0,,-745000000.0,-448000000.0,-4909000000.0,905000000.0,,,27246000000.0,356000000.0,-1171000000.0,1368000000.0,-203000000.0,663000000.0,-3310000000.0,-174000000.0,1259000000.0,,658000000.0,75000000.0,0.0,,1152000000.0,,,211000000.0,423000000.0,1.51,24154000000.0,,8088000000.0,7860000000.0,,9150000000.0,,1079000000.0,3831000000.0,,1566000000.0,,,7054000000.0,4449000000.0,6687000000.0,,,1152000000.0,,8088000000.0,75000000.0,3831000000.0,0.0,,4449000000.0,,,,,-54000000.0,2680000000.0,13533000000.0,,,39888000000.0,,,499000000.0,0.0,283000000.0,499000000.0,1992000000.0,499000000.0,,4160000000.0,,9240000000.0,424000000.0,,499000000.0,1461000000.0,3759000000.0,75000000.0,1.5,,0.0,,18442000000.0,,905000000.0,,,499000000.0,-5000000.0,127000000.0,20000000.0,973000000.0,2216000000.0,,,16294000000.0,514000000.0,,24154000000.0,0.0,,,14506000000.0,658000000.0,,,,,,,,,,,,,,,,,,
1020124800,,,,,,,18943000000.0,,,,,0.38,,,,,-1415000000.0,,,,691000000.0,,1236000000.0,3685000000.0,8194000000.0,,,,,,,,-1000000.0,,,980000000.0,8194000000.0,,-116000000.0,,,-694000000.0,,3272000000.0,445000000.0,,2581000000.0,,10195000000.0,6851000000.0,,,,66000000.0,,2292000000.0,,,,,,,211000000.0,13931000000.0,,556000000.0,10144000000.0,,9594000000.0,,,,,-697000000.0,1266000000.0,-5012000000.0,,,,,,,,,345000000.0,,,-626000000.0,,345000000.0,-54000000.0,0.0,,,,914700000.0,,1796000000.0,,,,,,,6322000000.0,,,3949000000.0,,,,,,,,,,1201000000.0,,8943000000.0,,,0.0,,4565000000.0,,,,0.38,-54000000.0,,,,906400000.0,,,,,,289000000.0,445000000.0,,445000000.0,,,,,499000000.0,,,,,,,,,,,,1370000000.0,,,,,135000000.0,17000000.0,1063000000.0,,,,16995000000.0,-1323000000.0,,25189000000.0,,,,14994000000.0,345000000.0,,,,,,,,,,,,,,,,,,
1028073600,,,,,,,19584000000.0,,,,,0.38,,,,,392000000.0,,,,713000000.0,,1112000000.0,4187000000.0,8517000000.0,,,,,,,,1000000.0,,,1008000000.0,8517000000.0,,16000000.0,,,-774000000.0,,3428000000.0,1755000000.0,,2715000000.0,,11720000000.0,7801000000.0,,,,-47000000.0,,2420000000.0,,,,,,,215000000.0,14370000000.0,,559000000.0,10941000000.0,,10068000000.0,,,,,-782000000.0,891000000.0,-5214000000.0,,,,,,,,,344000000.0,,,1193000000.0,,344000000.0,1310000000.0,0.0,,,,913000000.0,,2031000000.0,,,,,,,6640000000.0,,,4304000000.0,,,,,,,,,,1206000000.0,,9735000000.0,,,0.0,,4549000000.0,,,,0.38,-55000000.0,,,,907900000.0,,,,,,295000000.0,1755000000.0,,1755000000.0,,,,,445000000.0,,,,,,,,,,,,1583000000.0,,,,,154000000.0,-6000000.0,1169000000.0,,,,18742000000.0,411000000.0,,27259000000.0,,,,15539000000.0,344000000.0,,,,,,,,,,,,,,,,,,
1036022400,,,,,,,20311000000.0,,,,,0.3,,,,,-1306000000.0,,,,593000000.0,,1147000000.0,4927000000.0,8756000000.0,,,,,,,,0.0,,,898000000.0,8756000000.0,,-1063000000.0,,,-910000000.0,,3458000000.0,834000000.0,,2865000000.0,,12475000000.0,8137000000.0,,,,181000000.0,,2560000000.0,,,,,,,171000000.0,14878000000.0,,448000000.0,11782000000.0,,10194000000.0,,,,,-914000000.0,520000000.0,-5433000000.0,,,,,,,,,277000000.0,,,-531000000.0,,277000000.0,-921000000.0,0.0,,,,914000000.0,,1836000000.0,,,,,,,6736000000.0,,,4882000000.0,,,,,,,,,,1223000000.0,,10559000000.0,,,0.0,,5612000000.0,,,,0.31,-54000000.0,,,,908500000.0,,,,,,305000000.0,834000000.0,,834000000.0,,,,,1755000000.0,,,,,,,,,,,,1374000000.0,,,,,145000000.0,-6000000.0,1322000000.0,,,,19919000000.0,-1445000000.0,,28675000000.0,,,,16200000000.0,277000000.0,,,,,,,,,,,,,,,,,,
1043971200,248000000.0,-3221000000.0,,,1361000000.0,11393000000.0,20936000000.0,,,,-5629000000.0,,,0.0,10181000000.0,,89000000.0,-14000000.0,,11935000000.0,1267000000.0,,852000000.0,4684000000.0,4000000.0,,,914000000.0,,1654000000.0,319000000.0,8000000.0,0.0,,259000000.0,1590000000.0,9443000000.0,1545000000.0,852000000.0,588000000.0,,-811000000.0,,4499000000.0,758000000.0,,3232000000.0,16668000000.0,11935000000.0,7523000000.0,,852000000.0,,-170000000.0,14657000000.0,2909000000.0,,1022000000.0,19160000000.0,-2240000000.0,8107000000.0,,425000000.0,15307000000.0,,1113000000.0,11637000000.0,-311000000.0,14061000000.0,908000000.0,,1654000000.0,,-828000000.0,-819000000.0,-5629000000.0,975000000.0,,,29260000000.0,499000000.0,-1631000000.0,1654000000.0,-218000000.0,688000000.0,-3189000000.0,,1554000000.0,,688000000.0,-76000000.0,0.0,,1451000000.0,,,30000000.0,319000000.0,1.82,28603000000.0,,10186000000.0,9443000000.0,,9562000000.0,,1212000000.0,5565000000.0,,1545000000.0,,,7523000000.0,4760000000.0,8107000000.0,,,1451000000.0,,10186000000.0,76000000.0,5565000000.0,0.0,,4760000000.0,,,,,-55000000.0,3264000000.0,15307000000.0,,,43917000000.0,4000000.0,,758000000.0,0.0,323000000.0,758000000.0,1590000000.0,758000000.0,,4684000000.0,,11637000000.0,834000000.0,,758000000.0,1858000000.0,4476000000.0,76000000.0,1.81,,,,20936000000.0,,975000000.0,,,758000000.0,0.0,154000000.0,3000000.0,1361000000.0,2676000000.0,,,19160000000.0,726000000.0,,28603000000.0,0.0,,,16668000000.0,688000000.0,,,,,,,,,,,,,,,,,,
