,quarterlyLongTermDebt,annualPretaxIncome,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualPurchaseOfInvestment,quarterlyTotalAssets,quarterlyOtherCurrentLiabilities,annualNetIncome,annualAccountsReceivable,annualLongTermDebt,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,annualGoodwill,annualSaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,annualOtherNonCashItems,annualInvestingCashFlow,quarterlyGoodwill,quarterlyNetIncome,annualRetainedEarnings,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,annualEndCashPosition,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingOperatingIncome,trailingTotalRevenue,quarterlyInventory,quarterlyOtherIncomeExpense,trailingOtherIncomeExpense,annualOperatingIncome,annualCurrentLiabilities,quarterlyDilutedEPS,annualNetPPE,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyPurchaseOfInvestment,annualOtherIncomeExpense,quarterlyEndCashPosition,annualOtherShortTermInvestments,annualAccountsPayable,quarterlyOtherIntangibleAssets,quarterlyInvestingCashFlow,annualCommonStockIssuance,annualOperatingCashFlow,quarterlyCurrentDebt,quarterlyDepreciationAndAmortization,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInterestExpense,annualChangeInAccountPayable,annualOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,annualEbitda,quarterlyOtherNonCurrentAssets,quarterlyFreeCashFlow,annualRepurchaseOfCapitalStock,annualOtherNonCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,annualCashAndCashEquivalents,annualCashCashEquivalentsAndMarketableSecurities,annualNetOtherInvestingChanges,trailingPretaxIncome,annualChangesInAccountReceivables,annualInterestExpense,trailingInterestExpense,annualCurrentAssets,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,annualBeginningCashPosition,trailingOperatingExpense,annualGrossPPE,annualOtherNonCurrentAssets,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,annualBasicAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualRepaymentOfDebt,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualBasicEPS,annualCapitalExpenditure,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,trailingGrossProfit,trailingNetIncomeCommonStockholders,quarterlyDilutedAverageShares,annualTaxProvision,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,quarterlyAccumulatedDepreciation,trailingCostOfRevenue,annualCurrentDebt,quarterlyRepaymentOfDebt,quarterlyTaxProvision,annualCostOfRevenue,annualTotalRevenue,annualOtherCurrentAssets,quarterlyNetPPE,annualCapitalStock,annualTotalNonCurrentAssets,quarterlyStockBasedCompensation,quarterlyEbitda,annualNetOtherFinancingCharges,annualGrossProfit,annualStockBasedCompensation,annualFreeCashFlow,annualInventory,quarterlyOtherNonCashItems,trailingTaxProvision,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInWorkingCapital,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,quarterlyOtherShortTermInvestments,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,quarterlyBasicEPS,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyPretaxIncome,annualChangeInInventory,quarterlyGrossPPE,annualOperatingExpense,annualDilutedEPS,quarterlyPurchaseOfBusiness,annualDilutedAverageShares,quarterlyCurrentAssets,trailingNetIncome,quarterlyCapitalExpenditure,annualTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyOperatingCashFlow,trailingChangeInInventory,annualIncomeTaxPayable,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingBeginningCashPosition,annualResearchAndDevelopment,annualCurrentDeferredRevenue,trailingCashDividendsPaid,quarterlyNonCurrentDeferredRevenue,trailingChangeInCashSupplementalAsReported,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,quarterlyChangesInAccountReceivables,trailingCapitalExpenditure,annualNonCurrentDeferredRevenue,trailingFreeCashFlow,trailingRepaymentOfDebt,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,trailingBasicEPS,trailingDeferredIncomeTax,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingOtherNonCashItems,trailingPurchaseOfInvestment,trailingEndCashPosition,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingOperatingCashFlow,trailingCommonStockIssuance,trailingChangeInAccountPayable,trailingInvestingCashFlow,annualInvestmentsAndAdvances
915062400,730300000.0,440100000.0,-77800000.0,507300000.0,-19300000.0,4065500000.0,585700000.0,272900000.0,,730300000.0,,584500000.0,2518200000.0,,,,15800000.0,1237600000.0,1715900000.0,33100000.0,-168700000.0,,47500000.0,1797900000.0,4065500000.0,-294200000.0,147900000.0,380700000.0,47500000.0,0.0,,47500000.0,19100000.0,19100000.0,,,682500000.0,-14700000.0,,531600000.0,1112000000.0,,718900000.0,-19400000.0,419700000.0,-4200000.0,-19600000.0,0.0,,408100000.0,1414800000.0,-57900000.0,16800000.0,478500000.0,118200000.0,39000000.0,1237600000.0,15700000.0,,1414800000.0,7800000.0,2349600000.0,679500000.0,384500000.0,221500000.0,-85000000.0,507300000.0,,19100000.0,19100000.0,-3300000.0,,,72000000.0,,1547300000.0,241200000.0,,3500000.0,,1440300000.0,384500000.0,-721400000.0,1598300000.0,172721519.0,-29300000.0,,272900000.0,30600000.0,0.0,,,526500000.0,408100000.0,,1.58,-146100000.0,,15600000.0,,,,167200000.0,-15900000.0,1715900000.0,585700000.0,-721400000.0,,118200000.0,,29100000.0,2656600000.0,4934400000.0,241200000.0,718900000.0,,2518200000.0,,145800000.0,8800000.0,2277800000.0,,332400000.0,682500000.0,138100000.0,,-185700000.0,-2300000.0,,,,272900000.0,800000.0,,,,,,1797900000.0,,1112000000.0,76600000.0,39100000.0,1440300000.0,1746200000.0,1.57,,173821656.0,1547300000.0,,-37800000.0,2349600000.0,106800000.0,1111000000.0,259300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922838400,629100000.0,,,496900000.0,,4057100000.0,600400000.0,,,,,613400000.0,2442000000.0,,,,-15600000.0,1126000000.0,,,,,28800000.0,,,,,411600000.0,28800000.0,,,28800000.0,3500000.0,3500000.0,,,684400000.0,-3300000.0,,,,0.17,,-20400000.0,449000000.0,,,0.0,,,1346800000.0,-53200000.0,,,321400000.0,37400000.0,,15800000.0,,,300000.0,2463200000.0,,388500000.0,-57400000.0,,,,,,,,,,,,274800000.0,,,,,,,,,-33400000.0,,,,19100000.0,,,514500000.0,415400000.0,,,,,,,,169411765.0,,-6500000.0,1593900000.0,,-737800000.0,,,,17600000.0,,,,706700000.0,,,,102900000.0,,,,,,-77000000.0,,51400000.0,,,,,,2900000.0,,0.17,,,169411765.0,1806400000.0,,1337200000.0,46400000.0,,1444500000.0,,,,,1615100000.0,,-46700000.0,,65500000.0,1127900000.0,-10700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930700800,626800000.0,,,498500000.0,,4161400000.0,637900000.0,,,,,735200000.0,2460900000.0,,,,3900000.0,1125300000.0,,,,,107600000.0,,,,,424100000.0,107600000.0,,,107600000.0,7400000.0,7400000.0,,,676200000.0,3200000.0,,,,0.63,,-20400000.0,462600000.0,,,0.0,,,1348600000.0,-28900000.0,,,236200000.0,38500000.0,,15900000.0,,,300000.0,2475300000.0,,396800000.0,120000000.0,,,,,,,,,,,,272300000.0,,,,,,,,,-18300000.0,,,,0.0,,,648900000.0,475900000.0,,,,,,,,170793651.0,,13500000.0,1686100000.0,,-760100000.0,,,,65900000.0,,,,715500000.0,,,,224800000.0,,,,,,18900000.0,,-123400000.0,,,,,,2600000.0,,0.64,,,168125000.0,1893500000.0,,1350000000.0,173500000.0,,1475600000.0,,,,,1700500000.0,,-33800000.0,,186300000.0,1384100000.0,153800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938649600,624500000.0,,,489000000.0,,4106700000.0,638700000.0,,,,,693600000.0,2440800000.0,,,,-2400000.0,1113500000.0,,,,,111500000.0,,,,,417500000.0,111500000.0,,,111500000.0,5000000.0,5000000.0,,,649100000.0,700000.0,,,,0.66,,-20300000.0,459500000.0,-2500000.0,,5000000.0,,,1329000000.0,-32900000.0,,,260900000.0,42000000.0,,14900000.0,,,500000.0,2422700000.0,,401800000.0,73000000.0,,,,,,,,,,,,276200000.0,,,,,,,,,-78200000.0,,,,0.0,206200000.0,,651900000.0,409600000.0,-141200000.0,,,,,,,168939394.0,,3600000.0,1684000000.0,,-777600000.0,,,,68300000.0,,,,710000000.0,,,,234400000.0,,,,,,34500000.0,,-74800000.0,,,,,,900000.0,,0.67,,,166417910.0,1984800000.0,,1309200000.0,179800000.0,,1487600000.0,,,,,1665900000.0,,-34000000.0,,192400000.0,1345500000.0,107000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946598400,624400000.0,490200000.0,-81000000.0,539300000.0,-23400000.0,4052100000.0,608700000.0,303900000.0,,624400000.0,,557300000.0,2454700000.0,,,,13600000.0,1163700000.0,1698500000.0,-29500000.0,-163900000.0,,56000000.0,2020900000.0,4052100000.0,-318900000.0,155800000.0,420200000.0,56000000.0,18600000.0,,56000000.0,18600000.0,18600000.0,,,703400000.0,-27200000.0,,575100000.0,1189900000.0,,711700000.0,-19900000.0,458100000.0,-12300000.0,-29500000.0,18600000.0,,458900000.0,1314500000.0,-48900000.0,7100000.0,485100000.0,122300000.0,37900000.0,1163700000.0,14600000.0,,1314500000.0,3300000.0,2353600000.0,730900000.0,428500000.0,199900000.0,-147400000.0,539300000.0,-145600000.0,18600000.0,18600000.0,9100000.0,,,61200000.0,,1597400000.0,269400000.0,,19100000.0,,1448000000.0,428500000.0,-736300000.0,1673400000.0,167900552.0,-17500000.0,,303900000.0,21200000.0,5000000.0,206300000.0,,589100000.0,458900000.0,-145600000.0,1.81,-149600000.0,,-500000.0,,,,186300000.0,-1500000.0,1698500000.0,608700000.0,-736300000.0,,122300000.0,,34400000.0,2599500000.0,5003800000.0,269400000.0,711700000.0,206300000.0,2454700000.0,,168900000.0,4400000.0,2404300000.0,,335500000.0,703400000.0,-5900000.0,,-172100000.0,17600000.0,100200000.0,,,303900000.0,700000.0,,,,,,2020900000.0,,1189900000.0,90400000.0,-24400000.0,1448000000.0,1829200000.0,1.8,,168833333.0,1597400000.0,,-35100000.0,2353600000.0,131000000.0,1146400000.0,235000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954460800,624234000.0,,,537860000.0,,4209541000.0,580782000.0,,,,,666892000.0,2476997000.0,,,,-14990000.0,1162094000.0,,,,,40923000.0,,,,,435921000.0,40923000.0,,,40923000.0,3633000.0,3633000.0,,,731952000.0,-480000.0,,,,0.25,,-22374000.0,474701000.0,,,3633000.0,,,1310523000.0,-47864000.0,,,276528000.0,38780000.0,,14877000.0,,,229000.0,2516502000.0,,440981000.0,-96541000.0,,,,,,,,,,,,288753000.0,,,,,,,,,-38240000.0,,,,18623000.0,206393000.0,,555024000.0,497098000.0,-132949000.0,,,,,,,163692000.0,,-19722000.0,1693039000.0,,-760660000.0,,,,25082000.0,,,,725493000.0,,,,119103000.0,,,,,,-2461000.0,,94505000.0,,-135423000.0,,,,773000.0,,0.25,,,163692000.0,2039399000.0,,1354408000.0,66005000.0,,1486153000.0,,,,,1732544000.0,,-34679000.0,,80323000.0,1221916000.0,-61862000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962323200,621094000.0,,,534186000.0,,4361316000.0,631738000.0,,,,,747204000.0,2530164000.0,,,,-1907000.0,1155280000.0,,,,,115843000.0,,,,,434846000.0,115843000.0,,,115843000.0,1726000.0,1726000.0,,,719617000.0,-4035000.0,,,,0.71,,-22088000.0,475435000.0,,,1726000.0,,,1328892000.0,-67467000.0,,,292763000.0,40589000.0,,16665000.0,,,250000.0,2582913000.0,,464828000.0,35722000.0,,,,,,,,,,,,342024000.0,,,,,,,,,-29293000.0,,,,3633000.0,206487000.0,,682063000.0,503132000.0,-113743000.0,,,,,,,163159155.0,,37023000.0,1778403000.0,,-779697000.0,,,,71002000.0,,,,736444000.0,,,,247217000.0,,,,,,-11177000.0,,-14021000.0,,-63636000.0,,,,1422000.0,,0.71,,,163159155.0,2133155000.0,,1427633000.0,186845000.0,,1516141000.0,,,,,1831152000.0,,-43976000.0,,206628000.0,1429267000.0,79698000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970272000,624382000.0,,,531521000.0,,4266668000.0,619103000.0,,,,,745825000.0,2562121000.0,,,,1278000.0,1155903000.0,,,,,106719000.0,,,,,437954000.0,106719000.0,,,106719000.0,3004000.0,3004000.0,,,671167000.0,-1232000.0,,,,0.66,,-21952000.0,477937000.0,,,3004000.0,,,1327968000.0,-98454000.0,,,241556000.0,39983000.0,,15906000.0,,,41000.0,2476497000.0,,502653000.0,214398000.0,,,,,,,,,,,,288629000.0,,,,,,,,,-43236000.0,,,,1726000.0,206639000.0,,666078000.0,459935000.0,-145748000.0,,,,,,,161695455.0,,-81043000.0,1790171000.0,,-797995000.0,,,,65407000.0,,,,731500000.0,,,,228124000.0,,,,,,-8084000.0,,-133678000.0,,100529000.0,,,,1817000.0,,0.66,,,161695455.0,2217922000.0,,1320594000.0,172126000.0,,1529495000.0,,,,,1704547000.0,,-19001000.0,,188141000.0,1411903000.0,233399000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978220800,623587000.0,143406000.0,-88124000.0,539976000.0,-51163000.0,3750670000.0,540214000.0,16026000.0,,623587000.0,,584062000.0,2199131000.0,,,,-108000.0,1163563000.0,1471864000.0,-3310000.0,-253038000.0,,-247459000.0,1948753000.0,3750670000.0,-223431000.0,160030000.0,431646000.0,-247459000.0,2896000.0,,-247459000.0,2896000.0,2896000.0,,,703727000.0,-361046000.0,,567244000.0,1115243000.0,,722379000.0,-21710000.0,472324000.0,,-366793000.0,2896000.0,,448799000.0,964632000.0,-39253000.0,6419000.0,461108000.0,126230000.0,40678000.0,1163563000.0,14578000.0,,964632000.0,1142000.0,2278806000.0,727274000.0,512120000.0,174751000.0,-146857000.0,539976000.0,-163609000.0,2896000.0,2896000.0,-8989000.0,,,62026000.0,,1551539000.0,250754000.0,,18623000.0,,1530409000.0,512120000.0,-808030000.0,1740367000.0,160260000.0,-36088000.0,,16026000.0,-26886000.0,3004000.0,206848000.0,,564476000.0,448799000.0,-163609000.0,0.1,-132778000.0,,-15727000.0,,,,127380000.0,54753000.0,1471864000.0,540214000.0,-808030000.0,,126230000.0,,-34111000.0,2743983000.0,5211624000.0,250754000.0,722379000.0,206848000.0,2199131000.0,,132830000.0,1662000.0,2467641000.0,,328330000.0,703727000.0,18412000.0,,-170237000.0,-28727000.0,69803000.0,,,16026000.0,2407000.0,,,,,,1948753000.0,,1115243000.0,-281570000.0,6188000.0,1530409000.0,1900397000.0,0.1,,160260000.0,1551539000.0,,-35122000.0,2278806000.0,92152000.0,1148538000.0,209873000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985996800,521816000.0,,,467675000.0,,3820568000.0,89150000.0,,,,637304000.0,669347000.0,2193562000.0,353869000.0,,,-1745000.0,989491000.0,,,,,36924000.0,,,,,421659000.0,36924000.0,,,36924000.0,1151000.0,1151000.0,,,709775000.0,5046000.0,,,,0.23,,-23200000.0,421659000.0,-9580000.0,,1151000.0,,,953249000.0,-26117000.0,,,475837000.0,36328000.0,,15206000.0,,,-238000.0,2370478000.0,,529081000.0,-190073000.0,,,,,,,,,,,,174048000.0,,,,,,,,,-37874000.0,,,,2896000.0,207378000.0,,489023000.0,462131000.0,-166782000.0,,,,,,,160539130.0,,-3791000.0,1450090000.0,,-825132000.0,,,,21685000.0,,,,711232000.0,,,,103692000.0,,,,,,-108663000.0,,192198000.0,,-126109000.0,,,,5195000.0,,0.23,,,160539130.0,1962476000.0,,1380987000.0,58609000.0,,1536364000.0,,,,,1627006000.0,,-22612000.0,,67364000.0,1158370000.0,-167461000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993859200,507392000.0,,,463259000.0,,3802488000.0,118864000.0,,,,711601000.0,798977000.0,2170332000.0,434101000.0,,,12226000.0,970651000.0,,,,,90480000.0,,,,,444377000.0,90480000.0,,,90480000.0,13377000.0,13377000.0,,,647170000.0,-6153000.0,,,,0.58,,-22717000.0,444377000.0,-766000.0,,13377000.0,,,934794000.0,-23204000.0,,,368346000.0,37186000.0,,15471000.0,,,-597000.0,2356859000.0,,534418000.0,205484000.0,,,,,,,,,,,,155050000.0,,,,,,,,,-47110000.0,,,,1151000.0,207372000.0,,608537000.0,464897000.0,-190349000.0,,,,,,,156000000.0,,198000.0,1445629000.0,,-841876000.0,,,,53139000.0,,,,701120000.0,,,,201346000.0,,,,,,30426000.0,,-191821000.0,,73154000.0,,,,532000.0,,0.58,,,156000000.0,2030240000.0,,1386208000.0,143619000.0,,1542996000.0,,,,,1632156000.0,,-22636000.0,,164160000.0,1407514000.0,228120000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001808000,512015000.0,,,463333000.0,,3692133000.0,118225000.0,,,,673602000.0,765729000.0,2166076000.0,493231000.0,,,-10863000.0,975348000.0,,,,,90321000.0,,,,,443173000.0,90321000.0,,,90321000.0,2514000.0,2514000.0,,,600836000.0,-2831000.0,,,,0.58,,-22668000.0,443173000.0,,,2514000.0,,,921833000.0,-40590000.0,,,205124000.0,36693000.0,,12681000.0,,,232000.0,2235161000.0,,554454000.0,232390000.0,,,,,,,,,,,,144243000.0,,,,,,,,,-41048000.0,,,,13377000.0,207424000.0,,601039000.0,443233000.0,-206891000.0,,,,,,,155725862.0,,-30230000.0,1456972000.0,,-863654000.0,,,,53046000.0,,,,689789000.0,,,,194559000.0,,,,,,-1521000.0,,-221406000.0,,129127000.0,,,,905000.0,,0.58,,,155725862.0,2097893000.0,,1259813000.0,143367000.0,,1553443000.0,,,,,1526057000.0,,-18827000.0,,157866000.0,1366768000.0,251217000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,503517000.0,424449000.0,-90984000.0,495291000.0,-16614000.0,3627925000.0,141640000.0,263158000.0,523278000.0,503517000.0,523278000.0,612323000.0,2120980000.0,433451000.0,,,116300000.0,998808000.0,1487764000.0,28315000.0,-90892000.0,,45433000.0,2120927000.0,3627925000.0,-354124000.0,148098000.0,420646000.0,45433000.0,118814000.0,,45433000.0,118814000.0,118814000.0,,,632763000.0,-10847000.0,,489774000.0,1141353000.0,,672688000.0,-22399000.0,420646000.0,,-14785000.0,118814000.0,,454410000.0,919886000.0,-981000.0,17798000.0,561646000.0,111852000.0,37891000.0,998808000.0,11269000.0,,919886000.0,-183000.0,2140161000.0,637872000.0,528406000.0,231273000.0,-157088000.0,495291000.0,-204553000.0,118814000.0,118814000.0,23456000.0,,,54627000.0,,1506945000.0,127418000.0,,2896000.0,,1564636000.0,528406000.0,-891948000.0,1729855000.0,155714793.0,-31056000.0,,263158000.0,15677000.0,2514000.0,208031000.0,,521030000.0,454410000.0,-204553000.0,1.69,-82572000.0,433451000.0,115918000.0,,,,161291000.0,57279000.0,1487764000.0,141640000.0,-891948000.0,,111852000.0,,33421000.0,2846376000.0,5066005000.0,127418000.0,672688000.0,208031000.0,2120980000.0,,138275000.0,-786000.0,2219629000.0,,479074000.0,632763000.0,108073000.0,,-133095000.0,89181000.0,13009000.0,,,263158000.0,11166000.0,,,,,,2120927000.0,,1141353000.0,78854000.0,72132000.0,1564636000.0,1729855000.0,1.68,,156641667.0,1506945000.0,,-18497000.0,2140161000.0,100384000.0,1133353000.0,249770000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017532800,503528000.0,,,453798000.0,,3433896000.0,91165000.0,,,,597862000.0,657074000.0,1905645000.0,405348000.0,,,-99481000.0,957326000.0,,,,,-148351000.0,,,,,422186000.0,34785000.0,,,-148351000.0,19333000.0,19333000.0,,,652734000.0,-3910000.0,,,,-0.98,,-22885000.0,422186000.0,-12924000.0,,19333000.0,,,750912000.0,-51031000.0,,,232124000.0,28019000.0,,10692000.0,,,147000.0,2155765000.0,,502462000.0,-129563000.0,,,,,,,,,,,,149055000.0,,,,,,,,,-47685000.0,,,,118814000.0,208544000.0,,492104000.0,469802000.0,-206370000.0,,,,,,,151378571.0,,-3338000.0,1278131000.0,,-886748000.0,,,,21320000.0,,,,652271000.0,,,,97937000.0,,,,,,1611000.0,,61224000.0,,-180815000.0,,,,10432000.0,,-0.98,,,151378571.0,1949691000.0,,1198439000.0,56105000.0,,1539019000.0,,,,,1528251000.0,,-18365000.0,,69918000.0,1149178000.0,-111198000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,507244000.0,,,449568000.0,,3470724000.0,122037000.0,,,,687259000.0,801388000.0,1919789000.0,478619000.0,,,-7830000.0,956812000.0,,,,555799000.0,107526000.0,,,,,465517000.0,107526000.0,,,107526000.0,11503000.0,11503000.0,,,612371000.0,-3688000.0,,,,0.7,,-22979000.0,465517000.0,-284000.0,,11503000.0,,,197409000.0,-31187000.0,,,65477000.0,28334000.0,,10127000.0,,,-2892000.0,2153719000.0,,515637000.0,212071000.0,,,,,,,,,,,,131678000.0,,,,,,,,,-51556000.0,,,,19333000.0,314938000.0,,651810000.0,530774000.0,-326695000.0,,,,,,,153608571.0,,2241000.0,1317005000.0,,-904397000.0,,,,65903000.0,,,,650944000.0,,,,214627000.0,,,,,,-11207000.0,,-224153000.0,,128528000.0,,,,21999000.0,,0.71,,,151445070.0,2034238000.0,,1196907000.0,173429000.0,,1555341000.0,,,,,1550935000.0,,-35446000.0,,186293000.0,1453198000.0,247517000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,508022000.0,,,440028000.0,,3436137000.0,609444000.0,,,,637289000.0,780974000.0,1923879000.0,,,,38353000.0,948050000.0,,,,,111333000.0,,,,,456101000.0,111333000.0,,,111333000.0,49856000.0,49856000.0,,,595796000.0,-1772000.0,,,,0.73,,-22643000.0,456101000.0,,,49856000.0,,,750612000.0,-42205000.0,,,14000000.0,29251000.0,,9001000.0,,,147000.0,2098476000.0,,516478000.0,165760000.0,,,,,,,,,,,,121570000.0,,,,,,,,,-51566000.0,,,,11503000.0,209606000.0,,645292000.0,526982000.0,-238966000.0,,,,,,,152510959.0,,-19348000.0,1337661000.0,,-916004000.0,,,,68236000.0,,,,656789000.0,,,,218442000.0,,,,,,-16288000.0,,-121104000.0,,75496000.0,,,,404000.0,,0.74,,,150450000.0,2122927000.0,,1150426000.0,179569000.0,,1572793000.0,,,,,1512258000.0,,-36065000.0,,189191000.0,1426266000.0,201825000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,506682000.0,497164000.0,-91007000.0,500244000.0,-16144000.0,3432312000.0,146987000.0,127565000.0,493935000.0,506682000.0,493935000.0,606766000.0,1926319000.0,399169000.0,,,114156000.0,1006926000.0,1341890000.0,8751000.0,-172561000.0,,57058000.0,2157485000.0,3432312000.0,-343843000.0,115648000.0,440723000.0,57058000.0,164012000.0,,57058000.0,164012000.0,164012000.0,,,624650000.0,-12099000.0,,554060000.0,1083496000.0,,664600000.0,-22500000.0,440723000.0,,-21471000.0,164012000.0,,522339000.0,738246000.0,-48138000.0,37516000.0,558917000.0,15001000.0,30044000.0,1006926000.0,10655000.0,,738246000.0,-2129000.0,2090422000.0,669708000.0,523473000.0,184119000.0,-190320000.0,500244000.0,-261172000.0,164012000.0,164012000.0,-15016000.0,,,40475000.0,,1505993000.0,107168000.0,,118814000.0,,1577505000.0,523473000.0,-912905000.0,1784527000.0,150076471.0,-39513000.0,,127565000.0,19747000.0,49856000.0,209836000.0,,549380000.0,522339000.0,-261172000.0,0.85,-126530000.0,399169000.0,45198000.0,,,,186463000.0,5429000.0,1341890000.0,146987000.0,-912905000.0,,15001000.0,,31004000.0,2846201000.0,5184788000.0,107168000.0,664600000.0,209836000.0,1926319000.0,,138701000.0,-4727000.0,2338587000.0,,432387000.0,624650000.0,34635000.0,,-59810000.0,84387000.0,61178000.0,,,310701000.0,4681000.0,,,,,,2157485000.0,,1083496000.0,88062000.0,-229000.0,1577505000.0,1784527000.0,0.84,,151863095.0,1505993000.0,,-36654000.0,2090422000.0,108657000.0,1156146000.0,220773000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049068800,506456000.0,,,503743000.0,,3407840000.0,87671000.0,,,,553816000.0,646697000.0,1950169000.0,387380000.0,,,-151178000.0,1010199000.0,,,,,30802000.0,,,,,440450000.0,30802000.0,,,30802000.0,12834000.0,12834000.0,,,662312000.0,-4206000.0,,,,0.21,,-22818000.0,440450000.0,,,12834000.0,,,736049000.0,-44671000.0,,,112732000.0,28217000.0,,10091000.0,,,-91000.0,2128128000.0,,542765000.0,-144672000.0,,,,,,,,,,,,112390000.0,,,,,,,,,-72627000.0,,,,164012000.0,210326000.0,,501764000.0,530146000.0,-261458000.0,,,,,,,146676190.0,,-11707000.0,1279712000.0,,-930789000.0,,,,17705000.0,,,,671355000.0,,,,89531000.0,,,,,,-9056000.0,,4195000.0,,-165503000.0,,,,2000000.0,,0.21,,,146676190.0,2165469000.0,,1117929000.0,48507000.0,,1602144000.0,,,,,1457671000.0,,-32964000.0,,61314000.0,1148461000.0,-111708000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
