,annualCostOfRevenue,quarterlyOtherNonCashItems,trailingOperatingIncome,annualResearchAndDevelopment,annualAccountsPayable,annualChangeInAccountPayable,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyCurrentAssets,annualOtherShortTermInvestments,annualTaxProvision,quarterlyDepreciationAndAmortization,trailingTaxProvision,quarterlyRetainedEarnings,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualOperatingIncome,annualBasicAverageShares,annualOtherCurrentAssets,annualNetIncomeContinuousOperations,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,quarterlyOperatingIncome,annualTotalLiabilitiesNetMinorityInterest,trailingEndCashPosition,quarterlyTotalAssets,annualBasicEPS,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualNetIncome,annualFreeCashFlow,annualCurrentDebt,quarterlyTotalNonCurrentAssets,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualDilutedAverageShares,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingPretaxIncome,annualTotalAssets,quarterlyOtherCurrentAssets,annualSellingGeneralAndAdministration,quarterlyBasicEPS,annualLongTermDebt,annualOtherNonCurrentAssets,annualCurrentAssets,annualRepurchaseOfCapitalStock,annualOtherNonCashItems,trailingNetIncomeCommonStockholders,trailingNetOtherInvestingChanges,quarterlyStockholdersEquity,annualStockholdersEquity,annualCurrentLiabilities,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,annualDilutedEPS,quarterlyInvestingCashFlow,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyGrossProfit,quarterlyEndCashPosition,annualRetainedEarnings,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,annualCurrentAccruedExpenses,quarterlyOperatingExpense,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyCashAndCashEquivalents,trailingOtherIncomeExpense,annualCapitalStock,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualCashFlowFromContinuingFinancingActivities,annualCashCashEquivalentsAndMarketableSecurities,annualInventory,quarterlyTaxProvision,trailingCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfBusiness,quarterlyBasicAverageShares,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyRepaymentOfDebt,annualGrossProfit,annualTotalNonCurrentAssets,annualEbitda,annualNetPPE,quarterlyCapitalStock,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualOtherNonCurrentLiabilities,annualGrossPPE,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,annualChangeInInventory,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,annualPurchaseOfBusiness,trailingCapitalExpenditure,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,quarterlyOperatingCashFlow,annualCapitalExpenditure,annualInvestingCashFlow,quarterlyGrossPPE,annualInterestExpense,quarterlyRepurchaseOfCapitalStock,annualPretaxIncome,annualDeferredIncomeTax,trailingCashDividendsPaid,quarterlySaleOfInvestment,annualAccumulatedDepreciation,trailingNetIncome,quarterlyDilutedEPS,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,annualNonCurrentDeferredRevenue,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingOperatingExpense,annualChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyEbitda,annualOtherCurrentLiabilities,annualNetOtherFinancingCharges,trailingChangesInAccountReceivables,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,trailingChangeInWorkingCapital,trailingGrossProfit,trailingResearchAndDevelopment,annualTotalRevenue,trailingInterestExpense,annualGoodwill,trailingDilutedAverageShares,annualStockBasedCompensation,quarterlyStockBasedCompensation,trailingNetOtherFinancingCharges,trailingBasicEPS,trailingCommonStockIssuance,annualIncomeTaxPayable,trailingChangeInAccountPayable,trailingDeferredIncomeTax,quarterlyGoodwill,trailingStockBasedCompensation,trailingBasicAverageShares,trailingChangeInInventory,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue,trailingRepaymentOfDebt,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingDilutedEPS
1104451200,9268600000.0,,,,1943200000.0,,133000000.0,,3664200000.0,,,4801400000.0,-34800000.0,9473200000.0,604800000.0,461400000.0,84900000.0,,2826900000.0,1614700000.0,3664200000.0,-368300000.0,1639200000.0,392850000.0,0.0,906800000.0,-510000000.0,1614700000.0,-122400000.0,3190400000.0,466400000.0,8465600000.0,,12228000000.0,2.306667,241400000.0,,906800000.0,257500000.0,2510400000.0,2754800000.0,,311100000.0,8465600000.0,488500000.0,-354700000.0,,-270900000.0,526200000.0,395325000.0,241400000.0,241400000.0,,12228000000.0,0.0,488500000.0,,2314400000.0,1717000000.0,9473200000.0,-107700000.0,,,,3762400000.0,3762400000.0,4801400000.0,538700000.0,2591000000.0,906800000.0,,315000000.0,97400000.0,2.293333,53000000.0,710500000.0,15700000.0,599400000.0,1614700000.0,2826900000.0,,,,133000000.0,2314400000.0,,823600000.0,495600000.0,,538700000.0,13400000.0,,1614700000.0,,173900000.0,891000000.0,2219500000.0,,516300000.0,2219500000.0,495600000.0,125200000.0,,,,1037800000.0,366600000.0,,2127700000.0,2754800000.0,1954200000.0,1037800000.0,173900000.0,59900000.0,1275700000.0,526200000.0,2208100000.0,113200000.0,,-256500000.0,293400000.0,2510400000.0,,-142100000.0,,1717000000.0,,0.0,-1170300000.0,1347000000.0,,,-876300000.0,339000000.0,,-98200000.0,-633500000.0,-1206100000.0,2208100000.0,330900000.0,0.0,1368200000.0,,,268400000.0,-1170300000.0,,,823600000.0,-465100000.0,1943200000.0,,,,,,,,,311100000.0,347800000.0,,604800000.0,3100000.0,551300000.0,347800000.0,0.0,,267700000.0,,,,,11396300000.0,,,,,,,,,,,,,,,,,,,,,,,
1112227200,,,,,,,134900000.0,,,,,4803400000.0,-382600000.0,9578200000.0,,,91500000.0,,3066100000.0,,3614400000.0,,,,,,,,-130000000.0,3326000000.0,501400000.0,,,12348800000.0,,274000000.0,,,,,2770600000.0,,,8417800000.0,,34300000.0,393975000.0,,488400000.0,,274000000.0,274000000.0,,,0.0,,0.697778,,,,,,,,3931000000.0,,,648400000.0,2689700000.0,,,,-162400000.0,,-137000000.0,,,636300000.0,1429400000.0,,,,,134900000.0,2309700000.0,,816300000.0,556200000.0,,,11800000.0,,1429400000.0,,,,1866300000.0,,,,,142100000.0,,,391500000.0,1043700000.0,416100000.0,,,,,,174200000.0,,1614700000.0,,,97100000.0,,-149800000.0,-188000000.0,2672200000.0,,,,1726900000.0,,0.0,-1170300000.0,,,,,-185300000.0,,184100000.0,,,2214000000.0,,-26900000.0,,,,283200000.0,,,0.693333,,-186500000.0,2131200000.0,,,,,,,,,252200000.0,0.0,,436900000.0,13900000.0,592900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,,,,,,136000000.0,,,,,5251900000.0,-36000000.0,9880300000.0,,,90400000.0,,3271300000.0,,3522900000.0,,,,,,,,-625800000.0,3555400000.0,543000000.0,,,12656100000.0,,241500000.0,,,,,2775800000.0,,,8774800000.0,,131500000.0,391725000.0,,444400000.0,,241500000.0,241500000.0,,,0.0,,0.622222,,,,,,,,3881300000.0,,,740400000.0,2876400000.0,,,,-263700000.0,,-660800000.0,,,679000000.0,1223200000.0,,,,,136000000.0,2261400000.0,,817100000.0,525100000.0,,,14400000.0,,1223200000.0,,,,1854500000.0,,,,,211200000.0,,,389250000.0,1036500000.0,452700000.0,,,,,,174300000.0,,1429400000.0,,,104700000.0,,-201900000.0,184400000.0,3017300000.0,,,,1739300000.0,,0.0,-1170300000.0,,,,,-206200000.0,,333400000.0,,,2206800000.0,,-166700000.0,,,,413800000.0,,,0.617778,,35500000.0,2234600000.0,,,,,,,,,159700000.0,0.0,,631300000.0,2200000.0,633400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,,,,,,138800000.0,,,,,2176100000.0,-36000000.0,3248500000.0,,,91700000.0,,3540200000.0,,6839400000.0,,,,,,,,-311200000.0,3541000000.0,559700000.0,,,13043500000.0,,304800000.0,,,,,9795000000.0,,,9015500000.0,,-83400000.0,386325000.0,,437500000.0,,304800000.0,304800000.0,,,0.0,,0.795556,,,,,,,,4028000000.0,,,775000000.0,2842500000.0,,,,-138300000.0,,-315100000.0,,,698500000.0,1159800000.0,,,,,138800000.0,5588600000.0,,813300000.0,586500000.0,,,13700000.0,,1119600000.0,,,,1708900000.0,,,,,150200000.0,,,383850000.0,1093300000.0,455000000.0,,,,,,174300000.0,,1223200000.0,,,118400000.0,,-244300000.0,95700000.0,8600000.0,,,,8701700000.0,,0.0,-1170300000.0,,,,,-63400000.0,,160900000.0,,,2263600000.0,,-149900000.0,,,,354100000.0,,,0.791111,,-249700000.0,2167500000.0,,,,,,,,,183900000.0,0.0,,589300000.0,-6400000.0,651400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,11340500000.0,,,,2003800000.0,,145500000.0,,7463200000.0,,,2351100000.0,-42300000.0,10845400000.0,591400000.0,640400000.0,96500000.0,,3471500000.0,1698900000.0,7463200000.0,-537100000.0,2161700000.0,386325000.0,0.0,1133200000.0,-712900000.0,1698900000.0,-105400000.0,3635000000.0,557600000.0,9814300000.0,,13715400000.0,2.933333,312900000.0,,1133200000.0,138300000.0,8600000.0,2870000000.0,,154700000.0,9814300000.0,555200000.0,55900000.0,,-496900000.0,410400000.0,388800000.0,312900000.0,312900000.0,,13715400000.0,0.0,555200000.0,,6246300000.0,520100000.0,10845400000.0,-367200000.0,,,,3901100000.0,3901100000.0,2351100000.0,7844700000.0,2931900000.0,1133200000.0,,370100000.0,-148500000.0,2.915556,-389700000.0,1135100000.0,11900000.0,703100000.0,1698900000.0,3471500000.0,,,,145500000.0,6246300000.0,,806500000.0,495500000.0,,7844700000.0,17000000.0,,1698900000.0,,169400000.0,986800000.0,2290300000.0,,721000000.0,2290300000.0,495500000.0,136900000.0,,,,2349900000.0,449800000.0,,2716900000.0,2870000000.0,2531800000.0,2349900000.0,169400000.0,56900000.0,1159800000.0,410400000.0,3950700000.0,124800000.0,,-252500000.0,628900000.0,8600000.0,,-30100000.0,,520100000.0,,0.0,-1600800000.0,1614700000.0,,,-1172400000.0,539100000.0,,308400000.0,-848500000.0,-1502600000.0,3950700000.0,445000000.0,-23700000.0,1773600000.0,,,84000000.0,-1600800000.0,,,806500000.0,-136400000.0,2003800000.0,,,,,,,,,154700000.0,338700000.0,,591400000.0,2200000.0,654100000.0,338700000.0,0.0,,84200000.0,,,,,14057400000.0,,,,,,,,,,,,,,,,,,,,,,,
1143763200,,,,,,,139400000.0,,,,,6090200000.0,-380800000.0,11139400000.0,,,100200000.0,,3771400000.0,,3976500000.0,,,,,,,,-584100000.0,3851700000.0,485500000.0,,,14142400000.0,,342000000.0,,,,,3003000000.0,,,10066700000.0,,318000000.0,380475000.0,,430100000.0,,342000000.0,342000000.0,,,0.0,,0.902222,,,,,,,,4075700000.0,,,8269000000.0,3226800000.0,,,,-120700000.0,,-416700000.0,,,624900000.0,1390200000.0,,,,,139400000.0,2715800000.0,,830600000.0,502500000.0,,,15600000.0,,1390200000.0,,,,2154800000.0,,,,,158700000.0,,,378450000.0,2385700000.0,500700000.0,,,,,,169800000.0,,1698900000.0,,,400000.0,,-161400000.0,-385100000.0,3734500000.0,,,,617300000.0,,0.0,-1600800000.0,,,,,-308700000.0,,479400000.0,,,3986500000.0,,-185800000.0,,,,410700000.0,,,0.897778,,36800000.0,2355700000.0,,,,,,,,,189100000.0,0.0,,764600000.0,14300000.0,585700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,,,,,,,145400000.0,,,,,5878200000.0,-50000000.0,11540900000.0,,,108000000.0,,4091100000.0,,4442600000.0,,,,,,,,-302700000.0,4168000000.0,668700000.0,,,14741900000.0,,369900000.0,,,,,3201000000.0,,,10320800000.0,,245500000.0,377100000.0,,454800000.0,,369900000.0,369900000.0,,,0.0,,0.986667,,,,,,,,4421100000.0,,,8646500000.0,3353900000.0,,,,-247200000.0,,-460100000.0,,,814100000.0,1358700000.0,,,,,145400000.0,3112800000.0,,875000000.0,506000000.0,,,18600000.0,,1358700000.0,,,,2169600000.0,,,,,178300000.0,,,375075000.0,2501100000.0,548200000.0,,,,,,170100000.0,,1390200000.0,,,139100000.0,,-210600000.0,-53500000.0,3492700000.0,,,,699900000.0,,0.0,-1600800000.0,,,,,-31500000.0,,456100000.0,,,4101900000.0,,-65600000.0,,,,254200000.0,,,0.982222,,-46600000.0,2385500000.0,,,,,,,,,262200000.0,0.0,,810900000.0,14700000.0,776700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,6300000.0,,,,,142200000.0,,,,,6208500000.0,-49900000.0,12203300000.0,,,113200000.0,,4241100000.0,,4535600000.0,,,,,,,,-351300000.0,4205400000.0,698300000.0,,,15457900000.0,,403600000.0,,,,,3254600000.0,,,10744100000.0,,121200000.0,375750000.0,,452300000.0,,403600000.0,403600000.0,,,0.0,,1.08,,,,,,,,4713800000.0,,,8979400000.0,3364900000.0,,,,-120700000.0,,-344500000.0,,,840500000.0,1608900000.0,,,,,142200000.0,3216400000.0,,866900000.0,563800000.0,,,21700000.0,,1608900000.0,,,,2434500000.0,,,,,166800000.0,,,373800000.0,2595000000.0,570400000.0,,,,,,249400000.0,,1358700000.0,,,149600000.0,,-244400000.0,226200000.0,3719900000.0,,,,659600000.0,,0.0,-1600800000.0,,,,,250200000.0,,365600000.0,,,4195800000.0,,-59400000.0,,,,339200000.0,,,1.073333,,-150500000.0,2488600000.0,,,,,,,,,254900000.0,0.0,,825600000.0,2700000.0,811500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,13773400000.0,11500000.0,,,1454800000.0,,160000000.0,,4447900000.0,,,7203300000.0,-49700000.0,12788400000.0,821700000.0,679300000.0,113200000.0,,4026100000.0,1852500000.0,4447900000.0,-172900000.0,2093700000.0,375150000.0,0.0,1496000000.0,-801200000.0,1852500000.0,-220100000.0,4229000000.0,113300000.0,11651200000.0,,16107400000.0,3.986667,380500000.0,,1496000000.0,898400000.0,4222600000.0,3319000000.0,,156200000.0,11651200000.0,587000000.0,213700000.0,,-530400000.0,477500000.0,377100000.0,380500000.0,380500000.0,,16107400000.0,0.0,587000000.0,,3057400000.0,520500000.0,12788400000.0,-312000000.0,33800000.0,,,4456200000.0,4456200000.0,7203300000.0,9207700000.0,3955700000.0,1496000000.0,1028900000.0,434600000.0,-312600000.0,3.966667,-604800000.0,1225400000.0,37700000.0,273300000.0,1852500000.0,4026100000.0,,,1028900000.0,160000000.0,3057400000.0,,913000000.0,693700000.0,,9207700000.0,25400000.0,,1852500000.0,,248500000.0,1852700000.0,2674200000.0,,42500000.0,2674200000.0,693700000.0,175500000.0,,,,2798500000.0,556000000.0,,2680700000.0,3319000000.0,2528300000.0,2798500000.0,248500000.0,81300000.0,1608900000.0,477500000.0,4698600000.0,,,-337900000.0,254900000.0,4222600000.0,,-168500000.0,,520500000.0,,0.0,-1900100000.0,1698900000.0,,,-1458200000.0,243600000.0,,551600000.0,-954300000.0,-1826100000.0,4698600000.0,,-1200000.0,2175300000.0,,,221300000.0,-1900100000.0,,,913000000.0,-12600000.0,1454800000.0,,,,,,,,,156200000.0,497000000.0,,821700000.0,6000000.0,226500000.0,497000000.0,0.0,,153600000.0,,,,,16454100000.0,,,,,,,,,,,,,,,,,,,,,,,
1175299200,,7700000.0,,,,,152300000.0,,,,,7041000000.0,-546700000.0,12751300000.0,,,118000000.0,,4341900000.0,,4311700000.0,,,,,,,,-531900000.0,3984500000.0,493300000.0,,,16109700000.0,,365600000.0,,,,,3358400000.0,,,11352700000.0,,235300000.0,375150000.0,,484800000.0,,365600000.0,365600000.0,,,0.0,,0.98,,,,,,,,4757000000.0,,,9505600000.0,3338900000.0,,,,-156500000.0,,-464500000.0,,,645600000.0,1375200000.0,,,,,152300000.0,2899700000.0,,927200000.0,650900000.0,,,22000000.0,,1375200000.0,,,,2393900000.0,,,,,172100000.0,,,372900000.0,2813000000.0,537700000.0,,,,,,249200000.0,,1852500000.0,,,,,-177500000.0,-432500000.0,4550900000.0,,,,545400000.0,,0.0,-1900100000.0,,,,,-477300000.0,,412800000.0,,,4713100000.0,,-49100000.0,,,,337400000.0,,,0.973333,,-54900000.0,2490100000.0,,,,,,,,,163800000.0,0.0,,1018700000.0,21200000.0,611300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,9000000.0,,,,,157700000.0,,,,,6732000000.0,-62200000.0,12916200000.0,,,129200000.0,,4577900000.0,,4639200000.0,,,,,,,,-373300000.0,3716200000.0,587800000.0,,,16464100000.0,,298300000.0,,,,,3547900000.0,,,11371200000.0,,307500000.0,375300000.0,,491900000.0,,298300000.0,298300000.0,,,0.0,,0.8,,,,,,,,5092900000.0,,,9669300000.0,2970700000.0,,,,-167800000.0,,-437600000.0,,,745500000.0,1414200000.0,,,,,157700000.0,3212200000.0,,935100000.0,566400000.0,,,23700000.0,,1414200000.0,,,,2480200000.0,,,,,131800000.0,,,373050000.0,2923700000.0,430100000.0,,,,,,249300000.0,,1375200000.0,,,181400000.0,,-262300000.0,-108500000.0,4309200000.0,,,,624200000.0,,0.0,-1900100000.0,,,,,39000000.0,,569800000.0,,,4823800000.0,,0.0,,,,323500000.0,,,0.793333,,127900000.0,2422800000.0,,,,,,,,,252600000.0,0.0,,1066000000.0,8000000.0,717000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,9400000.0,,,,,161000000.0,,,,,6932600000.0,-61500000.0,13193600000.0,,,130700000.0,,4433500000.0,,4886400000.0,,,,,,,,-244600000.0,3761700000.0,602300000.0,,,17014800000.0,,302300000.0,,,,,3821200000.0,,,11819000000.0,,141700000.0,372600000.0,,528800000.0,,302300000.0,302300000.0,,,0.0,,0.82,,,,,,,,5195800000.0,,,9898300000.0,2998400000.0,,,,-35100000.0,,-61200000.0,,,763300000.0,1598600000.0,,,,,161000000.0,3408000000.0,,949600000.0,659900000.0,,,24100000.0,,1598600000.0,,,,2422500000.0,,,,,122800000.0,,,370400000.0,3190900000.0,425100000.0,,,,,,368300000.0,,1414200000.0,,,201400000.0,,-334900000.0,-288400000.0,4315600000.0,,,,630300000.0,,30100000.0,-1900100000.0,,,,,184400000.0,,476600000.0,,,5091000000.0,,-249700000.0,,,,498400000.0,,,0.81,,37800000.0,2617000000.0,,,,,,,,,360500000.0,0.0,,823900000.0,,733000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,11917300000.0,14900000.0,,255500000.0,1218200000.0,,131300000.0,,5346400000.0,,,6868700000.0,-66300000.0,13065900000.0,778500000.0,537000000.0,148500000.0,,4260600000.0,1858100000.0,5346400000.0,261700000.0,2446600000.0,371100000.0,0.0,1227300000.0,-332100000.0,1858100000.0,-133100000.0,3759300000.0,597000000.0,12215100000.0,,17228200000.0,3.31,261100000.0,,1227300000.0,788000000.0,4106800000.0,4162300000.0,,408100000.0,12215100000.0,857800000.0,103500000.0,,-736700000.0,539400000.0,373300000.0,261100000.0,261100000.0,,17228200000.0,0.0,602300000.0,,3769000000.0,711800000.0,13065900000.0,-360500000.0,41000000.0,,,5013100000.0,5013100000.0,6868700000.0,9595400000.0,2775500000.0,1227300000.0,1176600000.0,526400000.0,27300000.0,3.29,-333500000.0,1345500000.0,30800000.0,983800000.0,1858100000.0,4260600000.0,,,1176600000.0,386800000.0,3769000000.0,,1038000000.0,628300000.0,,9595400000.0,-15400000.0,,1858100000.0,,368400000.0,2055400000.0,2636600000.0,,-838500000.0,2636600000.0,628300000.0,110300000.0,,,,3450500000.0,371400000.0,,3304400000.0,4162300000.0,2973000000.0,3450500000.0,368400000.0,54400000.0,1598600000.0,539400000.0,5689700000.0,207200000.0,,-492700000.0,-9100000.0,4106800000.0,,114400000.0,,711800000.0,,-30100000.0,-2239200000.0,1852500000.0,,,-1282900000.0,259500000.0,,596200000.0,-1267400000.0,-1296800000.0,5689700000.0,755300000.0,-61700000.0,1764300000.0,,,186200000.0,-2239200000.0,,,1038000000.0,150900000.0,1218200000.0,,,,,,,,,408100000.0,367100000.0,,778500000.0,,745500000.0,367100000.0,0.0,,5600000.0,,,,,15221700000.0,,,,,,,,,,,,,,,,,,,,,,,
1206921600,,17400000.0,,,,,172600000.0,,,,,7148400000.0,-433000000.0,13155100000.0,,,150900000.0,,4486800000.0,,5229300000.0,,,,,,,,-177100000.0,3938400000.0,603600000.0,,,17578800000.0,,292300000.0,,,,,4423700000.0,,,12377700000.0,,68600000.0,368400000.0,,595800000.0,,292300000.0,292300000.0,,,0.0,,0.8,,,,,,,,5201100000.0,,,9828200000.0,3079300000.0,,,,148500000.0,,47000000.0,,,859100000.0,1739600000.0,,,,,255500000.0,3555300000.0,,1078200000.0,705400000.0,,,24700000.0,,1739600000.0,,,,2385600000.0,,,,,131300000.0,,,366500000.0,3669900000.0,423600000.0,,,,,,368900000.0,,1858100000.0,,,204700000.0,,-298400000.0,-597200000.0,4426600000.0,,,,753800000.0,,0.0,-2239200000.0,,,,,-118500000.0,,367000000.0,,,5909100000.0,,-104200000.0,,,,325700000.0,,,0.79,,-94200000.0,2721800000.0,,,,,82900000.0,,,,470600000.0,0.0,,646000000.0,6900000.0,754500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,24400000.0,,,,,157500000.0,,,,,6476000000.0,-65600000.0,13396500000.0,,,164500000.0,,4734600000.0,,6117900000.0,,,,,,,,-107500000.0,4112500000.0,662100000.0,,,18010500000.0,,313500000.0,,,,,4614000000.0,,,12593900000.0,,2500000.0,366500000.0,,597500000.0,,313500000.0,313500000.0,,,0.0,,0.86,,,,,,,,5416600000.0,,,9988500000.0,3202200000.0,,,,-76700000.0,,-382800000.0,,,910300000.0,1688000000.0,,,,,248200000.0,4466100000.0,,1054300000.0,892100000.0,,,-1800000.0,,1688000000.0,,,,2275000000.0,,,,,132500000.0,,,364500000.0,3802300000.0,446000000.0,,,,,,369000000.0,,1739600000.0,,,217400000.0,,-384100000.0,-66800000.0,3596900000.0,,,,811700000.0,,0.0,-2239200000.0,,,,,-51600000.0,,386600000.0,,,6041500000.0,,-88100000.0,,,,149200000.0,,,0.86,,-120300000.0,2879100000.0,,,,,90700000.0,,,,522400000.0,0.0,,587000000.0,2000000.0,826600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,,34200000.0,,,,,181400000.0,,,,,10300300000.0,-65300000.0,12755900000.0,,,166800000.0,,4713300000.0,,1592200000.0,,,,,,,,-261600000.0,4004900000.0,621900000.0,,,17231800000.0,,299000000.0,,,,,4475900000.0,,,11892500000.0,,536100000.0,364800000.0,,534500000.0,,299000000.0,299000000.0,,,0.0,,0.82,,,,,,,,5339300000.0,,,791100000.0,3113500000.0,,,,-651200000.0,,-211200000.0,,,891400000.0,1395700000.0,,,,,269500000.0,22100000.0,,1035600000.0,938100000.0,,,22200000.0,,1395700000.0,,,,1946800000.0,,,,,129600000.0,,,363000000.0,1780300000.0,428600000.0,,,,,,363100000.0,,1688000000.0,,,215500000.0,,330200000.0,-174300000.0,7584500000.0,,,,2695600000.0,,11200000.0,-2239200000.0,,,,,-292300000.0,,205900000.0,,,4019500000.0,,-38200000.0,,,,280900000.0,,,0.82,,-316900000.0,2715800000.0,,,,,88100000.0,,,,237300000.0,0.0,,551100000.0,,788700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,11736900000.0,25800000.0,,341800000.0,867100000.0,,45500000.0,,5749100000.0,,,5654000000.0,-65300000.0,11735500000.0,175400000.0,446100000.0,167200000.0,,4724700000.0,1955200000.0,5749100000.0,-595200000.0,2312400000.0,364200000.0,0.0,1017900000.0,486700000.0,1955200000.0,-121100000.0,2916700000.0,449200000.0,11403100000.0,,16249800000.0,2.79,113100000.0,,1017900000.0,-245100000.0,3576200000.0,4514300000.0,,-269800000.0,11403100000.0,923200000.0,-852300000.0,,-629200000.0,470800000.0,365900000.0,113100000.0,113100000.0,,16249800000.0,0.0,581400000.0,,3908600000.0,771400000.0,11735500000.0,-230600000.0,101800000.0,,,4846700000.0,4846700000.0,5654000000.0,8735100000.0,2341900000.0,1017900000.0,1174400000.0,649400000.0,1066100000.0,2.78,295100000.0,1239400000.0,11500000.0,574800000.0,1955200000.0,4724700000.0,,,1174400000.0,125600000.0,3908600000.0,,1369700000.0,658100000.0,,8735100000.0,-87800000.0,,1955200000.0,,363100000.0,1304900000.0,2130600000.0,,-868100000.0,2130600000.0,658100000.0,52700000.0,,,,3742900000.0,13341800000.0,,3235600000.0,4514300000.0,2961800000.0,3742900000.0,363100000.0,-18300000.0,1395700000.0,470800000.0,6157100000.0,195700000.0,,-1197700000.0,-29800000.0,3576200000.0,,-85200000.0,,771400000.0,,-11200000.0,-2414200000.0,1858100000.0,,,-667300000.0,559500000.0,,345400000.0,-1550000000.0,-251900000.0,6157100000.0,831900000.0,-100000.0,14640000000.0,131000000.0,,483600000.0,-2414200000.0,,,1369700000.0,-63800000.0,867100000.0,,,,,80100000.0,,,,-269800000.0,36300000.0,,175400000.0,,616400000.0,36300000.0,0.0,,97100000.0,,,,,14972500000.0,,,,,,,,,,,,,,,,,,,,,,,
