,quarterlyFreeCashFlow,trailingNetOtherInvestingChanges,annualChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,quarterlyRetainedEarnings,annualRetainedEarnings,trailingCommonStockIssuance,trailingFreeCashFlow,quarterlyBasicEPS,trailingNetIncome,quarterlyCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualTotalAssets,quarterlyCurrentLiabilities,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyGoodwill,annualNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualOtherCurrentAssets,annualEndCashPosition,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualNonCurrentDeferredRevenue,annualCostOfRevenue,annualCurrentDebt,quarterlyTotalAssets,annualOperatingIncome,trailingTotalRevenue,annualNetIncome,annualLongTermDebt,quarterlyTotalNonCurrentAssets,annualFreeCashFlow,trailingEndCashPosition,annualAccountsPayable,trailingInvestingCashFlow,quarterlyDepreciationAndAmortization,trailingTaxProvision,annualStockholdersEquity,annualOtherNonCashItems,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,annualCurrentAccruedExpenses,annualTaxProvision,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,annualCurrentAssets,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyInventory,quarterlyChangeInInventory,annualOtherNonCurrentAssets,annualOtherIntangibleAssets,annualCurrentLiabilities,annualBasicEPS,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualNetPPE,quarterlyCashDividendsPaid,annualCommonStockIssuance,annualOperatingCashFlow,quarterlyDilutedAverageShares,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualEbitda,trailingRepaymentOfDebt,annualOtherNonCurrentLiabilities,annualChangeInCashSupplementalAsReported,quarterlyPretaxIncome,quarterlyDilutedEPS,quarterlyNetOtherInvestingChanges,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,annualBeginningCashPosition,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,quarterlyChangesInAccountReceivables,annualDilutedEPS,annualOtherIncomeExpense,quarterlyOtherIntangibleAssets,trailingChangeInCashSupplementalAsReported,annualTotalNonCurrentAssets,annualDilutedAverageShares,quarterlyCurrentDebt,annualGrossPPE,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,annualSellingGeneralAndAdministration,trailingDepreciationAndAmortization,trailingNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,annualPurchaseOfBusiness,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyGrossPPE,trailingStockBasedCompensation,annualChangeInInventory,annualCapitalExpenditure,quarterlyBasicAverageShares,annualOperatingExpense,annualNonCurrentDeferredTaxesLiabilities,trailingDeferredIncomeTax,annualCashFlowFromContinuingFinancingActivities,quarterlyTotalRevenue,quarterlyCapitalExpenditure,trailingNetOtherFinancingCharges,annualInvestingCashFlow,quarterlyOperatingCashFlow,annualBasicAverageShares,annualChangesInAccountReceivables,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,trailingCostOfRevenue,annualInterestExpense,trailingBeginningCashPosition,quarterlyOtherNonCashItems,trailingCashDividendsPaid,annualTotalRevenue,annualCapitalStock,trailingOperatingExpense,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRepurchaseOfCapitalStock,annualGrossProfit,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,annualStockBasedCompensation,annualGoodwill,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualInventory,quarterlyEbitda,trailingInterestExpense,quarterlyPurchaseOfInvestment,annualSaleOfInvestment,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,annualPurchaseOfInvestment,trailingBasicEPS,annualIncomeTaxPayable,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingOtherNonCashItems,annualCurrentDeferredRevenue,quarterlySaleOfInvestment,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyOtherShortTermInvestments
904521600,-99300000.0,,,2965100000.0,,3148700000.0,,,,0.51,,2857600000.0,,,2791400000.0,,,,,2079700000.0,,1324900000.0,,,,149400000.0,,,,,9849100000.0,,,,,6991500000.0,,,,,250200000.0,,,,505600000.0,5756500000.0,,,,1950600000.0,-8200000.0,,,,,149400000.0,149400000.0,1371300000.0,,,,268900000.0,-3300000.0,3029200000.0,351100000.0,,,,,,,,2131700000.0,-417700000.0,195200000.0,,,,,298742000.0,,,,,229600000.0,14700000.0,,,,,255400000.0,0.5,42800000.0,,,,,4092600000.0,,,-6748200000.0,-6000000.0,195200000.0,195200000.0,,89000000.0,,,,,353100000.0,,,,265500000.0,,,25200000.0,,,,-12600000.0,-1078600000.0,,1600000.0,,-3700000.0,,,-40700000.0,1031700000.0,12881000000.0,,,,298742000.0,,,,,4082300000.0,-495200000.0,,,395900000.0,,,1494200000.0,-34400000.0,,,,500400000.0,,,,,106000000.0,6132800000.0,,,,,,,,,,-828400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912384000,22200000.0,,,3048500000.0,,3331500000.0,,,,0.62,,3412300000.0,,,3205500000.0,,,,,2104600000.0,,1414700000.0,,,,182800000.0,,,,,10553900000.0,,,,,7141600000.0,,,,,252200000.0,,,,520600000.0,6254000000.0,,,,1998500000.0,0.0,,,,,182800000.0,182800000.0,1362000000.0,,,,271800000.0,300000.0,3084900000.0,332100000.0,,,,,,,,2210700000.0,-286900000.0,664400000.0,,,,,297852000.0,,,,,195200000.0,14800000.0,,,,,312400000.0,0.62,-43400000.0,,,,,4299900000.0,,,-6927900000.0,-161700000.0,664400000.0,664400000.0,,56300000.0,,,,,350000000.0,,,,536600000.0,,,24900000.0,,,,265000000.0,-1086400000.0,,4200000.0,,56300000.0,,,-23400000.0,1099100000.0,13198900000.0,,,,295108000.0,,,,,4209200000.0,-469000000.0,,,491200000.0,,,1569800000.0,469300000.0,,,,504400000.0,,,,,129600000.0,6271000000.0,,,,,,,,,,-834200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920160000,-219300000.0,,,3075700000.0,,3409300000.0,,,,0.27,,2919100000.0,,,2715400000.0,,,,,2126500000.0,,1429700000.0,,,,77800000.0,,,,,10196400000.0,,,,,7277300000.0,,,,,263700000.0,,,,527100000.0,5791100000.0,,,,1813800000.0,0.0,,,,,77800000.0,77800000.0,1362100000.0,,,,283900000.0,-5600000.0,3187100000.0,305000000.0,,,,,,,,2284600000.0,-387100000.0,139100000.0,,,,,296328000.0,,,,,664400000.0,14900000.0,,,,,121200000.0,0.26,-19300000.0,,,,,4405300000.0,,,-6962500000.0,0.0,139100000.0,139100000.0,,123700000.0,,,,,347000000.0,,,,216500000.0,,,25200000.0,,,,-290200000.0,-1373300000.0,,29900000.0,,-189600000.0,,,-27900000.0,996700000.0,13365700000.0,,,,296328000.0,,,,,4098400000.0,-371300000.0,,,152000000.0,,,1502200000.0,-525400000.0,,,,527400000.0,,,,,43400000.0,6403200000.0,,,,,,,,,,-1109600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928108800,298574000.0,,105759000.0,3199762000.0,,3615797000.0,3615797000.0,,,,,3141028000.0,-24688000.0,10648211000.0,2784757000.0,,5984519000.0,344002000.0,-22716000.0,2173600000.0,0.0,1546632000.0,290721000.0,325323000.0,1061064000.0,221333000.0,,,1396694000.0,14938000.0,10648211000.0,371315000.0,,631333000.0,1359668000.0,7507183000.0,2174000.0,,1133952000.0,,269018000.0,,4663692000.0,-19390000.0,603964000.0,5984519000.0,,,,9613676000.0,30000.0,1635867000.0,429731000.0,1035118000.0,325323000.0,221333000.0,221333000.0,1359668000.0,3141028000.0,,,293462000.0,4769000.0,5704261000.0,291922000.0,,603964000.0,,2784757000.0,2.13,,1635867000.0,-5230206000.0,-357057000.0,325323000.0,6559217000.0,,49932000.0,1772120000.0,,555600000.0,3199762000.0,631333000.0,-269367000.0,139100000.0,29799000.0,1406433000.0,,1546632000.0,95758000.0,371964000.0,,-2816000.0,,325323000.0,,,4663692000.0,0.0,229565000.0,-7160690000.0,-101667000.0,325323000.0,325323000.0,,290721000.0,,,2.1,-3831000.0,,,7507183000.0,300634762.0,14938000.0,13719907000.0,,23000000.0,8484400000.0,,,-189805000.0,3909415000.0,631333000.0,14232000.0,,242759000.0,,,-24688000.0,1133952000.0,13719907000.0,,,-1769946000.0,,15005461000.0,293462000.0,,-227605000.0,4383470000.0,-434446000.0,,-1448757000.0,733020000.0,296400469.0,-294100000.0,0.0,186258000.0,,98200000.0,,-1551590000.0,,16773470000.0,29799000.0,,150631000.0,6559217000.0,,15376776000.0,-8170000.0,,,344002000.0,-7160690000.0,-34000000.0,291922000.0,4178433000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936057600,-28100000.0,,,3298800000.0,,3774800000.0,,,,0.53,,3153000000.0,,,2678000000.0,,,,,2197500000.0,,1651500000.0,,,,159000000.0,,,,,10795700000.0,,,,,7642700000.0,,,,,277300000.0,,,,613300000.0,5976800000.0,,,,2025200000.0,-10200000.0,,,,,159000000.0,159000000.0,1359700000.0,,,,287600000.0,-300000.0,3206100000.0,277300000.0,,,,,,,,2294800000.0,-258600000.0,379700000.0,,,,,303842000.0,,,,,325300000.0,29800000.0,,,,,262800000.0,0.52,-6200000.0,,,,,4818900000.0,,,-7403000000.0,-12500000.0,379700000.0,379700000.0,,54200000.0,,,,,341000000.0,,,,2600000.0,,,20600000.0,,,,-17100000.0,-1180900000.0,,5600000.0,,-106200000.0,,,,1034500000.0,14091400000.0,,,,298170000.0,,,,,4320000000.0,-358200000.0,,,330100000.0,,,1640900000.0,54400000.0,,,,554600000.0,,,,,103800000.0,6688400000.0,,,,,,,,,,-903600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943920000,-134032000.0,,,3898587000.0,,3945348000.0,,,,0.58,,3569464000.0,,,2999254000.0,,,439575000.0,,2267300000.0,,1748896000.0,,,,171183000.0,,,,,11538227000.0,,,,,7968763000.0,,,,,285300000.0,,,,659798000.0,6897841000.0,,,,3783092000.0,-548000.0,,,,,171183000.0,171183000.0,1849989000.0,,,,299702000.0,4982000.0,4040456000.0,277559000.0,,,,,,,1672173000.0,787012000.0,-542246000.0,517893000.0,,,,,300321053.0,,,,,379700000.0,29857000.0,,,,,282928000.0,0.57,-7648000.0,,,,,4640386000.0,,,-7609418000.0,-64000.0,517893000.0,517893000.0,,322129000.0,,,,,,,,,207576000.0,,,26600000.0,,,,334062000.0,-257364000.0,,7062000.0,,-110100000.0,,,-23052000.0,1119505000.0,14478808000.0,,,,295143103.0,,,,,4570104000.0,-480386000.0,,,346354000.0,,,0.0,138170000.0,,,,570554000.0,,,,,111745000.0,6869390000.0,,,,,,,,,,27996000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951782400,-190242000.0,,,3952889000.0,,4053843000.0,,,,0.39,,3319347000.0,,,2923726000.0,,,466156000.0,,2313000000.0,,1769895000.0,,,,113128000.0,,,,,11515684000.0,,,,,8196337000.0,,,,,293700000.0,,,,743699000.0,6876615000.0,,,,4131584000.0,17319000.0,,,,,113128000.0,113128000.0,1855773000.0,,,,327221000.0,10808000.0,4054733000.0,279425000.0,,,,,,,1606650000.0,386473000.0,-525705000.0,129492000.0,,,,,290071795.0,,,,,517893000.0,29857000.0,,,,,186998000.0,0.39,-1956000.0,,,-142205000.0,,4639069000.0,,,-7850721000.0,-32000.0,129492000.0,129492000.0,,314259000.0,,,,,,,,,251229000.0,,,30300000.0,,,,-61811000.0,76851000.0,,-870000.0,,-207700000.0,,,-18024000.0,1065847000.0,14837203000.0,,,,290071795.0,,,,,4518057000.0,-389357000.0,,,199115000.0,,,0.0,-388401000.0,,,,587415000.0,,,,,73870000.0,6986482000.0,-121721000.0,,,,,,,,,370578000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959731200,350198000.0,,-226248000.0,3850842000.0,,4295041000.0,4295041000.0,,,,,3284744000.0,-36074000.0,11527111000.0,2891026000.0,,6741868000.0,500547000.0,-13378000.0,2358877000.0,0.0,1729976000.0,317784000.0,67959000.0,1137740000.0,244991000.0,,,3077426000.0,6537000.0,11527111000.0,-937839000.0,,688336000.0,1776253000.0,8242367000.0,-2176000.0,,1120855000.0,,298563000.0,,4785243000.0,-38385000.0,658293000.0,6741868000.0,,,-606506000.0,2918073000.0,7349000.0,1763634000.0,449404000.0,1154863000.0,67959000.0,244991000.0,244991000.0,1776253000.0,3284744000.0,,,344613000.0,7255000.0,4170466000.0,255291000.0,,658293000.0,,2891026000.0,2.36,,1763634000.0,1930734000.0,-381566000.0,67959000.0,7083527000.0,,15523000.0,1625242000.0,,107543000.0,3850842000.0,688336000.0,-115090000.0,129492000.0,29857000.0,217024000.0,,1729976000.0,-257364000.0,404934000.0,,2426000.0,,67959000.0,878000.0,,4785243000.0,0.0,325323000.0,-7659016000.0,-102494000.0,67959000.0,67959000.0,,317784000.0,,,2.32,22726000.0,,,8242367000.0,296696552.0,6537000.0,14742543000.0,,28560000.0,9136677000.0,,,-429640000.0,-1252393000.0,688336000.0,3731000.0,,197752000.0,,-257095000.0,-36074000.0,1120855000.0,14742543000.0,,,-1627418000.0,,16117358000.0,344613000.0,,-174489000.0,4848807000.0,-399475000.0,,-1708117000.0,749673000.0,291667797.0,-404511000.0,0.0,-61533000.0,,106060000.0,,-1750954000.0,,18256945000.0,29857000.0,,159943000.0,7083527000.0,-115277000.0,15179519000.0,13920000.0,,,500547000.0,-7659016000.0,-7363000.0,255291000.0,-953830000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967680000,-28493000.0,,,3959305000.0,,4460782000.0,,,,0.59,,3409121000.0,,,2836892000.0,,,494878000.0,,2385447000.0,,1758451000.0,,,,168660000.0,,,,,11757759000.0,,,,,8348638000.0,,,,,302697000.0,,,,736689000.0,6796197000.0,,,,3997366000.0,427000.0,,,,,168660000.0,168660000.0,1894854000.0,,,,306000000.0,-3929000.0,4217775000.0,260459000.0,,,,,,,1712041000.0,781370000.0,-342258000.0,176589000.0,,,,,290793103.0,,,,,67959000.0,29857000.0,,,,,274245000.0,0.58,-9302000.0,,,,,4961562000.0,,,-7902302000.0,-27000.0,176589000.0,176589000.0,,309373000.0,,,,,,,,,23070000.0,,,32793000.0,,,,138700000.0,-220409000.0,,3472000.0,,143528000.0,,,-35111000.0,1101781000.0,15019373000.0,,,,285864407.0,,,,,4778736000.0,-340681000.0,,,312188000.0,,,0.0,108630000.0,,,,302697000.0,,,,,105585000.0,7117071000.0,,,,,,,,,,82288000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975542400,43682000.0,,,4321725000.0,,4649286000.0,,,,0.68,,4048557000.0,,,3018453000.0,,,499762000.0,,2407210000.0,,1786261000.0,,,,193804000.0,,,,,12487171000.0,,,,,8438614000.0,,,,,309487000.0,,,,728696000.0,7340178000.0,,,,4080215000.0,-71000.0,,,,,193804000.0,193804000.0,2230156000.0,,,,305308000.0,5053000.0,4236324000.0,281907000.0,,,,,,,1707543000.0,814706000.0,-392250000.0,654777000.0,,,,,289259701.0,,,,,176589000.0,29857000.0,,,,,315128000.0,0.67,-5961000.0,,,,,5146993000.0,,,-8142072000.0,-203000.0,654777000.0,654777000.0,,349972000.0,,,,,,,,,23079000.0,,,35337000.0,,,,348059000.0,-156109000.0,,5117000.0,,328575000.0,,,-51526000.0,1287831000.0,15352228000.0,,,,285005882.0,,,,,4894921000.0,-478697000.0,,,522379000.0,,,0.0,478188000.0,,,,309487000.0,,,,,121324000.0,7210156000.0,,,,,,,,,,153378000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983318400,-261610000.0,,,4875839000.0,,4770913000.0,,,,0.38,,3648382000.0,,,2865313000.0,,,1097950000.0,,2515864000.0,,1777712000.0,,,,108689000.0,,,,,13519731000.0,,,,,9871349000.0,,,,,325823000.0,,,,779246000.0,7741152000.0,,,,4003388000.0,0.0,,,,,108689000.0,108689000.0,2658776000.0,,,,439351000.0,1381000.0,4345315000.0,281723000.0,,,,,,,1630026000.0,835392000.0,-911971000.0,139944000.0,,,,,289971200.0,,,,,654777000.0,29857000.0,,,,,158489000.0,0.38,4684000.0,,,-466702000.0,,5778579000.0,,,-8397324000.0,-120547000.0,139944000.0,139944000.0,,402747000.0,,,,,,,,,42776000.0,,,34197000.0,,,,205752000.0,-341927000.0,,9821000.0,,82697000.0,,,-48001000.0,1192511000.0,16391477000.0,,,,286023684.0,,,,,4838780000.0,-452996000.0,,,191386000.0,,,0.0,-514833000.0,,,,325823000.0,,,,,49800000.0,7994153000.0,0.0,,,,,,,,,-16104000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991267200,396843000.0,,-10139000.0,4190076000.0,,4879647000.0,4879647000.0,,,,,3449061000.0,-55833000.0,13340012000.0,3249516000.0,,7439592000.0,1082223000.0,-16783000.0,2604940000.0,,1834366000.0,435406000.0,121302000.0,927573000.0,113218000.0,,,3300096000.0,221392000.0,13340012000.0,-1086465000.0,,584371000.0,1900119000.0,9890951000.0,150422000.0,,1255298000.0,,337767000.0,,5900420000.0,,708673000.0,7439592000.0,,,0.0,4247975000.0,0.0,1772826000.0,343202000.0,1275774000.0,121302000.0,113218000.0,113218000.0,1900119000.0,3449061000.0,,,455591000.0,-1869000.0,4615995000.0,269269000.0,,708673000.0,,3249516000.0,2.02,,1772826000.0,868628000.0,-466236000.0,121302000.0,8100055000.0,,28654000.0,2043806000.0,,102390000.0,4190076000.0,584371000.0,-650280000.0,139944000.0,29857000.0,189309000.0,,1834366000.0,53343000.0,179711000.0,,-6204000.0,,121302000.0,-10290000.0,,5900420000.0,0.0,67959000.0,-8311941000.0,-529503000.0,121302000.0,121302000.0,,435406000.0,,,1.99,636000.0,,,9890951000.0,293653769.0,221392000.0,16411996000.0,,41626000.0,9913461000.0,,,-570259000.0,-368020000.0,584371000.0,10244000.0,,-564939000.0,,-476992000.0,-55833000.0,1255298000.0,16411996000.0,,,-1893384000.0,,17415409000.0,455591000.0,,122252000.0,5116603000.0,-621010000.0,,-2112715000.0,1017853000.0,289292574.0,61702000.0,0.0,-18642000.0,,143953000.0,,,,19629040000.0,29857000.0,,66493000.0,8100055000.0,0.0,16328944000.0,356000.0,,,1082223000.0,-8311941000.0,-16024000.0,269269000.0,-30253000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999216000,-172000000.0,,,4415000000.0,,4979000000.0,,,,0.37,,3478000000.0,,,3049000000.0,,,1027000000.0,,2668000000.0,,1856000000.0,,,,109000000.0,,,,,13485000000.0,,,,,10007000000.0,,,,,,,,,698000000.0,7464000000.0,,,,4173000000.0,134000000.0,,,,,109000000.0,124000000.0,2050000000.0,,,,509000000.0,2000000.0,4512000000.0,265000000.0,,,,,,,1697000000.0,864000000.0,-483000000.0,110000000.0,,,,,302777778.0,,,,,121000000.0,30000000.0,,,,,200000000.0,0.36,-1000000.0,,,,,6021000000.0,,,-8502000000.0,-20000000.0,110000000.0,110000000.0,,501000000.0,,,,,,,,,205000000.0,,,37000000.0,,,,144000000.0,-339000000.0,,10000000.0,,204000000.0,,,-57000000.0,1147000000.0,16784000000.0,,,,294594595.0,,,,,5037000000.0,-500000000.0,,,328000000.0,,,0.0,-11000000.0,,,,336000000.0,,,,,76000000.0,8282000000.0,,,,,,,,,,-3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007078400,299000000.0,,,4297000000.0,,5204000000.0,,,,0.82,,3650000000.0,,,3141000000.0,,,1027000000.0,,2703000000.0,,1881000000.0,,,,245000000.0,,,,,13691000000.0,,,,,10041000000.0,,,,,,,,,688000000.0,7438000000.0,,,,4191000000.0,-159000000.0,,,,,245000000.0,245000000.0,1896000000.0,,,,520000000.0,114000000.0,4535000000.0,255000000.0,,,,,,,1770000000.0,944000000.0,-432000000.0,248000000.0,,,,,302469136.0,,,,,110000000.0,30000000.0,,,,,395000000.0,0.81,-1000000.0,,,,,6253000000.0,,,-8756000000.0,-5000000.0,248000000.0,248000000.0,,529000000.0,,,,,,,,,200000000.0,,,36000000.0,,,,-166000000.0,-344000000.0,,18000000.0,,506000000.0,,,-65000000.0,1171000000.0,17082000000.0,,,,298780488.0,,,,,5135000000.0,-437000000.0,,,736000000.0,,,0.0,138000000.0,,,,342000000.0,,,,,150000000.0,8326000000.0,,,,,,,,,,-2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014854400,12000000.0,,,4266000000.0,,5277000000.0,,,,0.4,,3525000000.0,,,3104000000.0,,,1027000000.0,,2690000000.0,,1896000000.0,,,,120000000.0,,,,,13697000000.0,,,,,10172000000.0,,,,,,,,,801000000.0,7370000000.0,,,,4131000000.0,0.0,,,,,120000000.0,120000000.0,1809000000.0,,,,561000000.0,-4000000.0,4541000000.0,254000000.0,,,,,,,1743000000.0,888000000.0,-352000000.0,220000000.0,,,,,307692308.0,,,,,248000000.0,30000000.0,,,,,194000000.0,0.39,10000000.0,,,,,6327000000.0,,,-9017000000.0,-96000000.0,220000000.0,220000000.0,,489000000.0,,,,,,,,,288000000.0,,,36000000.0,,,,-52000000.0,-410000000.0,,37000000.0,,256000000.0,,,-66000000.0,1073000000.0,17361000000.0,,,,300000000.0,,,,,5019000000.0,-364000000.0,,,376000000.0,,,0.0,-28000000.0,,,,341000000.0,,,,,74000000.0,8344000000.0,-89000000.0,,,,,,,,,-69000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022803200,474000000.0,,56000000.0,4325000000.0,,5465000000.0,5465000000.0,,,,,3665000000.0,-53000000.0,13812000000.0,2942000000.0,,7267000000.0,1063000000.0,11000000.0,2818000000.0,,1926000000.0,469000000.0,331000000.0,1160000000.0,236000000.0,,,3560000000.0,6000000.0,13812000000.0,-1258000000.0,,710000000.0,1800000000.0,10147000000.0,613000000.0,,1133000000.0,,,,6545000000.0,-32000000.0,782000000.0,7267000000.0,,,-177000000.0,4552000000.0,-5000000.0,1803000000.0,435000000.0,1364000000.0,331000000.0,236000000.0,236000000.0,1800000000.0,3665000000.0,,,599000000.0,-15000000.0,4717000000.0,251000000.0,,782000000.0,,2942000000.0,2.38,,1803000000.0,864000000.0,-345000000.0,331000000.0,8302000000.0,,88000000.0,2228000000.0,,81000000.0,4325000000.0,710000000.0,-320000000.0,220000000.0,30000000.0,106000000.0,,1926000000.0,210000000.0,371000000.0,,3000000.0,,331000000.0,-35000000.0,,6545000000.0,-1133000000.0,121000000.0,-9274000000.0,-199000000.0,331000000.0,331000000.0,,469000000.0,,,2.34,97000000.0,,,10147000000.0,303418803.0,6000000.0,17576000000.0,,30000000.0,10879000000.0,,,-332000000.0,-165000000.0,725000000.0,23000000.0,,-910000000.0,,-35000000.0,-53000000.0,1133000000.0,17576000000.0,,,-1615000000.0,,18305000000.0,599000000.0,,-406000000.0,5416000000.0,-314000000.0,,-1612000000.0,788000000.0,298319328.0,-88000000.0,-1133000000.0,111000000.0,,139000000.0,,-1051000000.0,,20607000000.0,30000000.0,,135000000.0,8302000000.0,-63000000.0,17047000000.0,3000000.0,,,1063000000.0,-9274000000.0,14000000.0,251000000.0,180000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030752000,-55000000.0,,,4294000000.0,,5608000000.0,,,,0.53,,3699000000.0,,,3052000000.0,,,1063000000.0,,2870000000.0,,1960000000.0,,,,158000000.0,,,,,14003000000.0,,,,,10304000000.0,,,,,,,,,719000000.0,7346000000.0,,,,4557000000.0,0.0,,,,,158000000.0,158000000.0,1775000000.0,,,,559000000.0,3000000.0,4868000000.0,234000000.0,,,,,,,1836000000.0,888000000.0,-531000000.0,233000000.0,,-15000000.0,,,303846154.0,,,,,331000000.0,30000000.0,,,,,255000000.0,0.52,-5000000.0,,,,,6657000000.0,,,-9558000000.0,0.0,233000000.0,233000000.0,,437000000.0,,,,,,,,,127000000.0,,,31000000.0,,,,-48000000.0,-311000000.0,,8000000.0,,323000000.0,,,-51000000.0,1089000000.0,18080000000.0,,,,298113208.0,,,,,5445000000.0,-536000000.0,,,481000000.0,,,0.0,-98000000.0,,,,339000000.0,,,,,97000000.0,8522000000.0,-41000000.0,,,,,,,,,28000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038614400,306000000.0,,,4371000000.0,,5853000000.0,,,,0.82,,3963000000.0,,,3216000000.0,,,1063000000.0,,2868000000.0,,1985000000.0,,,,245000000.0,,,,,14483000000.0,,,,,10520000000.0,,,,,,,,,915000000.0,7587000000.0,,,,4737000000.0,-1000000.0,,,,,245000000.0,245000000.0,1775000000.0,,,,611000000.0,-4000000.0,4904000000.0,236000000.0,,,,,,,1978000000.0,930000000.0,-346000000.0,519000000.0,,-15000000.0,,,302469136.0,,,,,233000000.0,30000000.0,,,,,395000000.0,0.81,-6000000.0,,,,,6896000000.0,,,-9834000000.0,0.0,519000000.0,519000000.0,,441000000.0,,,,,,,,,31000000.0,,,28000000.0,,,,-26000000.0,-167000000.0,,16000000.0,,413000000.0,,,-51000000.0,1207000000.0,18376000000.0,,,,298780488.0,,,,,5667000000.0,-352000000.0,,,658000000.0,,,0.0,286000000.0,,,,338000000.0,,,,,150000000.0,8542000000.0,-26000000.0,,,,,,,,,171000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
