date,trailingStockBasedCompensation,annualChangeInInventory,annualCurrentLiabilities,annualStockBasedCompensation,annualInventory,trailingDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualDepreciationAndAmortization,quarterlyCurrentDebt,quarterlyInterestExpense,trailingChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOtherIncomeExpense,annualPurchaseOfBusiness,trailingOperatingCashFlow,annualCapitalStock,trailingOtherIncomeExpense,quarterlyInventory,quarterlyOperatingExpense,annualGrossProfit,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,annualOperatingCashFlow,annualNetPPE,annualSaleOfInvestment,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOperatingCashFlow,annualOtherIntangibleAssets,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,annualEbitda,annualNonCurrentDeferredTaxesLiabilities,quarterlyCommonStockIssuance,quarterlyNetPPE,quarterlyTaxProvision,quarterlyChangesInAccountReceivables,annualChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,annualGrossPPE,trailingChangeInCashSupplementalAsReported,annualGoodwill,annualNetOtherInvestingChanges,trailingPretaxIncome,annualOtherCurrentLiabilities,annualInterestExpense,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualPretaxIncome,trailingChangesInAccountReceivables,quarterlyTotalAssets,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,trailingChangeInWorkingCapital,annualCapitalExpenditure,annualOtherIncomeExpense,trailingInvestingCashFlow,annualAccountsPayable,quarterlyOtherIntangibleAssets,trailingGrossProfit,quarterlyDepreciationAndAmortization,trailingDeferredIncomeTax,quarterlySaleOfInvestment,annualInvestingCashFlow,quarterlyBeginningCashPosition,annualEndCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyDilutedEPS,trailingCapitalExpenditure,annualBasicAverageShares,quarterlyAccountsPayable,trailingRepaymentOfDebt,trailingTotalRevenue,annualOperatingIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyEbitda,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,annualCurrentAccruedExpenses,quarterlyEndCashPosition,quarterlyDilutedAverageShares,quarterlyInvestingCashFlow,annualCashAndCashEquivalents,annualTaxProvision,trailingEndCashPosition,quarterlyTotalRevenue,trailingTaxProvision,quarterlyPurchaseOfInvestment,annualBasicEPS,trailingNetOtherFinancingCharges,annualCurrentDeferredRevenue,annualCurrentDebt,quarterlyTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,annualNetIncomeContinuousOperations,annualTotalRevenue,trailingOperatingIncome,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,trailingRepurchaseOfCapitalStock,trailingResearchAndDevelopment,quarterlyGrossProfit,quarterlyCurrentLiabilities,quarterlyGrossPPE,trailingFreeCashFlow,trailingOperatingExpense,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualOperatingExpense,quarterlyCurrentAssets,annualOtherNonCurrentAssets,annualResearchAndDevelopment,annualCommonStockIssuance,quarterlyOtherNonCashItems,annualTotalLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,annualChangesInAccountReceivables,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,trailingCostOfRevenue,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,annualChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,annualRetainedEarnings,quarterlyAccountsReceivable,quarterlyCostOfRevenue,trailingNetIncome,quarterlyBasicEPS,annualTotalAssets,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,quarterlyLongTermDebt,annualCashDividendsPaid,annualDilutedAverageShares,annualDilutedEPS,annualAccountsReceivable,quarterlyChangeInInventory,annualBeginningCashPosition,annualNetIncome,annualTotalNonCurrentAssets,quarterlyNetIncome,trailingCommonStockIssuance,annualFreeCashFlow,annualSellingGeneralAndAdministration,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,annualOtherNonCashItems,annualOtherCurrentAssets,quarterlyOtherCurrentAssets,annualLongTermDebt,trailingBasicAverageShares,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyChangeInAccountPayable,trailingPurchaseOfInvestment,trailingInterestExpense,trailingNetOtherInvestingChanges,annualIncomeTaxPayable,trailingChangeInAccountPayable,trailingSaleOfInvestment,annualOtherShortTermInvestments,quarterlyIncomeTaxPayable,trailingDilutedAverageShares,annualChangeInAccountPayable
,,-71000000.0,2650000000.0,,474000000.0,,-170000000.0,-402000000.0,774000000.0,828000000.0,50000000.0,,,,10000000.0,-8213000000.0,,-74000000.0,910000000.0,,,14000000.0,,,4000000.0,,474000000.0,546000000.0,3845000000.0,434000000.0,,1958000000.0,7963000000.0,,17000000.0,587000000.0,134000000.0,,26000000.0,,-9000000.0,457000000.0,,2560000000.0,,78000000.0,7963000000.0,115000000.0,,-19000000.0,10974000000.0,16176000000.0,,1967000000.0,0.0,,457000000.0,173000000.0,,,1613000000.0,,13382000000.0,185000000.0,1905000000.0,,-1376000000.0,29000000.0,,818000000.0,134000000.0,,207000000.0,,,-1813000000.0,26000000.0,17000000.0,4000000.0,17000000.0,17000000.0,,,318997000.0,818000000.0,,,1786000000.0,-672000000.0,691000000,52000000.0,,547000000.0,17000000.0,,-523000000.0,17000000.0,419000000.0,,2523000000,,,3.69,,,828000000.0,7919000000.0,,1177000000.0,9402000000.0,,5557000000.0,316000000,,,1030000000.0,2650000000.0,16176000000.0,,,,-672000000.0,-94000000.0,2059000000.0,2408000000.0,910000000.0,98000000.0,323000000.0,-7000000.0,7919000000.0,-8213000000.0,5269000000.0,-143000000.0,37000000.0,,,,,484000000,75000000.0,-32000000.0,18000000.0,2408000000.0,-959000000.0,5325000000.0,1967000000.0,0.0,547000000.0,5325000000.0,1723000000.0,1493000000.0,,,13382000000.0,,5142000000.0,1177000000.0,3364000000.0,-381000000.0,324842000.0,3.62,1723000000.0,-16000000.0,36000000.0,1177000000.0,10974000000.0,316000000,,582000000.0,1190000000.0,314000000.0,316000000,5142000000.0,5269000000.0,1905000000.0,,24000000.0,54000000.0,54000000.0,3364000000.0,,,,,,,,,,,,,,,,,
,,,,,,,,-344000000.0,,992000000.0,47000000.0,,,,6000000.0,-8509000000.0,,-9000000.0,967000000.0,,,-8000000.0,,,,,483000000.0,586000000.0,,435000000.0,,,,,,379000000.0,,313936000.0,24000000.0,,4000000.0,995000000.0,,,,66000000.0,8221000000.0,122000000.0,,,11368000000.0,,,,,,,,,,,,14000000000.0,35000000.0,,,,,,,140000000.0,,210000000.0,,,,17000000.0,,4000000.0,21000000.0,21000000.0,0.96,,,888000000.0,,,,-582000000.0,692000000,,,,21000000.0,320409000.0,-368000000.0,,,,2663000000,,,,,,,8447000000.0,,,,,,307000000,,,1068000000.0,2875000000.0,16730000000.0,,,,,-117000000.0,,2632000000.0,,,,11000000.0,,,,-293000000.0,,,,,,482000000,-161000000.0,,12000000.0,,,5515000000.0,2040000000.0,0.0,,,1907000000.0,1595000000.0,,0.98,,,5209000000.0,,3582000000.0,,,,,-9000000.0,,,,307000000,,,,335000000.0,307000000,,5572000000.0,1990000000.0,,,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-380000000.0,,922000000.0,52000000.0,,,,38000000.0,-8806000000.0,,-5000000.0,1007000000.0,,,2000000.0,,,,,507000000.0,587000000.0,,491000000.0,,,,,,389000000.0,,315312000.0,24000000.0,,6000000.0,885000000.0,,,,88000000.0,8459000000.0,137000000.0,,,11682000000.0,,,,,,,,,,,,14428000000.0,9000000.0,,,,,,,144000000.0,,216000000.0,,,,21000000.0,,4000000.0,27000000.0,27000000.0,1.08,,,911000000.0,,,,-434000000.0,759000000,,,,27000000.0,322088000.0,-380000000.0,,,,2878000000,,,,,,,8440000000.0,,,,,,349000000,,,1130000000.0,2718000000.0,17265000000.0,,,,,-119000000.0,,2746000000.0,,,,11000000.0,,,,-39000000.0,,,,,,543000000,-84000000.0,,-1000000.0,,,5745000000.0,2072000000.0,0.0,,,1982000000.0,1748000000.0,,1.11,,,5671000000.0,,3674000000.0,,,,,-24000000.0,,,,349000000,,,,341000000.0,349000000,,5722000000.0,2048000000.0,,,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-405000000.0,,1302000000.0,50000000.0,,,,-1000000.0,-8605000000.0,,-191000000.0,951000000.0,,,20000000.0,,,,,495000000.0,574000000.0,,494000000.0,,,,,,630000000.0,,313749000.0,24000000.0,,-3000000.0,947000000.0,,,,22000000.0,8201000000.0,139000000.0,,,11290000000.0,,,,,,,,,,,,13878000000.0,225000000.0,,,,,,,143000000.0,,218000000.0,,,,27000000.0,,,24000000.0,24000000.0,1.11,,,844000000.0,,,,4891000000.0,762000000,,,,24000000.0,319505000.0,-438000000.0,,,,2852000000,,,,,,,8680000000.0,,,,,,355000000,,,1118000000.0,3093000000.0,16806000000.0,,,,,-117000000.0,,2588000000.0,,,,12000000.0,,,,-559000000.0,,,,,,544000000,-73000000.0,,16000000.0,,,,1995000000.0,48000000.0,,,1832000000.0,1734000000.0,,1.13,,,4891000000.0,,3642000000.0,,,,,11000000.0,,,,355000000,,,,341000000.0,355000000,,5587000000.0,1945000000.0,,,,0.0,,,,,,,,,,,,,,,,,,
,,21000000.0,2979000000.0,,445000000.0,,-333000000.0,-482000000.0,850000000.0,1316000000.0,49000000.0,,,,-3000000.0,-8341000000.0,,-128000000.0,801000000.0,,,-137000000.0,,,4000000.0,,445000000.0,654000000.0,4301000000.0,265000000.0,,2038000000.0,7922000000.0,,32000000.0,640000000.0,121000000.0,,25000000.0,,8000000.0,693000000.0,,2750000000.0,,9000000.0,7922000000.0,67000000.0,,15000000.0,10753000000.0,16263000000.0,,1909000000.0,54000000.0,,693000000.0,198000000.0,,,1685000000.0,,13054000000.0,158000000.0,2055000000.0,,-1611000000.0,-123000000.0,,820000000.0,121000000.0,,206000000.0,,,-1687000000.0,24000000.0,32000000.0,4000000.0,32000000.0,32000000.0,,,312658000.0,820000000.0,,,1900000000.0,-1768000000.0,537000000,40000000.0,,150000000.0,32000000.0,,-501000000.0,32000000.0,465000000.0,,2403000000,,,3.87,,,1316000000.0,8743000000.0,,1211000000.0,10796000000.0,,6495000000.0,200000000,,,985000000.0,2979000000.0,16263000000.0,,,,-1768000000.0,-115000000.0,2401000000.0,2301000000.0,801000000.0,97000000.0,185000000.0,143000000.0,8743000000.0,-8341000000.0,5764000000.0,-186000000.0,-23000000.0,,,,,331000000,141000000.0,-177000000.0,-50000000.0,2301000000.0,-1077000000.0,6068000000.0,1909000000.0,6000000.0,150000000.0,6068000000.0,1604000000.0,1418000000.0,,,13054000000.0,,4009000000.0,1211000000.0,3709000000.0,-468000000.0,318302000.0,3.8,1604000000.0,43000000.0,17000000.0,1211000000.0,10753000000.0,200000000,,427000000.0,1312000000.0,295000000.0,200000000,4009000000.0,5764000000.0,2055000000.0,,177000000.0,0.0,0.0,3709000000.0,,,,,,,,,,,,,,,,,
,,,,,,,,-293000000.0,,1275000000.0,35000000.0,,,,0.0,-8359000000.0,,-36000000.0,810000000.0,,,0.0,,,,,424000000.0,478000000.0,,407000000.0,-2000000.0,,,,,349000000.0,,307818000.0,18000000.0,,22000000.0,703000000.0,,,,16000000.0,7872000000.0,114000000.0,94000000.0,,10673000000.0,,,,,,,,,,,,12857000000.0,56000000.0,,,,,,,118000000.0,,199000000.0,,5000000.0,,32000000.0,,4000000.0,54000000.0,54000000.0,0.93,,,687000000.0,,,,-1901000000.0,641000000,,9000000.0,,54000000.0,311311000.0,-290000000.0,,,,2123000000,,,,,,,8482000000.0,,,,,,290000000,,,928000000.0,2665000000.0,16231000000.0,,,,,-123000000.0,,2184000000.0,,,,-8000000.0,,,,0.0,,,,,,450000000,-159000000.0,,36000000.0,,,6235000000.0,1873000000.0,0.0,,,1513000000.0,1195000000.0,,0.94,,,4073000000.0,,3770000000.0,,,,,20000000.0,,,,290000000,,,,265000000.0,298000000,,5817000000.0,2047000000.0,-246000000.0,,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-370000000.0,,1085000000.0,33000000.0,,,,-19000000.0,-8864000000.0,,-217000000.0,887000000.0,,,6000000.0,,,,,423000000.0,479000000.0,,414000000.0,-9000000.0,,,,,563000000.0,,307957000.0,18000000.0,,-21000000.0,670000000.0,,,,21000000.0,8435000000.0,109000000.0,-47000000.0,,11394000000.0,,,,,,,,,,,,13586000000.0,193000000.0,,,,,,,119000000.0,,207000000.0,,8000000.0,,54000000.0,,4638000000.0,33000000.0,33000000.0,0.96,,,721000000.0,,,,-1456000000.0,654000000,,10000000.0,,33000000.0,312429000.0,-371000000.0,,,,2138000000,,,,,,,8640000000.0,,,,,,311000000,,,948000000.0,2476000000.0,17299000000.0,,,,,-123000000.0,,2192000000.0,,,,10000000.0,,,,-85000000.0,,,,,,469000000,45000000.0,,-7000000.0,,,6411000000.0,1953000000.0,0.0,,,1555000000.0,1190000000.0,,0.97,,,4638000000.0,,4022000000.0,,,,,-1000000.0,,,,311000000,,,,265000000.0,323000000,,6164000000.0,2142000000.0,-14000000.0,,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-334000000.0,,508000000.0,32000000.0,,,,4000000.0,-9246000000.0,,-75000000.0,864000000.0,,,-316000000.0,,,,,398000000.0,521000000.0,,142000000.0,-117000000.0,,,,,547000000.0,,307360000.0,20000000.0,,32000000.0,810000000.0,,,,31000000.0,8807000000.0,-187000000.0,-57000000.0,,11872000000.0,,,,,,,,,,,,14171000000.0,213000000.0,,,,,,,144000000.0,,217000000.0,,,,33000000.0,,4000000.0,65000000.0,65000000.0,1.04,,,717000000.0,,,,-1205000000.0,707000000,,11000000.0,,65000000.0,312182000.0,-444000000.0,,,,2288000000,,,,,,,8764000000.0,,,,,,325000000,,,1011000000.0,2035000000.0,18053000000.0,,,,,-122000000.0,,2299000000.0,,,,11000000.0,,,,-60000000.0,,,,,,490000000,-61000000.0,,-280000000.0,,,6615000000.0,2057000000.0,7000000.0,,,1629000000.0,1277000000.0,,1.06,,,5085000000.0,,4727000000.0,,,,,18000000.0,,,,325000000,,,,284000000.0,336000000,,6729000000.0,2002000000.0,-499000000.0,,,0.0,,,,,,,,,,,,,,,,,,
,,58000000.0,1813000000.0,39000000.0,377000000.0,,-711000000.0,-355000000.0,846000000.0,298000000.0,33000000.0,,,,-22000000.0,-9448000000.0,435000000.0,-383000000.0,457000000.0,,,0.0,-131000000.0,,4000000.0,,377000000.0,505000000.0,3924000000.0,479000000.0,-3000000.0,2168000000.0,8990000000.0,31000000.0,45000000.0,709000000.0,142000000.0,,18000000.0,,-20000000.0,647000000.0,,2762000000.0,,27000000.0,8990000000.0,133000000.0,49000000.0,13000000.0,12094000000.0,18438000000.0,,2070000000.0,31000000.0,,785000000.0,133000000.0,,-2308000000.0,1442000000.0,,14317000000.0,354000000.0,2099000000.0,,-1352000000.0,-341000000.0,,730000000.0,142000000.0,,223000000.0,,,-1452000000.0,65000000.0,45000000.0,4000000.0,45000000.0,45000000.0,,,307676000.0,730000000.0,,,1916000000.0,-1155000000.0,735000000,-17000000.0,9000000.0,138000000.0,45000000.0,,-347000000.0,45000000.0,169000000.0,,2407000000,,,4.08,,,298000000.0,8669000000.0,435000000.0,1297000000.0,8956000000.0,,5032000000.0,340000000,,,1037000000.0,1813000000.0,18438000000.0,,,,-1155000000.0,-123000000.0,2008000000.0,2223000000.0,892000000.0,74000000.0,95000000.0,9000000.0,8669000000.0,-9448000000.0,6856000000.0,-91000000.0,-221000000.0,39000000.0,,,,532000000,136000000.0,12000000.0,30000000.0,2223000000.0,-236000000.0,6831000000.0,2070000000.0,11000000.0,138000000.0,6831000000.0,1579000000.0,1370000000.0,,,14317000000.0,,5315000000.0,1254000000.0,4757000000.0,-491000000.0,312382000.0,4.01,1579000000.0,21000000.0,32000000.0,1254000000.0,12094000000.0,340000000,,816000000.0,1088000000.0,274000000.0,352000000,5315000000.0,6856000000.0,2099000000.0,-1033000000.0,277000000.0,0.0,0.0,4757000000.0,,,,,,,,,,,,,,,,,
,,,,,,,,-288000000.0,,672000000.0,32000000.0,,,,-5000000.0,-9570000000.0,,150000000.0,922000000.0,,,0.0,,,,,377000000.0,566000000.0,,447000000.0,-4000000.0,,,,,483000000.0,,306793000.0,18000000.0,,331000000.0,813000000.0,,,,22000000.0,8998000000.0,131000000.0,-84000000.0,,12105000000.0,,,,,,,,,,,,14727000000.0,195000000.0,,,,,,,139000000.0,,228000000.0,,8000000.0,,45000000.0,,4000000.0,376000000.0,376000000.0,1.01,,,704000000.0,,,,-1198000000.0,707000000,,10000000.0,,376000000.0,311159000.0,-284000000.0,,,,2428000000,,,,,,,8997000000.0,,,,,,314000000,,,1047000000.0,2189000000.0,18568000000.0,,,,,-138000000.0,,2622000000.0,,,,10000000.0,,,,-90000000.0,,,,,,481000000,-149000000.0,,46000000.0,,,7008000000.0,2046000000.0,0.0,,,1645000000.0,1381000000.0,,1.02,,,5398000000.0,,4732000000.0,,,,,-2000000.0,,,,314000000,,,,294000000.0,323000000,,6808000000.0,2076000000.0,-490000000.0,,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-325000000.0,,243000000.0,29000000.0,,,,-6000000.0,-9535000000.0,,-535000000.0,936000000.0,,,0.0,,,,,374000000.0,543000000.0,,518000000.0,-16000000.0,,,,,536000000.0,,306826000.0,19000000.0,,-328000000.0,787000000.0,,,,33000000.0,8932000000.0,145000000.0,36000000.0,,12017000000.0,,,,,,,,,,,,14292000000.0,211000000.0,,,,,,,140000000.0,,230000000.0,,13000000.0,,376000000.0,,4000000.0,48000000.0,48000000.0,1.19,,,729000000.0,,,,-1383000000.0,777000000,,13000000.0,,48000000.0,311109000.0,-328000000.0,,,,2527000000,,,,,,,8525000000.0,,,,,,371000000,,,1090000000.0,1759000000.0,18467000000.0,,,,,-137000000.0,,2275000000.0,,,,13000000.0,,,,-50000000.0,,,,,,547000000,-141000000.0,,54000000.0,,,7241000000.0,2009000000.0,0.0,,,1617000000.0,1437000000.0,,1.21,,,5452000000.0,,4783000000.0,,,,,5000000.0,,,,371000000,,,,302000000.0,381000000,,6766000000.0,1983000000.0,-730000000.0,,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-324000000.0,,262000000.0,29000000.0,,,,32000000.0,,,-166000000.0,1106000000.0,,,-58000000.0,,,,,403000000.0,543000000.0,,522000000.0,-114000000.0,,,,,596000000.0,,307127000.0,19000000.0,,23000000.0,856000000.0,,,,79000000.0,9294000000.0,146000000.0,-91000000.0,,12604000000.0,,,,,,,,,,,,15057000000.0,272000000.0,,,,,,,137000000.0,,227000000.0,,,,48000000.0,,,71000000.0,71000000.0,1.21,,,746000000.0,,,,,778000000,,12000000.0,,71000000.0,311608000.0,-415000000.0,,,,2538000000,,,,,,,8727000000.0,,,,,,377000000,,,1094000000.0,1864000000.0,,,,,,-139000000.0,,2453000000.0,,,,-1000000.0,,,,-133000000.0,,,,,,551000000,-41000000.0,,11000000.0,,,,2067000000.0,23000000.0,,,1711000000.0,1444000000.0,,1.22,,,5991000000.0,,4815000000.0,,,,,-30000000.0,,,,377000000,,,,299000000.0,388000000,,6863000000.0,2048000000.0,-310000000.0,,,0.0,,,,,,,,,,,,,,,,,,
,,-26000000.0,2110000000.0,47000000.0,399000000.0,,-419000000.0,-451000000.0,925000000.0,402000000.0,28000000.0,,,,25000000.0,-10142000000.0,564000000.0,132000000.0,602000000.0,,,0.0,-148000000.0,,4000000.0,,399000000.0,523000000.0,4362000000.0,477000000.0,-14000000.0,1905000000.0,9532000000.0,52000000.0,39000000.0,290000000.0,132000000.0,,23000000.0,,-32000000.0,788000000.0,,3007000000.0,,49000000.0,9532000000.0,346000000.0,25000000.0,-6000000.0,12896000000.0,19674000000.0,,2066000000.0,52000000.0,,878000000.0,118000000.0,,-1515000000.0,1964000000.0,,15274000000.0,-161000000.0,1864000000.0,,-1388000000.0,-85000000.0,,830000000.0,132000000.0,,240000000.0,,,-1484000000.0,71000000.0,39000000.0,4000000.0,39000000.0,39000000.0,,,306720000.0,830000000.0,,,2167000000.0,-1018000000.0,745000000,46000000.0,12000000.0,90000000.0,39000000.0,,-457000000.0,39000000.0,768000000.0,,2623000000,,,3.9,,,402000000.0,9129000000.0,564000000.0,1234000000.0,10116000000.0,,5754000000.0,133000000,,,1131000000.0,2110000000.0,19674000000.0,,,,-1018000000.0,-137000000.0,2195000000.0,2378000000.0,1166000000.0,79000000.0,183000000.0,-429000000.0,9129000000.0,-10142000000.0,7019000000.0,-314000000.0,133000000.0,-114000000.0,,,,608000000,347000000.0,-467000000.0,22000000.0,2378000000.0,-587000000.0,7475000000.0,2066000000.0,8000000.0,90000000.0,7475000000.0,1664000000.0,1492000000.0,,,15274000000.0,,5792000000.0,1195000000.0,5155000000.0,-551000000.0,311395000.0,3.84,1664000000.0,1000000.0,45000000.0,1195000000.0,12896000000.0,133000000,,517000000.0,1196000000.0,301000000.0,142000000,5792000000.0,7019000000.0,953000000.0,15000000.0,-406000000.0,0.0,0.0,5155000000.0,,,,,,,,,,,,,,,,,
,,,,,,,,-334000000.0,,357000000.0,35000000.0,,,,17000000.0,-10536000000.0,,-10000000.0,1217000000.0,,,0.0,,,,,416000000.0,573000000.0,,556000000.0,0.0,,,,,359000000.0,,304071000.0,22000000.0,,47000000.0,787000000.0,,,,77000000.0,9784000000.0,156000000.0,-178000000.0,,13236000000.0,,,,,,,,,,,,15834000000.0,25000000.0,,,,,,,129000000.0,,244000000.0,,,,39000000.0,,4000000.0,86000000.0,86000000.0,1.29,,,777000000.0,,,,-794000000.0,835000000,,14000000.0,,86000000.0,308595000.0,-304000000.0,,,,2702000000,,,,,,,9297000000.0,,,,,,398000000,,,1166000000.0,1921000000.0,20320000000.0,,,,,-152000000.0,,2598000000.0,,,,11000000.0,,,,-215000000.0,,,,,,593000000,-342000000.0,,34000000.0,,,7721000000.0,2106000000.0,30000000.0,,,1834000000.0,1536000000.0,,1.31,,,6165000000.0,,5481000000.0,,,,,-17000000.0,,,,398000000,,,,308000000.0,409000000,,7376000000.0,1895000000.0,-197000000.0,,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-433000000.0,,434000000.0,36000000.0,,,,23000000.0,-10720000000.0,,-75000000.0,1316000000.0,,,-5000000.0,,,,,450000000.0,586000000.0,,591000000.0,,,,,,573000000.0,,303709000.0,23000000.0,,-6000000.0,677000000.0,,,,65000000.0,10079000000.0,163000000.0,-89000000.0,,13652000000.0,,,,,,,,,,,,16410000000.0,140000000.0,,,,,,,127000000.0,,254000000.0,,,,86000000.0,,4000000.0,80000000.0,80000000.0,1.38,,,885000000.0,,,,-675000000.0,881000000,,16000000.0,,80000000.0,308253000.0,-506000000.0,,,,2858000000,,,,,,,9640000000.0,,,,,,425000000,,,1218000000.0,1996000000.0,20799000000.0,,,,,-151000000.0,,2758000000.0,,,,16000000.0,,,,-270000000.0,,,,,,632000000,-184000000.0,,48000000.0,,,7997000000.0,2130000000.0,7000000.0,,,1925000000.0,1640000000.0,,1.4,,,6400000000.0,,5685000000.0,,,,,-33000000.0,,,,425000000,,,,309000000.0,439000000,,7644000000.0,1959000000.0,-7000000.0,,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-458000000.0,,501000000.0,36000000.0,,,,3000000.0,-10486000000.0,,-194000000.0,1269000000.0,,,0.0,,,,,445000000.0,590000000.0,,596000000.0,,,,,,732000000.0,,301594000.0,22000000.0,,45000000.0,813000000.0,,,,22000000.0,9754000000.0,166000000.0,65000000.0,,13198000000.0,,,,,,,,,,,,15902000000.0,274000000.0,,,,,,,132000000.0,,256000000.0,,,,80000000.0,,4000000.0,125000000.0,125000000.0,1.4,,,855000000.0,,,,-1372000000.0,888000000,,16000000.0,,125000000.0,305623000.0,-474000000.0,,,,2896000000,,,,,,,9781000000.0,,,,,,429000000,,,1212000000.0,2169000000.0,20240000000.0,,,,,-150000000.0,,2704000000.0,,,,16000000.0,,,,-273000000.0,,,,,,622000000,66000000.0,,-49000000.0,,,8275000000.0,2043000000.0,3000000.0,,,1860000000.0,1684000000.0,,1.42,,,5753000000.0,,5809000000.0,,,,,7000000.0,,,,429000000,,,,307000000.0,443000000,,7612000000.0,1803000000.0,-371000000.0,,,0.0,,,,,,,,,,,,,,,,,,
,,-31000000.0,2535000000.0,62000000.0,456000000.0,,-380000000.0,-572000000.0,1003000000.0,724000000.0,38000000.0,,,,7000000.0,-10497000000.0,523000000.0,-101000000.0,556000000.0,,,0.0,,,4000000.0,,456000000.0,596000000.0,4794000000.0,580000000.0,,2455000000.0,10131000000.0,,90000000.0,791000000.0,167000000.0,,23000000.0,,-35000000.0,770000000.0,,3471000000.0,,31000000.0,10131000000.0,-1126000000.0,94000000.0,51000000.0,13749000000.0,20628000000.0,,2372000000.0,86000000.0,,770000000.0,145000000.0,,-580000000.0,2323000000.0,,16356000000.0,219000000.0,1228000000.0,,-1797000000.0,0.0,,896000000.0,167000000.0,,249000000.0,,,-2005000000.0,125000000.0,90000000.0,4000000.0,90000000.0,90000000.0,,,302237000.0,896000000.0,,,2454000000.0,-1746000000.0,867000000,50000000.0,16000000.0,145000000.0,90000000.0,,-721000000.0,90000000.0,-641000000.0,,2796000000,,,5.53,,,724000000.0,10559000000.0,523000000.0,1722000000.0,11252000000.0,,6458000000.0,420000000,,,1198000000.0,2535000000.0,20628000000.0,,,,-1746000000.0,-149000000.0,2340000000.0,2607000000.0,556000000.0,90000000.0,195000000.0,16000000.0,10559000000.0,-10497000000.0,8024000000.0,-179000000.0,-3000000.0,-108000000.0,,,,602000000,373000000.0,-87000000.0,-36000000.0,2607000000.0,-937000000.0,8510000000.0,2372000000.0,46000000.0,145000000.0,8510000000.0,1795000000.0,1598000000.0,,,16356000000.0,,5488000000.0,1672000000.0,5838000000.0,-602000000.0,306722000.0,5.45,1795000000.0,12000000.0,39000000.0,1672000000.0,13749000000.0,420000000,,658000000.0,1239000000.0,315000000.0,431000000,5488000000.0,8024000000.0,1228000000.0,-5000000.0,-148000000.0,0.0,0.0,5838000000.0,,,,,,,,,,,,,,,,,
