date,annualDepreciationAndAmortization,quarterlyBasicEPS,quarterlyCapitalExpenditure,quarterlyCurrentDebt,trailingChangeInInventory,annualPurchaseOfBusiness,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualChangeInInventory,annualStockholdersEquity,trailingPurchaseOfBusiness,annualStockBasedCompensation,annualNonCurrentDeferredTaxesLiabilities,annualCashFlowFromContinuingFinancingActivities,trailingSaleOfInvestment,quarterlyOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyNetIncome,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyOperatingCashFlow,quarterlyOperatingExpense,annualCapitalStock,quarterlyPretaxIncome,trailingCashDividendsPaid,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,annualSaleOfInvestment,annualInventory,quarterlyNetPPE,annualOtherIntangibleAssets,quarterlyTaxProvision,annualGrossProfit,quarterlyResearchAndDevelopment,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualCurrentLiabilities,annualEbitda,annualNetPPE,quarterlyCommonStockIssuance,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,annualOtherNonCurrentLiabilities,annualNetOtherInvestingChanges,annualBasicEPS,annualOtherCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,annualGoodwill,trailingPretaxIncome,quarterlyTotalAssets,trailingChangeInWorkingCapital,annualGainsLossesNotAffectingRetainedEarnings,annualChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,annualRepaymentOfDebt,trailingGrossProfit,trailingOperatingIncome,trailingCapitalExpenditure,trailingInvestingCashFlow,annualAccountsPayable,trailingDeferredIncomeTax,trailingTotalRevenue,quarterlySaleOfInvestment,trailingOtherIncomeExpense,annualInvestingCashFlow,annualOperatingIncome,quarterlyOtherIntangibleAssets,trailingInterestExpense,annualEndCashPosition,annualPretaxIncome,annualIncomeTaxPayable,quarterlyDepreciationAndAmortization,annualNonCurrentDeferredRevenue,trailingEndCashPosition,trailingRepaymentOfDebt,quarterlyAccountsPayable,trailingCashFlowFromContinuingFinancingActivities,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingPurchaseOfInvestment,annualOtherIncomeExpense,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,annualGrossPPE,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,annualCashAndCashEquivalents,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyEndCashPosition,annualInvestmentsAndAdvances,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,annualTaxProvision,quarterlyChangeInAccountPayable,quarterlyGrossProfit,annualCurrentAccruedExpenses,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,annualCapitalExpenditure,quarterlyTotalLiabilitiesNetMinorityInterest,annualDilutedAverageShares,annualNetIncomeContinuousOperations,annualOperatingExpense,trailingChangeInAccountPayable,annualResearchAndDevelopment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualTotalRevenue,trailingResearchAndDevelopment,annualChangeInAccountPayable,annualDeferredIncomeTax,quarterlyGrossPPE,annualInterestExpense,quarterlyCurrentLiabilities,annualChangesInAccountReceivables,trailingCostOfRevenue,trailingBeginningCashPosition,trailingFreeCashFlow,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyCashDividendsPaid,trailingChangesInAccountReceivables,annualDilutedEPS,quarterlyDeferredIncomeTax,annualBasicAverageShares,quarterlyNonCurrentDeferredRevenue,annualAccumulatedDepreciation,quarterlyRetainedEarnings,annualRepurchaseOfCapitalStock,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyDilutedEPS,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualCurrentAssets,quarterlyStockBasedCompensation,trailingNetOtherInvestingChanges,annualChangeInWorkingCapital,annualOtherNonCurrentAssets,quarterlyOtherShortTermInvestments,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,trailingNetIncome,quarterlyCostOfRevenue,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,quarterlyChangeInInventory,quarterlyLongTermDebt,annualRetainedEarnings,annualCostOfRevenue,annualOtherCurrentAssets,annualBeginningCashPosition,quarterlySellingGeneralAndAdministration,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,annualCashDividendsPaid,quarterlyBasicAverageShares,annualFreeCashFlow,annualCurrentDebt,quarterlyRepaymentOfDebt,annualSellingGeneralAndAdministration,trailingTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,trailingBasicAverageShares,trailingDilutedEPS,trailingDilutedAverageShares,trailingCommonStockIssuance,trailingStockBasedCompensation,trailingRepurchaseOfCapitalStock,trailingBasicEPS
2014-03-31,,193.5,-1112041000000.0,11992786000000.0,,,179818000000.0,,,,,,,,,-339739000000.0,1158000000.0,10759589000000.0,69841000000.0,,,8270313000000.0,1463186000000.0,169240000000.0,1629187000000.0,1204566000000.0,,,,-502134000000.0,953704000000.0,,268074000000.0,,,-214989000000.0,,,36080322000000.0,,212428000000.0,,35249000000.0,150390000000.0,390896000000.0,,,,,-1614175000000.0,319135016.0,,,,,-834306000000.0,53110692000000.0,,,86098781000000.0,,,,,,,,,,,,,1528437000000.0,,,,4248814000000.0,,,,,758181000000.0,,,,5330261000000.0,,-99273000000.0,,,4208562000000.0,6676138000000.0,,,482403000000.0,4358952000000.0,,15440128000000.0,-1001036000000.0,,,734267000000.0,-1649108000000.0,4358952000000.0,,-828050000000.0,61729899133.0,,74714000000.0,1687971000000.0,,,,,40788319000000.0,,,,,,,176375000000.0,,,,,36080322000000.0,,22018776000000.0,,,,,,,343333000000.0,32988089000000.0,-1648000000.0,,,212428000000.0,,187097000000.0,,40664120000000.0,,,1206073000000.0,193.5,,,,,,,,2317186000000.0,,41541399000000.0,,1622317000000.0,11144123000000.0,-57507000000.0,784652000000.0,,13752157000000.0,,,,-1015565000000.0,16094594000000.0,,,,,777026000000.0,,55646000000.0,,319135016.0,,,-1811906000000.0,,,18769543000000.0,1546000000.0,,87091000000.0,,,,,,,,
2014-06-30,,1576.0,-639275000000.0,11463567000000.0,,,226321000000.0,,,,,,,,,208647000000.0,14047000000.0,10876472000000.0,511170000000.0,,,8031932000000.0,-785590000000.0,164991000000.0,1656832000000.0,1181900000000.0,,,,581155000000.0,1100776000000.0,,720334000000.0,,,-457159000000.0,,,35567350000000.0,,233176000000.0,,36456000000.0,-602081000000.0,421155000000.0,,,,,-58120000000.0,319136660.0,,,,,-57263000000.0,52693136000000.0,,,84566975000000.0,,,,,,,,,,,,,1316725000000.0,,,,4218378000000.0,,,,,789219000000.0,,,,5178871000000.0,,-520454000000.0,,,4358952000000.0,5364003000000.0,,,482403000000.0,3756871000000.0,,16703572000000.0,-539432000000.0,,,711802000000.0,-766693000000.0,3756871000000.0,,-318165000000.0,502929698029.0,,-145450000000.0,1812578000000.0,,,,,39296275000000.0,,,,,,,54609000000.0,,,,,35567350000000.0,,21074597000000.0,,,,,,,345981000000.0,31873839000000.0,-508034000000.0,,,233176000000.0,,154225000000.0,,41129919000000.0,,,1735874000000.0,1576.0,,,,,,,,1607132000000.0,,41585343000000.0,,1607601000000.0,11204130000000.0,-17249000000.0,987901000000.0,,14890994000000.0,,,,-176775000000.0,15510561000000.0,,,,,770583000000.0,,487158000000.0,,319136660.0,,,-1378925000000.0,,,18221678000000.0,1525000000.0,,89729000000.0,,,,,,,,
2014-09-30,,719.0,-1282260000000.0,12045111000000.0,,,204723000000.0,,,,,,,,,-383473000000.0,30510000000.0,10934314000000.0,237817000000.0,,,7584254000000.0,554526000000.0,156812000000.0,1676409000000.0,908633000000.0,,,,1551263000000.0,963842000000.0,,331083000000.0,,,-398818000000.0,,,35431044000000.0,,107083000000.0,,36500000000.0,86360000000.0,474576000000.0,,,,,269003000000.0,319137052.0,,,,,286702000000.0,53260758000000.0,,,84846609000000.0,,,,,,,,,,,,,950056000000.0,,,,4929948000000.0,,,,,834724000000.0,,,,4699186000000.0,,-548002000000.0,,,3756871000000.0,5424392000000.0,,,482403000000.0,3843231000000.0,,16269845000000.0,-927458000000.0,,,895166000000.0,93564000000.0,3843231000000.0,,-2053796000000.0,229469127581.0,,-392449000000.0,1859008000000.0,,,,,39548440000000.0,,,,,,,271096000000.0,,,,,35431044000000.0,,21002947000000.0,,,,,,,374013000000.0,31585851000000.0,-159391000000.0,,,107083000000.0,,142775000000.0,,41150251000000.0,,,1370530000000.0,719.0,,,,,,,,1581161000000.0,,41576234000000.0,,1613844000000.0,10845424000000.0,-62922000000.0,865896000000.0,,14410837000000.0,,,,101734000000.0,15680970000000.0,,,,,791040000000.0,,224000000000.0,,319137052.0,,,546164000000.0,,,18545493000000.0,1641000000.0,,89882000000.0,,,,,,,,
2014-12-31,3238549000000.0,,-815777000000.0,12195484000000.0,,-1091567000000.0,184723000000.0,,-1130138000000.0,41556958000000.0,,,1832260000000.0,135112000000.0,,-525819000000.0,34665000000.0,11173343000000.0,-186122000000.0,,-29398909000000.0,6497323000000.0,-1097010000000.0,260162000000.0,1832260000000.0,1332521000000.0,3412099000000.0,10814881000000.0,,1781815000000.0,1202091000000.0,482403000000.0,68389000000.0,,5196940000000.0,-20601000000.0,4887176000000.0,11173343000000.0,35333654000000.0,4997386000000.0,271154000000.0,7293140000000.0,66990000000.0,178905000000.0,938640000000.0,22375038000000.0,5422014000000.0,35333654000000.0,,966038000000.0,,72156000000.0,-273315000000.0,1878.5,938640000000.0,507164000000.0,52635636000000.0,1795144000000.0,,85843563000000.0,,-408773000000.0,-186426000000.0,-3196867000000.0,-2802150000000.0,,,,,5033462000000.0,,,1091958000000.0,,-3745182000000.0,3092989000000.0,4997386000000.0,,4022136000000.0,1387880000000.0,453613000000.0,856425000000.0,236995000000.0,,,5033462000000.0,,-408773000000.0,,-1060646000000.0,3843231000000.0,5196940000000.0,64732563000000.0,,482403000000.0,3811202000000.0,3811202000000.0,16345080000000.0,-728941000000.0,,80380000000.0,731492000000.0,468455000000.0,4022136000000.0,6497323000000.0,-545171000000.0,-194471524740.0,823841000000.0,77271000000.0,1933583000000.0,740250000000.0,1332521000000.0,,-3849353000000.0,40586167000000.0,319206156.0,564039000000.0,4200151000000.0,,175195000000.0,18211129000000.0,350820000000.0,64758625000000.0,,-385914000000.0,823841000000.0,64732563000000.0,795585000000.0,22375038000000.0,-97703000000.0,,,,43188000000.0,1385738000000.0,453613000000.0,33207927000000.0,-7927000000.0,,1878.5,271154000000.0,319206156.0,236995000000.0,-29398909000000.0,40937148000000.0,,,1109537000000.0,,,,33207927000000.0,,,-1853782000000.0,260162000000.0,1385738000000.0,,41556958000000.0,599657200003.0,1795144000000.0,10814881000000.0,-135637000000.0,740250000000.0,,14411497000000.0,85843563000000.0,40586167000000.0,632706000000.0,-39532000000.0,15232773000000.0,40937148000000.0,57465485000000.0,1397000000.0,4208562000000.0,868757000000.0,15232773000000.0,-202765000000.0,-677000000000.0,,-437254000000.0,12195484000000.0,-157483000000.0,3198240000000.0,,18211129000000.0,1397000000.0,52635636000000.0,72156000000.0,852900000000.0,,,,,,,
2015-03-31,,1032.75,-1009674000000.0,13547630000000.0,,,214343000000.0,,,,,,,,,42469000000.0,3657000000.0,10045695000000.0,338584000000.0,,-725686000000.0,6466470000000.0,497093000000.0,240750000000.0,1853050000000.0,734164000000.0,,,,1373621000000.0,1075603000000.0,,604104000000.0,,,-50391000000.0,,,35339664000000.0,,268904000000.0,,24822000000.0,24151000000.0,376485000000.0,,,,,363947000000.0,319972228.0,,,,,-119481000000.0,52682715000000.0,,,84630883000000.0,,,,,,,,,,,,,1568419000000.0,,,,4943653000000.0,,,,,815949000000.0,,,,4667817000000.0,,-557039000000.0,,,4022136000000.0,6490969000000.0,,,482403000000.0,4041762000000.0,,15100912000000.0,-2631910000000.0,,,721997000000.0,-39666000000.0,4046287000000.0,,-1830938000000.0,330472899133.0,,-266876000000.0,1797600000000.0,,,,,40057973000000.0,,,,,,,229947000000.0,,,,,35339664000000.0,,22559208000000.0,,,,,,,436964000000.0,31948168000000.0,-148406000000.0,,,268904000000.0,,81105000000.0,,40762080000000.0,,,1634396000000.0,1032.75,,,,,,,,2449207000000.0,,41237106000000.0,,1793923000000.0,10460031000000.0,-64439000000.0,724259000000.0,,13303312000000.0,,,,290255000000.0,14546836000000.0,,,,,845156000000.0,,335200000000.0,,319972228.0,,,-1027759000000.0,,,17498765000000.0,1728000000.0,,66146000000.0,,,,,,,,
2015-06-30,,593.5,-579111000000.0,13847631000000.0,,,210058000000.0,,,,,,,,,-173981000000.0,30595000000.0,9343886000000.0,198179000000.0,,,6455709000000.0,-1078421000000.0,239098000000.0,1866783000000.0,784556000000.0,,,,2300435000000.0,1023426000000.0,,303511000000.0,,,18501000000.0,,,35062712000000.0,,186115000000.0,,30808000000.0,166480000000.0,394102000000.0,,,,,1721324000000.0,319973488.0,,,,,851037000000.0,52233294000000.0,,,83636696000000.0,,,,,,,,,,,,,2792811000000.0,,,,4916038000000.0,,,,,767393000000.0,,,,4314490000000.0,,-491658000000.0,,,4046287000000.0,7319019000000.0,,,482403000000.0,4208728000000.0,,15189492000000.0,-3420466000000.0,,,697975000000.0,1116483000000.0,4212768000000.0,,-1081096000000.0,189938698029.0,,-276703000000.0,1721401000000.0,,,,,38883923000000.0,,,,,,,288859000000.0,,,,,35062712000000.0,,22082468000000.0,,,,,,,362043000000.0,31403402000000.0,-508242000000.0,,,186115000000.0,,72517000000.0,,40977336000000.0,,,1280962000000.0,593.5,,,,,,,,3110291000000.0,,41512308000000.0,,1749032000000.0,10223768000000.0,35208000000.0,720188000000.0,,13468091000000.0,,,,707237000000.0,13937659000000.0,,,,,818129000000.0,,117396000000.0,,319973488.0,,,-90610000000.0,,,16801455000000.0,2673000000.0,,72355000000.0,,,,,,,,
2015-09-30,,-1718.75,-683341000000.0,13717886000000.0,,,204606000000.0,,,,,,,,,-943304000000.0,1188112000000.0,9091097000000.0,-541627000000.0,,,6143147000000.0,119223000000.0,291513000000.0,1680824000000.0,969079000000.0,,,,1854117000000.0,1225310000000.0,,-775666000000.0,,,-30904000000.0,,,34873840000000.0,,-117425000000.0,,32906000000.0,1030720000000.0,497452000000.0,,,,,1170776000000.0,319974480.0,,,,,789059000000.0,51648923000000.0,,,83202343000000.0,,,,,,,,,,,,,3620482000000.0,,,,4883922000000.0,,,,,795541000000.0,,,,4155215000000.0,,-543535000000.0,,,4212768000000.0,8772277000000.0,,,482403000000.0,5242357000000.0,,13995992000000.0,-3994181000000.0,,,372927000000.0,885132000000.0,5243487000000.0,,-992014000000.0,-549974968500.0,,-337626000000.0,1598237000000.0,,,,,38203358000000.0,,,,,,,523217000000.0,,,,,34873840000000.0,,22065868000000.0,,,,,,,349908000000.0,31553420000000.0,-164645000000.0,,,-117426000000.0,,17690000000.0,,40250028000000.0,,,224481000000.0,-1718.75,,,,,,,,3529920000000.0,,41043825000000.0,,1464376000000.0,9445920000000.0,58394000000.0,703578000000.0,,12397755000000.0,,,,361171000000.0,13613001000000.0,,,,,756270000000.0,,-658241000000.0,,319974480.0,,,-889927000000.0,,,16137490000000.0,4578000000.0,,74194000000.0,,,,,,,,
2015-12-31,3218246000000.0,,-577266000000.0,12371032000000.0,,-77155000000.0,159765000000.0,,2456068000000.0,41205243000000.0,,,1676658000000.0,-2241601000000.0,,-369381000000.0,3433000000.0,8566882000000.0,176358000000.0,,-31635977000000.0,6192907000000.0,-1779496000000.0,221997000000.0,1676658000000.0,1059069000000.0,7601829000000.0,8951108000000.0,,2073656000000.0,879512000000.0,482403000000.0,18397000000.0,,8685969000000.0,-14361000000.0,10903540000000.0,8566882000000.0,34673999000000.0,4792656000000.0,-71033000000.0,6503834000000.0,46972000000.0,-372303000000.0,267448000000.0,20353526000000.0,4157363000000.0,34673999000000.0,,1496390000000.0,,73970000000.0,155984000000.0,432.75,267448000000.0,65498000000.0,51246075000000.0,1461954000000.0,,80747970000000.0,,-594756000000.0,849048000000.0,-13160547000000.0,-3509970000000.0,,,,,4108756000000.0,,,2921828000000.0,,-4534676000000.0,2297221000000.0,4792656000000.0,,4871184000000.0,150345000000.0,377962000000.0,839363000000.0,194470000000.0,,,4108756000000.0,,-594756000000.0,,-1412816000000.0,5243487000000.0,8685969000000.0,66309976000000.0,,482403000000.0,4870185000000.0,4870185000000.0,14235873000000.0,-3113990000000.0,,1225797000000.0,535705000000.0,822503000000.0,4871184000000.0,6192907000000.0,-630628000000.0,168027153331.0,266560000000.0,-12924000000.0,1415217000000.0,759598000000.0,1059069000000.0,,-2849392000000.0,35734769000000.0,319975336.0,-116215000000.0,4206613000000.0,,135508000000.0,15381243000000.0,-223192000000.0,58522268000000.0,,-894129000000.0,266560000000.0,66309976000000.0,788772000000.0,20353526000000.0,1586113000000.0,,,,,3815784000000.0,377962000000.0,29501895000000.0,-1277000000.0,,432.75,-71033000000.0,319975336.0,194470000000.0,-31635977000000.0,40461496000000.0,,,1017525000000.0,,,,29501895000000.0,,,2784452000000.0,221997000000.0,3815784000000.0,,41205243000000.0,138464367501.0,1461954000000.0,8951108000000.0,126821000000.0,759598000000.0,,12820656000000.0,80747970000000.0,35734769000000.0,171494000000.0,1097405000000.0,12849199000000.0,40461496000000.0,52018434000000.0,4034000000.0,4022136000000.0,781560000000.0,12849199000000.0,89430000000.0,-822570000000.0,,4752437000000.0,12371032000000.0,-1501674000000.0,3194686000000.0,,15381243000000.0,4034000000.0,51246075000000.0,73970000000.0,818831000000.0,,,,,,,
2016-03-31,,1097.75,-665434000000.0,11776480000000.0,,,177340000000.0,,,,,,,,,43265000000.0,-258000000.0,7786685000000.0,359671000000.0,,,6313150000000.0,-1063657000000.0,219549000000.0,1703300000000.0,956663000000.0,,,,1782789000000.0,907682000000.0,,544894000000.0,,,-70569000000.0,,,34370353000000.0,,206528000000.0,,20789000000.0,-390803000000.0,207173000000.0,,,,,1117355000000.0,319982944.0,,,,,359908000000.0,50863501000000.0,,,79453491000000.0,,,,,,,,,,,,,4713106000000.0,,,,4702930000000.0,,,,,804995000000.0,,,,3828260000000.0,,-552476000000.0,,,4871184000000.0,8513749000000.0,,,482403000000.0,4480381000000.0,,12461199000000.0,-5007885000000.0,,,633752000000.0,369538000000.0,4480381000000.0,,-1081188000000.0,351270464190.0,,-214364000000.0,1541434000000.0,,,,,34574684000000.0,,,,,,,281038000000.0,,,,,34370353000000.0,,19816147000000.0,,,,,,,361236000000.0,28589990000000.0,-3021000000.0,,,206528000000.0,,20773000000.0,,40362714000000.0,,,1527229000000.0,1097.75,,,,,,,,4033368000000.0,,41139753000000.0,,1461532000000.0,8627683000000.0,-73130000000.0,664603000000.0,,10919765000000.0,,,,310155000000.0,12226540000000.0,,,,,737596000000.0,,338366000000.0,,319982944.0,,,-1258248000000.0,,,14758537000000.0,4309000000.0,,96628000000.0,,,,,,,,
2016-06-30,,886.25,-565749000000.0,11268779000000.0,,,165748000000.0,,,,,,,,,-321963000000.0,-27761000000.0,7748165000000.0,291654000000.0,,,6310524000000.0,-774019000000.0,220510000000.0,1647188000000.0,913560000000.0,,,,1568233000000.0,843134000000.0,,268453000000.0,,,-59682000000.0,,,34217550000000.0,,47913000000.0,,30000000000.0,-801769000000.0,176000000000.0,,,,,1002484000000.0,319984420.0,,,,,31885000000.0,50677721000000.0,,,79395513000000.0,,,,,,,,,,,,,4151966000000.0,,,,4627642000000.0,,,,,795811000000.0,,,,3979967000000.0,,-421642000000.0,,,4480381000000.0,8404686000000.0,,,482403000000.0,3678612000000.0,,12857384000000.0,-4833187000000.0,,,725890000000.0,259702000000.0,3678612000000.0,,-1647059000000.0,283580024628.0,,260652000000.0,1569024000000.0,,,,,34261129000000.0,,,,,,,427290000000.0,,,,,34217550000000.0,,18923618000000.0,,,,,,,296698000000.0,28717792000000.0,-520109000000.0,,,47914000000.0,,20330000000.0,,40588240000000.0,,,1230012000000.0,886.25,,,,,,,,4726074000000.0,,41500566000000.0,,1461709000000.0,9758015000000.0,-352685000000.0,668640000000.0,,11288360000000.0,,,,176108000000.0,12756754000000.0,,,,,698739000000.0,,220540000000.0,,319984420.0,,,-1145672000000.0,,,15337511000000.0,3624000000.0,,107351000000.0,,,,,,,,
2016-09-30,,1679.25,-866703000000.0,9576343000000.0,,,169911000000.0,,,,,,,,,-227984000000.0,18557000000.0,7902452000000.0,545689000000.0,,-1572247000000.0,6210054000000.0,-1385351000000.0,173274000000.0,1682293000000.0,820120000000.0,,,,1842556000000.0,938313000000.0,,663344000000.0,,,-38833000000.0,,,33471391000000.0,,187807000000.0,,26869000000.0,-277315000000.0,124000000000.0,,,,,975853000000.0,319985272.0,,,,,409158000000.0,49623969000000.0,,,77062747000000.0,,,,,,,,,,,,,4787063000000.0,,,,4579251000000.0,,,,,818546000000.0,,,,3773682000000.0,,-677376000000.0,,,3678612000000.0,8049974000000.0,,,482403000000.0,3401297000000.0,,12747560000000.0,-4725434000000.0,,,1023689000000.0,130288000000.0,3401297000000.0,,-632874000000.0,537358621639.0,,-110756000000.0,1962002000000.0,,,,,31849718000000.0,,,,,,,130873000000.0,,,,,33471391000000.0,,16944913000000.0,,,,,,,293751000000.0,27438778000000.0,-119915000000.0,,,187807000000.0,,20212000000.0,,41014333000000.0,,,1651801000000.0,1679.25,,,,,,,,4648677000000.0,,41671329000000.0,,1460206000000.0,9085847000000.0,202204000000.0,674572000000.0,,10785558000000.0,,,,-330942000000.0,12184842000000.0,,,,,729882000000.0,,475537000000.0,,319985272.0,,,-2004364000000.0,,,14904805000000.0,2557000000.0,,77378000000.0,,,,,,,,
2016-12-31,3213847000000.0,,-364407000000.0,10194807000000.0,,-173769000000.0,145727000000.0,,-889998000000.0,42334828000000.0,,,1642939000000.0,-3950967000000.0,,-474053000000.0,7653000000.0,9515895000000.0,157793000000.0,,-34219537000000.0,6441780000000.0,-727940000000.0,159813000000.0,1642939000000.0,873238000000.0,5269418000000.0,9320915000000.0,,75840000000.0,1060859000000.0,482403000000.0,-65082000000.0,,7623249000000.0,-4685000000.0,17457475000000.0,9515895000000.0,33932607000000.0,4551330000000.0,-62705000000.0,6668306000000.0,42950000000.0,-953678000000.0,172055000000.0,18944309000000.0,5284182000000.0,33932607000000.0,,-288567000000.0,,84537000000.0,286638000000.0,4130.25,172055000000.0,-527532000000.0,50482506000000.0,1375131000000.0,,80137614000000.0,,-143985000000.0,-2423565000000.0,-18915209000000.0,-4274895000000.0,,,,,4927909000000.0,,,3805340000000.0,,-3754627000000.0,2917954000000.0,4551330000000.0,,2447619000000.0,1411609000000.0,446071000000.0,794495000000.0,438845000000.0,,,4927909000000.0,,-143985000000.0,,-980372000000.0,3401297000000.0,7623249000000.0,68152144000000.0,,482403000000.0,2447619000000.0,2447619000000.0,14873629000000.0,-4348703000000.0,,-1809000000.0,534987000000.0,-1164098000000.0,2447619000000.0,6441780000000.0,-393506000000.0,149372600415.0,379544000000.0,833805000000.0,1595846000000.0,665295000000.0,873238000000.0,,-2462293000000.0,34372345000000.0,319985556.0,1032065000000.0,3750352000000.0,,120608000000.0,15428036000000.0,-60831000000.0,52939771000000.0,,769337000000.0,379544000000.0,68152144000000.0,658726000000.0,18944309000000.0,273419000000.0,,,,0.0,5175630000000.0,446071000000.0,29655108000000.0,-65925000000.0,,4130.25,-62705000000.0,319985556.0,438845000000.0,-34219537000000.0,41125712000000.0,,,875140000000.0,,,,29655108000000.0,,,-404570000000.0,159813000000.0,5175630000000.0,,42334828000000.0,1321581836919.0,1375131000000.0,9320915000000.0,510249000000.0,665295000000.0,,13277783000000.0,80137614000000.0,34372345000000.0,1354807000000.0,-1045319000000.0,12510191000000.0,41125712000000.0,46271465000000.0,1930000000.0,4871184000000.0,842277000000.0,12510191000000.0,-2377000000.0,-708970000000.0,,2807125000000.0,10194807000000.0,133389000000.0,3008495000000.0,,15428036000000.0,1930000000.0,50482506000000.0,84537000000.0,778370000000.0,,,,,,,
2017-03-31,,2633.0,-613172000000.0,9960684000000.0,,,168609000000.0,,,,,,,,,88658000000.0,236381000000.0,9488455000000.0,850928000000.0,,,6304412000000.0,-333813000000.0,152200000000.0,1705001000000.0,809021000000.0,,,,830316000000.0,876746000000.0,,1325391000000.0,,,-17711000000.0,,,32992263000000.0,,348503000000.0,,25559000000.0,280116000000.0,137024000000.0,,,,,217144000000.0,319990748.0,,,,,-283623000000.0,49182287000000.0,,,78533235000000.0,,,,,,,,,,,,,4429234000000.0,,,,4511191000000.0,,,,,833826000000.0,,,,4261114000000.0,,-520660000000.0,,,2447619000000.0,7614140000000.0,,,482403000000.0,2725240000000.0,,15077184000000.0,-4180572000000.0,,,1381316000000.0,-1306116000000.0,2727735000000.0,,-164131000000.0,842507346849.0,,-492544000000.0,2258062000000.0,,,,,32420415000000.0,,,,,,,141745000000.0,,,,,32992263000000.0,,18334581000000.0,,,,,,,480393000000.0,29350948000000.0,-5052000000.0,,,348503000000.0,,19354000000.0,,41545663000000.0,,,2327826000000.0,2633.0,,,,,,,,4888900000000.0,,42374397000000.0,,1371698000000.0,10277691000000.0,169721000000.0,630446000000.0,,12819122000000.0,,,,-551524000000.0,11506074000000.0,,,,,702595000000.0,,976888000000.0,,319990748.0,,,-1006749000000.0,,,14085834000000.0,1685000000.0,,67966000000.0,,,,,,,,
2017-06-30,,1578.0,-682188000000.0,11319785000000.0,,,159810000000.0,,,,,,,,,-87321000000.0,-5783000000.0,9711675000000.0,512809000000.0,,,6373257000000.0,-64615000000.0,153348000000.0,1778537000000.0,744864000000.0,,,,831567000000.0,873489000000.0,,773223000000.0,,,-5856000000.0,,,33074749000000.0,,243173000000.0,,24819000000.0,169289000000.0,127851000000.0,,,,,149379000000.0,319993904.0,,,,,-40347000000.0,49632139000000.0,,,79508373000000.0,,,,,,,,,,,,,5406996000000.0,,,,4489171000000.0,,,,,808777000000.0,,,,4222274000000.0,,-153000000000.0,,,2727735000000.0,7533006000000.0,,,482403000000.0,2897024000000.0,,14944404000000.0,-4923656000000.0,,,995433000000.0,-717818000000.0,2897024000000.0,,-632489000000.0,504931382772.0,,-97492000000.0,1868922000000.0,,,,,32616240000000.0,,,,,,,94531000000.0,,,,,33074749000000.0,,18962642000000.0,,,,,,,455880000000.0,29876234000000.0,-615981000000.0,,,243173000000.0,,26530000000.0,,41925527000000.0,,,1741810000000.0,1578.0,,,,,,,,4635982000000.0,,43120167000000.0,,1371952000000.0,10232983000000.0,-455769000000.0,580153000000.0,,13075482000000.0,,,,80341000000.0,11055386000000.0,,,,,698352000000.0,,530050000000.0,,319993904.0,,,-445776000000.0,,,13653598000000.0,1758000000.0,,67668000000.0,,,,,,,,
