,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,trailingSaleOfInvestment,annualPretaxIncome,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,trailingCashDividendsPaid,trailingPurchaseOfBusiness,annualLongTermDebt,quarterlyChangeInCashSupplementalAsReported,trailingPurchaseOfInvestment,quarterlyCommonStockIssuance,annualOtherNonCashItems,annualDepreciationAndAmortization,quarterlyGoodwill,annualStockholdersEquity,annualGoodwill,annualTotalAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyBasicEPS,annualCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,annualRetainedEarnings,trailingOperatingCashFlow,annualAccountsReceivable,annualPurchaseOfInvestment,quarterlyLongTermDebt,annualChangeInAccountPayable,annualOperatingCashFlow,annualAccountsPayable,annualOperatingIncome,trailingTotalRevenue,annualOtherIntangibleAssets,annualCommonStockIssuance,annualDilutedEPS,quarterlyOtherIntangibleAssets,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,trailingRepaymentOfDebt,quarterlyDepreciationAndAmortization,annualEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,annualNetPPE,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,annualCashAndCashEquivalents,annualGrossPPE,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,quarterlyInterestExpense,quarterlyDilutedAverageShares,annualBasicEPS,trailingEndCashPosition,quarterlyChangesInAccountReceivables,annualInvestmentsAndAdvances,trailingPretaxIncome,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,annualCapitalExpenditure,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualInterestExpense,quarterlyGrossPPE,quarterlyIncomeTaxPayable,annualRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,annualChangesInAccountReceivables,annualAccumulatedDepreciation,quarterlyGainsLossesNotAffectingRetainedEarnings,annualSellingGeneralAndAdministration,quarterlyDilutedEPS,trailingNetIncomeContinuousOperations,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,annualCurrentAccruedExpenses,trailingNetOtherFinancingCharges,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,trailingInterestExpense,annualTaxProvision,quarterlyChangeInAccountPayable,trailingChangesInAccountReceivables,trailingRepurchaseOfCapitalStock,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualTotalRevenue,trailingChangeInAccountPayable,annualDilutedAverageShares,annualCapitalStock,quarterlySellingGeneralAndAdministration,quarterlyPretaxIncome,annualFreeCashFlow,quarterlyPurchaseOfBusiness,trailingCommonStockIssuance,quarterlyBasicAverageShares,trailingFreeCashFlow,quarterlyRepaymentOfDebt,annualBasicAverageShares,quarterlyTaxProvision,quarterlyRetainedEarnings,trailingTaxProvision,quarterlyNetPPE,annualChangeInWorkingCapital,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyTotalRevenue,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyOperatingIncome,trailingNetIncome,annualNetIncome,annualTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,quarterlyAccumulatedDepreciation,trailingOtherNonCashItems,annualCashDividendsPaid,quarterlyCashFlowFromContinuingFinancingActivities,annualBeginningCashPosition,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,annualInventory,trailingBasicAverageShares,trailingOtherIncomeExpense,trailingOperatingIncome,quarterlyCostOfRevenue,quarterlyCurrentLiabilities,quarterlyStockBasedCompensation,annualResearchAndDevelopment,annualGrossProfit,annualOtherNonCurrentAssets,quarterlyNonCurrentDeferredRevenue,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentAssets,annualCurrentAssets,annualNonCurrentDeferredRevenue,trailingCostOfRevenue,trailingBasicEPS,annualOtherCurrentLiabilities,trailingDilutedEPS,quarterlyResearchAndDevelopment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingStockBasedCompensation,quarterlyCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInInventory,annualCurrentDeferredRevenue,annualStockBasedCompensation,trailingNetOtherInvestingChanges,quarterlyEbitda,annualOtherNonCurrentLiabilities,annualTotalNonCurrentAssets,annualOperatingExpense,annualChangeInInventory,annualEbitda,trailingChangeInInventory,quarterlyOtherCurrentAssets,annualCurrentLiabilities,quarterlyOperatingExpense,trailingDeferredIncomeTax,trailingGrossProfit,annualCostOfRevenue,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyInventory,quarterlyOtherCurrentLiabilities,trailingOperatingExpense,annualOtherIncomeExpense,trailingDilutedAverageShares,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyGrossProfit,quarterlyOtherNonCurrentAssets
1264896000,-5374000000.0,,676000000.0,,657000000.0,,,,,,,,,2386000000.0,,44000000.0,,,1584000000.0,,,,,,1.12,,,119070000000.0,,,,,,4892000000.0,,,,,,,,,712000000.0,-298000000.0,,,115000000.0,,,9955000000.0,,15904000000.0,8939000000.0,,,,-8045000000.0,,766000000.0,557311000.0,,,,,,622000000.0,398623000000.0,4227000000.0,-5471000000.0,377998000000.0,,5119000000.0,,,0.0,,,,,,21000000.0,333000000.0,,,,-384000000.0,,1.12,,,,,,,,20625000000.0,0.0,12341000000.0,-5207000000.0,,,,,,,,,,,,,1321000000.0,853000000.0,,-898000000.0,,553992000.0,,-500000000.0,,177000000.0,11981000000.0,,1628000000.0,,-6664000000.0,,3025000000.0,-97000000.0,,853000000.0,,,,,,,,12971000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272585600,-6207000000.0,,763000000.0,,745000000.0,,,,,,,,,1282000000.0,,94000000.0,,,1609000000.0,,,,,,1.27,,,123398000000.0,,,,,,4832000000.0,,,,,,,,,749000000.0,-299000000.0,,,119000000.0,,,12341000000.0,,16364000000.0,9161000000.0,,,,-7363000000.0,,741000000.0,561868000.0,,,,,,711000000.0,390166000000.0,-4227000000.0,-6301000000.0,369651000000.0,,9616000000.0,,,0.0,,,,,,73000000.0,-812000000.0,,,,-1033000000.0,,1.26,,,,,,,,20515000000.0,0.0,13623000000.0,8612000000.0,,,,,,,,,,,,,1297000000.0,970000000.0,,-24000000.0,,558320000.0,,0.0,,207000000.0,12299000000.0,,1552000000.0,,259000000.0,,3049000000.0,-94000000.0,,970000000.0,,,,,,,,-555000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280534400,6113000000.0,,688000000.0,,669000000.0,,,,,,,,,1460000000.0,,27000000.0,,,1627000000.0,,,,,,1.13,,,118199000000.0,,,,,,4547000000.0,,,,,,,,,748000000.0,-303000000.0,,,118000000.0,,,13623000000.0,,18204000000.0,9311000000.0,,,,-6308000000.0,,835000000.0,565196000.0,,,,,,636000000.0,397386000000.0,-350000000.0,5998000000.0,376169000000.0,,6119000000.0,,,-3000000.0,,,,,,,420000000.0,,,,-723000000.0,,1.13,,,,,,,,21217000000.0,0.0,15083000000.0,-4424000000.0,,,,33000000.0,,,,,,,,,1325000000.0,795000000.0,,-107000000.0,,561839000.0,,0.0,,107000000.0,12539000000.0,,1565000000.0,,222000000.0,,2907000000.0,-115000000.0,,795000000.0,,,,,,,,-309000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288483200,-1116000000.0,,757000000.0,-7028000000.0,739000000.0,,3571000000.0,,,29208000000.0,,,4576000000.0,2285000000.0,,32000000.0,1089000000.0,470000000.0,1619000000.0,21880000000.0,1619000000.0,411640000000.0,,,,21626000000.0,,123399000000.0,,12848000000.0,,,-28587000000.0,4576000000.0,-119000000.0,-6584000000.0,,3571000000.0,,812000000.0,197000000.0,4.75,812000000.0,-275000000.0,,,118000000.0,17368000000.0,,15083000000.0,1560000000.0,20554000000.0,9498000000.0,20554000000.0,4412000000.0,,-6871000000.0,0.0,901000000.0,,4.78,,,123399000000.0,,705000000.0,411640000000.0,0.0,-1291000000.0,389760000000.0,-558000000.0,8354000000.0,-481000000.0,-62000000.0,0.0,3243000000.0,4412000000.0,,-3000000.0,,,-10142000000.0,,,-2852000000.0,-558000000.0,5360000000.0,,,,,,2674000000.0,,,21880000000.0,0.0,17368000000.0,-6009000000.0,-350000000.0,,687000000.0,57000000.0,,,-510000000.0,7413000000.0,12210000000.0,,563125000.0,9498000000.0,1417000000.0,953000000.0,-7065000000.0,0.0,,,,-10000000.0,559822000.0,196000000.0,12848000000.0,,1560000000.0,-10201000000.0,257000000.0,,3229000000.0,-175000000.0,,953000000.0,,2810000000.0,389760000000.0,,-2852000000.0,,-1175000000.0,9519000000.0,9955000000.0,-1029000000.0,2884000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296432000,-4524000000.0,,794000000.0,,776000000.0,,,,,,,,,3349000000.0,,27000000.0,,,1598000000.0,,,,,,1.31,,,122881000000.0,,,,,,3713000000.0,,,,,,,,,822000000.0,-385000000.0,,,125000000.0,,,17368000000.0,,24239000000.0,9572000000.0,,,,-4337000000.0,,960000000.0,569938000.0,,,,,,742000000.0,413244000000.0,0.0,-4630000000.0,391251000000.0,,7625000000.0,,,,,,,,,,-2294000000.0,,,,-873000000.0,,1.3,,,,,,,,21993000000.0,0.0,20717000000.0,-6638000000.0,,,,-155000000.0,,,,,,,,,1367000000.0,1052000000.0,,-20000000.0,,567301000.0,,-400000000.0,,258000000.0,13192000000.0,,1537000000.0,,249000000.0,,3346000000.0,-106000000.0,,1052000000.0,,,,,,,,14734000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304121600,2583000000.0,,818000000.0,,800000000.0,,,,,,,,,3731000000.0,,47000000.0,,,1584000000.0,,,,,,1.35,,,120584000000.0,,,,,,5608000000.0,,,,,,,,,848000000.0,-391000000.0,,,117000000.0,,,20769000000.0,,27751000000.0,2861000000.0,,,,-4807000000.0,,918000000.0,571407000.0,,,-167000000.0,,,766000000.0,413228000000.0,73000000.0,2455000000.0,390873000000.0,,5831000000.0,,,0.0,,,,,,,860000000.0,,,,-1254000000.0,,1.34,,,,,,,,22355000000.0,0.0,24500000000.0,646000000.0,,,,125000000.0,,,,,,,,,1426000000.0,1049000000.0,,-86000000.0,,568829000.0,,,,231000000.0,13556000000.0,,1519000000.0,,297000000.0,,3217000000.0,-128000000.0,,1049000000.0,,,,,,,,1519000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312070400,2725000000.0,,811000000.0,,793000000.0,,,,,,,,,8611000000.0,,19000000.0,,,3374000000.0,,,,,,1.28,,,126915000000.0,,,,,,5684000000.0,,,,,,,,,1511000000.0,-444000000.0,,,131000000.0,,,24415000000.0,,38061000000.0,2861000000.0,,,,-6231000000.0,,966000000.0,592146000.0,,,,,,754000000.0,476557000000.0,0.0,2519000000.0,449548000000.0,,5813000000.0,,,-1000000.0,,,,,,48000000.0,2125000000.0,,,,-938000000.0,,1.27,,,,,,,,27009000000.0,0.0,33026000000.0,-6674000000.0,,,,0.0,,,,,,,,,1514000000.0,989000000.0,,789000000.0,,589849000.0,,-2201000000.0,,178000000.0,13863000000.0,,1977000000.0,,175000000.0,,3234000000.0,-206000000.0,,949000000.0,,,,,,,,12353000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320019200,1682000000.0,,916000000.0,-12768000000.0,897000000.0,,4256000000.0,,,30221000000.0,,,5748000000.0,-13400000000.0,,36000000.0,861000000.0,535000000.0,3585000000.0,28123000000.0,3585000000.0,477423000000.0,894000000.0,,,13757000000.0,,131346000000.0,,14275000000.0,,894000000.0,-28735000000.0,5748000000.0,64000000.0,572000000.0,,4256000000.0,,1562000000.0,129000000.0,5.26,1562000000.0,-442000000.0,,,169000000.0,19626000000.0,,33026000000.0,2117000000.0,23594000000.0,14051000000.0,23594000000.0,5188000000.0,,-13360000000.0,0.0,992000000.0,,5.28,,,131346000000.0,,860000000.0,477423000000.0,48000000.0,1476000000.0,449300000000.0,-316000000.0,10716000000.0,-640000000.0,-32000000.0,0.0,3836000000.0,5188000000.0,,-5000000.0,,24000000.0,-2465000000.0,,,-3071000000.0,-316000000.0,6076000000.0,,,,,,3122000000.0,,,28123000000.0,0.0,19626000000.0,-130000000.0,-352000000.0,,917000000.0,112000000.0,,,0.0,2258000000.0,13718000000.0,,593555000.0,14051000000.0,1670000000.0,1166000000.0,-68000000.0,-6000000.0,,,,2201000000.0,591253000.0,250000000.0,14275000000.0,,2117000000.0,-2759000000.0,292000000.0,,4078000000.0,-206000000.0,,1363000000.0,,3266000000.0,449300000000.0,,-3071000000.0,,-1661000000.0,-16685000000.0,17368000000.0,677000000.0,3339000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327968000,24040000000.0,,1109000000.0,,1090000000.0,,,,,,,,,19877000000.0,,23000000.0,,,3656000000.0,,,,,,1.65,,,126388000000.0,,,,,,5362000000.0,,,,,,,,,1558000000.0,-441000000.0,,,175000000.0,,,19676000000.0,,47156000000.0,2861000000.0,,,,-10749000000.0,,1186000000.0,651540000.0,,,-10000000.0,,,1053000000.0,538260000000.0,-13000000.0,23922000000.0,509730000000.0,,7446000000.0,,,,,,634000000.0,,,193000000.0,7187000000.0,,,,734000000.0,,1.63,,,,,,,,27099000000.0,0.0,39553000000.0,-5032000000.0,,,,-112000000.0,,,,,,,,,1781000000.0,1422000000.0,,0.0,,640033000.0,,-400000000.0,,313000000.0,11986000000.0,,2020000000.0,,1077000000.0,,4117000000.0,-118000000.0,,1422000000.0,,,,,,,,1169000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335744000,-3311000000.0,,1028000000.0,,1010000000.0,,,,,,,,,-5436000000.0,,18000000.0,,,3702000000.0,,,,,,1.52,,,127119000000.0,,,,,,12682000000.0,,,,,,,,,1541000000.0,-333000000.0,,,169000000.0,,,39553000000.0,,41127000000.0,2465000000.0,,,,-8863000000.0,,1160000000.0,645680000.0,,,-83000000.0,,,976000000.0,525503000000.0,-328000000.0,-3500000000.0,497112000000.0,,7988000000.0,,,-396000000.0,,,1017000000.0,,,,-4001000000.0,,,,190000000.0,,1.51,,,,,,,,26950000000.0,0.0,34117000000.0,-527000000.0,,,,33000000.0,,,,,,,,,1592000000.0,1265000000.0,,0.0,,642491000.0,,,,237000000.0,12512000000.0,,2033000000.0,,197000000.0,,3959000000.0,-189000000.0,,1265000000.0,,,,,,,,-1039000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343692800,3590000000.0,,970000000.0,,951000000.0,,,,,,,,,-525000000.0,,12000000.0,,,3732000000.0,,,,,,1.42,,,130219000000.0,,,,,,4107000000.0,,,,,,,,,1572000000.0,-318000000.0,,,176000000.0,,,34117000000.0,,39587000000.0,2465000000.0,,,,-9978000000.0,,1222000000.0,646840000.0,,,182000000.0,,,919000000.0,542248000000.0,-8000000.0,3392000000.0,512852000000.0,,6106000000.0,,,0.0,,,294000000.0,,,,576000000.0,,,,568000000.0,,1.42,,,,,,,,27974000000.0,0.0,33592000000.0,-3027000000.0,,,,-107000000.0,,,,,,,,,1542000000.0,1157000000.0,,-20000000.0,,645715000.0,,-1200000000.0,,187000000.0,12977000000.0,,2059000000.0,,239000000.0,,3878000000.0,-198000000.0,,1157000000.0,,,,,,,,-1514000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351641600,-14061000000.0,,1082000000.0,-7467000000.0,1064000000.0,,5127000000.0,404000000.0,171000000.0,31540000000.0,,,4555000000.0,-13651000000.0,,35000000.0,770000000.0,703000000.0,3717000000.0,28655000000.0,3717000000.0,525449000000.0,,,1.59,-2037000000.0,,128324000000.0,171000000.0,13540000000.0,,,-37960000000.0,4555000000.0,-109000000.0,10258000000.0,,5127000000.0,,1552000000.0,88000000.0,6.15,1552000000.0,-327000000.0,,,183000000.0,19941000000.0,,33592000000.0,2120000000.0,26282000000.0,14422000000.0,26282000000.0,5037000000.0,,-8370000000.0,0.0,1269000000.0,669182390.0,6.18,,-79000000.0,128324000000.0,,1064000000.0,525449000000.0,-242000000.0,-14235000000.0,495359000000.0,480000000.0,10000000000.0,-679000000.0,,0.0,4837000000.0,5037000000.0,404000000.0,-396000000.0,,,-10430000000.0,,10000000.0,-2917000000.0,480000000.0,6466000000.0,1.59,,,,,4115000000.0,,,28655000000.0,0.0,19941000000.0,1119000000.0,-710000000.0,,938000000.0,77000000.0,,,-1600000000.0,265000000.0,16130000000.0,,669105691.0,14422000000.0,1674000000.0,1283000000.0,9579000000.0,,,669182390.0,,-119000000.0,665857605.0,201000000.0,13540000000.0,,2120000000.0,5004000000.0,192000000.0,,4176000000.0,-174000000.0,,1283000000.0,,4115000000.0,495359000000.0,,-2917000000.0,,-1419000000.0,-653000000.0,19676000000.0,,4189000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359590400,10656000000.0,,1048000000.0,,1030000000.0,,,,,,,,,11578000000.0,,34000000.0,,,3728000000.0,,,,,,1.53,,,128362000000.0,163000000.0,,,,,4064000000.0,,,,,,,,,1534000000.0,-466000000.0,,,177000000.0,,,19941000000.0,,37668000000.0,2465000000.0,,,,-5193000000.0,,1162000000.0,652632000.0,,,127000000.0,,,997000000.0,542265000000.0,-207000000.0,10454000000.0,511732000000.0,,7717000000.0,,,,,,304000000.0,,,,12743000000.0,,,,340000000.0,,1.53,,,,,,,,29114000000.0,0.0,31519000000.0,2911000000.0,,,,-68000000.0,,,,,,,,,1670000000.0,1313000000.0,,401000000.0,,651442000.0,,-1354000000.0,,265000000.0,14068000000.0,,2165000000.0,,178000000.0,,4081000000.0,-202000000.0,,1313000000.0,,,,,,,,-1993000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367280000,2598000000.0,,975000000.0,,957000000.0,,,,,,,,,6927000000.0,,18000000.0,,,3778000000.0,,,,,,1.43,,,122456000000.0,149000000.0,,,,,4071000000.0,,,,,,,,,1535000000.0,-466000000.0,,,174000000.0,,,31519000000.0,,44676000000.0,2265000000.0,,,,-7304000000.0,,1099000000.0,652773000.0,,,13000000.0,,,929000000.0,555258000000.0,-383000000.0,2494000000.0,524842000000.0,,13043000000.0,,,-454000000.0,,,551000000.0,,,,829000000.0,,,,410000000.0,,1.42,,,,,,,,29345000000.0,0.0,38446000000.0,5333000000.0,,,,-65000000.0,,,,,,,,,1669000000.0,1231000000.0,,-261000000.0,,651296000.0,,-359000000.0,,256000000.0,14336000000.0,,2149000000.0,,154000000.0,,3944000000.0,-104000000.0,,1231000000.0,,,,,,,,-1285000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375228800,2964000000.0,,1137000000.0,,1121000000.0,,,,,,,,,-5367000000.0,,15000000.0,,,3840000000.0,,,,,,1.69,,,128847000000.0,131000000.0,,,,,4014000000.0,,,,,,,,,1524000000.0,-456000000.0,,,178000000.0,,,38446000000.0,,40610000000.0,2265000000.0,,,,-12105000000.0,,1147000000.0,648337000.0,,,60000000.0,,,1091000000.0,549331000000.0,-13000000.0,2845000000.0,518634000000.0,,5094000000.0,,,-244000000.0,,,374000000.0,,,,556000000.0,,,,274000000.0,,1.68,,,,,,,,29639000000.0,0.0,33079000000.0,-8329000000.0,,,,-89000000.0,,,,,,,,,1646000000.0,1431000000.0,,0.0,,647045000.0,,0.0,,294000000.0,14780000000.0,,2132000000.0,,87000000.0,,4050000000.0,-119000000.0,,1431000000.0,,,,,,,,-698000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383177600,-4785000000.0,,1074000000.0,-1939000000.0,1061000000.0,,5377000000.0,443000000.0,107000000.0,30521000000.0,,,3996000000.0,-6996000000.0,,55000000.0,606000000.0,712000000.0,3893000000.0,30409000000.0,3893000000.0,537299000000.0,7882000000.0,,1.6,-4832000000.0,,134981000000.0,107000000.0,15224000000.0,,7882000000.0,-32007000000.0,3996000000.0,-129000000.0,11433000000.0,8772000000.0,5377000000.0,,1530000000.0,122000000.0,6.26,1530000000.0,-508000000.0,,,183000000.0,26083000000.0,,33079000000.0,2191000000.0,32601000000.0,2265000000.0,32601000000.0,5421000000.0,,-7405000000.0,0.0,1180000000.0,663125000.0,6.27,,-78000000.0,134981000000.0,,1061000000.0,537299000000.0,-226000000.0,-4996000000.0,505818000000.0,602000000.0,4667000000.0,-636000000.0,,-177000000.0,4588000000.0,5421000000.0,443000000.0,-875000000.0,8772000000.0,,-3567000000.0,,122000000.0,-3230000000.0,602000000.0,6632000000.0,1.6,,,,,4063000000.0,,,30409000000.0,0.0,26083000000.0,-1854000000.0,-829000000.0,,1129000000.0,93000000.0,,,-1354000000.0,6142000000.0,16263000000.0,,649806000.0,2265000000.0,1651000000.0,1369000000.0,10797000000.0,,,663125000.0,,0.0,648476000.0,295000000.0,15224000000.0,,2191000000.0,10561000000.0,187000000.0,,4138000000.0,-211000000.0,,1369000000.0,,4183000000.0,505818000000.0,,-3230000000.0,,-1896000000.0,-856000000.0,19941000000.0,,4248000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391126400,9269000000.0,,1061000000.0,,1048000000.0,,,,,,,,,8023000000.0,,30000000.0,,,4052000000.0,,,,,,1.58,,,150941000000.0,115000000.0,,,,,3983000000.0,,,,,,,,,1558000000.0,-505000000.0,,,179000000.0,,,26089000000.0,,40698000000.0,2265000000.0,,,,-7764000000.0,,1140000000.0,646720000.0,,,53000000.0,,,1020000000.0,592662000000.0,-53000000.0,9122000000.0,559947000000.0,,5048000000.0,,,0.0,,,386000000.0,,,,17737000000.0,,,,1425000000.0,,1.58,,,,,,,,31656000000.0,0.0,34112000000.0,-2580000000.0,,,,-38000000.0,,,,,,,,,1768000000.0,1339000000.0,,0.0,,644434000.0,,0.0,,278000000.0,15617000000.0,,2220000000.0,,-7642000000.0,,4122000000.0,-147000000.0,,1339000000.0,,,,,,,,-528000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398816000,2000000.0,,1076000000.0,,1062000000.0,,,,,,,,,970000000.0,,38000000.0,,,3994000000.0,,,,,,1.61,,,144610000000.0,71000000.0,,,,,3965000000.0,,,,,,,,,1554000000.0,-518000000.0,,,182000000.0,,,34112000000.0,,42151000000.0,2115000000.0,,,,-10018000000.0,,1122000000.0,647208000.0,,,-56000000.0,,,1035000000.0,582045000000.0,-4000000.0,-98000000.0,549213000000.0,,12264000000.0,,,-150000000.0,,,146000000.0,,,,-4592000000.0,,,,1100000000.0,,1.6,,,,,,,,31761000000.0,0.0,35082000000.0,1561000000.0,,,,76000000.0,,,,,,,,,1691000000.0,1285000000.0,,0.0,,644881000.0,,0.0,,209000000.0,16162000000.0,,2172000000.0,,163000000.0,,4041000000.0,-100000000.0,,1285000000.0,,,,,,,,-141000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406764800,377000000.0,,1126000000.0,,1110000000.0,,,,,,,,,3168000000.0,,37000000.0,,,5253000000.0,,,,,,1.68,,,149541000000.0,185000000.0,,,,,3948000000.0,,,,,,,,,2020000000.0,-471000000.0,,,191000000.0,,,35082000000.0,,44050000000.0,3040000000.0,,,,-3817000000.0,,1160000000.0,648615000.0,,,138000000.0,,,1082000000.0,586832000000.0,-44000000.0,134000000.0,552532000000.0,,6789000000.0,,,-275000000.0,,,255000000.0,,,,6980000000.0,,,,991000000.0,,1.67,,,,,,,,33219000000.0,0.0,38250000000.0,3020000000.0,,,,-34000000.0,,,,,,,,,1804000000.0,1329000000.0,,-956000000.0,,645892000.0,,0.0,,203000000.0,16724000000.0,,2174000000.0,,138000000.0,,4215000000.0,-243000000.0,,1329000000.0,,,,,,,,-53000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414713600,-12575000000.0,,1070000000.0,3293000000.0,1057000000.0,,5236000000.0,235000000.0,178000000.0,28882000000.0,,,4913000000.0,-9864000000.0,,28000000.0,-2253000000.0,747000000.0,5353000000.0,34313000000.0,5353000000.0,588659000000.0,7525000000.0,,,-465000000.0,,143319000000.0,178000000.0,17237000000.0,,7525000000.0,-24674000000.0,4913000000.0,160000000.0,-2927000000.0,8763000000.0,5236000000.0,,2052000000.0,133000000.0,6.41,2052000000.0,-357000000.0,,,195000000.0,28386000000.0,,38250000000.0,2276000000.0,34496000000.0,3040000000.0,34496000000.0,5660000000.0,,-3075000000.0,0.0,1158000000.0,,6.44,,-171000000.0,143319000000.0,,1020000000.0,588659000000.0,-8000000.0,-12836000000.0,553255000000.0,1375000000.0,4781000000.0,-737000000.0,,0.0,4580000000.0,5660000000.0,235000000.0,-425000000.0,8763000000.0,,-20061000000.0,,-36000000.0,-3384000000.0,1375000000.0,7073000000.0,,,,,,4157000000.0,,,34313000000.0,-382000000.0,28386000000.0,1292000000.0,-116000000.0,,903000000.0,156000000.0,,,-406000000.0,2297000000.0,16718000000.0,,648475000.0,3040000000.0,1810000000.0,1283000000.0,-3664000000.0,0.0,,,,-406000000.0,645860000.0,213000000.0,17237000000.0,,2276000000.0,64000000.0,171000000.0,,4340000000.0,-261000000.0,,1283000000.0,,4277000000.0,553255000000.0,,-3384000000.0,,-1851000000.0,257000000.0,26089000000.0,-956000000.0,4333000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
