date,annualCurrentDeferredRevenue,trailingCostOfRevenue,annualEndCashPosition,annualCurrentDebt,trailingChangeInAccountPayable,annualTotalRevenue,quarterlyNetIncomeCommonStockholders,annualCostOfRevenue,trailingOperatingIncome,annualOtherCurrentAssets,trailingTotalRevenue,annualOperatingIncome,quarterlyEbitda,quarterlyCashDividendsPaid,annualNetOtherFinancingCharges,quarterlyDilutedEPS,quarterlyStockBasedCompensation,annualFreeCashFlow,quarterlyEndCashPosition,annualAccountsPayable,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingEndCashPosition,annualChangeInAccountPayable,trailingTaxProvision,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,annualChangeInWorkingCapital,annualNetIncomeContinuousOperations,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,quarterlyDeferredIncomeTax,annualRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyIncomeTaxPayable,annualOperatingExpense,quarterlyCurrentAssets,annualDilutedEPS,trailingNetIncome,annualDilutedAverageShares,annualCashAndCashEquivalents,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,annualNetOtherInvestingChanges,trailingPretaxIncome,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,annualAccountsReceivable,annualCurrentAssets,quarterlyOtherCurrentAssets,annualLongTermDebt,annualNetIncome,annualBeginningCashPosition,quarterlyChangeInInventory,quarterlyCurrentAccruedExpenses,quarterlyBasicAverageShares,quarterlyAccountsReceivable,annualOtherNonCurrentAssets,quarterlyCostOfRevenue,annualSaleOfInvestment,annualSellingGeneralAndAdministration,annualNetIncomeCommonStockholders,annualBasicAverageShares,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherNonCashItems,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyNetIncome,quarterlyGoodwill,trailingCommonStockIssuance,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,annualTotalAssets,trailingNetIncomeCommonStockholders,annualTaxProvision,annualDepreciationAndAmortization,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyNetIncomeContinuousOperations,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,quarterlyNetPPE,trailingOtherIncomeExpense,annualCapitalStock,quarterlyInventory,quarterlyTaxProvision,annualTotalNonCurrentAssets,quarterlyOperatingExpense,annualGrossProfit,annualOtherIncomeExpense,annualCurrentLiabilities,annualStockBasedCompensation,quarterlyBasicEPS,quarterlyOtherIntangibleAssets,annualNetPPE,annualOperatingCashFlow,annualInventory,trailingDepreciationAndAmortization,quarterlyCurrentDebt,quarterlyInterestExpense,trailingChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,annualOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,trailingPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,annualEbitda,annualNonCurrentDeferredTaxesLiabilities,quarterlyCommonStockIssuance,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,quarterlyPretaxIncome,annualChangeInInventory,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOperatingCashFlow,annualInterestExpense,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,trailingInterestExpense,annualPretaxIncome,trailingChangesInAccountReceivables,quarterlyTotalAssets,trailingCapitalExpenditure,quarterlyChangesInAccountReceivables,trailingOperatingExpense,quarterlyTotalNonCurrentAssets,annualGrossPPE,trailingInvestingCashFlow,trailingChangeInCashSupplementalAsReported,annualGoodwill,annualAccumulatedDepreciation,annualIncomeTaxPayable,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualRepaymentOfDebt,quarterlyAccountsPayable,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCapitalExpenditure,annualChangeInCashSupplementalAsReported,annualBasicEPS,trailingStockBasedCompensation,trailingGrossProfit,quarterlyDilutedAverageShares,trailingDeferredIncomeTax,annualCashFlowFromContinuingFinancingActivities,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualInvestingCashFlow,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,quarterlyPurchaseOfInvestment,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingResearchAndDevelopment,trailingSellingGeneralAndAdministration,trailingSaleOfInvestment,trailingDilutedEPS,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingBasicEPS
1998-12-31,,,15000000.0,93100000.0,,1772600000.0,12600000.0,964400000.0,,134700000.0,,57400000.0,27200000.0,-13000000.0,0.0,,,-51300000.0,15000000.0,89400000.0,-8200000.0,12400000.0,12200000.0,0.0,454500000.0,,,,,15000000.0,912600000.0,-48400000.0,-78500000.0,-4800000.0,,-15800000.0,17400000.0,-86700000.0,883200000.0,583800000.0,458100000.0,,,,750800000.0,1079800000.0,-0.08,,59219564.0,15000000.0,912600000.0,476700000.0,0.0,,246600000.0,198300000.0,-51000000.0,,1079800000.0,134700000.0,246600000.0,-4800000.0,25700000.0,38000000.0,,,,60200000.0,269000000.0,,705800000.0,-4800000.0,59219564.0,762300000.0,454500000.0,-100000.0,,,207700000.0,12600000.0,,,883200000.0,0.0,,1674900000.0,,15600000.0,45000000.0,180500000.0,762300000.0,12600000.0,-311800000.0,,9600000.0,15000000.0,15000000.0,,,4600000.0,272000000.0,,,375400000.0,7800000.0,595100000.0,192700000.0,808200000.0,-114700000.0,458100000.0,,,262900000.0,272000000.0,75000000.0,375400000.0,,93100000.0,5900000.0,,,262900000.0,0.0,,7300000.0,60200000.0,102400000.0,9600000.0,5100000.0,,198300000.0,20400000.0,-28900000.0,,-17800000.0,15000000.0,2000000.0,21300000.0,,,275600000.0,,,10800000.0,,1674900000.0,,,,595100000.0,583800000.0,,,,-311800000.0,,1600000.0,,-11000000.0,13100000.0,13500000.0,,,89400000.0,,,,-126300000.0,-10600000.0,-0.08,,,,,23600000.0,,275600000.0,-109600000.0,,,,,,,,,,,,,,,,,,,
1999-03-31,,,,,,,32200000.0,,,,,,49200000.0,-12900000.0,,0.55,,,19200000.0,,-55400000.0,,12500000.0,100000.0,,,,,,36700000.0,880400000.0,79900000.0,,,,72200000.0,2600000.0,,902500000.0,585000000.0,441200000.0,,,,,1037000000.0,,,,,,452600000.0,,,246300000.0,183300000.0,,,,135800000.0,,,,-9400000.0,,58545455.0,,,221200000.0,,,,,,439200000.0,,,,231400000.0,32200000.0,,,,0.0,,,,,,182200000.0,761700000.0,32200000.0,-317700000.0,,9600000.0,19200000.0,19200000.0,,,16400000.0,267300000.0,,,381700000.0,18000000.0,,194700000.0,,,,,0.55,280300000.0,,,,,50400000.0,4700000.0,,,,-100000.0,,-69800000.0,57500000.0,,,1600000.0,,,50200000.0,,,-56200000.0,,128400000.0,,,,290800000.0,,,,,1642100000.0,,,,605100000.0,,,,,,,4200000.0,,-14700000.0,,15000000.0,,,100000000.0,,,,,,,,,58545455.0,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-30,,,,,,,25000000.0,,,,,,63100000.0,-12900000.0,,0.42,,,15700000.0,,-31200000.0,,12300000.0,100000.0,,,,,,50800000.0,907200000.0,-36100000.0,,,,-13200000.0,7300000.0,,901300000.0,583800000.0,456700000.0,,,,,1040000000.0,,,,,,473200000.0,,,252900000.0,187600000.0,,,,131000000.0,,,,-9200000.0,,58139535.0,,,235600000.0,,,,,,450500000.0,,,,237600000.0,25000000.0,,,,-100000.0,,,,,,174500000.0,763000000.0,25000000.0,-313800000.0,,10000000.0,15700000.0,15700000.0,,,-13300000.0,270000000.0,,,392800000.0,14100000.0,,186800000.0,,,,,0.43,308600000.0,,,,,61800000.0,5400000.0,,,,100000.0,,8500000.0,51600000.0,,,5000000.0,,,39100000.0,,,-34000000.0,,20800000.0,,,,314700000.0,,,,,1670200000.0,,,,630200000.0,,,,,,,-3600000.0,,0.0,,19200000.0,,,80200000.0,,,,,,,,,59523810.0,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-30,,,,,,,42600000.0,,,,,,60800000.0,-13400000.0,,0.72,,,21700000.0,,-416100000.0,,12800000.0,,,,,,,48000000.0,1396100000.0,-5800000.0,,,,-364900000.0,10500000.0,,943800000.0,754300000.0,504300000.0,,,,,1299000000.0,,,,,,453200000.0,,,669700000.0,204000000.0,,,,189500000.0,,,,-23900000.0,,58356164.0,,,221900000.0,,,,,,891800000.0,,,,231300000.0,42600000.0,,,,0.0,,,,,,170500000.0,810800000.0,42600000.0,-403300000.0,,18100000.0,42700000.0,42700000.0,,,6000000.0,351000000.0,,,498100000.0,23600000.0,,183300000.0,,,,,0.73,454300000.0,,,,,37000000.0,5300000.0,,,,0.0,,368100000.0,102600000.0,,,1100000.0,,,66200000.0,,,-418700000.0,,53800000.0,,,,315300000.0,,,,,2206900000.0,,,,907900000.0,,,,,,,6100000.0,,0.0,,15700000.0,66700000.0,,152000000.0,,,-35200000.0,,,,,,59166667.0,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-31,,,17600000.0,22300000.0,,1945600000.0,27400000.0,994100000.0,,116300000.0,,172400000.0,54800000.0,-13500000.0,100000.0,,,-240400000.0,17600000.0,146400000.0,54400000.0,8600000.0,17800000.0,,871800000.0,,,,,37000000.0,1324500000.0,-18900000.0,19100000.0,127200000.0,,65500000.0,-4100000.0,-14600000.0,957800000.0,688800000.0,452700000.0,,-35800000.0,,779100000.0,1206300000.0,2.16,,58877000.0,17600000.0,1324500000.0,566700000.0,-100000.0,,607500000.0,237300000.0,-52700000.0,,1206300000.0,116300000.0,607500000.0,127200000.0,15000000.0,36800000.0,,,,54700000.0,315400000.0,,723700000.0,127200000.0,58494000.0,825300000.0,871800000.0,,,,251300000.0,27400000.0,,,957800000.0,0.0,,2149800000.0,,70700000.0,55400000.0,196500000.0,825300000.0,27400000.0,-326200000.0,,27000000.0,17600000.0,17600000.0,,,-3000000.0,362600000.0,,66700000.0,454800000.0,15000000.0,943500000.0,214300000.0,951500000.0,-28300000.0,452700000.0,,,526200000.0,362600000.0,235600000.0,454800000.0,,22300000.0,12000000.0,,,526200000.0,100000.0,,-91200000.0,54700000.0,227800000.0,27000000.0,900000.0,,237300000.0,42400000.0,-5700000.0,,32900000.0,17600000.0,32600000.0,27400000.0,,,284000000.0,,,197900000.0,,2149800000.0,,,,943500000.0,688800000.0,,,,-326200000.0,,-4100000.0,,100000.0,16300000.0,21700000.0,66700000.0,,146400000.0,,,-35800000.0,-476000000.0,2600000.0,2.18,,,,,215600000.0,,284000000.0,-448300000.0,,,,,,,,,,,,,,,,,,,
2000-03-31,,,,,,,33844000.0,,,,,,68686000.0,-13468000.0,,0.58,,,14897000.0,,-9134000.0,,17475000.0,,,,,,,51211000.0,1325743000.0,-59735000.0,,,,-15353000.0,2402000.0,,978139000.0,689033000.0,446846000.0,,,,,1225967000.0,,,,,,544345000.0,,,622188000.0,227995000.0,,,,111977000.0,,,,-5877000.0,,58557000.0,,,278425000.0,,,,,,878897000.0,,,,265920000.0,33844000.0,,,,0.0,,,,,,197234000.0,843220000.0,33844000.0,-335087000.0,,28714000.0,14897000.0,14897000.0,,,377000.0,353946000.0,,,457745000.0,19443000.0,,214709000.0,,,,,0.58,453598000.0,,,,,29010000.0,10325000.0,,,,0.0,,12244000.0,135452000.0,,,470000.0,,,53287000.0,,,-9562000.0,,-5791000.0,,,,290591000.0,,,,,2168963000.0,,,,942996000.0,,,,,,,-2720000.0,,,,17617000.0,66747000.0,,127245000.0,,,-38702000.0,,,,,,58733000.0,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,,,,,,,44189000.0,,,,,,87299000.0,-13470000.0,,0.75,,,8055000.0,,-18311000.0,,18434000.0,,,,,,,68865000.0,1316419000.0,209000.0,,,,45149000.0,467000.0,,994755000.0,709791000.0,486111000.0,,,,,1240563000.0,,,,,,563201000.0,,,579908000.0,222368000.0,,,,113454000.0,,,,-19140000.0,,58640000.0,,,280548000.0,,,,,,830308000.0,,,,282653000.0,44189000.0,,,,0.0,,,,,,195354000.0,861870000.0,44189000.0,-355198000.0,,28032000.0,8055000.0,8055000.0,,,11296000.0,354593000.0,,,476656000.0,25399000.0,,213788000.0,,,,,0.75,454577000.0,,,,,28378000.0,10573000.0,,,,0.0,,-49887000.0,128556000.0,,,4643000.0,,,69588000.0,,,-16335000.0,,61484000.0,,,,301744000.0,,,,,2178289000.0,,,,937726000.0,,,,,,,-6842000.0,,,,14897000.0,66762000.0,,155989000.0,,,-41311000.0,,,,,,58823000.0,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-30,,,,,,,26869000.0,,,,,,58410000.0,-15145000.0,,0.46,,,8968000.0,,-16400000.0,,15543000.0,,,,,,,42867000.0,1255624000.0,6499000.0,,,,42885000.0,11047000.0,,1020582000.0,704110000.0,446136000.0,,,,,1185102000.0,,,,,,511830000.0,,,563382000.0,219904000.0,,,,107324000.0,,,,17372000.0,,58488000.0,,,263835000.0,,,,,,809488000.0,,,,247995000.0,26869000.0,,,,0.0,,,,,,189585000.0,819796000.0,26869000.0,-352364000.0,,26202000.0,8968000.0,8968000.0,,,9744000.0,351746000.0,,,450743000.0,15445000.0,,205128000.0,,,,,0.46,414540000.0,,,,,29811000.0,10297000.0,,,,0.0,,-41330000.0,124032000.0,,,1487000.0,,,42314000.0,,,-16543000.0,,59428000.0,,,,273556000.0,,,,,2075420000.0,,,,890318000.0,,,,,,,913000.0,,,,8055000.0,66774000.0,,142769000.0,,,-90545000.0,,,,,,58678000.0,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,,,6100000.0,70300000.0,,2175700000.0,43598000.0,1178900000.0,,116900000.0,,204200000.0,56005000.0,-12917000.0,0.0,,,132600000.0,6100000.0,161000000.0,1545000.0,7100000.0,14748000.0,,668400000.0,,,,,41257000.0,1206400000.0,31527000.0,-21500000.0,123100000.0,,59919000.0,-4216000.0,-30600000.0,1051300000.0,706300000.0,538000000.0,,-87200000.0,,792600000.0,1186400000.0,2.53,,58600000.0,6100000.0,1206400000.0,556324000.0,0.0,,473000000.0,170700000.0,-55000000.0,644500000.0,1186400000.0,116900000.0,473000000.0,148500000.0,17600000.0,16645000.0,,,644500000.0,94300000.0,356092000.0,,792600000.0,148500000.0,58400000.0,844000000.0,668400000.0,,,,200232000.0,43598000.0,,,1051300000.0,0.0,,2050400000.0,,69500000.0,66200000.0,210427000.0,844000000.0,18198000.0,-361200000.0,,24700000.0,6100000.0,6100000.0,,,-54388000.0,345100000.0,,66800000.0,418900000.0,9213000.0,864000000.0,158975000.0,996800000.0,-21300000.0,538000000.0,,,424600000.0,345100000.0,190200000.0,418900000.0,,70300000.0,9505000.0,,,424600000.0,0.0,,-79127000.0,94300000.0,270400000.0,24700000.0,500000.0,,170700000.0,27411000.0,9000000.0,,-15160000.0,6100000.0,75079000.0,40700000.0,,,306700000.0,,,192600000.0,,2050400000.0,,,,864000000.0,706300000.0,,,,-361200000.0,,-2851000.0,,-10447000.0,9700000.0,8968000.0,66800000.0,,161000000.0,,,-87200000.0,-57600000.0,-11500000.0,2.54,,,,,-158100000.0,,306700000.0,-42300000.0,,,,,,,,,,,,,,,,,,,
2001-03-31,,,,,,,26900000.0,,,,,,58900000.0,-13900000.0,,0.46,,,4800000.0,,-8200000.0,,17700000.0,,,,,,,41200000.0,1195100000.0,-39400000.0,,,,600000.0,4600000.0,,1064300000.0,702000000.0,528900000.0,,,,,1189600000.0,,,,,,527400000.0,,,475900000.0,167000000.0,,,,0.0,,,,-23500000.0,,57800000.0,631000000.0,,283700000.0,,,,,,666200000.0,,,,243700000.0,26900000.0,,,,0.0,,,,,,202500000.0,833700000.0,29400000.0,-369800000.0,,23300000.0,4800000.0,4800000.0,,,1900000.0,332200000.0,,,430300000.0,16900000.0,,202500000.0,,,,,0.46,405800000.0,,,,,70900000.0,8900000.0,,,,0.0,,-3600000.0,68000000.0,,,1100000.0,,,46300000.0,,,-10300000.0,,10900000.0,,,,288200000.0,,,,,2028800000.0,,,,839200000.0,,,,,,,-1300000.0,,-2700000.0,,6100000.0,66800000.0,,169800000.0,,,-108900000.0,,,,,,58200000.0,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30,,,,,,,8900000.0,,,,,,50300000.0,-13800000.0,,0.15,,,6500000.0,,-11800000.0,,16900000.0,,,,,,,33400000.0,1190900000.0,-18600000.0,,,,2100000.0,-1100000.0,,1059300000.0,706400000.0,499700000.0,,,,,1197400000.0,,,,,,525600000.0,,,508500000.0,160300000.0,,,,0.0,,,,-14500000.0,,57900000.0,621500000.0,,286300000.0,,,,,,691200000.0,,,,239300000.0,8900000.0,,,,0.0,,,,,,205900000.0,825700000.0,8900000.0,-381000000.0,,22400000.0,6500000.0,6500000.0,,,-8100000.0,325400000.0,,,440200000.0,7200000.0,,205900000.0,,,,,0.15,393000000.0,,,,,38000000.0,9200000.0,,,,0.0,,-1900000.0,64600000.0,,,10600000.0,,,16100000.0,,,-13300000.0,,15400000.0,,,,307000000.0,,,,,2016600000.0,,,,819200000.0,,,,,,,1700000.0,,-2200000.0,,4800000.0,66800000.0,,154700000.0,,,-120300000.0,,,,,,58200000.0,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-30,,,,,,,600000.0,,,,,,40400000.0,-14000000.0,,0.01,,,5500000.0,,-9100000.0,,17000000.0,,,,,,,23400000.0,1199200000.0,7900000.0,,,,38200000.0,3000000.0,,1046000000.0,713500000.0,524800000.0,,,,,1191200000.0,,,,,,508100000.0,,,490200000.0,161500000.0,,,,0.0,,,,7600000.0,,58000000.0,622400000.0,,285700000.0,,,,,,674400000.0,,,,222400000.0,600000.0,,,,0.0,,,,,,199000000.0,816700000.0,600000.0,-388500000.0,,22700000.0,5500000.0,5500000.0,,,-11100000.0,325000000.0,,,429600000.0,2600000.0,,199000000.0,,,,,0.01,401200000.0,,,,,42400000.0,9100000.0,,,,0.0,,-40000000.0,64900000.0,,,-3100000.0,,,3200000.0,,,-10000000.0,,48200000.0,,,,334800000.0,,,,,2015900000.0,,,,824700000.0,,,,,,,-1000000.0,,-2600000.0,,6500000.0,66900000.0,,147600000.0,,,-110200000.0,,,,,,58200000.0,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,45000000.0,,6700000.0,29100000.0,,2095700000.0,-17400000.0,1146700000.0,,0.0,,100300000.0,18700000.0,-13900000.0,0.0,,,110100000.0,6700000.0,141200000.0,-18500000.0,13000000.0,16400000.0,,649100000.0,,,,,2300000.0,1198500000.0,74900000.0,24800000.0,21500000.0,,69200000.0,-1100000.0,-11200000.0,1014700000.0,720200000.0,549400000.0,,-120600000.0,,848700000.0,1139400000.0,0.33,,58100000.0,6700000.0,1198500000.0,534600000.0,0.0,,445500000.0,178900000.0,-55600000.0,615200000.0,1139400000.0,0.0,445500000.0,19000000.0,6100000.0,49300000.0,292100000.0,,615200000.0,87600000.0,291000000.0,,848700000.0,19000000.0,57900000.0,775800000.0,649100000.0,,,,243600000.0,-17400000.0,331200000.0,,1014700000.0,0.0,292100000.0,1974300000.0,,26100000.0,68000000.0,241300000.0,775800000.0,-17400000.0,-392500000.0,,24700000.0,6700000.0,6700000.0,45000000.0,,-97100000.0,327700000.0,,66800000.0,375200000.0,-600000.0,834900000.0,241300000.0,949000000.0,-102300000.0,549400000.0,,,60700000.0,327700000.0,163700000.0,375200000.0,,29100000.0,8300000.0,,,60700000.0,0.0,,-69400000.0,87600000.0,168300000.0,24700000.0,4400000.0,,178900000.0,-18000000.0,18900000.0,,-20000000.0,6700000.0,89200000.0,35500000.0,,,42000000.0,,,47600000.0,,1974300000.0,,,,834900000.0,720200000.0,,,331200000.0,-392500000.0,,1200000.0,,-3700000.0,5400000.0,5500000.0,66800000.0,,141200000.0,,,-120600000.0,-53600000.0,600000.0,0.33,,,,,-114900000.0,,42000000.0,-47600000.0,,,,,,,,,,,,,,,,,,,
2002-03-31,,,,,,,24500000.0,,,,,,51700000.0,-13900000.0,,0.42,,,5400000.0,,-10700000.0,,13900000.0,,,,,,,37800000.0,1198200000.0,-54600000.0,,,,-8500000.0,20400000.0,,1025200000.0,721300000.0,539900000.0,,,,,1161100000.0,,,,,,510000000.0,,,459100000.0,173300000.0,,,,0.0,,,,-15100000.0,237400000.0,58000000.0,633100000.0,,274300000.0,,,,,,658300000.0,,,,235700000.0,24500000.0,,,,0.0,,,,,,197900000.0,785700000.0,21700000.0,-401100000.0,,25900000.0,5400000.0,5400000.0,45400000.0,,3800000.0,320200000.0,,,386800000.0,12100000.0,,197900000.0,,,,,0.42,393900000.0,,,,,29100000.0,7800000.0,,,,0.0,,4100000.0,81800000.0,,,7400000.0,,,33800000.0,,,-13900000.0,,5400000.0,,,,50600000.0,,,,,1983900000.0,,,,822800000.0,,,,,,,-1300000.0,,-3200000.0,,6700000.0,66900000.0,,177400000.0,,,-320700000.0,,,,,,58700000.0,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-30,,,,,,,29200000.0,,,,,,61200000.0,-13900000.0,,0.497445,,,6200000.0,,-12300000.0,,12600000.0,,,,,,,48600000.0,1224100000.0,14600000.0,,,,44600000.0,2500000.0,,1040500000.0,750600000.0,586700000.0,,,,,1196300000.0,,,,,,547200000.0,,,430400000.0,179200000.0,,,,0.0,,,,-10200000.0,270400000.0,58200000.0,636400000.0,,295800000.0,,,,,,637400000.0,,,,251400000.0,29200000.0,,,,0.0,,,,,,202800000.0,850500000.0,29200000.0,-418500000.0,,27800000.0,6200000.0,6200000.0,46300000.0,,4500000.0,332100000.0,,,414500000.0,16400000.0,,202800000.0,,,,,0.5,418800000.0,,,,,19700000.0,7500000.0,,,,0.0,,-45000000.0,98400000.0,,,9100000.0,,,45600000.0,,,-12400000.0,,57000000.0,,,,47200000.0,,,,,2074600000.0,,,,878300000.0,,,,,,,800000.0,,-3200000.0,,5400000.0,66900000.0,,203100000.0,,,-81900000.0,,,,,,58700000.0,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-30,,,,,,,19200000.0,,,,,,43200000.0,-14000000.0,,0.327087,,,6900000.0,,-8300000.0,,12600000.0,,,,,,,30600000.0,1149700000.0,36500000.0,,,,52400000.0,3400000.0,,1045700000.0,753900000.0,638600000.0,,,,,1132700000.0,,,,,,502400000.0,,,304800000.0,173400000.0,,,,0.0,,,,6300000.0,264300000.0,58400000.0,591800000.0,,274600000.0,,,,,,511100000.0,,,,227800000.0,19200000.0,,,,0.0,,,,,,197200000.0,847500000.0,19200000.0,-426100000.0,,32900000.0,6900000.0,6900000.0,43900000.0,,6400000.0,327800000.0,,,405900000.0,10900000.0,,197200000.0,,,,,0.33,416600000.0,,,,,103000000.0,6900000.0,,,,0.0,,-54200000.0,91200000.0,,,700000.0,,,30100000.0,,,-11000000.0,,63400000.0,,,,41200000.0,,,,,1997200000.0,,,,864500000.0,,,,,,,700000.0,,0.0,,6200000.0,66900000.0,,186200000.0,,,-90800000.0,,,,,,58700000.0,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,42500000.0,,18400000.0,56400000.0,,2109100000.0,33100000.0,1144200000.0,,0.0,,203400000.0,99000000.0,-14700000.0,0.0,,,178300000.0,18400000.0,170900000.0,-16400000.0,20500000.0,12600000.0,,611300000.0,,,,,86400000.0,1163700000.0,42600000.0,39100000.0,103200000.0,,89800000.0,7200000.0,-12200000.0,1064200000.0,768500000.0,552400000.0,,-123800000.0,,761500000.0,1051000000.0,1.81,,58500000.0,18400000.0,1163700000.0,549500000.0,0.0,,304300000.0,273400000.0,-56500000.0,556200000.0,1051000000.0,0.0,304300000.0,106000000.0,6700000.0,44800000.0,206700000.0,,556200000.0,119900000.0,299500000.0,,799200000.0,106000000.0,58200000.0,830400000.0,611300000.0,,,,250000000.0,33100000.0,,,1064200000.0,0.0,206700000.0,1994100000.0,,58000000.0,51700000.0,201300000.0,830400000.0,33100000.0,-438300000.0,,33600000.0,18400000.0,18400000.0,42500000.0,,-28200000.0,330200000.0,,66900000.0,369900000.0,18600000.0,943100000.0,163600000.0,964900000.0,-13500000.0,552400000.0,,,432100000.0,330200000.0,224100000.0,369900000.0,,56400000.0,6500000.0,,,432100000.0,0.0,,-71000000.0,119900000.0,255100000.0,33600000.0,3300000.0,,273400000.0,51700000.0,25800000.0,,-8500000.0,18400000.0,98300000.0,28700000.0,,,75900000.0,,,161200000.0,,1994100000.0,,,,943100000.0,768500000.0,,,,-438300000.0,,11500000.0,,-5800000.0,33500000.0,6900000.0,66900000.0,,170900000.0,,,-123800000.0,-45800000.0,11700000.0,1.82,,,,,-166100000.0,,75900000.0,-47700000.0,,,,,,,,,,,,,,,,,,,
2003-03-31,,,,,,,21400000.0,,,,,,57700000.0,-14300000.0,,0.37,,,15400000.0,,-5600000.0,,14700000.0,,,,,,,43000000.0,1166000000.0,-13800000.0,,,,12400000.0,-2900000.0,,1071300000.0,788400000.0,569500000.0,,,,,1065100000.0,,,,,,543100000.0,,,304200000.0,259500000.0,,,,0.0,,,,8500000.0,218100000.0,58200000.0,561000000.0,,297700000.0,,,,,,596500000.0,,,,245400000.0,21400000.0,,,,0.0,,,,,,212900000.0,857500000.0,21400000.0,-455300000.0,,32800000.0,15400000.0,15400000.0,29300000.0,,6800000.0,333100000.0,,,368200000.0,11500000.0,,202400000.0,,,,,0.37,441800000.0,,,,,54700000.0,6400000.0,,,,0.0,,-17100000.0,121800000.0,,,1400000.0,,,32900000.0,,,-6200000.0,,18600000.0,,,,87100000.0,,,,,2023500000.0,,,,958400000.0,,,,,,,-3000000.0,,-3800000.0,,18400000.0,66900000.0,,180300000.0,,,-234000000.0,,,,,,58300000.0,,,,,,,,,,,,,,,,,,,,,,,,
