,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,trailingRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,annualNetIncomeContinuousOperations,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,annualOperatingExpense,trailingOperatingExpense,trailingNetIncomeContinuousOperations,trailingNetOtherFinancingCharges,trailingSellingGeneralAndAdministration,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyOperatingIncome,quarterlyGrossPPE,annualTaxProvision,quarterlyTotalRevenue,annualChangesInAccountReceivables,trailingCostOfRevenue,trailingBeginningCashPosition,annualInterestExpense,annualTotalRevenue,annualCurrentAssets,annualNetIncomeCommonStockholders,annualChangeInAccountPayable,annualDeferredIncomeTax,quarterlyCashDividendsPaid,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,annualCommonStockIssuance,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualNetOtherFinancingCharges,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,quarterlyPretaxIncome,quarterlyRetainedEarnings,annualChangeInWorkingCapital,quarterlyCurrentLiabilities,trailingNetIncomeCommonStockholders,quarterlyDilutedAverageShares,quarterlyStockholdersEquity,trailingNetIncome,quarterlyPurchaseOfBusiness,annualRetainedEarnings,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualTotalAssets,quarterlyGoodwill,trailingCommonStockIssuance,quarterlyNetOtherInvestingChanges,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,annualBasicEPS,annualCurrentDebt,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,annualNetIncome,annualCashDividendsPaid,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,annualOtherCurrentAssets,annualLongTermDebt,annualBeginningCashPosition,annualCurrentDeferredRevenue,annualCostOfRevenue,annualTotalNonCurrentAssets,annualFreeCashFlow,annualSellingGeneralAndAdministration,trailingDepreciationAndAmortization,trailingTaxProvision,quarterlyNetOtherFinancingCharges,annualNonCurrentDeferredTaxesLiabilities,annualDilutedEPS,quarterlyCashFlowFromContinuingFinancingActivities,trailingPurchaseOfBusiness,quarterlyOtherNonCurrentAssets,annualStockholdersEquity,annualOtherNonCashItems,annualPurchaseOfBusiness,quarterlyCommonStockIssuance,trailingOtherNonCashItems,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyCapitalExpenditure,annualInvestingCashFlow,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,trailingStockBasedCompensation,annualChangeInInventory,trailingCashDividendsPaid,annualPurchaseOfInvestment,quarterlyOtherIncomeExpense,quarterlyOtherCurrentLiabilities,annualCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyNetPPE,annualBasicAverageShares,quarterlyLongTermDebt,quarterlyTaxProvision,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyCurrentAccruedExpenses,annualNetPPE,quarterlyCostOfRevenue,quarterlyOperatingExpense,annualOperatingCashFlow,annualGrossProfit,annualCurrentLiabilities,annualStockBasedCompensation,quarterlyChangeInCashSupplementalAsReported,annualGoodwill,quarterlyAccountsReceivable,annualOtherIntangibleAssets,trailingRepaymentOfDebt,quarterlyCapitalStock,trailingChangeInWorkingCapital,annualRepaymentOfDebt,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,trailingNetOtherInvestingChanges,annualEbitda,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualOtherCurrentLiabilities,annualOperatingIncome,annualNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,annualChangeInCashSupplementalAsReported,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,annualEndCashPosition,trailingInterestExpense,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingTotalRevenue,trailingCapitalExpenditure,annualDilutedAverageShares,quarterlyPurchaseOfInvestment,trailingOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,trailingOperatingIncome,quarterlyCashAndCashEquivalents,annualAccountsPayable,trailingInvestingCashFlow,quarterlyTotalNonCurrentAssets,quarterlyCurrentDebt,annualGrossPPE,quarterlyOtherIntangibleAssets,quarterlyInterestExpense,quarterlyBasicEPS,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyBasicAverageShares,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,annualSaleOfInvestment,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,trailingBasicEPS,annualIncomeTaxPayable,trailingChangeInAccountPayable,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,quarterlyChangesInAccountReceivables,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyInvestmentsAndAdvances,annualInventory,trailingChangesInAccountReceivables,quarterlyInventory,trailingPurchaseOfInvestment,quarterlySaleOfInvestment,trailingDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
1388448000,3016045000.0,0.0,105394000.0,14269000.0,,-24479000.0,196005000.0,-1869000.0,215646000.0,466403000.0,,,,,13591000.0,108787000.0,,-209874000.0,99973000.0,3596114000.0,124916000.0,485877000.0,1612000.0,,,73579000.0,1928795000.0,328505000.0,195655000.0,-26993000.0,38680000.0,-14208000.0,2671027000.0,82073000.0,-8039000.0,4129000.0,0.0,13591000.0,-130238000.0,-1145465000.0,0.0,161738000.0,-27848000.0,2671027000.0,,81284000.0,1247630000.0,-11995000.0,345018000.0,,,2043082000.0,,-62125000.0,1247630000.0,328505000.0,52947000.0,5064252000.0,1675154000.0,,889000.0,,3016045000.0,1.053333,17841000.0,-75244000.0,0.0,195655000.0,-51213000.0,-1145465000.0,101745000.0,0.0,2067590000.0,23212000.0,71917000.0,1064819000.0,4735747000.0,274187000.0,212637000.0,,,-251000.0,501692000.0,1.053333,25891000.0,,82073000.0,2043082000.0,3022000.0,-64156000.0,0.0,,98657000.0,49417000.0,49426000.0,-69002000.0,-251015000.0,-242667000.0,243864000.0,,,,,-961000.0,30840000.0,0.0,501692000.0,71917000.0,2450649000.0,185396310.0,2067590000.0,31867000.0,,234001000.0,108787000.0,2450649000.0,270231000.0,115673000.0,484061000.0,863976000.0,345018000.0,15397000.0,-5690000.0,1675154000.0,234001000.0,527871000.0,,0.0,,-493560000.0,101745000.0,29655000.0,,638364000.0,-3073000.0,19281000.0,30840000.0,397573000.0,5015000.0,-1869000.0,,-9621000.0,13591000.0,,13591000.0,,320921000.0,49426000.0,5064252000.0,13591000.0,,,186247578.0,,,,,13591000.0,105394000.0,,4735747000.0,17841000.0,3596114000.0,527871000.0,17728000.0,,,,62726000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,2958212000.0,,95179000.0,9844000.0,,22450000.0,,-1764000.0,218649000.0,,,,,,,,,,100448000.0,,,481710000.0,,,,,,,,,,-14242000.0,,,1918000.0,4169000.0,,15854000.0,-62527000.0,,,162619000.0,,2617745000.0,0.26,83155000.0,1282403000.0,,340467000.0,,187071145.0,2081047000.0,,-27215000.0,,309517000.0,55647000.0,,1674310000.0,,-563000.0,,,,,-129101000.0,0.0,,,,109094000.0,,,,,,,,,,,-2488000.0,,,-80167000.0,,84198000.0,,,,,,144957000.0,49223000.0,49015000.0,-35592000.0,,,,,,,,-383000.0,32370000.0,,503786000.0,71834000.0,2454902000.0,,2004865000.0,33932000.0,,,124484000.0,,263061000.0,118201000.0,,,,,2263000.0,,228504000.0,,,0.0,,,,109365000.0,,,,13591000.0,,,,,,,,,,,,49015000.0,5044221000.0,15854000.0,,,,,,,,15854000.0,,,4734704000.0,16600000.0,,521294000.0,16910000.0,0.266667,,,62554000.0,185944501.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,2925616000.0,,115623000.0,-2730000.0,,6948000.0,,-2480000.0,237743000.0,,,,,,,,,,117392000.0,,,524693000.0,,,,,,,,,,-14254000.0,,,1868000.0,5275000.0,,21404000.0,-45468000.0,,,183202000.0,,2551938000.0,0.333333,103437000.0,1330813000.0,,373678000.0,,187272526.0,2138423000.0,,-2381000.0,,348686000.0,56526000.0,,1675726000.0,,5000000.0,,,,,-130581000.0,0.0,,,,111566000.0,,,,,,,,,,,1817000.0,,,-83706000.0,,83605000.0,,,,,,134724000.0,62900000.0,62664000.0,-48087000.0,,,,,,,,1985000.0,32406000.0,,509110000.0,77927000.0,2446043000.0,,1931262000.0,40537000.0,,,131216000.0,,286950000.0,120351000.0,,,,,5550000.0,,254858000.0,,,0.0,,,,86637000.0,,,,15854000.0,,,,,,,,,,,,62664000.0,5069236000.0,21404000.0,,,,,,,,21404000.0,,,4720550000.0,16506000.0,,515176000.0,15940000.0,0.333333,,,63824000.0,186345858.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,2899234000.0,,113303000.0,-2542000.0,,-3724000.0,,-1940000.0,248702000.0,,,,,,,,,,125011000.0,,,546551000.0,,,,,,,,,,-14274000.0,,,1862000.0,4445000.0,,13327000.0,-85449000.0,,,181322000.0,,2513158000.0,0.32,99807000.0,1376623000.0,,386076000.0,,187154971.0,2189232000.0,,-19635000.0,,360519000.0,57991000.0,,1687915000.0,,-650000.0,,,,,-135079000.0,0.0,,,,110911000.0,,,,,,,,,,,-22000.0,,,-57573000.0,,84449000.0,,,,,,134945000.0,60284000.0,60084000.0,-65164000.0,,,,,,,,-9389000.0,32417000.0,,513654000.0,78440000.0,2450067000.0,,1888593000.0,39523000.0,,,146019000.0,,297849000.0,123691000.0,,,,,-8077000.0,,262346000.0,,,0.0,,,,69781000.0,,,,21404000.0,,,,,,,,,,,,60084000.0,5093864000.0,13327000.0,,,,,,,,13327000.0,,,4733345000.0,15897000.0,,510914000.0,15815000.0,0.32,,,65700000.0,186513739.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,3016290000.0,-7317000.0,120717000.0,26459000.0,,-24416000.0,233327000.0,-5593000.0,235685000.0,487418000.0,,,,,14353000.0,120947000.0,,-241277000.0,110508000.0,3927171000.0,152335000.0,526213000.0,-22168000.0,,,64674000.0,2079166000.0,366144000.0,232525000.0,10173000.0,31031000.0,-16136000.0,2655979000.0,85898000.0,-3155000.0,4557000.0,0.0,14353000.0,-169964000.0,-1332966000.0,,181137000.0,-24782000.0,2655979000.0,0.326667,99263000.0,1421249000.0,1258000.0,360311000.0,,187220458.0,2228185000.0,,-76950000.0,1421249000.0,366144000.0,59311000.0,5250031000.0,1693789000.0,,263000.0,,3016290000.0,1.246667,16095000.0,-131148000.0,0.0,232525000.0,-58906000.0,-1332966000.0,141428000.0,0.0,1975916000.0,13591000.0,80915000.0,1138388000.0,4883887000.0,303943000.0,229474000.0,,,-24089000.0,538635000.0,1.24,40396000.0,,85898000.0,2228185000.0,2493000.0,-126181000.0,,,130594000.0,60921000.0,60762000.0,-92434000.0,-363408000.0,-181050000.0,257944000.0,,,,,4763000.0,21637000.0,0.0,538635000.0,80915000.0,2594205000.0,186323019.0,1975916000.0,38342000.0,,259969000.0,120947000.0,2594205000.0,290528000.0,125177000.0,545220000.0,940778000.0,360311000.0,18446000.0,1026000.0,1693789000.0,259969000.0,509995000.0,,0.0,,-525909000.0,141428000.0,38160000.0,,708280000.0,-3024000.0,13327000.0,21637000.0,453360000.0,4050000.0,-5593000.0,,762000.0,14353000.0,,14353000.0,,385662000.0,60762000.0,5250031000.0,14353000.0,,,187181131.0,,,,,14353000.0,120717000.0,,4883887000.0,16095000.0,3927171000.0,509995000.0,16008000.0,0.326667,,,65866000.0,186482673.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,3030991000.0,,108000000.0,17753000.0,,21461000.0,,-8268000.0,224977000.0,,,,,,,,,,102527000.0,,,506100000.0,,,,,,,,,,-16156000.0,,,3869000.0,4821000.0,,15734000.0,-132174000.0,,-18366000.0,165951000.0,,2673883000.0,0.28,85948000.0,1456917000.0,,357108000.0,,186551502.0,2242813000.0,,-90849000.0,,336475000.0,58144000.0,,1721759000.0,,381000.0,,,,,-249624000.0,0.0,,,,146408000.0,,,,,,,,,,,-7895000.0,,,-29016000.0,,79330000.0,,,,,,162571000.0,52081000.0,51824000.0,-41706000.0,,,,,,,,-882000.0,23962000.0,,543621000.0,83678000.0,2597232000.0,,1983854000.0,33867000.0,,,125080000.0,,281123000.0,122450000.0,,,,,1381000.0,,250431000.0,,,0.0,,,,120865000.0,,,,14353000.0,,,,,,,,,,,,51824000.0,5279574000.0,15734000.0,,,,,,,,15734000.0,,,4943099000.0,16388000.0,,544778000.0,15697000.0,0.28,,,64306000.0,186013030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,3011080000.0,,129836000.0,-3028000.0,,28758000.0,,-7597000.0,233875000.0,,,,,,,,,,109708000.0,,,531312000.0,,,,,,,,,,-16047000.0,,,2325000.0,4759000.0,,15624000.0,-59566000.0,,-22945000.0,177019000.0,,2623820000.0,0.306667,94794000.0,1498230000.0,,387260000.0,,186528093.0,2267339000.0,,-875000.0,,342416000.0,57264000.0,,1722324000.0,,1773000.0,,,,,-131602000.0,0.0,,,,148151000.0,,,,,,,,,,,33000.0,,,-97190000.0,,83209000.0,,,,,,156646000.0,57641000.0,57360000.0,-60464000.0,,,,,,,,408000.0,23986000.0,,545186000.0,84563000.0,2598865000.0,,1930483000.0,37153000.0,,,132509000.0,,297437000.0,124167000.0,,,,,-110000.0,,256139000.0,,,0.0,,,,96182000.0,,,,15734000.0,,,,,,,,,,,,57360000.0,5284471000.0,15624000.0,,,,,,,,15624000.0,,,4942055000.0,16366000.0,,537657000.0,15322000.0,0.306667,,,66902000.0,186118776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,3061036000.0,,138718000.0,-2096000.0,,8762000.0,,-13172000.0,247028000.0,,,,,,,,,,118661000.0,,,547938000.0,,,,,,,,,,-16043000.0,,,2189000.0,4853000.0,,23553000.0,-85257000.0,,-49854000.0,185486000.0,,2646367000.0,0.333333,100551000.0,1543526000.0,,414669000.0,,185466301.0,2262206000.0,,-20366000.0,,361685000.0,59799000.0,,1731756000.0,,1318000.0,,,,,-560214000.0,0.0,,,,153303000.0,,,,,,,,,,,-3473000.0,,,-50921000.0,,82166000.0,,,,,,144107000.0,61544000.0,61339000.0,-66209000.0,,,,,,,,-1743000.0,25981000.0,,546210000.0,82902000.0,2619182000.0,,1946854000.0,39007000.0,,,150921000.0,,300910000.0,128367000.0,,,,,7929000.0,,255976000.0,,,0.0,,,,77898000.0,,,,15624000.0,,,,,,,,,,,,61339000.0,5329498000.0,23553000.0,,,,,,,,23553000.0,,,4967813000.0,16147000.0,,534709000.0,16367000.0,0.333333,,,68568000.0,184904853.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,3130014000.0,-91165000.0,115206000.0,-145083000.0,,-48424000.0,-94694000.0,-12171000.0,233998000.0,506918000.0,,,,,10974000.0,136018000.0,,-238833000.0,102064000.0,4278729000.0,-31592000.0,531937000.0,17348000.0,,,64236000.0,2117287000.0,362427000.0,-95764000.0,-16674000.0,-132454000.0,-17744000.0,2751740000.0,86964000.0,-21133000.0,5885000.0,,10974000.0,-193537000.0,-1540441000.0,0.0,172300000.0,-13477000.0,2751740000.0,0.28,85792000.0,1259495000.0,10557000.0,378274000.0,,184712254.0,1985200000.0,,-118427000.0,1259495000.0,362427000.0,62276000.0,5121798000.0,1422825000.0,,-4656000.0,,3130014000.0,-0.52,14484000.0,-487755000.0,0.0,-95764000.0,-65990000.0,-1540441000.0,152120000.0,0.0,2147127000.0,14353000.0,90349000.0,1177409000.0,4759371000.0,338166000.0,237484000.0,,,-2142000.0,452493000.0,-0.52,67283000.0,,86964000.0,1985200000.0,-12750000.0,-230517000.0,,,113675000.0,52388000.0,52061000.0,-70454000.0,-470534000.0,-109844000.0,269434000.0,,,,,578000.0,22217000.0,0.0,452493000.0,90349000.0,2738288000.0,185237896.0,2147127000.0,33404000.0,,255192000.0,136018000.0,2738288000.0,297939000.0,131934000.0,576999000.0,939878000.0,378274000.0,20318000.0,-12579000.0,1422825000.0,255192000.0,511294000.0,,0.0,,-1429195000.0,152120000.0,43221000.0,,207384000.0,-495010000.0,23553000.0,22217000.0,432960000.0,-1184000.0,-12171000.0,,-3379000.0,10974000.0,,10974000.0,,-126286000.0,52061000.0,5121798000.0,10974000.0,,,185237896.0,,,,,10974000.0,115206000.0,,4759371000.0,14484000.0,4278729000.0,511294000.0,16850000.0,0.28,,,69658000.0,183943261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,3039040000.0,,111259000.0,17473000.0,,30641000.0,,-14947000.0,227488000.0,,,,,,,,,,90979000.0,,,514680000.0,,,,,,,,,,-17791000.0,,,1898000.0,5299000.0,,9263000.0,-59042000.0,,,159792000.0,,2671511000.0,0.24,74017000.0,1286546000.0,,367529000.0,,185175876.0,2009576000.0,,-3555000.0,,321153000.0,67682000.0,,1424591000.0,,1088000.0,,,,,-197024000.0,0.0,,,,151116000.0,,,,,,,,,,,-7419000.0,,,-107385000.0,,86358000.0,,,,,,164716000.0,45017000.0,44842000.0,-56575000.0,,,,,,,,222000.0,20407000.0,,454344000.0,90487000.0,2718194000.0,,2066051000.0,29000000.0,,,131580000.0,,287192000.0,136509000.0,,,,,-1711000.0,,236746000.0,,,0.0,,,,108141000.0,,,,10974000.0,,,,,,,,,,,,44842000.0,5055371000.0,9263000.0,,,,,,,,9263000.0,,,4734218000.0,13796000.0,,505075000.0,17184000.0,0.246667,,,68591000.0,184167435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,5535831000.0,,243215000.0,7890000.0,,-60923000.0,,-1673000.0,311377000.0,,,,,,,,,,63495000.0,,,727639000.0,,,,,,,,,,-17794000.0,,,1700000.0,21106000.0,,55624000.0,1136000.0,,,161899000.0,,4851189000.0,0.133333,42985000.0,1296241000.0,,684642000.0,,210880732.0,5550734000.0,,56759000.0,,734068000.0,152737000.0,,4299463000.0,,-111000.0,,,,,-3263981000.0,0.0,,,,351936000.0,,,,,,,,,,,-15968000.0,,,-49482000.0,,111453000.0,,,,,,94930000.0,27720000.0,27489000.0,-55512000.0,,,,,,,,-25000.0,21920000.0,,737946000.0,134257000.0,4788084000.0,,3761307000.0,15265000.0,,,269334000.0,,416262000.0,247882000.0,,,,,46361000.0,,502833000.0,,,0.0,,,,39418000.0,,,,9263000.0,,,,,,,,,,,,27489000.0,11093552000.0,55624000.0,,,,,,,,55624000.0,,,10359484000.0,15916000.0,,1160484000.0,20485000.0,0.133333,,,98429000.0,210305335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,5566327000.0,,247295000.0,10605000.0,,10689000.0,,-13024000.0,448612000.0,,,,,,,,,,166348000.0,,,1084922000.0,,,,,,,,,,-25416000.0,,,3975000.0,9071000.0,,119335000.0,-95141000.0,,,311675000.0,,4877077000.0,0.333333,131366000.0,1359442000.0,,689250000.0,,263650138.0,5614115000.0,,-66907000.0,,784633000.0,129576000.0,,4351170000.0,,-1126000.0,,,,,-151758000.0,0.0,,,,356409000.0,,,,,,,,,,,-8539000.0,,,-120073000.0,,114486000.0,,,,6905000.0,,279185000.0,88881000.0,88617000.0,-92847000.0,,,,,,,,-7361000.0,24338000.0,,858697000.0,130724000.0,4773096000.0,,3661971000.0,42485000.0,,,266906000.0,,636310000.0,282264000.0,,,,,63711000.0,,498291000.0,,,0.0,,,,186338000.0,,,,55624000.0,,,,,,,,,,,,88617000.0,11187693000.0,119335000.0,,,,,,,,119335000.0,,,10403060000.0,19987000.0,,1164308000.0,27621000.0,0.34,,,152687000.0,263005450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,5538225000.0,0.0,251253000.0,6330000.0,,-15581000.0,247321000.0,-43001000.0,430674000.0,938175000.0,,,,,154382000.0,269402000.0,,-344723000.0,162202000.0,6633606000.0,114044000.0,1048622000.0,-5252000.0,,,92709000.0,3375863000.0,832569000.0,246540000.0,54219000.0,42298000.0,-31546000.0,4846048000.0,165059000.0,4186000.0,9296000.0,19870000.0,154382000.0,-143348000.0,-1895551000.0,,284620000.0,-36132000.0,4846048000.0,0.326667,112997000.0,1413488000.0,-35174000.0,692177000.0,,263894715.0,5647515000.0,,62340000.0,1413488000.0,832569000.0,124267000.0,11193102000.0,4390261000.0,,-160000.0,,5538225000.0,1.073333,12605000.0,-101281000.0,6339000.0,246540000.0,-92547000.0,-1895551000.0,361447000.0,6339000.0,3616760000.0,10974000.0,134081000.0,1957712000.0,10360533000.0,450589000.0,474263000.0,,,-4206000.0,867841000.0,1.066667,-77929000.0,,165059000.0,5647515000.0,11759000.0,48637000.0,4529000.0,,256481000.0,85703000.0,85592000.0,-139789000.0,-296395000.0,-354869000.0,463912000.0,,,,,-21787000.0,24836000.0,0.0,867841000.0,134081000.0,4738055000.0,230325012.0,3616760000.0,27294000.0,,485138000.0,269402000.0,4738055000.0,617948000.0,268472000.0,795312000.0,1418151000.0,692177000.0,44772000.0,35089000.0,4390261000.0,485138000.0,1067158000.0,,0.0,,-3714044000.0,361447000.0,116692000.0,,917986000.0,-25902000.0,119335000.0,24836000.0,479976000.0,-309000.0,-43001000.0,,143450000.0,154382000.0,,154382000.0,,361365000.0,85592000.0,11193102000.0,154382000.0,,,231081496.0,,,,,154382000.0,251253000.0,,10360533000.0,12605000.0,6633606000.0,1067158000.0,27418000.0,0.326667,,,144205000.0,263097300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,5816200000.0,,247676000.0,-26528000.0,,-10844000.0,,-25415000.0,447886000.0,,,,,,,,,,168085000.0,,,1091266000.0,,,,,,,,,,-31707000.0,,,15613000.0,12989000.0,,268469000.0,-412859000.0,,,178030000.0,,5091078000.0,0.053333,-1851000.0,1395271000.0,,725122000.0,,263903223.0,5645724000.0,,-344265000.0,,877343000.0,129051000.0,,4529645000.0,,22611000.0,,,,,-170374000.0,14585000.0,,,,331803000.0,,,,,,,,,,,-18953000.0,,,239414000.0,,242813000.0,,,,2369000.0,,287477000.0,15020000.0,14874000.0,-91205000.0,,,,,,,,-140805000.0,35360000.0,,812648000.0,139017000.0,4721669000.0,,3946178000.0,-16871000.0,,,260603000.0,,643380000.0,279801000.0,,,,,114114000.0,,486413000.0,,,0.0,,,,196272000.0,,,,154382000.0,,,,,,,,,,,,14874000.0,11469432000.0,268469000.0,,,,,,,,268469000.0,,,10592089000.0,42466000.0,,1097962000.0,29131000.0,0.053333,,,150750000.0,263061945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,5847377000.0,,239150000.0,16150000.0,,-47446000.0,,26108000.0,489669000.0,,,,,,,,,,205730000.0,,,1175569000.0,,,,,,,,,,-31756000.0,,,4105000.0,10375000.0,,399741000.0,-115120000.0,,,365311000.0,,5121978000.0,0.47,176562000.0,1487171000.0,,725399000.0,,264109594.0,5800247000.0,,-3671000.0,,1049196000.0,126350000.0,,4589573000.0,,-37000.0,,,,,-415388000.0,8731000.0,,,,335397000.0,,,,,,,,,,,-4846000.0,,,-18326000.0,,203472000.0,,,,5366000.0,,264429000.0,123887000.0,123656000.0,-111412000.0,,,,,,,,1992000.0,33462000.0,,822209000.0,140070000.0,4729335000.0,,3963909000.0,52675000.0,,,270621000.0,,685900000.0,283939000.0,,,,,131550000.0,,547671000.0,,,0.0,,,,153017000.0,,,,268469000.0,,,,,,,,,,,,123656000.0,11655363000.0,399741000.0,,,,,,,,399741000.0,,,10606167000.0,42096000.0,,1083787000.0,31160000.0,0.47,,,157589000.0,263387338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,5916419000.0,,276970000.0,-593000.0,,34450000.0,,114779000.0,511356000.0,,,,,,,,,,219602000.0,,,1206478000.0,,,,,,,,,,-31738000.0,,,11276000.0,9043000.0,,495254000.0,-155583000.0,,,383826000.0,,5096630000.0,0.47,187800000.0,1578635000.0,,819789000.0,,264299472.0,5988499000.0,,-46066000.0,,1192943000.0,128200000.0,,4688348000.0,,5251000.0,,,,,-80962000.0,109155000.0,,,,341782000.0,,,,,,,,,,,-528000.0,,,-85929000.0,,136095000.0,,,,969000.0,,336469000.0,123410000.0,123227000.0,-114768000.0,,,,,,,,-987000.0,16074000.0,,829087000.0,142787000.0,4783928000.0,,3925761000.0,64390000.0,,,347439000.0,,695122000.0,291754000.0,,,,,95235000.0,,588534000.0,,,0.0,,,,221701000.0,,,,399741000.0,,,,,,,,,,,,123227000.0,11910275000.0,495254000.0,,,,,,,,495254000.0,,,10717332000.0,36519000.0,,1108961000.0,32471000.0,0.47,,,163555000.0,263443064.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,5740611000.0,0.0,330523000.0,-142312000.0,,-46889000.0,577420000.0,108413000.0,476802000.0,1142122000.0,,,,,433815000.0,278039000.0,,-479287000.0,190174000.0,7194006000.0,-68910000.0,1157175000.0,-38934000.0,,,125297000.0,4630488000.0,1176868000.0,576817000.0,50012000.0,-153283000.0,-36774000.0,4938012000.0,247669000.0,-5678000.0,6954000.0,10814000.0,433815000.0,-282670000.0,-2373072000.0,,339123000.0,-35914000.0,4938012000.0,1.19,145999000.0,1856946000.0,-70729000.0,802599000.0,,264610894.0,6268670000.0,,-16693000.0,1856946000.0,1176868000.0,126038000.0,12014681000.0,4681774000.0,,-104075000.0,,5740611000.0,2.19,30882000.0,-103382000.0,1596000.0,576817000.0,-131975000.0,-2373072000.0,347673000.0,1596000.0,3899572000.0,154382000.0,145197000.0,2704775000.0,10837813000.0,707973000.0,509638000.0,,,-11587000.0,690767000.0,2.18,-78399000.0,,247669000.0,6268670000.0,25316000.0,-410695000.0,2110000.0,,298885000.0,315128000.0,315086000.0,-161902000.0,-966232000.0,56760000.0,632484000.0,,,,,-13683000.0,17958000.0,0.0,690767000.0,145197000.0,4820934000.0,263682608.0,3899572000.0,-169129000.0,,554458000.0,278039000.0,4820934000.0,680373000.0,286628000.0,1187260000.0,1925713000.0,802599000.0,39361000.0,-61316000.0,4681774000.0,554458000.0,1087436000.0,,0.0,,-770106000.0,347673000.0,136983000.0,,1266291000.0,-154957000.0,495254000.0,17958000.0,783591000.0,-76250000.0,108413000.0,,279583000.0,433815000.0,,433815000.0,,508510000.0,315086000.0,12014681000.0,433815000.0,,,264302411.0,,,,,433815000.0,330523000.0,,10837813000.0,30882000.0,7194006000.0,1087436000.0,32534000.0,1.19,,,160590000.0,263825060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
