,annualRetainedEarnings,quarterlyTotalNonCurrentAssets,annualNetIncome,annualNetOtherInvestingChanges,quarterlyLongTermDebt,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,annualAccountsReceivable,quarterlyBasicAverageShares,quarterlyFreeCashFlow,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,trailingChangeInWorkingCapital,quarterlyCurrentAccruedExpenses,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualPretaxIncome,annualCommonStockIssuance,trailingSaleOfInvestment,annualInvestingCashFlow,trailingCommonStockIssuance,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualOperatingIncome,annualAccountsPayable,trailingInvestingCashFlow,quarterlyInvestmentsAndAdvances,annualTotalRevenue,annualPurchaseOfInvestment,trailingChangeInAccountPayable,annualOtherNonCashItems,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualStockholdersEquity,annualOtherCurrentAssets,trailingPurchaseOfInvestment,annualLongTermDebt,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTaxProvision,annualDepreciationAndAmortization,annualTotalAssets,quarterlyEndCashPosition,quarterlyInventory,quarterlyOtherIncomeExpense,trailingEndCashPosition,annualCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,annualCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyDilutedEPS,trailingOperatingCashFlow,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,quarterlyChangeInAccountPayable,annualIncomeTaxPayable,quarterlyCashDividendsPaid,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,annualInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualOtherNonCurrentAssets,annualOperatingCashFlow,annualEbitda,annualNetPPE,annualCurrentAssets,trailingPretaxIncome,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,annualGrossPPE,trailingNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,annualBeginningCashPosition,quarterlyChangeInInventory,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,annualInterestExpense,annualBasicAverageShares,trailingChangesInAccountReceivables,annualSellingGeneralAndAdministration,quarterlyOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlyCapitalStock,annualCapitalExpenditure,trailingDeferredIncomeTax,trailingRepaymentOfDebt,annualOtherIncomeExpense,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,annualBasicEPS,annualTotalNonCurrentAssets,trailingCapitalExpenditure,annualRepaymentOfDebt,trailingGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,trailingInterestExpense,quarterlyAccountsPayable,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyNetPPE,annualNetOtherFinancingCharges,annualChangeInInventory,quarterlyTaxProvision,annualInventory,trailingChangeInInventory,trailingTaxProvision,quarterlyEbitda,trailingNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,trailingDepreciationAndAmortization,annualCostOfRevenue,trailingOtherNonCashItems,annualCapitalStock,annualCurrentDebt,annualOperatingExpense,quarterlyPretaxIncome,annualFreeCashFlow,quarterlyCurrentAssets,annualGrossProfit,trailingFreeCashFlow,trailingOperatingExpense,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyOperatingCashFlow,quarterlyBasicEPS,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyCapitalExpenditure,trailingNetIncomeContinuousOperations,trailingCostOfRevenue,quarterlyCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,annualChangesInAccountReceivables,annualDilutedEPS,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,annualTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyGrossPPE,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,trailingSellingGeneralAndAdministration,trailingBasicAverageShares,quarterlyGoodwill,quarterlyStockBasedCompensation,annualResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,annualOtherIntangibleAssets,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,annualCurrentDeferredRevenue,annualStockBasedCompensation,annualPurchaseOfBusiness,annualGoodwill,quarterlyPurchaseOfBusiness,trailingCashDividendsPaid,annualOtherShortTermInvestments,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares
1049068800,,26053000000.0,,,4279000000.0,,,673000000.0,,382000000.0,461000000.0,,21863000000.0,,1874000000.0,35293000000.0,2433000000.0,1391000000.0,,,,,,,-278000000.0,-354000000.0,,,,,,,,,,,,,,,,,,,,4568000000.0,240000000.0,3000000.0,,,,,,,1744000000.0,-0.93,,375000000.0,5264000000.0,0.0,,,,,,-354000000.0,-340000000.0,,,,,32005000000.0,,,,5203000000.0,,,,,,,,,30000000.0,1999000000.0,,,,,,,107000000.0,,,,,,,,1345000000.0,-797000000.0,1216000000.0,6318000000.0,,,,,3895000000.0,4568000000.0,,,,,,4568000000.0,3288000000.0,,2385000000.0,,,382000000.0,18866000000.0,,,-209000000.0,,,,207000000.0,,-13223000000.0,,21000000.0,,,,,,,-487000000.0,,9240000000.0,,,,,,,-2233000000.0,933000000.0,-0.93,-95000000.0,,-129000000.0,5264000000.0,-472000000.0,,,80000000.0,,,,2607000000.0,771000000.0,,,-48000000.0,,9523000000.0,32089000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,,25165000000.0,,,10657000000.0,,,296000000.0,,384000000.0,238000000.0,,21206000000.0,,1879000000.0,34508000000.0,2204000000.0,890000000.0,,,,,,,219000000.0,227000000.0,,,,,,,,,,,,,,,,,,,,4864000000.0,357000000.0,8000000.0,,,,,,,1656000000.0,0.56,,364000000.0,5583000000.0,0.0,,,,,,227000000.0,-412000000.0,,,,,31011000000.0,,,,0.0,,,,,,,,,117000000.0,1918000000.0,,,,,,,-117000000.0,,,,,,,,1316000000.0,-852000000.0,2036000000.0,6354000000.0,,,,,4568000000.0,4864000000.0,,,,,,4864000000.0,3497000000.0,,1728000000.0,,,405357143.0,18972000000.0,,,145000000.0,,,,1080000000.0,,-13462000000.0,,33000000.0,,,,,,,364000000.0,,9343000000.0,,,,,,,-2005000000.0,676000000.0,0.59,464000000.0,,720000000.0,5583000000.0,-438000000.0,,,32000000.0,,,,2926000000.0,-467000000.0,,,-105000000.0,,9190000000.0,32434000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,,20040000000.0,,,4260000000.0,,,174000000.0,,387000000.0,1034000000.0,,18987000000.0,,1523000000.0,27760000000.0,2049000000.0,912000000.0,,,,,,,508000000.0,510000000.0,,,,,,,,,,,,,,,,,,,,4675000000.0,371000000.0,-5000000.0,,,,,,,1072000000.0,1.24,,342000000.0,600000000.0,-2000000.0,,,,,,510000000.0,-441000000.0,,,,,23693000000.0,,,,0.0,,,,,,,,,-171000000.0,625000000.0,,,,,,,-86000000.0,,,,,,,,1009000000.0,-849000000.0,2191000000.0,6411000000.0,,,,,4864000000.0,4675000000.0,,,,,,4675000000.0,4067000000.0,,956000000.0,,,411290323.0,16026000000.0,,,333000000.0,,,,1494000000.0,,-12828000000.0,,66000000.0,,,,,,,841000000.0,,7720000000.0,,,,,,,-1495000000.0,1307000000.0,1.32,-297000000.0,,1182000000.0,600000000.0,-273000000.0,,,-692000000.0,,,,3103000000.0,-178000000.0,,,492000000.0,,3079000000.0,28854000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,-1458000000.0,23027000000.0,420000000.0,-112000000.0,4184000000.0,,,-1017000000.0,2687000000.0,,-929000000.0,,18293000000.0,,1293000000.0,30175000000.0,2687000000.0,1012000000.0,1249000000.0,166000000.0,,-1761000000.0,,,37000000.0,37000000.0,2343000000.0,1245000000.0,,,10435000000.0,,,84000000.0,,,4215000000.0,511000000.0,,4184000000.0,3658000000.0,,458000000.0,,30175000000.0,3658000000.0,292000000.0,1000000.0,,1293000000.0,3138000000.0,,,3658000000.0,983000000.0,,,290000000.0,600000000.0,-2000000.0,,,,,,15000000.0,-568000000.0,,,,3658000000.0,25960000000.0,,,,0.0,-795000000.0,0.0,2502000000.0,3565000000.0,18107000000.0,7148000000.0,,126000000.0,-88000000.0,511000000.0,600000000.0,398000000.0,29222000000.0,,,3532000000.0,79000000.0,18293000000.0,,,1147000000.0,385000000.0,,,1245000000.0,-795000000.0,1526000000.0,6468000000.0,-1698000000.0,,,-9000000.0,4675000000.0,3658000000.0,1.09,23027000000.0,,,,3658000000.0,4215000000.0,,1245000000.0,,-615000000.0,,18107000000.0,-4000000.0,-17000000.0,4000000.0,292000000.0,,,593000000.0,,-11115000000.0,791000000.0,46000000.0,,3747000000.0,,6468000000.0,600000000.0,4345000000.0,41000000.0,804000000.0,7148000000.0,6688000000.0,,,-11115000000.0,,190000000.0,-1458000000.0,-414000000.0,,12000000.0,-702000000.0,281000000.0,600000000.0,-515000000.0,,,-35000000.0,385000000.0,,1.06,2538000000.0,-828000000.0,,25960000000.0,-149000000.0,,3138000000.0,29222000000.0,,983000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1080691200,,35270000000.0,,,19042000000.0,,,-198000000.0,,393000000.0,545000000.0,,26733000000.0,,1596000000.0,42139000000.0,2614000000.0,1139000000.0,,,,,,,3033000000.0,3033000000.0,,,,,,,,,,,,,,,,,,,,3460000000.0,210000000.0,-27000000.0,,,,,,,2929000000.0,-5.67,,231000000.0,294000000.0,0.0,,,,,,3033000000.0,-7306000000.0,,,,,34826000000.0,,,,9981000000.0,,,,,,,,,-6982000000.0,585000000.0,,,,,,,82000000.0,,,,,,,,-3771000000.0,-802000000.0,1583000000.0,6540000000.0,,,,,3658000000.0,3460000000.0,,,,,,3460000000.0,7313000000.0,,1406000000.0,,,393000000.0,18296000000.0,,,2076000000.0,,,,5666000000.0,,-11236000000.0,,58000000.0,,,,,,,5109000000.0,,6869000000.0,,,,,,,1575000000.0,887000000.0,-5.67,-33000000.0,,5354000000.0,294000000.0,-342000000.0,,,6221000000.0,,,,2722000000.0,328000000.0,,,1926000000.0,,3296000000.0,29532000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,28339000000.0,,,8728000000.0,,,-2040000000.0,,397000000.0,-571000000.0,,16707000000.0,,2692000000.0,35083000000.0,2851000000.0,963000000.0,,,,,,,372000000.0,372000000.0,,,,,,,,,,,,,,,,,,,,1420000000.0,287000000.0,-14000000.0,,,,,,,3015000000.0,0.88,,176000000.0,748000000.0,-229000000.0,,,,,,372000000.0,4706000000.0,,,,,27355000000.0,,,,2986000000.0,,,,,,,,,5094000000.0,2186000000.0,,,,,,,-77000000.0,,,,,,,,1114000000.0,-798000000.0,1786000000.0,6579000000.0,,,,,3460000000.0,1420000000.0,,,,,,1420000000.0,7728000000.0,,2676000000.0,,,422727273.0,18542000000.0,,,135000000.0,,,,1025000000.0,,-11254000000.0,,39000000.0,,,,,,,507000000.0,,6744000000.0,,,,,,,1947000000.0,-176000000.0,0.89,-1123000000.0,,672000000.0,748000000.0,-395000000.0,,,-6570000000.0,,,,2749000000.0,336000000.0,,,127000000.0,,6116000000.0,29796000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,27932000000.0,,,9383000000.0,,,436000000.0,,399000000.0,406000000.0,,16763000000.0,,1827000000.0,35370000000.0,2807000000.0,1031000000.0,,,,,,,228000000.0,228000000.0,,,,,,,,,,,,,,,,,,,,1856000000.0,353000000.0,4000000.0,,,,,,,3171000000.0,0.53,,159000000.0,747000000.0,139000000.0,,,,0.0,,228000000.0,-288000000.0,,,,,27382000000.0,,,,2597000000.0,,,,,,,,,82000000.0,2422000000.0,,,,,,,-66000000.0,,,,,,,,1083000000.0,-796000000.0,1592000000.0,6609000000.0,,,,,1420000000.0,1856000000.0,,,,,,1856000000.0,7988000000.0,,3535000000.0,,,430188679.0,18700000000.0,,,141000000.0,,,,915000000.0,,-11395000000.0,,24000000.0,,,,,,,369000000.0,,7438000000.0,,,,,-4000000.0,,2175000000.0,779000000.0,0.55,1258000000.0,,509000000.0,747000000.0,-373000000.0,,,-55000000.0,,,,2623000000.0,-1224000000.0,,,307000000.0,,6109000000.0,30095000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,2863000000.0,28132000000.0,4504000000.0,-1888000000.0,7903000000.0,,,-884000000.0,3106000000.0,,411000000.0,-90000000.0,14425000000.0,,1945000000.0,34540000000.0,3106000000.0,1395000000.0,6286000000.0,162000000.0,,-3412000000.0,,,187000000.0,871000000.0,7118000000.0,3625000000.0,,,11080000000.0,,,-912000000.0,,,8633000000.0,2026000000.0,,7903000000.0,972000000.0,,2466000000.0,,34540000000.0,972000000.0,304000000.0,-52000000.0,,1945000000.0,6918000000.0,,,972000000.0,3652000000.0,,,232000000.0,1348000000.0,1000000.0,,,,-2000000.0,,871000000.0,-524000000.0,,,,972000000.0,25907000000.0,-393000000.0,,,2617000000.0,-748000000.0,2617000000.0,2350000000.0,8615000000.0,18989000000.0,6408000000.0,,-2686000000.0,-82000000.0,2026000000.0,1348000000.0,4504000000.0,30509000000.0,,,3658000000.0,49000000.0,14425000000.0,,,797000000.0,398000000.0,,,1017000000.0,-748000000.0,1585000000.0,6518000000.0,-1559000000.0,,,-98000000.0,1856000000.0,972000000.0,10.8,28132000000.0,,,,972000000.0,8633000000.0,,3625000000.0,,-1624000000.0,,18989000000.0,-1000000.0,-12000000.0,114000000.0,304000000.0,,,1009000000.0,,-11520000000.0,3820000000.0,41000000.0,,4494000000.0,,6518000000.0,1348000000.0,-532000000.0,301000000.0,791000000.0,6408000000.0,6586000000.0,,,-11520000000.0,-378000000.0,2607000000.0,2863000000.0,860000000.0,,-1014000000.0,670000000.0,568000000.0,1348000000.0,-449000000.0,,,-1220000000.0,426111637.0,,10.57,2980000000.0,1230000000.0,,25907000000.0,247000000.0,,6918000000.0,30509000000.0,,3652000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1112227200,,28045000000.0,,,6722000000.0,,,409000000.0,,388000000.0,699000000.0,,15490000000.0,,2560000000.0,34437000000.0,2884000000.0,1016000000.0,,,,,,,218000000.0,218000000.0,,,,,,,,,,,,,,,,,,,,1381000000.0,214000000.0,-1000000.0,,,,,,,3609000000.0,0.54,,161000000.0,457000000.0,0.0,,,,-1069000000.0,,218000000.0,-286000000.0,,,,,26616000000.0,,,,2565000000.0,,,,,,,,,52000000.0,1913000000.0,,,,,,,90000000.0,,,,,,,,1152000000.0,-753000000.0,1653000000.0,6196000000.0,,,,,972000000.0,1381000000.0,,,,,,1381000000.0,7821000000.0,,3715000000.0,,,403703704.0,19068000000.0,,,142000000.0,,,,886000000.0,,-11728000000.0,,120000000.0,,,,,,,360000000.0,,6392000000.0,,,,,-2000000.0,,2379000000.0,1048000000.0,0.55,14000000.0,,501000000.0,457000000.0,-349000000.0,,,-353000000.0,,,,2669000000.0,514000000.0,,,-63000000.0,,6732000000.0,30796000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,27992000000.0,,,9058000000.0,,,113000000.0,,370000000.0,81000000.0,,15582000000.0,,1979000000.0,34417000000.0,2889000000.0,834000000.0,,,,,,,267000000.0,267000000.0,,,,,,,,,,,,,,,,,,,,1494000000.0,312000000.0,0.0,,,,,,,3574000000.0,0.7,,131000000.0,724000000.0,-6000000.0,,,,950000000.0,,267000000.0,-167000000.0,,,,,26353000000.0,,,,2461000000.0,,,,,,,,,281000000.0,1730000000.0,,,,,,,-98000000.0,,,,,,,,1126000000.0,-751000000.0,1664000000.0,6282000000.0,,,,,1381000000.0,1494000000.0,,,,,,1494000000.0,8064000000.0,,3868000000.0,,,370000000.0,19295000000.0,,,156000000.0,,,,992000000.0,,-11891000000.0,,70000000.0,,,,,,,423000000.0,,6425000000.0,,,,,-1185000000.0,,2533000000.0,535000000.0,0.7,23000000.0,,538000000.0,724000000.0,-454000000.0,,,-255000000.0,,,,2498000000.0,-139000000.0,,,-52000000.0,,6571000000.0,31186000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,28153000000.0,,,6976000000.0,,,-261000000.0,,372000000.0,19000000.0,,15207000000.0,,1923000000.0,34160000000.0,2603000000.0,1068000000.0,,,,,,,239000000.0,252000000.0,,,,,,,,,,,,,,,,,,,,1233000000.0,401000000.0,-14000000.0,,,,,,,3281000000.0,0.65,,145000000.0,520000000.0,64000000.0,,,,-116000000.0,,252000000.0,-390000000.0,,,,,25925000000.0,,,,2605000000.0,,,,,,,,,123000000.0,1770000000.0,,,,,,,-89000000.0,,,,,,,,1221000000.0,-749000000.0,1736000000.0,6312000000.0,,,,,1494000000.0,1233000000.0,,,,,,1233000000.0,8235000000.0,,3972000000.0,,,387692308.0,19548000000.0,,,139000000.0,,,,996000000.0,,-11907000000.0,,41000000.0,,,,,,,378000000.0,,6007000000.0,,,,,-58000000.0,,2672000000.0,534000000.0,0.66,81000000.0,,515000000.0,520000000.0,-515000000.0,,,-405000000.0,,,,2804000000.0,396000000.0,,,-543000000.0,,6415000000.0,31455000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,2139000000.0,28094000000.0,917000000.0,367000000.0,9542000000.0,,,-520000000.0,3149000000.0,,-194000000.0,-350000000.0,16166000000.0,,2070000000.0,34074000000.0,3149000000.0,1682000000.0,1448000000.0,243000000.0,,-1398000000.0,,,180000000.0,180000000.0,1970000000.0,3994000000.0,,,11703000000.0,,,,,,7218000000.0,1754000000.0,,9542000000.0,713000000.0,,544000000.0,,34074000000.0,713000000.0,364000000.0,-3000000.0,,2070000000.0,6932000000.0,,,713000000.0,3092000000.0,,,145000000.0,868000000.0,-10000000.0,,,,-115000000.0,,180000000.0,-555000000.0,,,,713000000.0,26856000000.0,-2347000000.0,,,2561000000.0,-748000000.0,2561000000.0,2409000000.0,3705000000.0,19955000000.0,5980000000.0,,-259000000.0,-89000000.0,1754000000.0,868000000.0,917000000.0,32030000000.0,,,972000000.0,37000000.0,16166000000.0,,,583000000.0,372000000.0,,,1635000000.0,-748000000.0,2051000000.0,5827000000.0,-1804000000.0,,,-19000000.0,1233000000.0,713000000.0,2.4,28094000000.0,,,,713000000.0,7218000000.0,,3994000000.0,,-1270000000.0,,19955000000.0,48000000.0,-60000000.0,108000000.0,364000000.0,,,831000000.0,,-12075000000.0,904000000.0,12000000.0,,4601000000.0,,5827000000.0,868000000.0,5132000000.0,288000000.0,605000000.0,5980000000.0,7102000000.0,,,-12075000000.0,-1102000000.0,-659000000.0,2139000000.0,292000000.0,,,383000000.0,416000000.0,868000000.0,-486000000.0,,,-257000000.0,386919831.0,,2.37,3733000000.0,-388000000.0,,26856000000.0,-1000000.0,,6932000000.0,32030000000.0,,3092000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1143763200,,28083000000.0,,,9385000000.0,,,190000000.0,,344000000.0,553000000.0,,15748000000.0,,2420000000.0,34074000000.0,3120000000.0,1403000000.0,,,,,,,214000000.0,214000000.0,,,,,,,,,,,,,,,,,,,,903000000.0,218000000.0,0.0,,,,,,,3046000000.0,0.6,,154000000.0,635000000.0,-198000000.0,,,,-117000000.0,,214000000.0,-552000000.0,,,,,26465000000.0,,,,2468000000.0,,,,,,,,,21000000.0,1750000000.0,,,,,,,146000000.0,,,,,,,,1276000000.0,-726000000.0,1745000000.0,6096000000.0,,,,,713000000.0,903000000.0,,,,,,903000000.0,7609000000.0,,4018000000.0,,,356666667.0,20254000000.0,,,124000000.0,,,,883000000.0,,-12249000000.0,,66000000.0,,,,,,,338000000.0,,5991000000.0,,,,,-58000000.0,,2239000000.0,1129000000.0,0.61,,,469000000.0,635000000.0,-576000000.0,,,-387000000.0,,,,3148000000.0,485000000.0,,,-30000000.0,,7073000000.0,32503000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,,28377000000.0,,,8961000000.0,,,-482000000.0,,346000000.0,-191000000.0,,15702000000.0,,2009000000.0,33980000000.0,3018000000.0,1149000000.0,,,,,,,232000000.0,232000000.0,,,,,,,,,,,,,,,,,,,,421000000.0,304000000.0,28000000.0,,,,,,,3033000000.0,0.65,,164000000.0,1131000000.0,114000000.0,,,,-111000000.0,,232000000.0,-613000000.0,,,,,26516000000.0,,,,2471000000.0,,,,,,,,,-15000000.0,362000000.0,,,,,,,-86000000.0,,,,,,,,1403000000.0,-726000000.0,1868000000.0,5834000000.0,,,,,903000000.0,1919000000.0,,,,,,1919000000.0,7464000000.0,,3935000000.0,,,346000000.0,20604000000.0,,,138000000.0,,,,931000000.0,,-12376000000.0,,11000000.0,,,,,,,370000000.0,,5603000000.0,,,,,-56000000.0,,2356000000.0,411000000.0,0.65,,,465000000.0,1131000000.0,-602000000.0,,,-280000000.0,,,,3017000000.0,-468000000.0,,,99000000.0,,7075000000.0,32980000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,29133000000.0,,,8797000000.0,,,1000000.0,,347000000.0,149000000.0,,15662000000.0,,2371000000.0,34829000000.0,2704000000.0,1182000000.0,,,,,,,393000000.0,393000000.0,,,,,,,,,,,,,,,,,,,,422000000.0,372000000.0,-22000000.0,,,,,,,2980000000.0,1.09,,152000000.0,1195000000.0,77000000.0,,,,-114000000.0,,393000000.0,-593000000.0,,,,,27069000000.0,,,,2524000000.0,,,,,,,,,-46000000.0,753000000.0,,,,,,,-68000000.0,,,,,,,,1251000000.0,-726000000.0,1986000000.0,5853000000.0,,,,,421000000.0,1867000000.0,,,,,,1867000000.0,7760000000.0,,3988000000.0,,,347000000.0,21361000000.0,,,208000000.0,,,,1210000000.0,,-12439000000.0,,31000000.0,,,,,,,601000000.0,,5696000000.0,,,,,0.0,,2633000000.0,700000000.0,1.09,,,735000000.0,1195000000.0,-551000000.0,,,-106000000.0,,,,3168000000.0,259000000.0,,,-241000000.0,,7554000000.0,33800000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,2671000000.0,28936000000.0,991000000.0,-42000000.0,8633000000.0,,,34000000.0,2950000000.0,,-199000000.0,-456000000.0,15098000000.0,,2346000000.0,34803000000.0,2950000000.0,1285000000.0,1545000000.0,131000000.0,,-2427000000.0,,,152000000.0,152000000.0,2108000000.0,4234000000.0,,,12539000000.0,,,151000000.0,,,7811000000.0,2131000000.0,,8633000000.0,456000000.0,,554000000.0,,34803000000.0,456000000.0,330000000.0,-19000000.0,,2346000000.0,8250000000.0,,,456000000.0,2946000000.0,,,268000000.0,1670000000.0,10000000.0,,,,-114000000.0,,152000000.0,-669000000.0,,,,456000000.0,26992000000.0,-114000000.0,,,2249000000.0,-737000000.0,2249000000.0,2714000000.0,3864000000.0,21785000000.0,5867000000.0,,-257000000.0,-2000000.0,2131000000.0,1670000000.0,991000000.0,34214000000.0,,,713000000.0,40000000.0,15098000000.0,,,738000000.0,346000000.0,,,1482000000.0,-737000000.0,1921000000.0,0.0,-2402000000.0,,,-13000000.0,422000000.0,456000000.0,2.78,28936000000.0,,,,456000000.0,7811000000.0,,4234000000.0,,-544000000.0,,21785000000.0,3000000.0,32000000.0,84000000.0,330000000.0,,,857000000.0,,-12429000000.0,991000000.0,23000000.0,,5019000000.0,,0.0,1670000000.0,5412000000.0,236000000.0,312000000.0,5867000000.0,7520000000.0,,,-12429000000.0,0.0,-285000000.0,2671000000.0,474000000.0,,188000000.0,126000000.0,439000000.0,1670000000.0,-673000000.0,,,229000000.0,359057971.0,,2.76,3206000000.0,-150000000.0,,26992000000.0,-113000000.0,,8250000000.0,34214000000.0,,2946000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1175299200,,29154000000.0,,,9245000000.0,,,-33000000.0,,349000000.0,301000000.0,,15906000000.0,,2058000000.0,34785000000.0,3003000000.0,1477000000.0,,,,,,,256000000.0,256000000.0,,,,,,,,,,,,,,,,,,,,37000000.0,255000000.0,4000000.0,,,,,,,3049000000.0,0.71,,190000000.0,875000000.0,14000000.0,,,,-130000000.0,,256000000.0,-698000000.0,,,,,26808000000.0,,,,2283000000.0,,,,,,,,,-29000000.0,477000000.0,,,,,,,75000000.0,,,,,,,,1350000000.0,-732000000.0,1879000000.0,0.0,,,,,70000000.0,1896000000.0,,,,,,1896000000.0,7977000000.0,,4023000000.0,,,349000000.0,22145000000.0,,,139000000.0,,,,983000000.0,,-12531000000.0,,,,,,,,,395000000.0,,5631000000.0,,,,,,,2783000000.0,974000000.0,0.71,68000000.0,,529000000.0,875000000.0,-673000000.0,,,-309000000.0,,,,3356000000.0,55000000.0,,,143000000.0,,6956000000.0,34676000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,29590000000.0,,,9444000000.0,,,-57000000.0,,350000000.0,-385000000.0,,16070000000.0,,2237000000.0,35433000000.0,3087000000.0,1280000000.0,,,,,,,269000000.0,269000000.0,,,,,,,,,,,,,,,,,,,,366000000.0,352000000.0,10000000.0,,,,,,,2992000000.0,0.74,,185000000.0,1067000000.0,0.0,,,,-112000000.0,,269000000.0,-685000000.0,,,,,27237000000.0,,,,2422000000.0,,,,,,,,,-42000000.0,610000000.0,,,,,,,-97000000.0,,,,,,,,1352000000.0,-728000000.0,1907000000.0,0.0,,,,,37000000.0,1794000000.0,,,,,,1794000000.0,8196000000.0,,3646000000.0,,,363513514.0,22542000000.0,,,148000000.0,,,,1015000000.0,,-12726000000.0,,,,,,,,,417000000.0,,5843000000.0,,,,,,,2925000000.0,262000000.0,0.75,62000000.0,,555000000.0,1067000000.0,-647000000.0,,,366000000.0,,,,3187000000.0,-489000000.0,,,-41000000.0,,6950000000.0,35268000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
