,quarterlyOperatingIncome,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,trailingNetIncomeContinuousOperations,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyChangeInAccountPayable,quarterlyDeferredIncomeTax,trailingRepurchaseOfCapitalStock,quarterlyGrossPPE,annualCurrentAccruedExpenses,trailingSellingGeneralAndAdministration,trailingNetOtherFinancingCharges,annualOperatingExpense,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,trailingDeferredIncomeTax,annualCashAndCashEquivalents,annualCapitalExpenditure,annualInterestExpense,annualChangesInAccountReceivables,annualDilutedAverageShares,quarterlyChangeInInventory,annualCurrentAssets,quarterlyInvestingCashFlow,trailingChangesInAccountReceivables,trailingCostOfRevenue,quarterlyEndCashPosition,trailingBeginningCashPosition,trailingOperatingExpense,annualOtherNonCurrentAssets,annualNetOtherFinancingCharges,quarterlyCashDividendsPaid,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,annualOtherShortTermInvestments,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualAccumulatedDepreciation,annualChangeInAccountPayable,quarterlyBasicAverageShares,quarterlyStockBasedCompensation,annualChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualCommonStockIssuance,quarterlyPurchaseOfBusiness,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualFreeCashFlow,quarterlyPretaxIncome,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyGoodwill,quarterlyCurrentAssets,quarterlyOperatingExpense,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,trailingChangeInAccountPayable,quarterlyStockholdersEquity,annualRetainedEarnings,annualCashDividendsPaid,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualBeginningCashPosition,annualTaxProvision,annualBasicAverageShares,annualCostOfRevenue,annualNetIncome,quarterlyOtherCurrentAssets,annualTotalAssets,quarterlyRepaymentOfDebt,annualCurrentDebt,annualTotalNonCurrentAssets,annualOtherCurrentAssets,trailingDepreciationAndAmortization,trailingTaxProvision,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,annualPurchaseOfBusiness,annualOtherNonCashItems,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,trailingPurchaseOfBusiness,annualStockholdersEquity,annualInvestingCashFlow,trailingStockBasedCompensation,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,quarterlyInventory,trailingSaleOfInvestment,annualChangeInInventory,quarterlyDilutedAverageShares,annualDepreciationAndAmortization,annualBasicEPS,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingCashDividendsPaid,trailingOperatingCashFlow,quarterlyOtherCurrentLiabilities,trailingPretaxIncome,quarterlyTaxProvision,annualGoodwill,annualCapitalStock,quarterlyNetPPE,annualStockBasedCompensation,trailingNetIncome,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyCostOfRevenue,trailingChangeInInventory,annualNetPPE,quarterlyCurrentAccruedExpenses,annualOtherIntangibleAssets,quarterlyCommonStockIssuance,annualInventory,annualOperatingCashFlow,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,quarterlyBasicEPS,annualEbitda,annualRepaymentOfDebt,quarterlyCapitalStock,trailingChangeInWorkingCapital,quarterlyFreeCashFlow,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,annualGainsLossesNotAffectingRetainedEarnings,annualOtherCurrentLiabilities,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualTotalRevenue,annualDilutedEPS,annualNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,trailingPurchaseOfInvestment,annualPretaxIncome,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,trailingOtherIncomeExpense,annualEndCashPosition,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualOtherIncomeExpense,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,trailingChangeInCashSupplementalAsReported,annualOperatingIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingCashFlowFromContinuingFinancingActivities,annualGrossPPE,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingInvestingCashFlow,annualAccountsPayable,quarterlyCurrentDebt,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingResearchAndDevelopment,trailingDilutedEPS,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingBasicEPS
1309392000,188219000.0,,3588965000.0,0.43,,276386000.0,455859000.0,935000.0,2750000.0,9028000.0,,,,,,,11531000.0,2079731000.0,,,,,,,,-9026000.0,,-32834000.0,,,277691000.0,,,,,-21830000.0,,,250221000.0,,,,3812000.0,,,218500000.0,3812000.0,,,1982051000.0,,,2918119000.0,,149152000.0,670846000.0,,748383000.0,2373859000.0,88167000.0,2142000.0,,,2275899000.0,,,78085000.0,,,,,,,15164000.0,,-491000.0,,,,,,,63794000.0,,1470000.0,,,,,,,,,,98710000.0,95826000.0,5745000.0,1195194000.0,,,236266000.0,,,165997000.0,,132178000.0,,-16282000.0,-34976000.0,2377793000.0,476532000.0,,,,0.0,,53326000.0,,,2176314000.0,,,849401000.0,,1803345000.0,,,201904000.0,,,,,,,116881000.0,,0.45,,,636000.0,,131021000.0,,160810000.0,,469719000.0,,,,,,,,,,,,,,98710000.0,,,,3526594000.0,5900453000.0,,34536000.0,,,,,,,56257000.0,277691000.0,,,,44812000.0,277691000.0,,,1552000.0,,,,,,,,,,,,,,
1317340800,108785000.0,,3656451000.0,0.19,,199243000.0,462339000.0,111992000.0,-4375000.0,7118000.0,,,,,,,14844000.0,2043455000.0,,,,,,,,36346000.0,,-37179000.0,,,456694000.0,,,,,-21865000.0,,,168270000.0,,,,3833000.0,,,218674000.0,3833000.0,,,2003486000.0,,,2938984000.0,,67606000.0,717467000.0,,746737000.0,2496227000.0,90458000.0,947000.0,,,2301568000.0,,,80304000.0,,,,,,,18646000.0,,-105000.0,,,,,,,77391000.0,,4436000.0,,,,,,,,,,43304000.0,39857000.0,3523000.0,1158848000.0,,,235759000.0,,,222463000.0,,131867000.0,,-6281000.0,-38126000.0,2379050000.0,482543000.0,,,,0.0,,27749000.0,,,2168444000.0,,,815868000.0,,1844212000.0,,,239074000.0,,,,,,,179003000.0,,0.2,,,636000.0,,184337000.0,,277691000.0,,460206000.0,,,,,,,,,,,,,,43304000.0,,,,3507254000.0,6003481000.0,,33533000.0,,,,,,,55962000.0,456694000.0,,,,44702000.0,456694000.0,,,1210000.0,,,,,,,,,,,,,,
1325289600,82490000.0,,3608632000.0,,,160135000.0,414240000.0,8976000.0,-35999000.0,5355000.0,,3551561000.0,155883000.0,,,346698000.0,10880000.0,1858345000.0,265692000.0,,390761000.0,-167007000.0,176977000.0,-100602000.0,235992000.0,-40736000.0,2455258000.0,-145988000.0,,,390761000.0,,,134264000.0,19853000.0,-21869000.0,34436000.0,278120000.0,140773000.0,,84830000.0,2508215000.0,5928000.0,-1357816000.0,56551000.0,,5928000.0,-49738000.0,3608632000.0,2011801000.0,13396000.0,,2508215000.0,319348000.0,41014000.0,1100417000.0,,745066000.0,2455258000.0,77645000.0,14054000.0,,,2315941000.0,2011801000.0,-81882000.0,68011000.0,1936022000.0,186513000.0,158627000.0,218471000.0,7065982000.0,278120000.0,15229000.0,5979226000.0,181000.0,444078000.0,3523968000.0,15229000.0,,,306744000.0,82278000.0,,13530000.0,,17283000.0,10880000.0,489915000.0,,,2315941000.0,-235837000.0,,30203000.0,25779000.0,2641000.0,1199584000.0,,-85523000.0,,222607000.0,1.27,93958000.0,-84830000.0,134264000.0,-1357816000.0,-13903000.0,-75212000.0,1936022000.0,489915000.0,679898000.0,,,0.0,,15235000.0,745066000.0,636000.0,2193745000.0,17283000.0,,679898000.0,1100417000.0,1698210000.0,,2193745000.0,155883000.0,450893000.0,,1199584000.0,486355000.0,84830000.0,,-65933000.0,931518000.0,,823903000.0,-7740000.0,636000.0,,18746000.0,,456694000.0,82278000.0,450893000.0,,0.0,,475591000.0,7997500000.0,1.22,16000000.0,204248000.0,,424319000.0,,-46270000.0,,30203000.0,,390761000.0,,3523968000.0,5979226000.0,16476000.0,93077000.0,,,584820000.0,,,,55642000.0,390761000.0,,,3551561000.0,44117000.0,475591000.0,,414240000.0,444078000.0,,,,,,,,,,,,,,
1333152000,119816000.0,,3637142000.0,0.2,,201264000.0,472257000.0,-91248000.0,34902000.0,9197000.0,,,,,,,14383000.0,1982040000.0,,,,,,,,-55090000.0,,-47419000.0,,,357809000.0,,,,,-21887000.0,,,165140000.0,,,,6123000.0,,,218996000.0,6123000.0,,,2035569000.0,,,2515274000.0,,68456000.0,1121868000.0,,743441000.0,2526857000.0,81448000.0,-1864000.0,,,2346224000.0,,,72456000.0,,,,,,,15029000.0,,-268479000.0,,,,,,,82613000.0,,7315000.0,,,,,,,,,,45675000.0,41777000.0,-10248000.0,1270941000.0,,,236526000.0,,,21421000.0,,131543000.0,,-6954000.0,-45555000.0,1932019000.0,500642000.0,,,,0.0,,26679000.0,,,2199509000.0,,,789174000.0,,1780776000.0,,,186247000.0,,1097000.0,,,64982000.0,,-32952000.0,,0.21,,,636000.0,,-24134000.0,,390761000.0,,442277000.0,,,,,,,,,,,,,,45675000.0,,,,3516770000.0,6043627000.0,,-60820000.0,,,,,,,55572000.0,357809000.0,,,,41112000.0,422791000.0,,,439633000.0,,,,,,,,,,,,,,
1341014400,103699000.0,,3539820000.0,0.2,,182136000.0,393174000.0,-7444000.0,-60837000.0,10634000.0,,,,,,,2164000.0,1909803000.0,,,,,,,,18787000.0,,873000.0,,,420938000.0,,,,,-21908000.0,,,161093000.0,,,,2602000.0,,,219104000.0,2602000.0,,,2058108000.0,,,2520371000.0,,64485000.0,1019449000.0,,741817000.0,2458344000.0,78437000.0,55662000.0,,,2371349000.0,,,69446000.0,,,,,,,15816000.0,,-36865000.0,,,,,,,81795000.0,,5120000.0,,,,,,,,,,44472000.0,39305000.0,1892000.0,1252153000.0,,,236208000.0,,,100599000.0,,129000000.0,,-38343000.0,-54789000.0,1928097000.0,510479000.0,,,,0.0,,25180000.0,,,2208660000.0,,,715440000.0,,1727667000.0,,,168928000.0,,341000.0,,,9998000.0,,63129000.0,,0.2,,,636000.0,,45810000.0,,357809000.0,,433559000.0,,,,,,,,,,,,,,44472000.0,,,,3513036000.0,5971380000.0,,73734000.0,,,,,54984000.0,,55502000.0,420938000.0,,,,41106000.0,430936000.0,,,439912000.0,,,,,,,,,,,,,,
1348963200,80615000.0,,3342688000.0,0.06,,156401000.0,377213000.0,9043000.0,6920000.0,34633000.0,,,,,,,12014000.0,1693390000.0,,,,,,,,43005000.0,,-47689000.0,,,287120000.0,,,,,-21915000.0,,,107664000.0,,,,738000.0,,,219191000.0,738000.0,,,2049011000.0,,,2737289000.0,,7221000.0,605399000.0,,740192000.0,2262224000.0,75786000.0,10653000.0,,,2363025000.0,,,66938000.0,,,,,,,24107000.0,,-946858000.0,,,,,,,18564000.0,,4695000.0,,,,,,,,,,12833000.0,6105000.0,-31904000.0,1209079000.0,,,220044000.0,,,117366000.0,,134363000.0,,-203495000.0,-58342000.0,2173925000.0,544800000.0,,,,0.0,,1116000.0,,,2213703000.0,,,712750000.0,,1536989000.0,,,166845000.0,,583000.0,,,0.0,,-133818000.0,,0.06,,,636000.0,,59024000.0,,420938000.0,,425034000.0,,,,,,,,,,,,,,12833000.0,,,,3513292000.0,5775516000.0,,2690000.0,,,,,9998000.0,,58953000.0,287120000.0,,,,41490000.0,287120000.0,,,30114000.0,,,,,,,,,,,,,,
1356912000,95285000.0,,3437574000.0,0.27,,180097000.0,360097000.0,93229000.0,-13578000.0,64000.0,,3761759000.0,179702000.0,,,320483000.0,16941000.0,1705001000.0,142281000.0,,375917000.0,-223525000.0,158585000.0,85977000.0,236624000.0,7143000.0,2296225000.0,-97366000.0,,,375917000.0,,,132816000.0,23907000.0,-21923000.0,54528000.0,163551000.0,153970000.0,,31520000.0,2827897000.0,3342000.0,-1530561000.0,-32593000.0,219346000.0,2986000.0,3580000.0,3437574000.0,2087620000.0,,,2827897000.0,222779000.0,63904000.0,609677000.0,,738542000.0,2296225000.0,84812000.0,-32527000.0,,,2405465000.0,2087620000.0,-87633000.0,76090000.0,2172606000.0,390761000.0,61785000.0,219159000.0,6570336000.0,163551000.0,19576000.0,5815416000.0,-6640000.0,29631000.0,3519191000.0,19576000.0,,,284930000.0,19173000.0,,6777000.0,,20699000.0,16941000.0,537304000.0,53310000.0,,2405465000.0,-191601000.0,,60571000.0,55094000.0,3496000.0,1202507000.0,,13845000.0,236890000.0,225216000.0,0.75,206918000.0,,132816000.0,-1530561000.0,-20755000.0,-64839000.0,2172606000.0,537304000.0,642363000.0,,,0.0,,8810000.0,738542000.0,637000.0,2231198000.0,12449000.0,,642363000.0,609677000.0,1524904000.0,,2231198000.0,179702000.0,416635000.0,,1202507000.0,446304000.0,31520000.0,,88797000.0,719898000.0,0.28,587867000.0,-1258842000.0,637000.0,,142079000.0,,287120000.0,19173000.0,416635000.0,,0.0,,407437000.0,7290234000.0,0.73,31924000.0,-14844000.0,,204066000.0,,-269547000.0,,60571000.0,,375917000.0,,3519191000.0,5815416000.0,-36764000.0,70373000.0,,,399415000.0,,-31520000.0,,55189000.0,375917000.0,,,3761759000.0,34877000.0,407437000.0,,360097000.0,29631000.0,,,,,,,,,,,,,,
1364688000,96232000.0,,3549984000.0,0.21,,176264000.0,410632000.0,-84291000.0,38988000.0,10935000.0,,,,,,,13438000.0,1795696000.0,,,,,,,,32348000.0,,-11412000.0,,,477861000.0,,,,,-21952000.0,,,154339000.0,,,,4753000.0,,,219995000.0,4753000.0,,,2111597000.0,,,2735297000.0,,62649000.0,814687000.0,,736912000.0,2448941000.0,80032000.0,33934000.0,,,2439133000.0,,,71905000.0,,,,,,,23644000.0,,-305691000.0,,,,,,,19947000.0,,-5586000.0,,,,,,,,,,48215000.0,41252000.0,1046000.0,1170159000.0,,,238087000.0,,,29710000.0,,129476000.0,,83646000.0,-45346000.0,2069214000.0,546722000.0,,,,0.0,,21397000.0,,,2232413000.0,,,753301000.0,,1619432000.0,,,159035000.0,,7614000.0,,,0.0,,101944000.0,,0.22,,,639000.0,,-15636000.0,,375917000.0,,408832000.0,,,,,,,,,,,,,,48215000.0,,,,3507633000.0,5956574000.0,,-110938000.0,,,,,,,57061000.0,477861000.0,,,,34629000.0,477861000.0,,,231582000.0,,,,,,,,,,,,,,
1372550400,69506000.0,,3325173000.0,0.13,,147692000.0,364330000.0,-60540000.0,-46370000.0,10812000.0,,,,,,,2862000.0,1801340000.0,,,,,,,,1660000.0,,-48373000.0,,,243753000.0,,,,,-24238000.0,,,127270000.0,,,,2344000.0,,,220471000.0,2344000.0,,,2116262000.0,,,2455324000.0,,38979000.0,869849000.0,,735281000.0,2242089000.0,78186000.0,863000.0,,,2448999000.0,,,70135000.0,,,,,,,33028000.0,,-202312000.0,,,,,,,20324000.0,,5091000.0,,,,,,,,,,28958000.0,23273000.0,938000.0,1168499000.0,,,221736000.0,,,32715000.0,,124584000.0,,-218450000.0,-49236000.0,1774243000.0,556023000.0,,,,0.0,,15706000.0,,,2232852000.0,,,773127000.0,,1653648000.0,,,178416000.0,,,,,0.0,,-234108000.0,,0.13,,,640000.0,,-16521000.0,,477861000.0,,401104000.0,,,,,,,,,,,,,,28958000.0,,,,3493821000.0,5735910000.0,,-19826000.0,,,,,0.0,,56826000.0,243753000.0,,,,31465000.0,243753000.0,,,324241000.0,,,,,,,,,,,,,,
1380499200,113273000.0,,3426571000.0,0.25,,197192000.0,426406000.0,61598000.0,59801000.0,9861000.0,,,,,,,7649000.0,1911738000.0,,,,,,,,-23648000.0,,-51318000.0,,,370056000.0,,,,,-24274000.0,,,173327000.0,,,,2515000.0,,,220926000.0,2515000.0,,,2149389000.0,,,2472369000.0,,84155000.0,954202000.0,,733650000.0,2385315000.0,83919000.0,844000.0,,,2492437000.0,,,76022000.0,,,,,,,25126000.0,,-4097000.0,,,,,,,22898000.0,,5275000.0,,,,,,,,,,57486000.0,51090000.0,1852000.0,1192032000.0,,,239001000.0,,,183266000.0,,120742000.0,,-5645000.0,-52162000.0,1773619000.0,565798000.0,,,,0.0,,33065000.0,,,2241067000.0,,,772873000.0,,1714546000.0,,,184806000.0,,,,,0.0,,126303000.0,,0.26,,,641000.0,,131104000.0,,243753000.0,,393531000.0,,,,,,,,,,,,,,57486000.0,,,,3488990000.0,5874305000.0,,254000.0,,,,,0.0,,58202000.0,370056000.0,,,,30970000.0,370056000.0,,,335341000.0,,,,,,,,,,,,,,
1388448000,107822000.0,,3437151000.0,0.24,,197996000.0,414932000.0,-45277000.0,-12278000.0,-871000.0,,3939814000.0,214679000.0,,,332311000.0,4023000.0,1864150000.0,163516000.0,,395156000.0,-186843000.0,127728000.0,-78237000.0,238996000.0,-118385000.0,2473634000.0,-41742000.0,,,395156000.0,,,115083000.0,11226000.0,-24348000.0,30737000.0,189314000.0,166550000.0,,0.0,2461973000.0,5892000.0,-1713680000.0,40141000.0,222273000.0,5892000.0,-128818000.0,3437151000.0,2179513000.0,37508000.0,,2461973000.0,125332000.0,77047000.0,975178000.0,,731996000.0,2473634000.0,90174000.0,-1643000.0,,,2547323000.0,2179513000.0,-94812000.0,82479000.0,1766045000.0,375917000.0,99314000.0,220916000.0,6653780000.0,189314000.0,25167000.0,5933006000.0,-5878000.0,341544000.0,3459372000.0,25167000.0,,,300541000.0,23376000.0,,6446000.0,,15812000.0,4023000.0,556038000.0,31520000.0,,2547323000.0,-152845000.0,,54655000.0,47901000.0,-111000.0,1314747000.0,,-108025000.0,240493000.0,230928000.0,0.86,66484000.0,,115083000.0,-1713680000.0,358000.0,-40099000.0,1766045000.0,556038000.0,720600000.0,,,0.0,,29146000.0,731996000.0,645000.0,2226134000.0,15504000.0,,720600000.0,975178000.0,1666154000.0,,2226134000.0,214679000.0,386159000.0,,1314747000.0,312175000.0,0.0,,25100000.0,719144000.0,0.25,621486000.0,-517978000.0,645000.0,,26385000.0,,370056000.0,23376000.0,386159000.0,,0.0,,395156000.0,7372924000.0,0.83,33998000.0,19239000.0,,262830000.0,,-140091000.0,,54655000.0,,395156000.0,,3459372000.0,5933006000.0,3725000.0,52273000.0,,,386833000.0,,0.0,,58839000.0,395156000.0,,,3939814000.0,30664000.0,395156000.0,,414932000.0,341544000.0,,,,,,,,,,,,,,
1396224000,80932000.0,,3401361000.0,0.17,,163304000.0,417168000.0,-120190000.0,5041000.0,-4091000.0,,,,,,,23531000.0,1830082000.0,,,,,,,,-17354000.0,,4043000.0,,,342919000.0,,,,,-24515000.0,,,139131000.0,,,,5768000.0,,,223011000.0,5768000.0,,,2192413000.0,,,2449930000.0,,50994000.0,951431000.0,,730360000.0,2528354000.0,82372000.0,28884000.0,,,2568795000.0,,,75437000.0,,,,,,,24363000.0,,-12793000.0,,,,,,,22843000.0,,5370000.0,,,,,,,,,,38579000.0,33698000.0,631000.0,1332101000.0,,,241394000.0,,,-27247000.0,,78152000.0,,-29033000.0,-24841000.0,1755028000.0,550225000.0,,,,0.0,,17296000.0,,,2197503000.0,,,811100000.0,,1666778000.0,,,167010000.0,,,,,,,-52237000.0,,0.17,,,646000.0,,-52088000.0,,395156000.0,,379488000.0,,,,,,,,,,,,,,38579000.0,,,,3385503000.0,5913857000.0,,-88950000.0,,,,,,,57568000.0,342919000.0,,,,30569000.0,342919000.0,,,343722000.0,,,,,,,,,,,,,,
1404086400,131905000.0,,3150172000.0,0.31,,222771000.0,440691000.0,-53188000.0,13385000.0,-280000.0,,,,,,,19448000.0,2069761000.0,,,,,,,,11230000.0,,-31220000.0,,,357490000.0,,,,,-25666000.0,,,192100000.0,,,,4700000.0,,,226220000.0,4700000.0,,,2237147000.0,,,2436949000.0,,103609000.0,713223000.0,,728751000.0,2630186000.0,90866000.0,2314000.0,,,2897897000.0,,,83932000.0,,,,,,,23216000.0,,-76412000.0,,,,,,,22356000.0,,-606000.0,,,,,,,,,,72303000.0,66341000.0,1754000.0,1320871000.0,,,242048000.0,,,76014000.0,,76439000.0,,-30223000.0,-33534000.0,1742128000.0,548285000.0,,,,0.0,,37268000.0,,,2177007000.0,,,910796000.0,,1846990000.0,,,191323000.0,,,,,,,14571000.0,,0.32,,,647000.0,,42480000.0,,342919000.0,,372819000.0,,,,,,,,,,,,,,72303000.0,,,,3355016000.0,5985202000.0,,-99696000.0,,,,,0.0,,58441000.0,357490000.0,,,,30050000.0,357490000.0,,,61761000.0,,,,,,,,,,,,,,
1412035200,188643000.0,,4666634000.0,0.38,,288512000.0,640121000.0,93923000.0,9690000.0,-3417000.0,,,,,,,26949000.0,2339016000.0,,,,,,,,27212000.0,,-1669035000.0,,,159591000.0,,,,,-27556000.0,,,232528000.0,,,,5104000.0,,,240087000.0,5104000.0,,,2300660000.0,,-1647463000.0,3625094000.0,,134667000.0,1041540000.0,,727128000.0,2930136000.0,99869000.0,2959000.0,,,2978084000.0,,,93105000.0,,,,,,,29263000.0,,-138533000.0,,,,,,,24922000.0,,-18072000.0,,,,,,,,,,91173000.0,87657000.0,-22072000.0,1664212000.0,,,242244000.0,,,249224000.0,,94047000.0,,1221912000.0,-24531000.0,2929994000.0,543838000.0,,,,0.0,,47010000.0,,,3420654000.0,,,1058668000.0,,2050504000.0,,,242612000.0,,,,,,,-197899000.0,,0.38,,,649000.0,,224693000.0,,357490000.0,,406318000.0,,,,,,,,,,,,,,91173000.0,,,,4648147000.0,7578283000.0,,30955000.0,,,,,0.0,,65957000.0,159591000.0,,,,31904000.0,159591000.0,,,131858000.0,,,,,,,,,,,,,,
1419984000,178840000.0,,4515500000.0,-0.19,,291624000.0,511056000.0,93078000.0,-104257000.0,-17254000.0,,5010039000.0,286980000.0,,,385891000.0,6086000.0,2517093000.0,91650000.0,,361363000.0,-111785000.0,137263000.0,-2191000.0,242078000.0,47642000.0,2973765000.0,-51055000.0,,,361363000.0,,,97529000.0,-17546000.0,-27642000.0,-25042000.0,157024000.0,1632000.0,,,3664918000.0,258444000.0,-1886133000.0,-76141000.0,240870000.0,-1556000.0,13623000.0,4515500000.0,2227843000.0,,-21986000.0,3664918000.0,505787000.0,-124467000.0,850582000.0,,745158000.0,2973765000.0,112784000.0,-190000.0,,,2913015000.0,2227843000.0,-105379000.0,105866000.0,2977706000.0,395156000.0,73153000.0,232547000.0,7789741000.0,157024000.0,55655000.0,7311027000.0,-364387000.0,46460000.0,4337262000.0,55655000.0,,,358340000.0,18839000.0,,-4238000.0,-1669449000.0,274016000.0,6086000.0,542033000.0,0.0,,2913015000.0,-1747267000.0,,-45031000.0,-96046000.0,-258567000.0,1618419000.0,,68730000.0,240870000.0,263325000.0,0.68,319581000.0,,97529000.0,-1886133000.0,-66754000.0,-28879000.0,2977706000.0,542033000.0,902825000.0,,,0.0,,-28421000.0,745158000.0,635000.0,3123906000.0,14016000.0,,902825000.0,850582000.0,2225469000.0,,3123906000.0,286980000.0,370669000.0,,1618419000.0,617572000.0,,,201772000.0,966211000.0,-0.19,565391000.0,-635578000.0,635000.0,,290702000.0,,159591000.0,18839000.0,370669000.0,,0.0,,361363000.0,8755952000.0,0.67,33967000.0,-33793000.0,,164803000.0,,1095902000.0,,-45031000.0,,361363000.0,,4337262000.0,7311027000.0,-278254000.0,155500000.0,,,580320000.0,,0.0,,81359000.0,361363000.0,,,5010039000.0,44740000.0,361363000.0,,511056000.0,46460000.0,,,,,,,,,,,,,,
1427760000,99771000.0,,3939085000.0,0.13,,187042000.0,376962000.0,109671000.0,-127053000.0,16717000.0,,,,,,,5116000.0,2047435000.0,,,,,,,,164999000.0,,-31688000.0,,,160982000.0,,,,,-27767000.0,,,156401000.0,,,,8543000.0,,,241535000.0,8543000.0,,,2225354000.0,,,3320751000.0,,40492000.0,618334000.0,,743528000.0,2452225000.0,87271000.0,1663000.0,,,2918077000.0,,,80948000.0,,,,,,,34846000.0,,-427451000.0,,,,,,,15936000.0,,-28000.0,,,,,,,,,,30761000.0,26954000.0,-16192000.0,1453242000.0,,,242867000.0,,,234707000.0,,89878000.0,,-403400000.0,-33351000.0,2623444000.0,555031000.0,,,,0.0,,13538000.0,,,3085587000.0,,,769741000.0,,1860393000.0,,,205529000.0,,,,,,,-200381000.0,,0.13,,,635000.0,,201356000.0,,361363000.0,,364620000.0,,,,,,,,,,,,,,30761000.0,,,,4283613000.0,6735838000.0,,133084000.0,,,,,,,72822000.0,160982000.0,,,,43087000.0,160982000.0,,,30727000.0,,,,,,,,,,,,,,
1435622400,77559000.0,,4028035000.0,0.13,,171743000.0,446698000.0,186890000.0,62735000.0,16367000.0,,,,,,,2411000.0,2005007000.0,,,,,,,,161174000.0,,-22015000.0,,,419401000.0,,,,,-33233000.0,,,153044000.0,,,,6357000.0,,,241900000.0,6357000.0,,,2223599000.0,,,3329447000.0,,41608000.0,698588000.0,,741898000.0,2591392000.0,94184000.0,806000.0,,,2927413000.0,,,87691000.0,,,,,,,32004000.0,,-60557000.0,,,,,,,16147000.0,,-1135000.0,,,,,,,,,,31550000.0,25325000.0,1212000.0,1292069000.0,,,243491000.0,,,309212000.0,,87670000.0,,-28778000.0,-22821000.0,2619574000.0,567754000.0,,,,0.0,,16283000.0,,,3047401000.0,,,816522000.0,,1833264000.0,,,214404000.0,,,,,,,258419000.0,,0.13,,,636000.0,,286391000.0,,160982000.0,,358402000.0,,,,,,,,,,,,,,31550000.0,,,,4235371000.0,6826763000.0,,-47149000.0,,,,,,,74273000.0,419401000.0,,,,37163000.0,419401000.0,,,35075000.0,,,,,,,,,,,,,,
