,annualBeginningCashPosition,annualChangesInAccountReceivables,quarterlyChangeInInventory,annualCurrentAssets,trailingInterestExpense,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,annualInterestExpense,quarterlyRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,annualDeferredIncomeTax,trailingOperatingExpense,trailingCapitalExpenditure,quarterlyBasicAverageShares,annualAccumulatedDepreciation,trailingChangeInCashSupplementalAsReported,annualSellingGeneralAndAdministration,annualGrossPPE,annualRepaymentOfDebt,quarterlyStockholdersEquity,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyChangeInAccountPayable,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,quarterlyOperatingExpense,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,trailingGrossProfit,annualCapitalExpenditure,trailingNetIncomeCommonStockholders,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,annualCapitalStock,annualOtherCurrentAssets,annualCostOfRevenue,annualTaxProvision,quarterlyTaxProvision,quarterlyRepaymentOfDebt,annualCurrentDebt,annualStockBasedCompensation,annualNetOtherFinancingCharges,quarterlyEbitda,annualGrossProfit,quarterlyPretaxIncome,quarterlyNetPPE,trailingTaxProvision,quarterlyRetainedEarnings,quarterlyCommonStockIssuance,annualInventory,trailingDepreciationAndAmortization,quarterlyStockBasedCompensation,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlyOperatingIncome,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyDeferredIncomeTax,annualTotalLiabilitiesNetMinorityInterest,annualNonCurrentDeferredTaxesLiabilities,quarterlyDilutedEPS,annualFreeCashFlow,trailingPurchaseOfBusiness,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,annualChangeInInventory,annualOperatingExpense,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyTotalRevenue,trailingFreeCashFlow,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualLongTermDebt,annualCashDividendsPaid,annualPretaxIncome,quarterlyLongTermDebt,annualBasicAverageShares,quarterlyOtherCurrentLiabilities,trailingPurchaseOfInvestment,trailingPretaxIncome,annualAccountsReceivable,annualNetIncome,trailingCashDividendsPaid,annualTotalAssets,trailingNetIncome,annualGoodwill,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,trailingInvestingCashFlow,annualStockholdersEquity,annualOtherNonCashItems,trailingChangeInWorkingCapital,quarterlyInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCommonStockIssuance,annualInvestingCashFlow,quarterlyInventory,annualRetainedEarnings,quarterlyDilutedAverageShares,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualBasicEPS,trailingStockBasedCompensation,quarterlyGoodwill,trailingSaleOfInvestment,annualDepreciationAndAmortization,quarterlyOtherIncomeExpense,annualTotalRevenue,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,trailingTotalRevenue,trailingOperatingCashFlow,quarterlyNetIncomeCommonStockholders,annualCashFlowFromContinuingFinancingActivities,trailingOtherIncomeExpense,quarterlyInvestingCashFlow,annualDilutedAverageShares,quarterlyEndCashPosition,annualEndCashPosition,trailingOperatingIncome,annualCurrentLiabilities,annualNetPPE,quarterlyBasicEPS,quarterlyCashDividendsPaid,quarterlyPurchaseOfInvestment,annualOtherShortTermInvestments,annualOperatingIncome,trailingCashFlowFromContinuingFinancingActivities,annualOtherIncomeExpense,trailingEndCashPosition,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashAndCashEquivalents,annualChangeInAccountPayable,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,annualAccountsPayable,annualEbitda,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualCashCashEquivalentsAndMarketableSecurities,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyTotalLiabilitiesNetMinorityInterest,annualDilutedEPS,quarterlyOtherNonCurrentAssets,trailingBasicAverageShares,trailingCommonStockIssuance,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualIncomeTaxPayable,trailingChangeInInventory,trailingChangeInAccountPayable,trailingNetOtherFinancingCharges,trailingDeferredIncomeTax,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares
915062400,,,-1600000.0,,,108200000.0,,,-18300000.0,,,,,,,,,161359998.0,,,,,,1769700000.0,,0.0,282200000.0,311000000.0,,,,196600000.0,,-3300000.0,,,,,141400000.0,,,,,33300000.0,,,,,169600000.0,,96800000.0,1191300000.0,,1740300000.0,,,,,,,,114400000.0,,,-2400000.0,,,0.38686,,,,-9300000.0,2487700000.0,,,949900000.0,,1821100000.0,1199000000.0,,103600000.0,-58400000.0,,-48300000.0,-1296400000.0,,,,634200000.0,,317100000.0,,,,,,,,,3721400000.0,,888000000.0,,,,-4200000.0,329500000.0,,,,,,,1001800000.0,,,1011700000.0,,164142067.0,63500000.0,63500000.0,,,,,,-300000.0,,,38100000.0,,,63500000.0,,,-60200000.0,,0.0,,,,,0.39353,-16300000.0,,,,,,,,55200000.0,,,39900000.0,,17300000.0,39900000.0,350600000.0,,,0.0,,45200000.0,,,,1900300000.0,,,,,1951700000.0,,709000000.0,,,,,,,,,,,,,,,,,,,,,,
922838400,,,52100000.0,,,100400000.0,,,,,,,,,,,,161538949.0,,,,,,1783600000.0,,0.0,268200000.0,315900000.0,,,,185500000.0,,-2900000.0,,,,,136300000.0,,,,,41200000.0,,,,,179600000.0,,117700000.0,1186800000.0,,1798300000.0,,,,,,-200000.0,,130400000.0,,,7800000.0,,,0.4669,,,,22100000.0,2487100000.0,,,800000000.0,,1799200000.0,1255800000.0,,156600000.0,-52200000.0,,-101100000.0,-1300300000.0,,,,733500000.0,,359000000.0,,,,,,,,,3691300000.0,,939900000.0,,,,1100000.0,337200000.0,,,,,,,1107700000.0,,,939000000.0,,163846648.0,76500000.0,76500000.0,,,,,,3000000.0,,,37000000.0,,,76500000.0,,,-52900000.0,,0.0,,,,,0.47357,-18400000.0,,,,,,,,49200000.0,,,41100000.0,,15600000.0,41100000.0,172800000.0,,,-100000.0,,104400000.0,,,,1892100000.0,,,,,1907700000.0,,705300000.0,,,,,,,,,,,,,,,,,,,,,,
930700800,30500000.0,,18400000.0,1774700000.0,,87500000.0,,63700000.0,,288800000.0,-204900000.0,,310500000.0,,5700000.0,,,,-1305900000.0,,550700000.0,2506800000.0,,1853900000.0,56000000.0,0.0,313200000.0,343500000.0,,2800000.0,,186900000.0,380700000.0,2400000.0,,-320000000.0,,,138900000.0,56000000.0,87500000.0,3667400000.0,167200000.0,49700000.0,,60600000.0,,0.0,204600000.0,1291400000.0,142000000.0,1200900000.0,,1872400000.0,9500000.0,915100000.0,,,1931200000.0,,-58500000.0,156600000.0,,,2400000.0,1852000000.0,30800000.0,,139100000.0,,,35600000.0,2506800000.0,30600000.0,752700000.0,754500000.0,,1774700000.0,1285300000.0,,179700000.0,-63300000.0,310500000.0,-128400000.0,-1305900000.0,724800000.0,-69500000.0,477700000.0,724800000.0,163421053.0,380700000.0,,,,310500000.0,,3705900000.0,,,3705900000.0,,941800000.0,,,,-7800000.0,341900000.0,,1853900000.0,,,,,1097500000.0,74100000.0,-313100000.0,915100000.0,1872400000.0,,92300000.0,92300000.0,1.9,,,,202000000.0,-5000000.0,4958800000.0,,30800000.0,,,92300000.0,-143800000.0,,-59100000.0,164575972.0,33300000.0,33300000.0,,754500000.0,1200900000.0,,-18400000.0,,,538700000.0,,-2400000.0,,441500000.0,48000000.0,459100000.0,1097500000.0,33300000.0,,14600000.0,33300000.0,60600000.0,313200000.0,740700000.0,100000.0,341900000.0,116400000.0,,,441500000.0,1931200000.0,-204900000.0,33300000.0,33300000.0,500000.0,1852000000.0,1.886667,288800000.0,,,,,,,,,,,,,,,,,,,,,,
938649600,,,1900000.0,,,87100000.0,,,,,-184200000.0,,,,,,,163521739.0,,,,,,1930200000.0,56000000.0,33300000.0,288500000.0,318900000.0,,,,191300000.0,,-29800000.0,,,,,138100000.0,,,,,38800000.0,,,,,180800000.0,,112400000.0,1207000000.0,,1927400000.0,1900000.0,,,,,-100000.0,,127600000.0,,,-2100000.0,,,0.44689,,,,-2800000.0,2547100000.0,,,741100000.0,,1812000000.0,1242300000.0,,117800000.0,-50100000.0,,-20200000.0,-1340100000.0,,,,717600000.0,,393100000.0,,,,,,,,,3770400000.0,,923400000.0,,,,31100000.0,348700000.0,,,,,,,1099100000.0,,,920800000.0,,165059970.0,73600000.0,73600000.0,,,,,,-600000.0,,,32800000.0,,,73600000.0,,,-65100000.0,,64400000.0,,,,,0.44689,-18500000.0,,,,,,,,53200000.0,,,64400000.0,,14500000.0,64400000.0,59500000.0,,,-100000.0,,67700000.0,,,,1958400000.0,,,,,1840200000.0,,751400000.0,,,,,,,,,,,,,,,,,,,,,,
946598400,,,-1200000.0,,,85700000.0,,,,,-203600000.0,,,,,,,163043478.0,,,,,,1968900000.0,56100000.0,64400000.0,253800000.0,321700000.0,,,,194000000.0,,-300000.0,,,,,140200000.0,,,,,39500000.0,,,,,181500000.0,,114500000.0,1214200000.0,,1983800000.0,1700000.0,,,,,,,127700000.0,,,-900000.0,,,0.453333,,,,-33000000.0,2572900000.0,,,653800000.0,,1767500000.0,1239200000.0,,95500000.0,-64000000.0,,-18900000.0,-1358700000.0,,,,713600000.0,,338900000.0,,,,,,,,,3722400000.0,,917500000.0,,,,10000000.0,354900000.0,,,,,,,1099700000.0,,,915000000.0,,165441176.0,75000000.0,75000000.0,,,,,,100000.0,,,31200000.0,,,75000000.0,,,-64600000.0,,74400000.0,,,,,0.46,-18600000.0,,,,,,,,53800000.0,,,74400000.0,,14000000.0,74400000.0,61100000.0,,,200000.0,,31500000.0,,,,1954900000.0,,,,,1753500000.0,,740700000.0,,,,,,,,,,,,,,,,,,,,,,
954460800,,,19695000.0,,,83754000.0,,,,,-216877000.0,,,,,,,163320918.0,,,,,,2035728000.0,56134000.0,74400000.0,301193000.0,369570000.0,,,,191298000.0,,9510000.0,,,,,141254000.0,,,,,56202000.0,,,,,228316000.0,,162905000.0,1237603000.0,,2071955000.0,,,,,,,,178272000.0,,,-1825000.0,,,0.646667,,,,-4270000.0,2609943000.0,,,773134000.0,,1854545000.0,1393659000.0,,151616000.0,-54031000.0,,-6997000.0,-1372340000.0,,,,706596000.0,,388590000.0,,,,,,,,,3902321000.0,,1024089000.0,,,,-13662000.0,356619000.0,,,,,,,1093459000.0,,,909835000.0,,165004639.0,106703000.0,106703000.0,,,,,,-796000.0,,,30244000.0,,,106703000.0,,,-157468000.0,,60715000.0,,,,,0.653333,-18561000.0,,,,,,,,50006000.0,,,60715000.0,,14571000.0,60715000.0,83351000.0,,,-100000.0,,97585000.0,,,,2047776000.0,,,,,1866593000.0,,810173000.0,,,,,,,,,,,,,,,,,,,,,,
962323200,33277000.0,,-3147000.0,2153113000.0,,270417000.0,,59183000.0,,581531000.0,-234972000.0,,368232000.0,,-11867000.0,,,,-1373335000.0,,575906000.0,2714250000.0,,2309458000.0,58301000.0,60715000.0,372666000.0,395063000.0,,35183000.0,,205749000.0,478339000.0,-9677000.0,,-230482000.0,,,156347000.0,58301000.0,270417000.0,3950161000.0,193955000.0,59505000.0,,335298000.0,,0.0,238716000.0,1405176000.0,172477000.0,1340915000.0,,2165625000.0,,974196000.0,,,2493186000.0,,-24527000.0,189314000.0,,,-7042000.0,2336841000.0,77939000.0,,307558000.0,,,15543000.0,2714250000.0,17248000.0,782314000.0,1186303000.0,,2153113000.0,1480178000.0,,173124000.0,-62351000.0,368232000.0,126957000.0,-1373335000.0,701762000.0,-74963000.0,562187000.0,701762000.0,165373653.0,478339000.0,,,,368232000.0,,4646299000.0,,,4646299000.0,,1085115000.0,,,,7745000.0,370837000.0,,2309458000.0,,,,,1150538000.0,1202000.0,-579709000.0,974196000.0,2165625000.0,,112972000.0,112972000.0,2.226667,,,,206408000.0,-4908000.0,5355337000.0,,77939000.0,,,112972000.0,80860000.0,,-292541000.0,166872508.0,68460000.0,68460000.0,,1186303000.0,1340915000.0,,-19302000.0,,,622862000.0,,-5604000.0,,570740000.0,49402000.0,538040000.0,1150538000.0,68460000.0,,16041000.0,68460000.0,335298000.0,372666000.0,829270000.0,0.0,370837000.0,110773000.0,,,570740000.0,2493186000.0,-234972000.0,68460000.0,68460000.0,-30267000.0,2336841000.0,2.206667,581531000.0,,,,,,,,,,,,,,,,,,,,,,
970272000,,,-23922000.0,,,363162000.0,,,,,-256627000.0,,,,,,,170517273.0,,,,,,2394170000.0,58301000.0,68460000.0,360787000.0,393534000.0,,,,229873000.0,,4472000.0,,,,,162441000.0,,,,,68824000.0,,,,,231093000.0,,193870000.0,1435642000.0,,2271311000.0,1725000.0,,,,,,,163661000.0,,,22557000.0,,,0.726667,,,,-137364000.0,2821583000.0,,,1486517000.0,,2399469000.0,1477366000.0,,19964000.0,-66083000.0,,448371000.0,-1385941000.0,,,,953434000.0,,529621000.0,,,,,,,,,5329726000.0,,1083832000.0,,,,-13270000.0,384204000.0,,,,,,,1449039000.0,,,1027213000.0,,172081651.0,125046000.0,125046000.0,,,,,,51377000.0,,,111401000.0,,,125046000.0,,,-480048000.0,,55190000.0,,,,,0.733333,-19361000.0,,,,,,,,67432000.0,,,55190000.0,,21168000.0,55190000.0,596109000.0,,,0.0,,-46119000.0,,,862892000.0,2930257000.0,,,,,2935556000.0,,631723000.0,,,,,,,,,,,,,,,,,,,,,,
978220800,,,-27881000.0,,,359107000.0,,,,,-254763000.0,,,,,,,172751471.0,,,,,,2457145000.0,58340000.0,55190000.0,378778000.0,381377000.0,,,,235718000.0,,27487000.0,,,,,169596000.0,,,,,43102000.0,,,,,211781000.0,,121416000.0,1496932000.0,,2330253000.0,2167000.0,,,,,,,145659000.0,,,-4997000.0,,,0.453333,,,,13447000.0,2934170000.0,,,1378144000.0,,2366459000.0,1460076000.0,,154752000.0,-103490000.0,,-64663000.0,-1437238000.0,,,,981953000.0,,458998000.0,,,,,,,,,5308371000.0,,1078699000.0,,,,16339000.0,386985000.0,,,,,,,1473082000.0,,,1065313000.0,,172751471.0,78314000.0,78314000.0,,,,,,1364000.0,,,104144000.0,,,78314000.0,,,-73988000.0,,71529000.0,,,,,0.453333,-19370000.0,,,,,,,,66122000.0,,,71529000.0,,25607000.0,71529000.0,540368000.0,,,0.0,,51262000.0,,,847117000.0,2941912000.0,,,,,2851226000.0,,597863000.0,,,,,,,,,,,,,,,,,,,,,,
985996800,,,41889000.0,,,215533000.0,,,,,-295003000.0,,,,,,,171572727.0,,,,,,2490344000.0,58471000.0,71529000.0,333212000.0,341476000.0,,,,180241000.0,,-2818000.0,,,,,159580000.0,,,,,50334000.0,,,,,228466000.0,,141786000.0,1507047000.0,,2397761000.0,5932000.0,,,,,,,161235000.0,,,6584000.0,,,0.513333,,,,-33927000.0,2951820000.0,,,1387279000.0,,2286891000.0,1534202000.0,,133576000.0,-94239000.0,,-41966000.0,-1444773000.0,,,,865456000.0,,0.0,,,,,,,,,5251438000.0,888760000.0,1192726000.0,440739000.0,,,-26320000.0,388183000.0,,,,,,,1373815000.0,,,1006037000.0,,171572727.0,88074000.0,91452000.0,,,852973000.0,,,4794000.0,,,120176000.0,,,88074000.0,,,-116855000.0,,45209000.0,,,,,0.513333,-20567000.0,,,,,,,,67231000.0,,,45209000.0,,24243000.0,45209000.0,613328000.0,,,0.0,,39337000.0,,,,2964547000.0,,,,,2761094000.0,,604527000.0,,,,,,,,,,,,,,,,,,,,,,
993859200,68460000.0,,17779000.0,2196362000.0,,110683000.0,,90362000.0,,630971000.0,-298582000.0,,340792000.0,,32509000.0,,,,-1457376000.0,,679963000.0,3006064000.0,,2528915000.0,58705000.0,45209000.0,367806000.0,135061000.0,,-44895000.0,,34131000.0,498821000.0,-21011000.0,,-334748000.0,,,188346000.0,58705000.0,110683000.0,4728156000.0,189426000.0,27166000.0,,546502000.0,,0.0,164672000.0,1251448000.0,76524000.0,1548688000.0,,2426496000.0,6147000.0,1008864000.0,,,3141299000.0,,-57286000.0,100930000.0,,,8365000.0,2808746000.0,131708000.0,,197417000.0,,,100558000.0,3006064000.0,7865000.0,679963000.0,1413129000.0,,2196362000.0,1507960000.0,,223873000.0,-70936000.0,344170000.0,-97605000.0,-1457376000.0,857078000.0,-79921000.0,533596000.0,857078000.0,171539597.0,498821000.0,,,922325000.0,340792000.0,,5337661000.0,,953648000.0,5337661000.0,922325000.0,1372899000.0,,,,-21644000.0,406831000.0,,2528915000.0,,,,,1395617000.0,15971000.0,-819828000.0,1008864000.0,2426496000.0,,49358000.0,49358000.0,1.986667,,953648000.0,,264527000.0,-9862000.0,5979604000.0,,131708000.0,,,49358000.0,244137000.0,,-148937000.0,172698649.0,23565000.0,23565000.0,,1413129000.0,1548688000.0,,-20623000.0,,,571485000.0,,47673000.0,,,63742000.0,532165000.0,1395617000.0,23565000.0,,19344000.0,23565000.0,546502000.0,367806000.0,836012000.0,0.0,406831000.0,152937000.0,,,,3141299000.0,-298582000.0,23565000.0,23565000.0,8130000.0,2808746000.0,1.973333,630971000.0,,,,,,,,,,,,,,,,,,,,,,
1001808000,,,2522000.0,,,0.0,,,,,-286561000.0,,,,,,,171455660.0,,,,,,2580638000.0,58733000.0,23565000.0,380009000.0,278242000.0,,,,165415000.0,,-15391000.0,,,,,165415000.0,,,,,31909000.0,,,,,174590000.0,,92490000.0,1600157000.0,,2466347000.0,,,,,,,,112827000.0,,,-8750000.0,,,0.346667,,,,88265000.0,3142175000.0,,,1497573000.0,,2244003000.0,1475867000.0,,203097000.0,-59296000.0,,14963000.0,-1542018000.0,,,,874228000.0,,0.0,,,,,,,,,5495975000.0,920958000.0,1197625000.0,534136000.0,,,11819000.0,399293000.0,,,,,,,1417764000.0,,,1047713000.0,,174752885.0,60581000.0,60581000.0,,,1083467000.0,,,0.0,,,144243000.0,,,60581000.0,,,-204553000.0,,35384000.0,,,,,0.353333,-20731000.0,,,,,,,,61763000.0,,,35384000.0,,20454000.0,35384000.0,583428000.0,,,-149000.0,,143801000.0,,,17492000.0,3251972000.0,,,,,2915337000.0,,550856000.0,,,,,,,,,,,,,,,,,,,,,,
1009756800,,,-3452000.0,,,0.0,,,,,-285955000.0,,,,,,,174372000.0,,,,,,2585044000.0,58735000.0,35384000.0,336454000.0,233437000.0,,,,164883000.0,,-7057000.0,,,,,164883000.0,,,,,17926000.0,,,,,129307000.0,,46988000.0,1701925000.0,,2474709000.0,,,,,,,,68554000.0,,,10741000.0,,,0.166667,,,,44852000.0,3256942000.0,,,1339364000.0,,2190523000.0,1437330000.0,,147239000.0,-53823000.0,,80113000.0,-1555017000.0,,,,1063061000.0,,60605000.0,,,,,,,,,5548818000.0,813638000.0,1203893000.0,449027000.0,,,-6501000.0,415649000.0,,,,,,,1624410000.0,,,1110732000.0,,174372000.0,29062000.0,29062000.0,,,,,,0.0,,,145700000.0,,,29062000.0,,,-232920000.0,,28883000.0,,,,,0.166667,-20699000.0,,,,,,,,60753000.0,,,28883000.0,,21555000.0,28883000.0,493278000.0,,,-4561000.0,,93416000.0,,,1100178000.0,3358295000.0,,,,,2963774000.0,,556192000.0,,,,,,,,,,,,,,,,,,,,,,
1017532800,,,60769000.0,,,0.0,,,,,-285140000.0,,,,,,,174523333.0,,,,,,2626229000.0,58905000.0,28883000.0,378951000.0,269087000.0,,,,171764000.0,,-28274000.0,,,,,171764000.0,,,,,24203000.0,,,,,155764000.0,,76560000.0,1683768000.0,,2506438000.0,,,,,,,,97323000.0,,,4708000.0,,,0.3,,,,-10066000.0,3266538000.0,,,1483609000.0,,2323956000.0,1578332000.0,,107648000.0,-44333000.0,,36928000.0,-1582770000.0,,,,1052174000.0,,73263000.0,,,,,,,,,5755017000.0,981972000.0,1309245000.0,483631000.0,98850000.0,,3034000.0,445279000.0,,,,,,,1645179000.0,,,1070287000.0,,174523333.0,52357000.0,52357000.0,,,,,,0.0,,,147726000.0,,,52357000.0,,,-141583000.0,,31917000.0,,,,,0.3,-20628000.0,,,,,,,,58441000.0,,,31917000.0,,20924000.0,130767000.0,547764000.0,,,0.0,,63315000.0,,,1143147000.0,3431061000.0,,,,,3128788000.0,,604146000.0,,,,,,,,,,,,,,,,,,,,,,
1025395200,23565000.0,,51202000.0,2235618000.0,,0.0,,82484000.0,,675877000.0,-324624000.0,,130150000.0,,29095000.0,,,,-1657293000.0,,686485000.0,3354258000.0,,2583516000.0,59062000.0,31917000.0,443525000.0,251786000.0,,22819000.0,499619000.0,184423000.0,0.0,13812000.0,,-206564000.0,,,184423000.0,59062000.0,0.0,5116570000.0,87886000.0,13848000.0,,416693000.0,,0.0,168004000.0,1032552000.0,1998000.0,1696965000.0,,2473808000.0,16320000.0,1051968000.0,,,3516965000.0,,172449000.0,67363000.0,,,22396000.0,3169067000.0,76955000.0,,424482000.0,,,49398000.0,3354258000.0,111041000.0,686485000.0,1359837000.0,,2235618000.0,1657593000.0,,173062000.0,-49112000.0,130150000.0,-132881000.0,-1657293000.0,1088883000.0,-82838000.0,218036000.0,1088883000.0,172765487.0,0.0,,,1006313000.0,130150000.0,,5752583000.0,,1083768000.0,5752583000.0,1006313000.0,1405807000.0,499619000.0,,,14467000.0,643392000.0,,2583516000.0,,,,3222000.0,1809230000.0,20250000.0,-608718000.0,1051968000.0,2473808000.0,,-11850000.0,-11850000.0,0.753333,,1083768000.0,,281598000.0,-48030000.0,6149122000.0,,76955000.0,,,-11850000.0,-877000.0,,-29662000.0,174308036.0,46384000.0,46384000.0,,1359837000.0,1696965000.0,,-20780000.0,,,346067000.0,,-48030000.0,,51286000.0,100641000.0,631046000.0,1809230000.0,46384000.0,,19551000.0,46384000.0,416693000.0,443525000.0,627665000.0,0.0,643392000.0,123950000.0,,,51286000.0,3516965000.0,-324624000.0,46384000.0,46384000.0,-36910000.0,3169067000.0,0.746667,675877000.0,,,,,,,,,,,,,,,,,,,,,,
1033344000,,,1373000.0,,,0.0,,,,,-335960000.0,,,,,,,175889423.0,,,,,,2613158000.0,59078000.0,46384000.0,413912000.0,286014000.0,,,,176255000.0,,2717000.0,,,,,176255000.0,,,,,30716000.0,,,,,173832000.0,,91691000.0,1681958000.0,,2513941000.0,845000.0,,,,,,,109759000.0,,,11726000.0,,,0.346667,,,,4540000.0,3387886000.0,,,1337139000.0,,2163317000.0,1585904000.0,,145153000.0,-38614000.0,,-110211000.0,-1705928000.0,,,,955312000.0,,0.0,,,,,,,,,5626417000.0,945861000.0,1299890000.0,470097000.0,,,-654000.0,631205000.0,,,,,,,1676120000.0,,,1046342000.0,,175889423.0,60975000.0,60975000.0,,,1063925000.0,,,0.0,,,89603000.0,,,60975000.0,,,-35668000.0,,45730000.0,,,,,0.346667,-20842000.0,,,,,,,,64073000.0,,,45730000.0,,19694000.0,45730000.0,453130000.0,,,0.0,,106539000.0,,,58487000.0,3463100000.0,,,,,3013259000.0,,658730000.0,,,,,,,,,,,,,,,,,,,,,,
1041292800,,,6950000.0,,,0.0,,,,,-296067000.0,,,,,,,170690909.0,,,,,,2671126000.0,59110000.0,45730000.0,371835000.0,258374000.0,,,,177142000.0,,-444000.0,,,,,177142000.0,,,,,20494000.0,,,,,146986000.0,,58046000.0,1674837000.0,,2530640000.0,1377000.0,,,,,,,81232000.0,,,-5859000.0,,,0.213333,,,,16091000.0,3446055000.0,,,1416676000.0,,2121613000.0,1517201000.0,,115296000.0,-40439000.0,,-91907000.0,-1771218000.0,,,,773733000.0,,0.0,,,,,,,,,5591220000.0,898888000.0,1258827000.0,464025000.0,,,-10365000.0,639056000.0,,,,,,,1503418000.0,,,1058579000.0,,176025000.0,37552000.0,37552000.0,,,1079808000.0,,,0.0,,,90629000.0,,,37552000.0,,,-34982000.0,,35365000.0,,,,,0.22,-20854000.0,,,,,,,,65754000.0,,,35365000.0,,23186000.0,35365000.0,580816000.0,,,0.0,,74857000.0,,,56780000.0,3469607000.0,,,,,2920094000.0,,658182000.0,,,,,,,,,,,,,,,,,,,,,,
1049068800,,,41588000.0,,,0.0,,,,,-270792000.0,,,,,,,173796429.0,,,,,,2723891000.0,59132000.0,35365000.0,395658000.0,278414000.0,,,,182378000.0,,854000.0,,,,,182378000.0,,,,,25293000.0,,,,,157227000.0,,73956000.0,1661714000.0,,2557259000.0,869000.0,,,,,,,96036000.0,,,40605000.0,,,0.28,,,,-86909000.0,3483936000.0,,,1309380000.0,,2200360000.0,1646844000.0,,65719000.0,-33810000.0,,-18578000.0,-1822222000.0,,,,948164000.0,,0.0,,,,,,,,,5756087000.0,991131000.0,1368430000.0,503444000.0,,,17331000.0,641410000.0,,,,,,,1722816000.0,,,1027939000.0,,173796429.0,48663000.0,48663000.0,,,,,,0.0,,,133242000.0,,,48663000.0,,,-30490000.0,,52696000.0,,,,,0.28,-22043000.0,,,,,,,,61191000.0,,,52696000.0,,22080000.0,52696000.0,410278000.0,,,0.0,,31909000.0,,,1148018000.0,3555727000.0,,,,,3032196000.0,,745995000.0,,,,,,,,,,,,,,,,,,,,,,
